1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;17;18
Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
------;Straftaten insgesamt;5124000;Wuppertal;30,040;8,477;2,099;7;50;41;16,645;55.4;12,051;8,880;3,171;4,535;37.6
------;Straftaten insgesamt;9663000;Würzburg;9,954;7,784;580;5.8;3;1;6,706;67.4;4,842;3,925;917;1,714;35.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;45;18;7;15.6;0;0;30;66.7;36;35;1;16;44.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;31;11;4;12.9;0;0;27;87.1;26;26;0;14;53.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;9;8;0;0;0;0;7;77.8;7;7;0;1;14.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;910;25;89;9.8;0;0;590;64.8;588;583;5;267;45.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;38;11;1;2.6;0;0;35;92.1;36;36;0;14;38.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;36;10;7;19.4;0;0;32;88.9;33;33;0;8;24.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;50;15;4;8;1;0;46;92;47;47;0;16;34
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;13;11;1;7.7;0;0;13;100;12;12;0;4;33.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;29;12;4;13.8;0;0;27;93.1;31;31;0;9;29
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;102;18;7;6.9;0;0;61;59.8;67;66;1;32;47.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;20;18;3;15;0;0;16;80;15;15;0;3;20
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;14;6;1;7.1;0;0;13;92.9;16;16;0;11;68.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12052000;Cottbus;27;27;1;3.7;0;0;22;81.5;21;21;0;7;33.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;14;9;3;21.4;0;0;11;78.6;11;11;0;5;45.5
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;95;16;11;11.6;0;0;81;85.3;81;79;2;29;35.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;31;6;0;0;0;0;28;90.3;28;28;0;12;42.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5112000;Duisburg;95;19;10;10.5;0;0;85;89.5;95;95;0;38;40
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5111000;Düsseldorf;105;17;21;20;0;0;79;75.2;82;81;1;40;48.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;16051000;Erfurt;23;11;4;17.4;0;0;22;95.7;21;21;0;6;28.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9562000;Erlangen;13;12;3;23.1;0;0;8;61.5;8;8;0;6;75
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5113000;Essen;82;14;8;9.8;1;0;66;80.5;72;72;0;34;47.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6412000;Frankfurt am Main;92;12;11;12;0;0;73;79.3;78;77;1;47;60.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8311000;Freiburg im Breisgau;23;10;2;8.7;0;0;20;87;19;19;0;8;42.1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9563000;Fürth;14;11;1;7.1;0;0;14;100;15;15;0;9;60
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5513000;Gelsenkirchen;61;23;4;6.6;0;0;52;85.2;52;52;0;14;26.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3159016;Göttingen;16;13;1;6.3;0;0;14;87.5;17;16;1;5;29.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5754008;Gütersloh;7;7;2;28.6;0;0;7;100;7;7;0;3;42.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5914000;Hagen;26;14;0;0;0;0;20;76.9;23;23;0;7;30.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;15002000;Halle (Saale);39;16;3;7.7;0;0;31;79.5;33;32;1;12;36.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;2000000;Hamburg;215;12;29;13.5;0;0;164;76.3;166;165;1;67;40.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5915000;Hamm;26;15;3;11.5;0;0;18;69.2;19;18;1;5;26.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3241001;Hannover;110;20;14;12.7;2;0;87;79.1;97;97;0;42;43.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8221000;Heidelberg;11;7;1;9.1;0;0;11;100;11;11;0;4;36.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8121000;Heilbronn;14;11;0;0;0;0;14;100;14;14;0;8;57.1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5916000;Herne;23;15;5;21.7;0;0;19;82.6;21;21;0;9;42.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3254021;Hildesheim;21;21;3;14.3;0;0;19;90.5;19;19;0;6;31.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9161000;Ingolstadt;19;14;3;15.8;0;0;19;100;19;19;0;9;47.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;16053000;Jena;9;8;0;0;0;0;8;88.9;6;6;0;2;33.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8212000;Karlsruhe;37;12;5;13.5;0;0;29;78.4;32;32;0;18;56.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6611000;Kassel;46;23;0;0;0;0;39;84.8;42;42;0;21;50
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1002000;Kiel;37;15;3;8.1;0;0;30;81.1;30;30;0;4;13.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7111000;Koblenz;13;11;0;0;0;0;13;100;14;13;1;7;50
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5315000;Köln;249;23;27;10.8;1;0;184;73.9;194;191;3;89;45.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5114000;Krefeld;16;7;1;6.3;0;0;14;87.5;14;14;0;8;57.1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14713000;Leipzig;30;5;2;6.7;0;0;30;100;28;28;0;15;53.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5316000;Leverkusen;22;13;3;13.6;0;0;19;86.4;19;19;0;6;31.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1003000;Lübeck;24;11;1;4.2;0;0;21;87.5;22;22;0;10;45.5
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7314000;Ludwigshafen am Rhein;26;15;0;0;0;0;18;69.2;20;20;0;11;55
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;15003000;Magdeburg;40;17;2;5;0;0;34;85;35;33;2;16;45.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7315000;Mainz;38;18;2;5.3;0;0;32;84.2;33;33;0;15;45.5
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8222000;Mannheim;39;13;4;10.3;0;0;30;76.9;26;26;0;12;46.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5170024;Moers;9;9;1;11.1;0;0;9;100;11;11;0;4;36.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5116000;Mönchengladbach;34;13;5;14.7;0;0;29;85.3;31;31;0;12;38.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5117000;Mülheim an der Ruhr;17;10;1;5.9;0;0;15;88.2;19;19;0;8;42.1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9162000;München;251;17;37;14.7;0;0;217;86.5;236;233;3;148;62.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5515000;Münster;49;16;4;8.2;0;0;43;87.8;47;47;0;19;40.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5162024;Neuss;11;7;4;36.4;0;0;9;81.8;10;9;1;4;40
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9564000;Nürnberg;70;14;9;12.9;0;0;61;87.1;62;62;0;30;48.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5119000;Oberhausen;16;8;3;18.8;0;0;14;87.5;17;15;2;7;41.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6413000;Offenbach am Main;13;10;0;0;0;0;11;84.6;11;11;0;6;54.5
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3403000;Oldenburg (Oldenburg);24;14;2;8.3;0;0;18;75;19;19;0;10;52.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3404000;Osnabrück;39;24;3;7.7;0;0;31;79.5;32;31;1;14;43.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;37;25;5;13.5;0;0;31;83.8;31;30;1;12;38.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;13;10;2;15.4;0;0;12;92.3;13;13;0;8;61.5
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;27;15;2;7.4;0;0;20;74.1;24;24;0;9;37.5
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;27;24;7;25.9;0;0;21;77.8;21;21;0;12;57.1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;15;10;2;13.3;0;0;12;80;12;12;0;6;50
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;18;16;2;11.1;0;0;15;83.3;15;15;0;4;26.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;9;8;0;0;0;0;7;77.8;7;7;0;2;28.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock;36;17;11;30.6;0;0;33;91.7;33;32;1;8;24.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;30;17;3;10;0;0;26;86.7;26;26;0;11;42.3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3102000;Salzgitter;22;21;4;18.2;0;0;19;86.4;17;17;0;7;41.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13004000;Schwerin;29;30;6;20.7;0;0;28;96.6;28;28;0;5;17.9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5970040;Siegen;6;6;0;0;0;0;6;100;6;6;0;1;16.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5122000;Solingen;17;11;2;11.8;0;0;15;88.2;15;15;0;7;46.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8111000;Stuttgart;104;16;13;12.5;0;0;84;80.8;92;89;3;42;45.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7211000;Trier;15;14;3;20;0;0;13;86.7;13;13;0;7;53.8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8421000;Ulm;13;10;2;15.4;0;0;11;84.6;15;14;1;7;46.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6414000;Wiesbaden;37;13;4;10.8;0;0;39;105.4;44;43;1;26;59.1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3103000;Wolfsburg;17;14;1;5.9;0;0;15;88.2;15;15;0;7;46.7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5124000;Wuppertal;70;20;12;17.1;0;1;55;78.6;57;56;1;22;38.6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9663000;Würzburg;26;20;2;7.7;0;0;23;88.5;23;20;3;8;34.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5334002;Aachen;261;106;55;21.1;15;0;154;59;182;168;14;66;36.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9761000;Augsburg;102;35;29;28.4;2;0;67;65.7;91;80;11;45;49.5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5378004;Bergisch Gladbach;38;34;10;26.3;1;1;24;63.2;38;35;3;19;50
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;4,473;123;899;20.1;166;2;1,990;44.5;2,252;2,103;149;1,121;49.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;188;56;30;16;9;1;114;60.6;139;121;18;50;36
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;242;66;45;18.6;22;1;112;46.3;151;136;15;50;33.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;300;92;64;21.3;12;0;166;55.3;212;201;11;77;36.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;80;68;18;22.5;0;1;39;48.8;41;38;3;14;34.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;136;55;17;12.5;11;0;82;60.3;112;97;15;34;30.4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;757;133;120;15.9;29;0;336;44.4;360;328;32;194;53.9
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;174;153;21;12.1;11;0;87;50;94;86;8;27;28.7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;162;66;18;11.1;4;0;109;67.3;147;133;14;68;46.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;63;63;7;11.1;0;1;42;66.7;51;45;6;13;25.5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;85;53;12;14.1;3;0;64;75.3;91;80;11;37;40.7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;662;113;120;18.1;22;2;313;47.3;407;368;39;185;45.5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14612000;Dresden;410;74;66;16.1;17;0;245;59.8;294;277;17;141;48
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5112000;Duisburg;440;88;96;21.8;22;0;223;50.7;290;262;28;141;48.6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5111000;Düsseldorf;491;79;97;19.8;11;0;230;46.8;299;278;21;146;48.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16051000;Erfurt;117;55;20;17.1;0;0;81;69.2;96;87;9;23;24
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9562000;Erlangen;27;24;5;18.5;1;0;17;63;20;18;2;4;20
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5113000;Essen;474;81;99;20.9;17;2;249;52.5;321;289;32;139;43.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6412000;Frankfurt am Main;831;110;168;20.2;31;2;410;49.3;478;427;51;241;50.4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8311000;Freiburg im Breisgau;143;62;23;16.1;4;0;86;60.1;122;114;8;55;45.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9563000;Fürth;27;21;5;18.5;0;0;21;77.8;24;23;1;11;45.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5513000;Gelsenkirchen;260;100;50;19.2;11;1;110;42.3;164;146;18;53;32.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3159016;Göttingen;88;73;16;18.2;2;0;62;70.5;70;60;10;22;31.4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5754008;Gütersloh;59;59;11;18.6;2;0;41;69.5;47;43;4;24;51.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5914000;Hagen;163;86;30;18.4;16;0;95;58.3;127;111;16;60;47.2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15002000;Halle (Saale);256;107;42;16.4;7;2;132;51.6;157;141;16;51;32.5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;2000000;Hamburg;1,819;99;323;17.8;58;2;887;48.8;1,108;1,011;97;525;47.4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5915000;Hamm;128;71;20;15.6;5;1;72;56.3;83;66;17;31;37.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3241001;Hannover;516;96;85;16.5;15;1;296;57.4;386;349;37;159;41.2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8221000;Heidelberg;61;38;11;18;2;0;44;72.1;53;49;4;28;52.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8121000;Heilbronn;40;32;8;20;1;0;23;57.5;35;31;4;20;57.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5916000;Herne;112;72;25;22.3;3;0;69;61.6;82;71;11;39;47.6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3254021;Hildesheim;75;74;15;20;9;0;56;74.7;65;62;3;25;38.5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9161000;Ingolstadt;50;37;8;16;1;0;30;60;39;37;2;23;59
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16053000;Jena;53;48;10;18.9;0;0;35;66;45;43;2;17;37.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8212000;Karlsruhe;193;62;37;19.2;9;0;111;57.5;166;157;9;85;51.2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6611000;Kassel;188;93;39;20.7;17;0;135;71.8;138;115;23;56;40.6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;1002000;Kiel;221;89;41;18.6;11;1;130;58.8;167;150;17;34;20.4
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7111000;Koblenz;72;63;15;20.8;4;0;42;58.3;54;47;7;16;29.6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5315000;Köln;1,181;109;228;19.3;40;2;506;42.8;621;575;46;271;43.6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5114000;Krefeld;212;93;38;17.9;13;0;121;57.1;146;129;17;55;37.7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14713000;Leipzig;460;78;53;11.5;13;1;285;62;358;339;19;155;43.3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5316000;Leverkusen;71;43;13;18.3;9;1;46;64.8;72;69;3;26;36.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;1003000;Lübeck;182;84;28;15.4;6;0;103;56.6;104;96;8;30;28.8
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7314000;Ludwigshafen am Rhein;172;101;44;25.6;9;0;107;62.2;130;120;10;54;41.5
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15003000;Magdeburg;180;75;34;18.9;6;1;103;57.2;133;117;16;31;23.3
