1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6611000;Kassel;vers.;5;0;5;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6611000;Kassel;voll.;51;2;49;0;0;0;1;0;1;1;0;1;9;0;9;8;0;8;30;2;28;3;0;3;33;2;31
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6611000;Kassel;insg.;56;2;54;0;0;0;1;0;1;1;0;1;11;0;11;8;0;8;33;2;31;3;0;3;36;2;34
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1002000;Kiel;vers.;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;1;0;1;7;0;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1002000;Kiel;voll.;33;3;30;0;0;0;1;0;1;1;0;1;11;2;9;8;0;8;13;1;12;0;0;0;13;1;12
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1002000;Kiel;insg.;40;3;37;0;0;0;1;0;1;1;0;1;11;2;9;8;0;8;19;1;18;1;0;1;20;1;19
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7111000;Koblenz;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7111000;Koblenz;voll.;14;1;13;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;8;1;7;0;0;0;8;1;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7111000;Koblenz;insg.;16;1;15;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;10;1;9;0;0;0;10;1;9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5315000;Köln;vers.;44;1;43;0;0;0;0;0;0;0;0;0;4;0;4;7;0;7;32;1;31;1;0;1;33;1;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5315000;Köln;voll.;304;23;281;1;0;1;4;0;4;5;0;5;47;2;45;53;3;50;184;15;169;15;3;12;199;18;181
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5315000;Köln;insg.;348;24;324;1;0;1;4;0;4;5;0;5;51;2;49;60;3;57;216;16;200;16;3;13;232;19;213
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5114000;Krefeld;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5114000;Krefeld;voll.;33;2;31;0;0;0;0;0;0;0;0;0;8;1;7;9;0;9;15;0;15;1;1;0;16;1;15
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5114000;Krefeld;insg.;34;2;32;0;0;0;0;0;0;0;0;0;8;1;7;9;0;9;16;0;16;1;1;0;17;1;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14713000;Leipzig;vers.;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14713000;Leipzig;voll.;46;1;45;0;0;0;1;0;1;1;0;1;13;1;12;10;0;10;22;0;22;0;0;0;22;0;22
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14713000;Leipzig;insg.;49;1;48;0;0;0;1;0;1;1;0;1;14;1;13;10;0;10;24;0;24;0;0;0;24;0;24
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5316000;Leverkusen;vers.;5;0;5;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5316000;Leverkusen;voll.;26;1;25;0;0;0;2;0;2;2;0;2;5;0;5;5;0;5;14;1;13;0;0;0;14;1;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5316000;Leverkusen;insg.;31;1;30;0;0;0;2;0;2;2;0;2;7;0;7;5;0;5;17;1;16;0;0;0;17;1;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1003000;Lübeck;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1003000;Lübeck;voll.;31;1;30;0;0;0;0;0;0;0;0;0;5;0;5;4;0;4;22;1;21;0;0;0;22;1;21
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;1003000;Lübeck;insg.;35;1;34;0;0;0;0;0;0;0;0;0;5;0;5;5;0;5;25;1;24;0;0;0;25;1;24
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7314000;Ludwigshafen am Rhein;vers.;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;6;0;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7314000;Ludwigshafen am Rhein;voll.;40;2;38;0;0;0;1;0;1;1;0;1;8;0;8;5;0;5;26;2;24;0;0;0;26;2;24
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7314000;Ludwigshafen am Rhein;insg.;46;2;44;0;0;0;1;0;1;1;0;1;8;0;8;5;0;5;32;2;30;0;0;0;32;2;30
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;15003000;Magdeburg;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;15003000;Magdeburg;voll.;52;2;50;1;0;1;0;0;0;1;0;1;10;0;10;7;0;7;32;2;30;2;0;2;34;2;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;15003000;Magdeburg;insg.;55;2;53;1;0;1;0;0;0;1;0;1;10;0;10;7;0;7;35;2;33;2;0;2;37;2;35
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7315000;Mainz;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7315000;Mainz;voll.;45;4;41;0;0;0;0;0;0;0;0;0;8;0;8;5;1;4;32;3;29;0;0;0;32;3;29
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7315000;Mainz;insg.;48;4;44;0;0;0;0;0;0;0;0;0;8;0;8;6;1;5;34;3;31;0;0;0;34;3;31
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8222000;Mannheim;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8222000;Mannheim;voll.;40;2;38;1;1;0;1;0;1;2;1;1;8;0;8;6;0;6;24;1;23;0;0;0;24;1;23
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8222000;Mannheim;insg.;44;2;42;1;1;0;1;0;1;2;1;1;8;0;8;6;0;6;28;1;27;0;0;0;28;1;27
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5170024;Moers;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5170024;Moers;voll.;8;1;7;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;6;0;6;0;0;0;6;0;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5170024;Moers;insg.;8;1;7;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;6;0;6;0;0;0;6;0;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5116000;Mönchengladbach;vers.;5;0;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5116000;Mönchengladbach;voll.;55;5;50;0;0;0;1;0;1;1;0;1;12;2;10;10;1;9;32;2;30;0;0;0;32;2;30
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5116000;Mönchengladbach;insg.;60;5;55;0;0;0;1;0;1;1;0;1;13;2;11;11;1;10;35;2;33;0;0;0;35;2;33
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5117000;Mülheim an der Ruhr;vers.;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;3;1;0;1;4;0;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5117000;Mülheim an der Ruhr;voll.;32;2;30;0;0;0;0;0;0;0;0;0;9;0;9;6;0;6;17;2;15;0;0;0;17;2;15
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5117000;Mülheim an der Ruhr;insg.;37;2;35;0;0;0;0;0;0;0;0;0;9;0;9;7;0;7;20;2;18;1;0;1;21;2;19
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9162000;München;vers.;19;0;19;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;18;0;18;0;0;0;18;0;18
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9162000;München;voll.;225;4;221;0;0;0;0;0;0;0;0;0;45;0;45;36;0;36;140;4;136;4;0;4;144;4;140
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9162000;München;insg.;244;4;240;0;0;0;0;0;0;0;0;0;46;0;46;36;0;36;158;4;154;4;0;4;162;4;158
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5515000;Münster;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5515000;Münster;voll.;57;5;52;0;0;0;2;0;2;2;0;2;9;0;9;10;1;9;35;4;31;1;0;1;36;4;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5515000;Münster;insg.;59;5;54;0;0;0;2;0;2;2;0;2;9;0;9;11;1;10;36;4;32;1;0;1;37;4;33
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5162024;Neuss;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5162024;Neuss;voll.;23;0;23;0;0;0;0;0;0;0;0;0;5;0;5;5;0;5;13;0;13;0;0;0;13;0;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5162024;Neuss;insg.;23;0;23;0;0;0;0;0;0;0;0;0;5;0;5;5;0;5;13;0;13;0;0;0;13;0;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9564000;Nürnberg;vers.;8;0;8;0;0;0;0;0;0;0;0;0;1;0;1;4;0;4;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9564000;Nürnberg;voll.;80;9;71;0;0;0;0;0;0;0;0;0;14;1;13;15;1;14;51;7;44;0;0;0;51;7;44
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9564000;Nürnberg;insg.;88;9;79;0;0;0;0;0;0;0;0;0;15;1;14;19;1;18;54;7;47;0;0;0;54;7;47
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5119000;Oberhausen;vers.;5;0;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;1;0;1;3;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5119000;Oberhausen;voll.;34;6;28;1;1;0;0;0;0;1;1;0;5;0;5;7;1;6;21;4;17;0;0;0;21;4;17
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5119000;Oberhausen;insg.;39;6;33;1;1;0;0;0;0;1;1;0;6;0;6;8;1;7;23;4;19;1;0;1;24;4;20
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6413000;Offenbach am Main;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6413000;Offenbach am Main;voll.;21;1;20;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;19;1;18;0;0;0;19;1;18
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6413000;Offenbach am Main;insg.;23;1;22;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;20;1;19;0;0;0;20;1;19
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3403000;Oldenburg (Oldenburg);vers.;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3403000;Oldenburg (Oldenburg);voll.;31;1;30;0;0;0;2;1;1;2;1;1;7;0;7;6;0;6;16;0;16;0;0;0;16;0;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3403000;Oldenburg (Oldenburg);insg.;32;2;30;0;0;0;3;2;1;3;2;1;7;0;7;6;0;6;16;0;16;0;0;0;16;0;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3404000;Osnabrück;vers.;5;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;0;4;0;0;0;4;0;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3404000;Osnabrück;voll.;44;1;43;0;0;0;2;0;2;2;0;2;10;1;9;5;0;5;27;0;27;0;0;0;27;0;27
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3404000;Osnabrück;insg.;49;1;48;0;0;0;2;0;2;2;0;2;11;1;10;5;0;5;31;0;31;0;0;0;31;0;31
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;vers.;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;voll.;33;0;33;0;0;0;0;0;0;0;0;0;13;0;13;2;0;2;18;0;18;0;0;0;18;0;18
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;insg.;35;1;34;0;0;0;0;0;0;0;0;0;14;0;14;3;1;2;18;0;18;0;0;0;18;0;18
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;vers.;6;1;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;5;1;4;0;0;0;5;1;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;voll.;38;1;37;0;0;0;0;0;0;0;0;0;7;1;6;3;0;3;27;0;27;1;0;1;28;0;28
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;insg.;44;2;42;0;0;0;0;0;0;0;0;0;8;1;7;3;0;3;32;1;31;1;0;1;33;1;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;voll.;22;1;21;0;0;0;0;0;0;0;0;0;4;0;4;8;0;8;10;1;9;0;0;0;10;1;9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;insg.;24;1;23;0;0;0;0;0;0;0;0;0;4;0;4;8;0;8;12;1;11;0;0;0;12;1;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;voll.;21;0;21;0;0;0;1;0;1;1;0;1;3;0;3;4;0;4;13;0;13;0;0;0;13;0;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;insg.;23;0;23;0;0;0;1;0;1;1;0;1;3;0;3;5;0;5;14;0;14;0;0;0;14;0;14
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;vers.;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;7;0;0;0;8;1;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;voll.;27;0;27;0;0;0;0;0;0;0;0;0;4;0;4;7;0;7;16;0;16;0;0;0;16;0;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;insg.;35;1;34;0;0;0;0;0;0;0;0;0;4;0;4;7;0;7;24;1;23;0;0;0;24;1;23
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;vers.;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;voll.;18;1;17;0;0;0;0;0;0;0;0;0;6;0;6;5;0;5;7;1;6;0;0;0;7;1;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;insg.;20;2;18;0;0;0;0;0;0;0;0;0;7;0;7;5;0;5;8;2;6;0;0;0;8;2;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;voll.;13;1;12;0;0;0;0;0;0;0;0;0;4;0;4;1;0;1;8;1;7;0;0;0;8;1;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;insg.;13;1;12;0;0;0;0;0;0;0;0;0;4;0;4;1;0;1;8;1;7;0;0;0;8;1;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;vers.;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;voll.;16;2;14;0;0;0;0;0;0;0;0;0;4;0;4;2;0;2;10;2;8;0;0;0;10;2;8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;insg.;17;2;15;0;0;0;0;0;0;0;0;0;5;0;5;2;0;2;10;2;8;0;0;0;10;2;8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;vers.;7;1;6;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;5;1;4;0;0;0;5;1;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;voll.;29;2;27;0;0;0;2;0;2;2;0;2;7;1;6;5;0;5;15;1;14;0;0;0;15;1;14
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;insg.;36;3;33;0;0;0;2;0;2;2;0;2;8;1;7;6;0;6;20;2;18;0;0;0;20;2;18
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3102000;Salzgitter;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
