1;2;;;3;4;4a;4b;5;5a;5b;6;6a;6b;7;7a;7b;8;8a;8b;9;9a;9b;10;10a;10b;11;11a;11b;12;12a;12b;13;13a;13b;14;14a;14b;15;15a;15b;16;16a;16b;17;17a;17b;18;18a;18b;19;19a;19b;20;20a;20b;21;21a;21b;22;22a;22b;23;23a;23b;24;24a;24b
Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt männlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre männlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre männlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre männlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre männlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre männlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt männlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre männlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre männlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - männlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre männlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - männlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre männlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre männlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - männlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - männlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - männlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - männlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - männlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - männlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - männlich;Erwachsene ab 21 Jahre - weiblich
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5515000;Münster;voll.;896;470;426;3;2;1;2;2;0;1;1;0;8;3;5;14;11;3;28;19;9;20;11;9;30;16;14;50;27;23;51;16;35;129;62;67;53;25;28;54;27;27;107;52;55;99;38;61;190;110;80;178;94;84;119;72;47;74;42;32;767;408;359
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5515000;Münster;vers.;28;11;17;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;2;0;2;2;0;2;4;2;2;7;3;4;2;1;1;3;1;2;5;2;3;2;1;1;5;2;3;6;1;5;3;2;1;0;0;0;21;8;13
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5515000;Münster;insg.;924;481;443;3;2;1;2;2;0;1;1;0;9;4;5;14;11;3;29;20;9;20;11;9;32;16;16;52;27;25;55;18;37;136;65;71;55;26;29;57;28;29;112;54;58;101;39;62;195;112;83;184;95;89;122;74;48;74;42;32;788;416;372
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5162024;Neuss;voll.;460;222;238;1;0;1;2;1;1;3;1;2;3;3;0;7;4;3;16;9;7;7;4;3;21;10;11;28;14;14;38;18;20;82;41;41;28;16;12;17;8;9;45;24;21;48;14;34;98;40;58;84;50;34;60;30;30;43;23;20;378;181;197
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5162024;Neuss;vers.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;3;0;3;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;0;0;0;1;1;0;0;0;0;5;4;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5162024;Neuss;insg.;468;226;242;1;0;1;2;1;1;3;1;2;3;3;0;8;4;4;17;9;8;7;4;3;22;10;12;29;14;15;39;18;21;85;41;44;28;16;12;17;8;9;45;24;21;49;15;34;101;42;59;84;50;34;61;31;30;43;23;20;383;185;198
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9564000;Nürnberg;voll.;1237;662;575;7;1;6;1;0;1;7;3;4;12;3;9;14;5;9;41;12;29;28;17;11;51;27;24;79;44;35;68;28;40;188;84;104;65;34;31;65;35;30;130;69;61;168;85;83;278;144;134;263;150;113;121;75;46;89;55;34;1049;578;471
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9564000;Nürnberg;vers.;109;57;52;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;3;0;3;4;1;3;7;1;6;13;7;6;22;8;14;1;0;1;4;2;2;5;2;3;14;6;8;31;20;11;19;12;7;13;7;6;5;2;3;87;49;38
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9564000;Nürnberg;insg.;1346;719;627;7;1;6;1;0;1;7;3;4;12;3;9;16;5;11;43;12;31;31;17;14;55;28;27;86;45;41;81;35;46;210;92;118;66;34;32;69;37;32;135;71;64;182;91;91;309;164;145;282;162;120;134;82;52;94;57;37;1136;627;509
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5119000;Oberhausen;voll.;690;323;367;3;1;2;0;0;0;3;0;3;1;1;0;13;4;9;20;6;14;24;11;13;21;11;10;45;22;23;68;26;42;133;54;79;36;15;21;48;22;26;84;37;47;97;34;63;135;63;72;133;63;70;66;47;19;42;25;17;557;269;288
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5119000;Oberhausen;vers.;14;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;1;1;0;3;2;1;1;0;1;3;1;2;4;1;3;0;0;0;2;2;0;4;2;2;1;1;0;0;0;0;11;6;5
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5119000;Oberhausen;insg.;704;331;373;3;1;2;0;0;0;3;0;3;1;1;0;13;4;9;20;6;14;26;12;14;21;11;10;47;23;24;69;27;42;136;56;80;37;15;22;51;23;28;88;38;50;97;34;63;137;65;72;137;65;72;67;48;19;42;25;17;568;275;293
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;6413000;Offenbach am Main;voll.;331;142;189;0;0;0;0;0;0;1;1;0;0;0;0;9;4;5;10;5;5;5;4;1;9;3;6;14;7;7;18;9;9;42;21;21;15;6;9;13;7;6;28;13;15;46;12;34;70;23;47;66;29;37;46;27;19;33;17;16;289;121;168
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;6413000;Offenbach am Main;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;6413000;Offenbach am Main;insg.;333;143;190;0;0;0;0;0;0;1;1;0;0;0;0;9;4;5;10;5;5;5;4;1;9;3;6;14;7;7;19;10;9;43;22;21;15;6;9;13;7;6;28;13;15;46;12;34;70;23;47;66;29;37;46;27;19;34;17;17;290;121;169
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;3403000;Oldenburg (Oldenburg);voll.;488;246;242;2;1;1;0;0;0;4;1;3;4;2;2;13;10;3;23;14;9;12;6;6;15;11;4;27;17;10;42;23;19;92;54;38;30;13;17;32;15;17;62;28;34;66;23;43;105;39;66;75;46;29;49;27;22;39;29;10;396;192;204
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;3403000;Oldenburg (Oldenburg);vers.;11;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;1;1;2;0;2;4;1;3;0;0;0;2;2;0;1;0;1;0;0;0;3;1;2;10;4;6
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;3403000;Oldenburg (Oldenburg);insg.;499;250;249;2;1;1;0;0;0;4;1;3;4;2;2;13;10;3;23;14;9;12;6;6;15;11;4;27;17;10;43;23;20;93;54;39;32;14;18;34;15;19;66;29;37;66;23;43;107;41;66;76;46;30;49;27;22;42;30;12;406;196;210
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;3404000;Osnabrück;voll.;570;322;248;1;0;1;0;0;0;5;3;2;3;2;1;8;5;3;17;10;7;22;9;13;23;9;14;45;18;27;50;27;23;112;55;57;24;13;11;35;22;13;59;35;24;69;35;34;114;58;56;111;68;43;65;38;27;40;33;7;458;267;191
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;3404000;Osnabrück;vers.;18;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;4;0;4;6;0;6;1;1;0;0;0;0;1;1;0;0;0;0;6;3;3;2;0;2;1;0;1;2;2;0;12;6;6
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;3404000;Osnabrück;insg.;588;328;260;1;0;1;0;0;0;5;3;2;3;2;1;8;5;3;17;10;7;23;9;14;24;9;15;47;18;29;54;27;27;118;55;63;25;14;11;35;22;13;60;36;24;69;35;34;120;61;59;113;68;45;66;38;28;42;35;7;470;273;197
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5774032;Paderborn;voll.;337;165;172;0;0;0;0;0;0;1;1;0;2;0;2;4;0;4;7;1;6;8;3;5;19;8;11;27;11;16;25;13;12;59;25;34;17;9;8;22;6;16;39;15;24;51;25;26;63;32;31;54;31;23;49;27;22;22;10;12;278;140;138
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5774032;Paderborn;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;3;2;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5774032;Paderborn;insg.;340;167;173;0;0;0;0;0;0;1;1;0;2;0;2;4;0;4;7;1;6;8;3;5;19;8;11;27;11;16;25;13;12;59;25;34;18;9;9;22;6;16;40;15;25;51;25;26;64;33;31;54;31;23;50;28;22;22;10;12;281;142;139
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8231000;Pforzheim;voll.;241;132;109;1;0;1;1;0;1;0;0;0;3;2;1;2;1;1;7;3;4;4;2;2;10;6;4;14;8;6;14;8;6;35;19;16;15;9;6;18;7;11;33;16;17;26;13;13;53;29;24;49;27;22;29;18;11;16;10;6;206;113;93
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8231000;Pforzheim;vers.;10;5;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;1;2;4;2;2;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;0;1;1;0;6;3;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8231000;Pforzheim;insg.;251;137;114;1;0;1;1;0;1;1;1;0;3;2;1;2;1;1;8;4;4;4;2;2;10;6;4;14;8;6;17;9;8;39;21;18;16;10;6;18;7;11;34;17;17;27;13;14;54;29;25;50;27;23;30;19;11;17;11;6;212;116;96
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;12054000;Potsdam;voll.;539;277;262;0;0;0;3;2;1;2;2;0;2;1;1;7;2;5;14;7;7;15;4;11;11;7;4;26;11;15;9;6;3;49;24;25;18;10;8;30;12;18;48;22;26;71;25;46;139;68;71;101;56;45;87;53;34;44;29;15;490;253;237
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;12054000;Potsdam;vers.;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;1;1;0;1;1;0;2;0;2;2;2;0;3;1;2;0;0;0;2;1;1;10;5;5
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;12054000;Potsdam;insg.;551;283;268;0;0;0;3;2;1;2;2;0;2;1;1;7;2;5;14;7;7;15;4;11;11;7;4;26;11;15;11;7;4;51;25;26;18;10;8;31;13;18;49;23;26;73;25;48;141;70;71;104;57;47;87;53;34;46;30;16;500;258;242
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5562032;Recklinghausen;voll.;481;231;250;0;0;0;1;1;0;4;1;3;4;0;4;8;3;5;17;5;12;19;11;8;22;9;13;41;20;21;28;9;19;86;34;52;22;11;11;38;12;26;60;23;37;60;30;30;82;30;52;107;57;50;57;38;19;29;19;10;395;197;198
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5562032;Recklinghausen;vers.;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;2;1;1;2;1;1;4;2;2;2;2;0;3;2;1;0;0;0;0;0;0;0;0;0;9;6;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5562032;Recklinghausen;insg.;491;237;254;0;0;0;1;1;0;4;1;3;4;0;4;8;3;5;17;5;12;20;11;9;22;9;13;42;20;22;28;9;19;87;34;53;24;12;12;40;13;27;64;25;39;62;32;30;85;32;53;107;57;50;57;38;19;29;19;10;404;203;201
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9362000;Regensburg;voll.;390;245;145;3;1;2;3;3;0;0;0;0;0;0;0;2;0;2;8;4;4;5;1;4;18;11;7;23;12;11;34;18;16;65;34;31;14;8;6;11;4;7;25;12;13;54;38;16;61;31;30;111;81;30;45;31;14;29;18;11;325;211;114
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9362000;Regensburg;vers.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;1;0;1;3;2;1;2;0;2;0;0;0;8;4;4
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9362000;Regensburg;insg.;398;249;149;3;1;2;3;3;0;0;0;0;0;0;0;2;0;2;8;4;4;5;1;4;18;11;7;23;12;11;34;18;16;65;34;31;15;9;6;11;4;7;26;13;13;55;39;16;62;31;31;114;83;31;47;31;16;29;18;11;333;215;118
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5120000;Remscheid;voll.;437;211;226;1;1;0;0;0;0;0;0;0;3;0;3;4;2;2;8;3;5;6;3;3;16;9;7;22;12;10;28;15;13;58;30;28;20;12;8;20;5;15;40;17;23;54;28;26;92;44;48;115;43;72;49;29;20;29;20;9;379;181;198
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5120000;Remscheid;vers.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;1;1;0;1;0;1;1;0;1;6;4;2
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5120000;Remscheid;insg.;445;215;230;1;1;0;0;0;0;0;0;0;3;0;3;5;2;3;9;3;6;7;3;4;16;9;7;23;12;11;28;15;13;60;30;30;20;12;8;20;5;15;40;17;23;55;29;26;94;46;48;116;44;72;50;29;21;30;20;10;385;185;200
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8415061;Reutlingen;voll.;210;106;104;2;1;1;1;1;0;1;1;0;3;1;2;6;2;4;13;6;7;5;1;4;6;3;3;11;4;7;12;4;8;36;14;22;8;3;5;16;5;11;24;8;16;26;15;11;43;19;24;36;19;17;24;15;9;21;16;5;174;92;82
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8415061;Reutlingen;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;3;2;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8415061;Reutlingen;insg.;213;108;105;2;1;1;1;1;0;1;1;0;3;1;2;6;2;4;13;6;7;5;1;4;6;3;3;11;4;7;12;4;8;36;14;22;8;3;5;16;5;11;24;8;16;26;15;11;44;19;25;37;20;17;24;15;9;22;17;5;177;94;83
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;13003000;Rostock;voll.;657;341;316;0;0;0;1;1;0;9;4;5;6;6;0;15;8;7;31;19;12;18;8;10;25;8;17;43;16;27;26;11;15;100;46;54;18;9;9;44;18;26;62;27;35;95;56;39;167;84;83;102;53;49;77;46;31;54;29;25;557;295;262
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;13003000;Rostock;vers.;9;5;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;2;0;2;0;0;0;3;0;3;1;1;0;0;0;0;1;1;0;2;2;0;0;0;0;2;1;1;1;1;0;0;0;0;6;5;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;13003000;Rostock;insg.;666;346;320;0;0;0;1;1;0;9;4;5;6;6;0;16;8;8;32;19;13;19;8;11;26;8;18;45;16;29;26;11;15;103;46;57;19;10;9;44;18;26;63;28;35;97;58;39;167;84;83;104;54;50;78;47;31;54;29;25;563;300;263
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;10041100;Saarbrücken;voll.;766;399;367;2;0;2;0;0;0;5;5;0;5;2;3;17;12;5;29;19;10;26;15;11;40;16;24;66;31;35;44;14;30;139;64;75;30;9;21;46;23;23;76;32;44;97;40;57;151;80;71;130;72;58;108;63;45;65;48;17;627;335;292
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;10041100;Saarbrücken;vers.;20;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;4;2;2;8;3;5;12;5;7;0;0;0;1;0;1;1;0;1;3;0;3;0;0;0;2;1;1;1;1;0;1;1;0;8;3;5
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;10041100;Saarbrücken;insg.;786;407;379;2;0;2;0;0;0;5;5;0;5;2;3;17;12;5;29;19;10;27;15;12;43;18;25;70;33;37;52;17;35;151;69;82;30;9;21;47;23;24;77;32;45;100;40;60;151;80;71;132;73;59;109;64;45;66;49;17;635;338;297
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5122000;Solingen;voll.;492;235;257;1;0;1;0;0;0;3;3;0;5;4;1;6;4;2;15;11;4;12;8;4;21;9;12;33;17;16;30;10;20;78;38;40;31;15;16;33;12;21;64;27;37;44;20;24;108;43;65;94;43;51;65;40;25;39;24;15;414;197;217
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5122000;Solingen;vers.;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;3;0;3;0;0;0;0;0;0;8;3;5
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5122000;Solingen;insg.;502;240;262;1;0;1;0;0;0;3;3;0;5;4;1;7;5;2;16;12;4;12;8;4;22;10;12;34;18;16;30;10;20;80;40;40;31;15;16;33;12;21;64;27;37;45;21;24;112;45;67;97;43;54;65;40;25;39;24;15;422;200;222
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8111000;Stuttgart;voll.;1389;799;590;10;6;4;4;2;2;7;2;5;18;9;9;14;6;8;53;25;28;33;18;15;28;12;16;61;30;31;100;52;48;214;107;107;62;28;34;71;38;33;133;66;67;185;108;77;301;159;142;290;186;104;162;109;53;104;64;40;1175;692;483
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8111000;Stuttgart;vers.;37;16;21;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;2;3;1;0;1;6;2;4;2;0;2;9;2;7;1;1;0;6;2;4;7;3;4;6;3;3;7;4;3;3;1;2;3;1;2;2;2;0;28;14;14
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8111000;Stuttgart;insg.;1426;815;611;11;6;5;4;2;2;7;2;5;18;9;9;14;6;8;54;25;29;38;20;18;29;12;17;67;32;35;102;52;50;223;109;114;63;29;34;77;40;37;140;69;71;191;111;80;308;163;145;293;187;106;165;110;55;106;66;40;1203;706;497
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7211000;Trier;voll.;359;185;174;6;2;4;1;1;0;0;0;0;0;0;0;1;0;1;8;3;5;8;4;4;18;7;11;26;11;15;37;19;18;71;33;38;23;9;14;25;13;12;48;22;26;46;27;19;62;30;32;59;34;25;50;26;24;23;13;10;288;152;136
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7211000;Trier;vers.;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;1;0;1;3;1;2;1;0;1;0;0;0;1;0;1;0;0;0;2;1;1;0;0;0;1;0;1;0;0;0;4;1;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7211000;Trier;insg.;366;187;179;6;2;4;1;1;0;0;0;0;0;0;0;1;0;1;8;3;5;8;4;4;20;8;12;28;12;16;38;19;19;74;34;40;24;9;15;25;13;12;49;22;27;46;27;19;64;31;33;59;34;25;51;26;25;23;13;10;292;153;139
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8421000;Ulm;voll.;244;122;122;1;1;0;1;0;1;2;1;1;1;0;1;7;3;4;12;5;7;8;2;6;9;4;5;17;6;11;18;7;11;47;18;29;18;8;10;12;3;9;30;11;19;30;14;16;53;27;26;41;23;18;29;20;9;14;9;5;197;104;93
