1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5914000;Hagen;voll.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;7;3;4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;15002000;Halle (Saale);voll.;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;1;0;1;2;2;0;0;0;0;7;6;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;2000000;Hamburg;voll.;64;34;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;6;5;1;6;5;1;4;2;2;10;7;3;6;4;2;8;5;3;13;7;6;14;4;10;7;2;5;58;29;29
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5915000;Hamm;voll.;14;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;2;1;4;3;1;0;0;0;1;1;0;1;1;0;0;0;0;2;0;2;2;0;2;4;1;3;1;0;1;10;2;8
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3241001;Hannover;voll.;22;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;1;0;1;4;1;3;5;1;4;1;1;0;6;2;4;6;1;5;0;0;0;2;0;2;20;5;15
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8221000;Heidelberg;voll.;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8121000;Heilbronn;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5916000;Herne;voll.;12;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;1;3;0;3;1;1;0;1;0;1;2;1;1;3;0;3;11;2;9
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3254021;Hildesheim;voll.;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;2;2;0;2;1;1;1;0;1;0;0;0;2;0;2;9;3;6
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9161000;Ingolstadt;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;16053000;Jena;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8212000;Karlsruhe;voll.;11;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;3;1;2;1;0;1;1;1;0;3;0;3;1;0;1;9;2;7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;6611000;Kassel;voll.;10;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2;3;1;2;1;1;0;1;0;1;9;4;5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;1002000;Kiel;voll.;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;1;1;0;0;0;0;5;3;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7111000;Koblenz;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5315000;Köln;voll.;54;29;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;2;0;2;1;0;1;2;2;0;3;2;1;9;6;3;11;6;5;10;6;4;17;8;9;2;1;1;52;29;23
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5114000;Krefeld;voll.;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;2;1;1;2;1;1;7;3;4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;14713000;Leipzig;voll.;11;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;3;1;2;2;0;2;4;0;4;0;0;0;11;3;8
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5316000;Leverkusen;voll.;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;3;1;2;2;1;1;0;0;0;0;0;0;1;0;1;6;2;4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;1003000;Lübeck;voll.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;2;0;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7314000;Ludwigshafen am Rhein;voll.;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;0;4;1;3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;15003000;Magdeburg;voll.;16;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2;6;1;5;3;1;2;2;1;1;15;4;11
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7315000;Mainz;voll.;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;0;0;0;2;0;2;0;0;0;2;0;2;0;0;0;6;1;5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8222000;Mannheim;voll.;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;1;2;1;1;2;0;2;0;0;0;1;0;1;0;0;0;6;1;5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5170024;Moers;voll.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;3;1;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5116000;Mönchengladbach;voll.;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;2;1;1;0;0;0;6;1;5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5117000;Mülheim an der Ruhr;voll.;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;1;1;0;1;3;0;3;0;0;0;7;1;6
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9162000;München;voll.;26;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;5;2;3;0;0;0;5;2;3;4;1;3;5;1;4;5;3;2;4;2;2;2;1;1;25;10;15
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5515000;Münster;voll.;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;2;1;1;1;0;1;3;1;2;4;0;4;2;1;1;0;0;0;1;0;1;1;1;0;11;3;8
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5162024;Neuss;voll.;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;5;2;3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9564000;Nürnberg;voll.;12;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;0;1;3;1;2;0;0;0;3;1;2;3;2;1;1;0;1;11;4;7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5119000;Oberhausen;voll.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;6413000;Offenbach am Main;voll.;10;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;0;2;0;0;0;2;0;2;0;0;0;1;0;1;3;0;3;3;1;2;0;0;0;9;1;8
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3403000;Oldenburg (Oldenburg);voll.;17;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;6;4;2;3;1;2;4;1;3;2;2;0;0;0;0;16;9;7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3404000;Osnabrück;voll.;17;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;2;1;1;4;0;4;2;2;0;3;0;3;4;0;4;1;1;0;16;4;12
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5774032;Paderborn;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8231000;Pforzheim;voll.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;3;0;3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;12054000;Potsdam;voll.;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;2;0;2;3;0;3;0;0;0;7;1;6
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5562032;Recklinghausen;voll.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;3;1;2;1;1;0;1;0;1;0;0;0;7;3;4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9362000;Regensburg;voll.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;0;2;2;0;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;4;1;3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5120000;Remscheid;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8415061;Reutlingen;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;13003000;Rostock;voll.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;3;1;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;10041100;Saarbrücken;voll.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;4;3;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3102000;Salzgitter;voll.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;3;0;3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;13004000;Schwerin;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5970040;Siegen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5122000;Solingen;voll.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;3;1;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8111000;Stuttgart;voll.;12;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;0;2;3;2;1;4;4;0;2;2;0;0;0;0;12;9;3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7211000;Trier;voll.;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;2;2;0;6;2;4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8421000;Ulm;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;6414000;Wiesbaden;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;2;0;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3103000;Wolfsburg;voll.;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;2;1;1;3;2;1;0;0;0;2;2;0;0;0;0;1;0;1;0;0;0;6;4;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5124000;Wuppertal;voll.;14;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;3;1;2;5;3;2;3;2;1;2;0;2;14;7;7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9663000;Würzburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5334002;Aachen;vers.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;4;3;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9761000;Augsburg;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5378004;Bergisch Gladbach;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;2;1;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;11000000;Berlin;vers.;125;80;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;6;2;4;2;2;0;1;0;1;3;2;1;16;14;2;27;16;11;24;15;9;34;21;13;15;10;5;119;78;41
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5711000;Bielefeld;vers.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;3;2;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5911000;Bochum;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;3;2;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5314000;Bonn;vers.;9;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;3;3;0;1;1;0;3;0;3;0;0;0;9;4;5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;5512000;Bottrop;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;3;2;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3101000;Braunschweig;vers.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;1;1;0;4;3;1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;4011000;Bremen;vers.;13;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;3;2;1;1;0;1;3;2;1;2;1;1;2;2;0;2;1;1;13;8;5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;4012000;Bremerhaven;vers.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;3;1;2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;14511000;Chemnitz;vers.;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;2;0;2;0;0;0;5;1;4
