1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8212000;Karlsruhe;vers.;108;81;27;4;3;1;5;2;3;9;5;4;7;4;3;6;5;1;80;62;18;6;5;1;86;67;19
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8212000;Karlsruhe;voll.;649;466;183;2;2;0;30;19;11;32;21;11;66;47;19;75;55;20;458;330;128;18;13;5;476;343;133
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8212000;Karlsruhe;insg.;757;547;210;6;5;1;35;21;14;41;26;15;73;51;22;81;60;21;538;392;146;24;18;6;562;410;152
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6611000;Kassel;vers.;91;70;21;2;1;1;0;0;0;2;1;1;5;4;1;10;9;1;66;50;16;8;6;2;74;56;18
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6611000;Kassel;voll.;936;675;261;5;4;1;55;23;32;60;27;33;90;63;27;105;67;38;652;498;154;29;20;9;681;518;163
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6611000;Kassel;insg.;1,027;745;282;7;5;2;55;23;32;62;28;34;95;67;28;115;76;39;718;548;170;37;26;11;755;574;181
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1002000;Kiel;vers.;85;58;27;0;0;0;1;1;0;1;1;0;7;4;3;8;7;1;67;46;21;2;0;2;69;46;23
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1002000;Kiel;voll.;632;463;169;1;1;0;34;19;15;35;20;15;56;40;16;84;59;25;422;319;103;35;25;10;457;344;113
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1002000;Kiel;insg.;717;521;196;1;1;0;35;20;15;36;21;15;63;44;19;92;66;26;489;365;124;37;25;12;526;390;136
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7111000;Koblenz;vers.;53;36;17;0;0;0;1;1;0;1;1;0;3;1;2;7;3;4;37;28;9;5;3;2;42;31;11
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7111000;Koblenz;voll.;392;297;95;1;1;0;13;3;10;14;4;10;36;25;11;36;25;11;290;232;58;16;11;5;306;243;63
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7111000;Koblenz;insg.;445;333;112;1;1;0;14;4;10;15;5;10;39;26;13;43;28;15;327;260;67;21;14;7;348;274;74
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5315000;Köln;vers.;882;613;269;4;2;2;25;17;8;29;19;10;62;40;22;64;32;32;662;474;188;65;48;17;727;522;205
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5315000;Köln;voll.;4,367;3,236;1,131;20;11;9;197;121;76;217;132;85;393;269;124;476;358;118;3,102;2,347;755;179;130;49;3,281;2,477;804
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5315000;Köln;insg.;5,249;3,849;1,400;24;13;11;222;138;84;246;151;95;455;309;146;540;390;150;3,764;2,821;943;244;178;66;4,008;2,999;1,009
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5114000;Krefeld;vers.;78;51;27;1;1;0;4;2;2;5;3;2;5;4;1;3;3;0;57;36;21;8;5;3;65;41;24
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5114000;Krefeld;voll.;587;414;173;3;2;1;52;33;19;55;35;20;87;60;27;56;36;20;367;266;101;22;17;5;389;283;106
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5114000;Krefeld;insg.;665;465;200;4;3;1;56;35;21;60;38;22;92;64;28;59;39;20;424;302;122;30;22;8;454;324;130
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;14713000;Leipzig;vers.;237;168;69;1;0;1;11;9;2;12;9;3;6;4;2;17;14;3;187;130;57;15;11;4;202;141;61
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;14713000;Leipzig;voll.;1,654;1,224;430;10;5;5;67;41;26;77;46;31;171;122;49;155;119;36;1,193;899;294;58;38;20;1,251;937;314
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;14713000;Leipzig;insg.;1,891;1,392;499;11;5;6;78;50;28;89;55;34;177;126;51;172;133;39;1,380;1,029;351;73;49;24;1,453;1,078;375
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5316000;Leverkusen;vers.;81;59;22;0;0;0;4;4;0;4;4;0;4;3;1;7;6;1;59;40;19;7;6;1;66;46;20
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5316000;Leverkusen;voll.;428;287;141;5;4;1;29;17;12;34;21;13;87;52;35;40;26;14;252;176;76;15;12;3;267;188;79
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5316000;Leverkusen;insg.;509;346;163;5;4;1;33;21;12;38;25;13;91;55;36;47;32;15;311;216;95;22;18;4;333;234;99
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1003000;Lübeck;vers.;102;69;33;2;2;0;4;2;2;6;4;2;4;2;2;7;2;5;77;55;22;8;6;2;85;61;24
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1003000;Lübeck;voll.;679;516;163;1;0;1;13;10;3;14;10;4;61;44;17;62;49;13;504;392;112;38;21;17;542;413;129
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1003000;Lübeck;insg.;781;585;196;3;2;1;17;12;5;20;14;6;65;46;19;69;51;18;581;447;134;46;27;19;627;474;153
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7314000;Ludwigshafen am Rhein;vers.;71;41;30;1;0;1;1;1;0;2;1;1;9;5;4;3;2;1;49;29;20;8;4;4;57;33;24
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7314000;Ludwigshafen am Rhein;voll.;693;486;207;4;3;1;71;46;25;75;49;26;109;73;36;66;53;13;418;297;121;25;14;11;443;311;132
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7314000;Ludwigshafen am Rhein;insg.;764;527;237;5;3;2;72;47;25;77;50;27;118;78;40;69;55;14;467;326;141;33;18;15;500;344;156
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;15003000;Magdeburg;vers.;154;109;45;0;0;0;5;1;4;5;1;4;8;5;3;8;4;4;115;87;28;18;12;6;133;99;34
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;15003000;Magdeburg;voll.;698;518;180;1;1;0;38;23;15;39;24;15;65;44;21;80;63;17;483;362;121;31;25;6;514;387;127
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;15003000;Magdeburg;insg.;852;627;225;1;1;0;43;24;19;44;25;19;73;49;24;88;67;21;598;449;149;49;37;12;647;486;161
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7315000;Mainz;vers.;66;35;31;1;0;1;2;1;1;3;1;2;2;1;1;6;6;0;51;25;26;4;2;2;55;27;28
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7315000;Mainz;voll.;558;399;159;5;3;2;33;19;14;38;22;16;55;38;17;48;34;14;398;293;105;19;12;7;417;305;112
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7315000;Mainz;insg.;624;434;190;6;3;3;35;20;15;41;23;18;57;39;18;54;40;14;449;318;131;23;14;9;472;332;140
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8222000;Mannheim;vers.;91;57;34;1;1;0;0;0;0;1;1;0;6;4;2;6;3;3;74;46;28;4;3;1;78;49;29
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8222000;Mannheim;voll.;770;538;232;2;1;1;33;19;14;35;20;15;54;39;15;53;39;14;593;413;180;35;27;8;628;440;188
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8222000;Mannheim;insg.;861;595;266;3;2;1;33;19;14;36;21;15;60;43;17;59;42;17;667;459;208;39;30;9;706;489;217
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5170024;Moers;vers.;47;27;20;1;1;0;4;1;3;5;2;3;3;2;1;6;0;6;30;21;9;3;2;1;33;23;10
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5170024;Moers;voll.;197;136;61;3;3;0;9;6;3;12;9;3;33;23;10;30;19;11;115;79;36;7;6;1;122;85;37
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5170024;Moers;insg.;244;163;81;4;4;0;13;7;6;17;11;6;36;25;11;36;19;17;145;100;45;10;8;2;155;108;47
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5116000;Mönchengladbach;vers.;117;92;25;0;0;0;1;0;1;1;0;1;2;2;0;7;7;0;102;80;22;5;3;2;107;83;24
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5116000;Mönchengladbach;voll.;812;595;217;2;0;2;47;31;16;49;31;18;63;47;16;84;63;21;580;428;152;36;26;10;616;454;162
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5116000;Mönchengladbach;insg.;929;687;242;2;0;2;48;31;17;50;31;19;65;49;16;91;70;21;682;508;174;41;29;12;723;537;186
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5117000;Mülheim an der Ruhr;vers.;80;52;28;1;1;0;4;2;2;5;3;2;7;5;2;2;1;1;57;36;21;9;7;2;66;43;23
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5117000;Mülheim an der Ruhr;voll.;347;216;131;2;1;1;32;18;14;34;19;15;51;37;14;37;24;13;209;127;82;16;9;7;225;136;89
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5117000;Mülheim an der Ruhr;insg.;427;268;159;3;2;1;36;20;16;39;22;17;58;42;16;39;25;14;266;163;103;25;16;9;291;179;112
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9162000;München;vers.;652;474;178;13;12;1;18;14;4;31;26;5;16;11;5;38;29;9;531;384;147;36;24;12;567;408;159
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9162000;München;voll.;3,107;2,345;762;21;20;1;182;123;59;203;143;60;278;214;64;319;253;66;2,180;1,645;535;127;90;37;2,307;1,735;572
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9162000;München;insg.;3,759;2,819;940;34;32;2;200;137;63;234;169;65;294;225;69;357;282;75;2,711;2,029;682;163;114;49;2,874;2,143;731
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5515000;Münster;vers.;126;106;20;2;2;0;2;2;0;4;4;0;6;5;1;6;5;1;99;85;14;11;7;4;110;92;18
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5515000;Münster;voll.;787;585;202;3;1;2;39;20;19;42;21;21;75;61;14;93;72;21;545;406;139;32;25;7;577;431;146
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5515000;Münster;insg.;913;691;222;5;3;2;41;22;19;46;25;21;81;66;15;99;77;22;644;491;153;43;32;11;687;523;164
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5162024;Neuss;vers.;62;34;28;2;0;2;4;0;4;6;0;6;0;0;0;4;1;3;45;29;16;7;4;3;52;33;19
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5162024;Neuss;voll.;298;227;71;1;1;0;20;14;6;21;15;6;26;19;7;38;30;8;198;153;45;15;10;5;213;163;50
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5162024;Neuss;insg.;360;261;99;3;1;2;24;14;10;27;15;12;26;19;7;42;31;11;243;182;61;22;14;8;265;196;69
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9564000;Nürnberg;vers.;247;178;69;8;1;7;8;4;4;16;5;11;13;9;4;16;12;4;188;142;46;14;10;4;202;152;50
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9564000;Nürnberg;voll.;1,225;883;342;9;5;4;87;56;31;96;61;35;107;74;33;153;115;38;819;606;213;50;27;23;869;633;236
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9564000;Nürnberg;insg.;1,472;1,061;411;17;6;11;95;60;35;112;66;46;120;83;37;169;127;42;1,007;748;259;64;37;27;1,071;785;286
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5119000;Oberhausen;vers.;65;46;19;0;0;0;2;2;0;2;2;0;2;2;0;3;3;0;50;32;18;8;7;1;58;39;19
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5119000;Oberhausen;voll.;454;314;140;1;0;1;41;23;18;42;23;19;67;51;16;42;34;8;269;180;89;34;26;8;303;206;97
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5119000;Oberhausen;insg.;519;360;159;1;0;1;43;25;18;44;25;19;69;53;16;45;37;8;319;212;107;42;33;9;361;245;116
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6413000;Offenbach am Main;vers.;26;18;8;0;0;0;0;0;0;0;0;0;5;3;2;1;1;0;16;12;4;4;2;2;20;14;6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6413000;Offenbach am Main;voll.;257;177;80;1;0;1;20;12;8;21;12;9;36;20;16;28;17;11;159;119;40;13;9;4;172;128;44
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6413000;Offenbach am Main;insg.;283;195;88;1;0;1;20;12;8;21;12;9;41;23;18;29;18;11;175;131;44;17;11;6;192;142;50
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3403000;Oldenburg (Oldenburg);vers.;40;29;11;0;0;0;2;1;1;2;1;1;6;3;3;3;2;1;24;20;4;5;3;2;29;23;6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3403000;Oldenburg (Oldenburg);voll.;330;247;83;2;1;1;13;10;3;15;11;4;46;36;10;42;32;10;214;157;57;13;11;2;227;168;59
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3403000;Oldenburg (Oldenburg);insg.;370;276;94;2;1;1;15;11;4;17;12;5;52;39;13;45;34;11;238;177;61;18;14;4;256;191;65
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3404000;Osnabrück;vers.;80;60;20;0;0;0;2;2;0;2;2;0;3;2;1;7;5;2;62;49;13;6;2;4;68;51;17
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3404000;Osnabrück;voll.;750;550;200;4;3;1;17;11;6;21;14;7;64;42;22;68;46;22;568;435;133;29;13;16;597;448;149
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3404000;Osnabrück;insg.;830;610;220;4;3;1;19;13;6;23;16;7;67;44;23;75;51;24;630;484;146;35;15;20;665;499;166
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5774032;Paderborn;vers.;85;60;25;0;0;0;2;2;0;2;2;0;2;1;1;6;4;2;70;51;19;5;2;3;75;53;22
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5774032;Paderborn;voll.;391;294;97;3;2;1;22;13;9;25;15;10;42;31;11;57;41;16;255;196;59;12;11;1;267;207;60
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5774032;Paderborn;insg.;476;354;122;3;2;1;24;15;9;27;17;10;44;32;12;63;45;18;325;247;78;17;13;4;342;260;82
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8231000;Pforzheim;vers.;58;40;18;1;0;1;15;15;0;16;15;1;1;1;0;5;5;0;32;17;15;4;2;2;36;19;17
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8231000;Pforzheim;voll.;376;273;103;4;2;2;14;7;7;18;9;9;52;39;13;52;37;15;240;177;63;14;11;3;254;188;66
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8231000;Pforzheim;insg.;434;313;121;5;2;3;29;22;7;34;24;10;53;40;13;57;42;15;272;194;78;18;13;5;290;207;83
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;12054000;Potsdam;vers.;44;32;12;0;0;0;3;3;0;3;3;0;2;1;1;3;2;1;32;23;9;4;3;1;36;26;10
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;12054000;Potsdam;voll.;246;185;61;1;1;0;16;12;4;17;13;4;30;24;6;26;22;4;161;119;42;12;7;5;173;126;47
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;12054000;Potsdam;insg.;290;217;73;1;1;0;19;15;4;20;16;4;32;25;7;29;24;5;193;142;51;16;10;6;209;152;57
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5562032;Recklinghausen;vers.;60;40;20;0;0;0;2;2;0;2;2;0;3;2;1;4;2;2;49;33;16;2;1;1;51;34;17
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5562032;Recklinghausen;voll.;301;222;79;2;2;0;25;16;9;27;18;9;54;39;15;22;16;6;181;138;43;17;11;6;198;149;49
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5562032;Recklinghausen;insg.;361;262;99;2;2;0;27;18;9;29;20;9;57;41;16;26;18;8;230;171;59;19;12;7;249;183;66
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9362000;Regensburg;vers.;64;48;16;7;3;4;1;1;0;8;4;4;2;2;0;3;3;0;50;38;12;1;1;0;51;39;12
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9362000;Regensburg;voll.;337;260;77;0;0;0;8;6;2;8;6;2;33;27;6;44;37;7;242;182;60;10;8;2;252;190;62
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9362000;Regensburg;insg.;401;308;93;7;3;4;9;7;2;16;10;6;35;29;6;47;40;7;292;220;72;11;9;2;303;229;74
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5120000;Remscheid;vers.;62;41;21;1;0;1;1;0;1;2;0;2;3;2;1;2;1;1;54;37;17;1;1;0;55;38;17
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5120000;Remscheid;voll.;272;192;80;2;0;2;26;18;8;28;18;10;31;23;8;28;24;4;175;122;53;10;5;5;185;127;58
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5120000;Remscheid;insg.;334;233;101;3;0;3;27;18;9;30;18;12;34;25;9;30;25;5;229;159;70;11;6;5;240;165;75
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8415061;Reutlingen;vers.;56;36;20;1;1;0;1;0;1;2;1;1;3;0;3;5;3;2;41;27;14;5;5;0;46;32;14
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8415061;Reutlingen;voll.;295;220;75;3;2;1;16;11;5;19;13;6;42;31;11;31;23;8;190;144;46;13;9;4;203;153;50
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8415061;Reutlingen;insg.;351;256;95;4;3;1;17;11;6;21;14;7;45;31;14;36;26;10;231;171;60;18;14;4;249;185;64
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13003000;Rostock, Hanse- und Universitätsstadt;vers.;87;56;31;1;0;1;8;7;1;9;7;2;13;8;5;3;1;2;54;37;17;8;3;5;62;40;22
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13003000;Rostock, Hanse- und Universitätsstadt;voll.;552;393;159;5;3;2;41;23;18;46;26;20;59;39;20;73;58;15;347;253;94;27;17;10;374;270;104
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13003000;Rostock, Hanse- und Universitätsstadt;insg.;639;449;190;6;3;3;49;30;19;55;33;22;72;47;25;76;59;17;401;290;111;35;20;15;436;310;126
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;10041100;Saarbrücken;vers.;118;84;34;1;1;0;2;1;1;3;2;1;11;9;2;9;7;2;83;56;27;12;10;2;95;66;29
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;10041100;Saarbrücken;voll.;752;544;208;1;0;1;38;21;17;39;21;18;77;54;23;83;63;20;517;383;134;36;23;13;553;406;147
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;10041100;Saarbrücken;insg.;870;628;242;2;1;1;40;22;18;42;23;19;88;63;25;92;70;22;600;439;161;48;33;15;648;472;176
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3102000;Salzgitter;vers.;43;32;11;0;0;0;6;4;2;6;4;2;2;0;2;4;4;0;26;20;6;5;4;1;31;24;7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3102000;Salzgitter;voll.;255;172;83;3;2;1;34;27;7;37;29;8;38;27;11;22;18;4;154;95;59;4;3;1;158;98;60
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3102000;Salzgitter;insg.;298;204;94;3;2;1;40;31;9;43;33;10;40;27;13;26;22;4;180;115;65;9;7;2;189;122;67
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13004000;Schwerin;vers.;55;38;17;1;1;0;4;1;3;5;2;3;4;1;3;2;2;0;42;32;10;2;1;1;44;33;11
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13004000;Schwerin;voll.;398;322;76;5;4;1;39;28;11;44;32;12;50;41;9;40;35;5;254;205;49;10;9;1;264;214;50
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13004000;Schwerin;insg.;453;360;93;6;5;1;43;29;14;49;34;15;54;42;12;42;37;5;296;237;59;12;10;2;308;247;61
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5970040;Siegen;vers.;75;50;25;2;1;1;2;2;0;4;3;1;6;4;2;4;2;2;56;39;17;5;2;3;61;41;20
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5970040;Siegen;voll.;294;206;88;2;1;1;12;6;6;14;7;7;31;17;14;26;19;7;210;152;58;13;11;2;223;163;60
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5970040;Siegen;insg.;369;256;113;4;2;2;14;8;6;18;10;8;37;21;16;30;21;9;266;191;75;18;13;5;284;204;80
