Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
216000,Handtaschenraub,14713000,Leipzig,16,3,5,31.3,1,1,6,37.5,6,6,0,1,16.7,2021
216000,Handtaschenraub,5316000,Leverkusen,3,2,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,1003000,Lübeck,2,1,0,0.0,0,0,1,50.0,1,1,0,0,0.0,2021
216000,Handtaschenraub,7314000,Ludwigshafen am Rhein,1,1,1,100.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,15003000,Magdeburg,2,1,0,0.0,0,0,1,50.0,3,3,0,3,100.0,2021
216000,Handtaschenraub,7315000,Mainz,0,0,0,0.0,0,0,1,0.0,1,1,0,1,100.0,2021
216000,Handtaschenraub,8222000,Mannheim,7,2,1,14.3,0,0,1,14.3,1,1,0,0,0.0,2021
216000,Handtaschenraub,5170024,Moers,4,4,2,50.0,0,0,1,25.0,1,0,1,0,0.0,2021
216000,Handtaschenraub,5116000,Mönchengladbach,7,3,2,28.6,0,0,1,14.3,1,1,0,1,100.0,2021
216000,Handtaschenraub,5117000,Mülheim an der Ruhr,1,1,0,0.0,0,0,1,100.0,1,1,0,0,0.0,2021
216000,Handtaschenraub,9162000,München,40,3,14,35.0,0,0,23,57.5,35,31,4,22,62.9,2021
216000,Handtaschenraub,5515000,Münster,5,2,1,20.0,0,0,1,20.0,3,0,3,1,33.3,2021
216000,Handtaschenraub,5162024,Neuss,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,9564000,Nürnberg,7,1,2,28.6,0,0,5,71.4,9,9,0,8,88.9,2021
216000,Handtaschenraub,5119000,Oberhausen,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,6413000,Offenbach am Main,9,7,2,22.2,0,0,6,66.7,2,2,0,1,50.0,2021
216000,Handtaschenraub,3403000,Oldenburg (Oldenburg),1,1,0,0.0,0,0,1,100.0,3,2,1,1,33.3,2021
216000,Handtaschenraub,3404000,Osnabrück,5,3,2,40.0,0,0,2,40.0,5,1,4,2,40.0,2021
216000,Handtaschenraub,5774032,Paderborn,3,2,2,66.7,0,0,1,33.3,1,1,0,1,100.0,2021
216000,Handtaschenraub,8231000,Pforzheim,2,2,0,0.0,0,0,1,50.0,1,1,0,1,100.0,2021
216000,Handtaschenraub,12054000,Potsdam,5,3,0,0.0,0,0,1,20.0,2,2,0,2,100.0,2021
216000,Handtaschenraub,5562032,Recklinghausen,1,1,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,9362000,Regensburg,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,5120000,Remscheid,7,6,1,14.3,0,0,1,14.3,1,1,0,1,100.0,2021
216000,Handtaschenraub,8415061,Reutlingen,2,2,1,50.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,13003000,Rostock,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,10041100,Saarbrücken,4,2,2,50.0,0,0,3,75.0,3,2,1,2,66.7,2021
216000,Handtaschenraub,3102000,Salzgitter,2,2,0,0.0,0,0,1,50.0,1,1,0,0,0.0,2021
216000,Handtaschenraub,13004000,Schwerin,2,2,2,100.0,0,0,1,50.0,1,1,0,0,0.0,2021
216000,Handtaschenraub,5970040,Siegen,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,5122000,Solingen,4,3,1,25.0,0,0,1,25.0,1,1,0,1,100.0,2021
216000,Handtaschenraub,8111000,Stuttgart,12,2,5,41.7,0,0,3,25.0,3,2,1,0,0.0,2021
216000,Handtaschenraub,7211000,Trier,1,1,1,100.0,0,0,1,100.0,1,1,0,1,100.0,2021
216000,Handtaschenraub,8421000,Ulm,1,1,1,100.0,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,6414000,Wiesbaden,2,1,1,50.0,0,0,2,100.0,2,1,1,2,100.0,2021
216000,Handtaschenraub,3103000,Wolfsburg,6,5,1,16.7,0,0,4,66.7,1,1,0,1,100.0,2021
216000,Handtaschenraub,5124000,Wuppertal,9,3,3,33.3,0,0,0,0.0,0,0,0,0,0.0,2021
216000,Handtaschenraub,9663000,Würzburg,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5334002,Aachen,72,29,16,22.2,0,0,31,43.1,43,41,2,23,53.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9761000,Augsburg,31,10,5,16.1,0,0,21,67.7,34,31,3,14,41.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5378004,Bergisch Gladbach,22,20,7,31.8,2,0,16,72.7,21,19,2,9,42.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",11000000,Berlin,"2,313",63,485,21.0,30,2,812,35.1,"1,058",998,60,516,48.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5711000,Bielefeld,80,24,18,22.5,1,0,41,51.3,74,69,5,36,48.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5911000,Bochum,73,20,13,17.8,1,0,27,37.0,50,46,4,12,24.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5314000,Bonn,120,36,35,29.2,3,0,58,48.3,92,86,6,28,30.4,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5512000,Bottrop,13,11,4,30.8,0,0,6,46.2,11,9,2,4,36.4,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3101000,Braunschweig,32,13,3,9.4,0,0,18,56.3,28,26,2,9,32.1,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",4011000,Bremen,288,51,55,19.1,1,1,102,35.4,140,132,8,74,52.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",4012000,Bremerhaven,63,55,13,20.6,3,0,24,38.1,35,29,6,17,48.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",14511000,Chemnitz,72,29,18,25.0,2,0,52,72.2,60,57,3,34,56.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",12052000,Cottbus,20,20,4,20.0,0,0,14,70.0,17,13,4,4,23.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",6411000,Darmstadt,23,14,2,8.7,1,0,21,91.3,32,31,1,21,65.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5913000,Dortmund,251,43,46,18.3,3,0,115,45.8,177,160,17,69,39.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",14612000,Dresden,136,24,25,18.4,2,0,74,54.4,116,105,11,59,50.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5112000,Duisburg,146,29,40,27.4,5,1,80,54.8,143,133,10,68,47.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5111000,Düsseldorf,174,28,36,20.7,4,0,63,36.2,98,84,14,49,50.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",16051000,Erfurt,40,19,9,22.5,1,0,22,55.0,29,29,0,14,48.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9562000,Erlangen,3,3,2,66.7,0,0,1,33.3,2,2,0,0,0.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5113000,Essen,204,35,47,23.0,6,0,91,44.6,122,106,16,55,45.1,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",6412000,Frankfurt am Main,481,63,82,17.0,4,0,196,40.7,270,251,19,153,56.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8311000,Freiburg im Breisgau,79,34,18,22.8,3,0,41,51.9,60,59,1,24,40.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9563000,Fürth,6,5,4,66.7,0,0,5,83.3,3,3,0,0,0.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5513000,Gelsenkirchen,59,23,11,18.6,0,0,14,23.7,26,26,0,3,11.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3159016,Göttingen,17,15,4,23.5,1,0,8,47.1,10,9,1,4,40.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5754008,Gütersloh,26,26,6,23.1,1,0,17,65.4,24,21,3,7,29.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5914000,Hagen,61,32,20,32.8,0,0,24,39.3,34,33,1,11,32.4,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",15002000,Halle (Saale),107,45,25,23.4,3,0,60,56.1,76,70,6,20,26.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",2000000,Hamburg,758,41,152,20.1,13,2,318,42.0,445,428,17,212,47.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5915000,Hamm,42,23,14,33.3,1,0,27,64.3,41,38,3,13,31.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3241001,Hannover,238,45,40,16.8,2,0,102,42.9,138,128,10,59,42.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8221000,Heidelberg,17,11,3,17.6,0,0,9,52.9,16,15,1,7,43.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8121000,Heilbronn,16,13,3,18.8,0,0,9,56.3,14,13,1,5,35.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5916000,Herne,20,13,7,35.0,0,0,4,20.0,5,5,0,2,40.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3254021,Hildesheim,17,17,2,11.8,1,0,9,52.9,19,15,4,9,47.4,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9161000,Ingolstadt,3,2,0,0.0,0,0,2,66.7,2,2,0,1,50.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",16053000,Jena,7,6,1,14.3,0,0,5,71.4,8,7,1,0,0.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",7312000,Kaiserslautern,13,13,1,7.7,0,0,4,30.8,6,6,0,1,16.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8212000,Karlsruhe,45,15,8,17.8,1,0,29,64.4,38,37,1,16,42.1,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",6611000,Kassel,77,38,21,27.3,3,1,52,67.5,72,68,4,33,45.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",1002000,Kiel,74,30,11,14.9,0,0,42,56.8,65,61,4,13,20.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",7111000,Koblenz,27,24,9,33.3,0,0,11,40.7,18,16,2,6,33.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5315000,Köln,507,47,114,22.5,14,1,208,41.0,301,272,29,117,38.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5114000,Krefeld,75,33,13,17.3,0,0,31,41.3,37,32,5,18,48.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",14713000,Leipzig,178,30,23,12.9,6,1,79,44.4,110,101,9,61,55.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5316000,Leverkusen,30,18,5,16.7,3,0,15,50.0,24,23,1,8,33.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",1003000,Lübeck,42,19,10,23.8,2,0,26,61.9,46,45,1,11,23.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",7314000,Ludwigshafen am Rhein,66,38,21,31.8,0,0,39,59.1,52,49,3,17,32.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",15003000,Magdeburg,84,36,24,28.6,3,0,48,57.1,88,85,3,45,51.1,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",7315000,Mainz,57,26,14,24.6,3,0,38,66.7,61,53,8,18,29.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8222000,Mannheim,64,21,19,29.7,0,0,25,39.1,44,41,3,16,36.4,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5170024,Moers,16,15,4,25.0,3,0,10,62.5,17,16,1,4,23.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5116000,Mönchengladbach,73,28,14,19.2,1,0,28,38.4,55,49,6,18,32.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5117000,Mülheim an der Ruhr,19,11,5,26.3,0,0,8,42.1,12,11,1,4,33.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9162000,München,141,9,35,24.8,0,0,81,57.4,147,143,4,63,42.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5515000,Münster,105,33,19,18.1,0,0,43,41.0,64,59,5,30,46.9,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5162024,Neuss,34,22,6,17.6,2,1,12,35.3,19,18,1,10,52.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9564000,Nürnberg,68,13,9,13.2,1,1,46,67.6,71,65,6,31,43.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5119000,Oberhausen,44,21,13,29.5,2,0,26,59.1,48,45,3,21,43.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",6413000,Offenbach am Main,16,12,3,18.8,0,0,8,50.0,13,13,0,7,53.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3403000,Oldenburg (Oldenburg),29,17,5,17.2,0,0,20,69.0,36,35,1,11,30.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3404000,Osnabrück,43,26,11,25.6,2,0,24,55.8,39,36,3,11,28.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5774032,Paderborn,29,19,7,24.1,0,0,17,58.6,21,17,4,7,33.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8231000,Pforzheim,27,21,5,18.5,1,0,21,77.8,29,26,3,15,51.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",12054000,Potsdam,31,17,6,19.4,1,0,20,64.5,29,28,1,23,79.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5562032,Recklinghausen,20,18,1,5.0,0,0,10,50.0,12,11,1,6,50.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9362000,Regensburg,9,6,2,22.2,0,0,7,77.8,10,9,1,2,20.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5120000,Remscheid,16,14,6,37.5,0,0,6,37.5,8,7,1,1,12.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8415061,Reutlingen,21,18,6,28.6,1,0,15,71.4,31,30,1,14,45.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",13003000,Rostock,58,28,10,17.2,0,0,37,63.8,63,57,6,9,14.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",10041100,Saarbrücken,69,38,12,17.4,1,0,36,52.2,50,46,4,24,48.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3102000,Salzgitter,9,9,0,0.0,2,0,7,77.8,15,15,0,7,46.7,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",13004000,Schwerin,21,22,3,14.3,0,0,14,66.7,17,17,0,7,41.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5970040,Siegen,9,9,2,22.2,0,0,6,66.7,9,5,4,2,22.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5122000,Solingen,30,19,10,33.3,0,0,11,36.7,18,18,0,10,55.6,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8111000,Stuttgart,145,23,36,24.8,3,0,83,57.2,107,100,7,60,56.1,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",7211000,Trier,19,17,3,15.8,1,0,10,52.6,11,11,0,5,45.5,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",8421000,Ulm,20,16,5,25.0,0,0,12,60.0,19,18,1,1,5.3,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",6414000,Wiesbaden,66,24,15,22.7,0,0,28,42.4,55,49,6,23,41.8,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",3103000,Wolfsburg,6,5,1,16.7,0,0,1,16.7,1,1,0,1,100.0,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",5124000,Wuppertal,74,21,14,18.9,1,0,24,32.4,36,32,4,8,22.2,2021
217000,"Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen",9663000,Würzburg,1,1,1,100.0,0,0,1,100.0,1,1,0,1,100.0,2021
219000,Raubüberfälle in Wohnungen,5334002,Aachen,14,6,4,28.6,1,1,7,50.0,9,9,0,6,66.7,2021
219000,Raubüberfälle in Wohnungen,9761000,Augsburg,6,2,2,33.3,0,0,5,83.3,9,7,2,4,44.4,2021
219000,Raubüberfälle in Wohnungen,5378004,Bergisch Gladbach,3,3,1,33.3,0,0,2,66.7,4,3,1,0,0.0,2021
219000,Raubüberfälle in Wohnungen,11000000,Berlin,265,7,47,17.7,13,1,163,61.5,210,187,23,124,59.0,2021
219000,Raubüberfälle in Wohnungen,5711000,Bielefeld,11,3,2,18.2,1,0,7,63.6,12,10,2,3,25.0,2021
219000,Raubüberfälle in Wohnungen,5911000,Bochum,11,3,4,36.4,1,1,6,54.5,11,10,1,5,45.5,2021
219000,Raubüberfälle in Wohnungen,5314000,Bonn,13,4,1,7.7,2,0,10,76.9,14,13,1,10,71.4,2021
219000,Raubüberfälle in Wohnungen,5512000,Bottrop,6,5,2,33.3,1,0,5,83.3,8,8,0,3,37.5,2021
219000,Raubüberfälle in Wohnungen,3101000,Braunschweig,8,3,1,12.5,0,0,7,87.5,13,12,1,4,30.8,2021
219000,Raubüberfälle in Wohnungen,4011000,Bremen,40,7,8,20.0,2,1,31,77.5,44,40,4,21,47.7,2021
219000,Raubüberfälle in Wohnungen,4012000,Bremerhaven,22,19,3,13.6,3,1,17,77.3,25,22,3,14,56.0,2021
219000,Raubüberfälle in Wohnungen,14511000,Chemnitz,15,6,2,13.3,3,0,13,86.7,19,16,3,8,42.1,2021
219000,Raubüberfälle in Wohnungen,12052000,Cottbus,2,2,0,0.0,0,0,1,50.0,2,2,0,2,100.0,2021
219000,Raubüberfälle in Wohnungen,6411000,Darmstadt,5,3,2,40.0,0,0,4,80.0,5,5,0,1,20.0,2021
219000,Raubüberfälle in Wohnungen,5913000,Dortmund,30,5,3,10.0,2,0,20,66.7,24,19,5,7,29.2,2021
219000,Raubüberfälle in Wohnungen,14612000,Dresden,30,5,3,10.0,5,0,29,96.7,36,31,5,12,33.3,2021
219000,Raubüberfälle in Wohnungen,5112000,Duisburg,32,6,7,21.9,2,1,28,87.5,36,28,8,10,27.8,2021
219000,Raubüberfälle in Wohnungen,5111000,Düsseldorf,18,3,4,22.2,1,0,12,66.7,18,14,4,5,27.8,2021
219000,Raubüberfälle in Wohnungen,16051000,Erfurt,16,7,1,6.3,0,0,14,87.5,20,16,4,4,20.0,2021
219000,Raubüberfälle in Wohnungen,9562000,Erlangen,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
219000,Raubüberfälle in Wohnungen,5113000,Essen,40,7,5,12.5,2,1,22,55.0,35,27,8,19,54.3,2021
219000,Raubüberfälle in Wohnungen,6412000,Frankfurt am Main,27,4,5,18.5,0,0,22,81.5,29,19,10,17,58.6,2021
219000,Raubüberfälle in Wohnungen,8311000,Freiburg im Breisgau,7,3,0,0.0,0,0,5,71.4,14,14,0,11,78.6,2021
219000,Raubüberfälle in Wohnungen,9563000,Fürth,2,2,0,0.0,1,0,1,50.0,1,1,0,1,100.0,2021
219000,Raubüberfälle in Wohnungen,5513000,Gelsenkirchen,20,8,5,25.0,1,0,17,85.0,21,18,3,8,38.1,2021
219000,Raubüberfälle in Wohnungen,3159016,Göttingen,6,5,2,33.3,0,0,5,83.3,6,3,3,5,83.3,2021
219000,Raubüberfälle in Wohnungen,5754008,Gütersloh,4,4,2,50.0,0,0,4,100.0,9,8,1,3,33.3,2021
219000,Raubüberfälle in Wohnungen,5914000,Hagen,10,5,1,10.0,1,0,7,70.0,13,11,2,6,46.2,2021
219000,Raubüberfälle in Wohnungen,15002000,Halle (Saale),13,5,2,15.4,1,0,12,92.3,18,14,4,5,27.8,2021
219000,Raubüberfälle in Wohnungen,2000000,Hamburg,64,3,15,23.4,5,0,51,79.7,69,56,13,35,50.7,2021
219000,Raubüberfälle in Wohnungen,5915000,Hamm,6,3,1,16.7,1,0,3,50.0,3,2,1,1,33.3,2021
219000,Raubüberfälle in Wohnungen,3241001,Hannover,28,5,8,28.6,1,0,22,78.6,22,19,3,13,59.1,2021
219000,Raubüberfälle in Wohnungen,8221000,Heidelberg,3,2,0,0.0,0,0,2,66.7,6,6,0,0,0.0,2021
219000,Raubüberfälle in Wohnungen,8121000,Heilbronn,3,2,0,0.0,0,0,3,100.0,4,4,0,4,100.0,2021
219000,Raubüberfälle in Wohnungen,5916000,Herne,10,6,4,40.0,1,0,4,40.0,5,3,2,3,60.0,2021
219000,Raubüberfälle in Wohnungen,3254021,Hildesheim,5,5,0,0.0,0,0,4,80.0,7,6,1,3,42.9,2021
219000,Raubüberfälle in Wohnungen,9161000,Ingolstadt,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
219000,Raubüberfälle in Wohnungen,16053000,Jena,3,3,1,33.3,0,0,2,66.7,2,1,1,1,50.0,2021
219000,Raubüberfälle in Wohnungen,7312000,Kaiserslautern,6,6,0,0.0,0,0,5,83.3,8,8,0,1,12.5,2021
219000,Raubüberfälle in Wohnungen,8212000,Karlsruhe,4,1,1,25.0,0,0,6,150.0,13,13,0,9,69.2,2021
219000,Raubüberfälle in Wohnungen,6611000,Kassel,20,10,6,30.0,1,0,13,65.0,24,21,3,19,79.2,2021
219000,Raubüberfälle in Wohnungen,1002000,Kiel,15,6,4,26.7,0,0,12,80.0,16,14,2,3,18.8,2021
219000,Raubüberfälle in Wohnungen,7111000,Koblenz,4,4,1,25.0,0,0,3,75.0,3,3,0,2,66.7,2021
219000,Raubüberfälle in Wohnungen,5315000,Köln,35,3,3,8.6,5,0,24,68.6,33,25,8,16,48.5,2021
219000,Raubüberfälle in Wohnungen,5114000,Krefeld,12,5,1,8.3,0,0,6,50.0,7,7,0,4,57.1,2021
219000,Raubüberfälle in Wohnungen,14713000,Leipzig,31,5,3,9.7,6,0,28,90.3,32,28,4,14,43.8,2021
219000,Raubüberfälle in Wohnungen,5316000,Leverkusen,4,2,1,25.0,0,0,4,100.0,8,8,0,3,37.5,2021
219000,Raubüberfälle in Wohnungen,1003000,Lübeck,10,5,1,10.0,0,0,8,80.0,10,9,1,3,30.0,2021
219000,Raubüberfälle in Wohnungen,7314000,Ludwigshafen am Rhein,6,3,0,0.0,0,0,5,83.3,6,6,0,2,33.3,2021
219000,Raubüberfälle in Wohnungen,15003000,Magdeburg,13,6,3,23.1,0,0,9,69.2,12,12,0,6,50.0,2021
219000,Raubüberfälle in Wohnungen,7315000,Mainz,2,1,2,100.0,1,0,1,50.0,1,1,0,0,0.0,2021
219000,Raubüberfälle in Wohnungen,8222000,Mannheim,8,3,0,0.0,1,0,6,75.0,10,8,2,5,50.0,2021
219000,Raubüberfälle in Wohnungen,5170024,Moers,4,4,1,25.0,0,0,2,50.0,5,4,1,0,0.0,2021
219000,Raubüberfälle in Wohnungen,5116000,Mönchengladbach,14,5,3,21.4,0,0,4,28.6,11,11,0,2,18.2,2021
219000,Raubüberfälle in Wohnungen,5117000,Mülheim an der Ruhr,10,6,2,20.0,0,0,6,60.0,10,8,2,7,70.0,2021
219000,Raubüberfälle in Wohnungen,9162000,München,20,1,6,30.0,0,1,17,85.0,24,20,4,8,33.3,2021
219000,Raubüberfälle in Wohnungen,5515000,Münster,9,3,1,11.1,0,1,7,77.8,9,8,1,3,33.3,2021
219000,Raubüberfälle in Wohnungen,5162024,Neuss,2,1,0,0.0,0,0,2,100.0,3,3,0,0,0.0,2021
219000,Raubüberfälle in Wohnungen,9564000,Nürnberg,17,3,4,23.5,0,0,16,94.1,21,19,2,8,38.1,2021
219000,Raubüberfälle in Wohnungen,5119000,Oberhausen,13,6,3,23.1,1,0,12,92.3,18,17,1,10,55.6,2021
219000,Raubüberfälle in Wohnungen,6413000,Offenbach am Main,11,8,1,9.1,1,0,7,63.6,14,11,3,13,92.9,2021
219000,Raubüberfälle in Wohnungen,3403000,Oldenburg (Oldenburg),7,4,2,28.6,0,0,7,100.0,12,10,2,5,41.7,2021
219000,Raubüberfälle in Wohnungen,3404000,Osnabrück,7,4,1,14.3,2,0,6,85.7,11,11,0,4,36.4,2021
219000,Raubüberfälle in Wohnungen,5774032,Paderborn,6,4,2,33.3,0,0,6,100.0,8,7,1,4,50.0,2021
219000,Raubüberfälle in Wohnungen,8231000,Pforzheim,3,2,0,0.0,0,0,3,100.0,3,3,0,2,66.7,2021
219000,Raubüberfälle in Wohnungen,12054000,Potsdam,4,2,0,0.0,0,0,3,75.0,4,3,1,4,100.0,2021
219000,Raubüberfälle in Wohnungen,5562032,Recklinghausen,8,7,2,25.0,0,0,6,75.0,5,5,0,1,20.0,2021
219000,Raubüberfälle in Wohnungen,9362000,Regensburg,5,3,1,20.0,0,0,4,80.0,6,5,1,0,0.0,2021
219000,Raubüberfälle in Wohnungen,5120000,Remscheid,5,4,2,40.0,0,0,4,80.0,2,2,0,1,50.0,2021
219000,Raubüberfälle in Wohnungen,8415061,Reutlingen,2,2,2,100.0,0,0,1,50.0,1,1,0,1,100.0,2021
219000,Raubüberfälle in Wohnungen,13003000,Rostock,11,5,2,18.2,0,0,10,90.9,15,12,3,1,6.7,2021
219000,Raubüberfälle in Wohnungen,10041100,Saarbrücken,14,8,2,14.3,1,1,11,78.6,21,16,5,10,47.6,2021
219000,Raubüberfälle in Wohnungen,3102000,Salzgitter,6,6,1,16.7,0,0,5,83.3,6,6,0,2,33.3,2021
219000,Raubüberfälle in Wohnungen,13004000,Schwerin,9,9,1,11.1,0,0,8,88.9,9,7,2,4,44.4,2021
219000,Raubüberfälle in Wohnungen,5970040,Siegen,4,4,1,25.0,1,0,4,100.0,7,4,3,0,0.0,2021
