Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
515000,Erschleichen von Leistungen § 265a StGB,6412000,Frankfurt am Main,W,"1,694",0,0,2,2,6,10,45,90,135,231,376,147,163,310,279,391,223,92,23,"1,318",2016
515000,Erschleichen von Leistungen § 265a StGB,8311000,Freiburg im Breisgau,W,673,0,0,0,0,10,10,39,47,86,107,203,78,78,156,99,100,67,31,17,470,2016
515000,Erschleichen von Leistungen § 265a StGB,9563000,Fuerth,W,58,0,0,0,0,0,0,5,6,11,16,27,2,5,7,11,5,4,4,0,31,2016
515000,Erschleichen von Leistungen § 265a StGB,5513000,Gelsenkirchen,W,178,0,0,1,0,0,1,8,17,25,25,51,11,17,28,31,38,21,7,2,127,2016
515000,Erschleichen von Leistungen § 265a StGB,3152012,Goettingen,W,71,0,0,0,0,1,1,4,5,9,8,18,5,5,10,18,10,6,5,4,53,2016
515000,Erschleichen von Leistungen § 265a StGB,5914000,Hagen,W,98,0,0,0,0,1,1,5,4,9,20,30,10,13,23,14,19,8,2,2,68,2016
515000,Erschleichen von Leistungen § 265a StGB,15002000,Halle (Saale),W,174,0,0,1,0,3,4,4,9,13,19,36,11,15,26,33,40,26,9,4,138,2016
515000,Erschleichen von Leistungen § 265a StGB,2000000,Hamburg,W,"1,381",0,0,0,4,22,26,80,86,166,167,359,109,89,198,224,284,192,94,30,"1,022",2016
515000,Erschleichen von Leistungen § 265a StGB,5915000,Hamm,W,121,0,0,0,1,5,6,10,16,26,20,52,15,5,20,20,17,7,2,3,69,2016
515000,Erschleichen von Leistungen § 265a StGB,3241001,Hannover,W,"1,311",0,0,0,3,14,17,54,107,161,221,399,128,105,233,186,253,146,66,28,912,2016
515000,Erschleichen von Leistungen § 265a StGB,8221000,Heidelberg,W,258,0,0,0,0,0,0,14,10,24,39,63,22,29,51,50,40,30,16,8,195,2016
515000,Erschleichen von Leistungen § 265a StGB,8121000,Heilbronn,W,113,0,0,0,0,4,4,10,16,26,19,49,14,5,19,18,15,10,2,0,64,2016
515000,Erschleichen von Leistungen § 265a StGB,5916000,Herne,W,101,0,0,0,0,0,0,7,7,14,13,27,11,7,18,13,21,19,3,0,74,2016
515000,Erschleichen von Leistungen § 265a StGB,3254021,Hildesheim,W,16,0,0,0,0,0,0,3,2,5,1,6,2,0,2,4,3,0,1,0,10,2016
515000,Erschleichen von Leistungen § 265a StGB,9161000,Ingolstadt,W,75,0,0,0,0,0,0,3,5,8,19,27,7,3,10,10,14,10,4,0,48,2016
515000,Erschleichen von Leistungen § 265a StGB,16053000,Jena,W,56,0,0,0,0,0,0,6,6,12,7,19,6,5,11,9,8,5,3,1,37,2016
515000,Erschleichen von Leistungen § 265a StGB,8212000,Karlsruhe,W,771,0,0,0,0,7,7,31,64,95,125,227,81,79,160,121,138,58,49,18,544,2016
515000,Erschleichen von Leistungen § 265a StGB,6611000,Kassel,W,209,1,2,0,2,2,7,11,16,27,28,62,14,18,32,39,35,23,14,4,147,2016
515000,Erschleichen von Leistungen § 265a StGB,1002000,Kiel,W,66,0,0,0,0,3,3,8,3,11,8,22,6,5,11,15,4,11,1,2,44,2016
515000,Erschleichen von Leistungen § 265a StGB,7111000,Koblenz,W,63,0,1,0,0,0,1,4,6,10,10,21,6,4,10,7,12,5,5,3,42,2016
515000,Erschleichen von Leistungen § 265a StGB,5315000,Koeln,W,"1,363",0,0,0,0,3,3,51,112,163,256,422,146,132,278,205,216,156,71,15,941,2016
515000,Erschleichen von Leistungen § 265a StGB,5114000,Krefeld,W,436,0,0,1,2,11,14,19,38,57,77,148,43,41,84,72,76,31,20,5,288,2016
515000,Erschleichen von Leistungen § 265a StGB,14713000,Leipzig,W,673,0,0,0,2,3,5,26,28,54,82,141,44,71,115,153,170,56,23,15,532,2016
515000,Erschleichen von Leistungen § 265a StGB,5316000,Leverkusen,W,95,0,0,0,0,0,0,3,6,9,27,36,6,11,17,19,9,10,3,1,59,2016
515000,Erschleichen von Leistungen § 265a StGB,1003000,Luebeck,W,44,0,0,0,0,0,0,1,3,4,6,10,2,0,2,1,19,4,6,2,34,2016
515000,Erschleichen von Leistungen § 265a StGB,7314000,Ludwigshafen am Rhein,W,412,0,0,1,1,3,5,19,32,51,60,116,40,31,71,68,74,52,23,8,296,2016
515000,Erschleichen von Leistungen § 265a StGB,15003000,Magdeburg,W,125,0,0,1,0,1,2,7,7,14,11,27,8,8,16,26,26,22,3,5,98,2016
515000,Erschleichen von Leistungen § 265a StGB,7315000,Mainz,W,461,0,0,0,0,3,3,30,43,73,74,150,44,39,83,61,79,49,24,15,311,2016
515000,Erschleichen von Leistungen § 265a StGB,8222000,Mannheim,W,680,0,0,0,0,4,4,20,49,69,98,171,70,53,123,124,112,81,52,17,509,2016
515000,Erschleichen von Leistungen § 265a StGB,5170024,Moers,W,9,0,0,0,0,0,0,1,0,1,2,3,1,1,2,1,0,2,1,0,6,2016
515000,Erschleichen von Leistungen § 265a StGB,5116000,Moenchengladbach,W,116,0,0,0,0,1,1,4,11,15,22,38,12,10,22,19,26,8,2,1,78,2016
515000,Erschleichen von Leistungen § 265a StGB,5117000,Muelheim an der Ruhr,W,348,0,0,0,0,0,0,14,21,35,47,82,35,43,78,59,60,38,26,5,266,2016
515000,Erschleichen von Leistungen § 265a StGB,9162000,Muenchen,W,"1,969",0,0,0,0,0,0,42,149,191,312,503,200,172,372,371,377,212,111,23,"1,466",2016
515000,Erschleichen von Leistungen § 265a StGB,5515000,Muenster,W,147,0,0,0,1,3,4,10,12,22,30,56,11,14,25,20,26,15,3,2,91,2016
515000,Erschleichen von Leistungen § 265a StGB,5162024,Neuss,W,293,0,0,0,0,0,0,15,20,35,52,87,37,26,63,59,45,25,11,3,206,2016
515000,Erschleichen von Leistungen § 265a StGB,9564000,Nuernberg,W,643,0,0,0,0,0,0,33,55,88,137,225,64,59,123,109,98,53,25,10,418,2016
515000,Erschleichen von Leistungen § 265a StGB,5119000,Oberhausen,W,96,0,0,0,0,2,2,13,17,30,8,40,11,6,17,11,23,4,0,1,56,2016
515000,Erschleichen von Leistungen § 265a StGB,6413000,Offenbach am Main,W,220,0,0,0,0,0,0,8,21,29,37,66,23,26,49,39,23,29,11,3,154,2016
515000,Erschleichen von Leistungen § 265a StGB,3403000,Oldenburg (Oldenburg),W,17,0,0,0,0,0,0,3,0,3,2,5,0,2,2,3,6,1,0,0,12,2016
515000,Erschleichen von Leistungen § 265a StGB,3404000,Osnabrueck,W,81,0,0,0,0,2,2,4,5,9,10,21,10,6,16,21,12,6,3,2,60,2016
515000,Erschleichen von Leistungen § 265a StGB,5774032,Paderborn,W,459,0,0,0,0,2,2,44,70,114,88,204,43,27,70,61,74,27,19,4,255,2016
515000,Erschleichen von Leistungen § 265a StGB,8231000,Pforzheim,W,44,0,0,0,0,0,0,3,4,7,4,11,3,2,5,10,7,5,4,2,33,2016
515000,Erschleichen von Leistungen § 265a StGB,12054000,Potsdam,W,157,0,0,1,0,2,3,16,11,27,24,54,14,15,29,27,32,8,4,3,103,2016
515000,Erschleichen von Leistungen § 265a StGB,5562032,Recklinghausen,W,97,0,0,0,0,0,0,6,14,20,20,40,5,8,13,15,17,5,3,4,57,2016
515000,Erschleichen von Leistungen § 265a StGB,9362000,Regensburg,W,119,0,0,0,0,0,0,9,10,19,28,47,11,8,19,10,22,11,10,0,72,2016
515000,Erschleichen von Leistungen § 265a StGB,5120000,Remscheid,W,10,0,0,0,0,0,0,0,1,1,3,4,1,0,1,2,1,1,1,0,6,2016
515000,Erschleichen von Leistungen § 265a StGB,8415061,Reutlingen,W,17,0,0,0,0,0,0,0,1,1,6,7,3,1,4,4,2,0,0,0,10,2016
515000,Erschleichen von Leistungen § 265a StGB,13003000,Rostock,W,499,0,0,0,0,2,2,12,34,46,70,118,55,45,100,93,95,44,31,18,381,2016
515000,Erschleichen von Leistungen § 265a StGB,10041100,Saarbruecken,W,80,0,0,0,0,0,0,3,11,14,12,26,7,7,14,16,13,8,3,0,54,2016
515000,Erschleichen von Leistungen § 265a StGB,3102000,Salzgitter,W,13,0,0,0,0,0,0,0,1,1,1,2,2,1,3,2,6,0,0,0,11,2016
515000,Erschleichen von Leistungen § 265a StGB,13004000,Schwerin,W,372,0,0,1,1,5,7,26,39,65,66,138,29,29,58,54,68,21,24,9,234,2016
515000,Erschleichen von Leistungen § 265a StGB,5970040,Siegen,W,35,0,0,0,0,1,1,6,4,10,6,17,4,3,7,3,2,3,2,1,18,2016
515000,Erschleichen von Leistungen § 265a StGB,5122000,Solingen,W,37,0,0,0,1,0,1,4,0,4,4,9,1,3,4,7,7,8,1,1,28,2016
515000,Erschleichen von Leistungen § 265a StGB,8111000,Stuttgart,W,"1,109",0,0,0,0,3,3,34,83,117,184,304,132,122,254,173,204,99,51,24,805,2016
515000,Erschleichen von Leistungen § 265a StGB,7211000,Trier,W,21,0,0,0,0,0,0,1,3,4,3,7,1,4,5,3,3,1,2,0,14,2016
515000,Erschleichen von Leistungen § 265a StGB,8421000,Ulm,W,146,0,2,1,1,6,10,13,18,31,19,60,6,12,18,13,24,12,9,10,86,2016
515000,Erschleichen von Leistungen § 265a StGB,6414000,Wiesbaden,W,310,0,0,0,0,4,4,18,26,44,51,99,26,16,42,47,53,38,16,15,211,2016
515000,Erschleichen von Leistungen § 265a StGB,3103000,Wolfsburg,W,49,0,0,0,0,0,0,0,3,3,11,14,2,5,7,8,8,8,3,1,35,2016
515000,Erschleichen von Leistungen § 265a StGB,5124000,Wuppertal,W,436,0,0,0,1,21,22,41,46,87,87,196,31,21,52,47,78,34,23,6,240,2016
515000,Erschleichen von Leistungen § 265a StGB,9663000,Wuerzburg,W,83,0,0,0,0,2,2,1,6,7,15,24,4,6,10,16,16,8,8,1,59,2016
515000,Erschleichen von Leistungen § 265a StGB,5334002,Aachen,X,876,0,0,0,0,0,0,67,133,200,230,430,65,44,109,104,124,75,22,12,446,2016
515000,Erschleichen von Leistungen § 265a StGB,9761000,Augsburg,X,"1,269",0,0,1,1,8,10,66,129,195,186,391,120,99,219,191,244,135,67,22,878,2016
515000,Erschleichen von Leistungen § 265a StGB,5378004,Bergisch Gladbach,X,101,0,0,0,0,0,0,2,1,3,18,21,12,6,18,16,29,9,6,2,80,2016
515000,Erschleichen von Leistungen § 265a StGB,11000000,Berlin,X,"18,030",0,0,0,9,30,39,404,834,"1,238","1,978","3,255","1,505","1,448","2,953","3,521","4,657","2,213","1,093",338,"14,775",2016
515000,Erschleichen von Leistungen § 265a StGB,5711000,Bielefeld,X,"2,132",0,0,0,0,14,14,78,189,267,333,614,216,198,414,377,419,199,76,33,"1,518",2016
515000,Erschleichen von Leistungen § 265a StGB,5911000,Bochum,X,"1,552",0,2,0,0,6,8,27,53,80,263,351,174,134,308,294,349,154,69,27,"1,201",2016
515000,Erschleichen von Leistungen § 265a StGB,5314000,Bonn,X,"1,508",0,0,0,0,4,4,31,65,96,235,335,158,148,306,285,297,159,87,39,"1,173",2016
515000,Erschleichen von Leistungen § 265a StGB,5512000,Bottrop,X,222,0,0,0,0,3,3,5,6,11,42,56,14,25,39,44,46,26,8,3,166,2016
515000,Erschleichen von Leistungen § 265a StGB,3101000,Braunschweig,X,"1,041",0,0,0,0,4,4,37,96,133,182,319,108,83,191,182,190,96,46,17,722,2016
515000,Erschleichen von Leistungen § 265a StGB,4011000,Bremen,X,"3,422",0,0,0,0,6,6,65,192,257,453,716,311,286,597,618,759,453,211,68,"2,706",2016
515000,Erschleichen von Leistungen § 265a StGB,4012000,Bremerhaven,X,68,0,0,0,0,0,0,2,3,5,7,12,8,6,14,14,15,7,6,0,56,2016
515000,Erschleichen von Leistungen § 265a StGB,14511000,Chemnitz,X,820,0,0,0,0,1,1,36,64,100,145,246,68,54,122,157,156,74,47,18,574,2016
515000,Erschleichen von Leistungen § 265a StGB,6411000,Darmstadt,X,888,0,0,0,1,2,3,18,50,68,143,214,84,78,162,145,172,114,58,23,674,2016
515000,Erschleichen von Leistungen § 265a StGB,5913000,Dortmund,X,"4,115",0,0,0,6,19,25,115,244,359,688,"1,072",434,372,806,783,839,430,151,34,"3,043",2016
515000,Erschleichen von Leistungen § 265a StGB,14612000,Dresden,X,"3,354",0,0,0,0,3,3,96,124,220,408,631,262,286,548,735,884,342,146,68,"2,723",2016
515000,Erschleichen von Leistungen § 265a StGB,5112000,Duisburg,X,"3,458",0,1,4,16,31,52,128,213,341,455,848,345,308,653,648,737,370,152,50,"2,610",2016
515000,Erschleichen von Leistungen § 265a StGB,5111000,Duesseldorf,X,"2,490",0,0,0,0,5,5,50,108,158,369,532,263,236,499,463,547,272,128,49,"1,958",2016
515000,Erschleichen von Leistungen § 265a StGB,16051000,Erfurt,X,"1,335",0,0,1,1,8,10,85,95,180,188,378,123,88,211,264,291,96,78,17,957,2016
515000,Erschleichen von Leistungen § 265a StGB,9562000,Erlangen,X,51,0,0,0,0,0,0,0,3,3,9,12,7,3,10,7,8,6,7,1,39,2016
515000,Erschleichen von Leistungen § 265a StGB,5113000,Essen,X,"5,434",0,0,0,2,11,13,147,259,406,773,"1,192",522,528,"1,050","1,086","1,139",621,278,68,"4,242",2016
515000,Erschleichen von Leistungen § 265a StGB,6412000,Frankfurt am Main,X,"7,661",0,3,4,6,15,28,153,434,587,992,"1,607",674,631,"1,305","1,411","1,780",984,441,133,"6,054",2016
515000,Erschleichen von Leistungen § 265a StGB,8311000,Freiburg im Breisgau,X,"2,704",0,0,0,1,18,19,113,216,329,499,847,313,249,562,468,459,216,111,41,"1,857",2016
515000,Erschleichen von Leistungen § 265a StGB,9563000,Fuerth,X,186,0,0,0,0,0,0,6,18,24,38,62,16,17,33,34,32,19,5,1,124,2016
515000,Erschleichen von Leistungen § 265a StGB,5513000,Gelsenkirchen,X,803,0,0,1,1,4,6,30,40,70,103,179,67,75,142,170,186,87,32,7,624,2016
515000,Erschleichen von Leistungen § 265a StGB,3152012,Goettingen,X,368,0,0,0,0,3,3,18,25,43,44,90,36,28,64,74,63,46,22,9,278,2016
515000,Erschleichen von Leistungen § 265a StGB,5914000,Hagen,X,637,0,0,0,0,3,3,13,33,46,116,165,72,66,138,101,152,54,21,6,472,2016
515000,Erschleichen von Leistungen § 265a StGB,15002000,Halle (Saale),X,883,0,1,3,4,8,16,29,76,105,144,265,64,80,144,159,181,83,29,22,618,2016
515000,Erschleichen von Leistungen § 265a StGB,2000000,Hamburg,X,"7,309",0,0,1,9,46,56,234,466,700,949,"1,705",678,529,"1,207","1,283","1,588",945,453,128,"5,604",2016
515000,Erschleichen von Leistungen § 265a StGB,5915000,Hamm,X,928,0,0,0,2,11,13,25,79,104,171,288,110,99,209,165,175,56,24,11,640,2016
515000,Erschleichen von Leistungen § 265a StGB,3241001,Hannover,X,"5,934",0,0,1,4,27,32,151,345,496,853,"1,381",666,559,"1,225","1,060","1,252",623,292,101,"4,553",2016
515000,Erschleichen von Leistungen § 265a StGB,8221000,Heidelberg,X,763,0,0,0,0,4,4,23,29,52,101,157,76,85,161,171,136,78,41,19,606,2016
515000,Erschleichen von Leistungen § 265a StGB,8121000,Heilbronn,X,493,0,0,0,0,8,8,21,62,83,86,177,60,43,103,78,82,37,12,4,316,2016
515000,Erschleichen von Leistungen § 265a StGB,5916000,Herne,X,488,0,0,0,1,4,5,18,27,45,78,128,53,41,94,88,102,59,15,2,360,2016
515000,Erschleichen von Leistungen § 265a StGB,3254021,Hildesheim,X,112,0,0,0,0,0,0,4,7,11,12,23,15,13,28,23,16,12,5,5,89,2016
515000,Erschleichen von Leistungen § 265a StGB,9161000,Ingolstadt,X,495,0,0,0,0,2,2,16,42,58,81,141,49,33,82,88,96,55,27,6,354,2016
515000,Erschleichen von Leistungen § 265a StGB,16053000,Jena,X,233,0,0,1,0,1,2,13,21,34,42,78,21,19,40,48,38,13,12,4,155,2016
515000,Erschleichen von Leistungen § 265a StGB,8212000,Karlsruhe,X,"3,516",0,0,0,1,19,20,105,275,380,606,"1,006",368,349,717,656,654,271,151,61,"2,510",2016
515000,Erschleichen von Leistungen § 265a StGB,6611000,Kassel,X,967,1,4,1,3,9,18,40,83,123,148,289,68,77,145,172,189,98,52,22,678,2016
515000,Erschleichen von Leistungen § 265a StGB,1002000,Kiel,X,292,0,0,1,3,6,10,13,19,32,45,87,28,27,55,52,51,30,11,6,205,2016
515000,Erschleichen von Leistungen § 265a StGB,7111000,Koblenz,X,484,0,2,0,0,3,5,16,46,62,90,157,44,39,83,73,85,47,30,9,327,2016
515000,Erschleichen von Leistungen § 265a StGB,5315000,Koeln,X,"5,064",0,0,0,0,7,7,133,341,474,807,"1,288",525,487,"1,012",970,990,502,227,75,"3,776",2016
515000,Erschleichen von Leistungen § 265a StGB,5114000,Krefeld,X,"1,531",0,0,1,5,18,24,55,110,165,242,431,170,143,313,275,312,127,60,13,"1,100",2016
515000,Erschleichen von Leistungen § 265a StGB,14713000,Leipzig,X,"2,493",0,0,1,3,7,11,54,95,149,243,403,183,221,404,568,733,235,110,40,"2,090",2016
515000,Erschleichen von Leistungen § 265a StGB,5316000,Leverkusen,X,294,0,0,0,0,1,1,3,11,14,59,74,30,31,61,57,52,29,17,4,220,2016
515000,Erschleichen von Leistungen § 265a StGB,1003000,Luebeck,X,252,0,0,0,0,0,0,12,21,33,44,77,23,25,48,38,54,16,15,4,175,2016
515000,Erschleichen von Leistungen § 265a StGB,7314000,Ludwigshafen am Rhein,X,"1,126",0,1,2,1,5,9,41,70,111,154,274,125,91,216,199,217,132,68,20,852,2016
515000,Erschleichen von Leistungen § 265a StGB,15003000,Magdeburg,X,514,0,0,1,6,4,11,17,30,47,85,143,51,34,85,96,107,43,27,13,371,2016
515000,Erschleichen von Leistungen § 265a StGB,7315000,Mainz,X,"1,666",0,0,1,0,9,10,79,126,205,280,495,190,131,321,263,311,146,84,46,"1,171",2016
515000,Erschleichen von Leistungen § 265a StGB,8222000,Mannheim,X,"2,824",0,0,0,0,12,12,82,216,298,434,744,286,242,528,522,550,277,151,52,"2,080",2016
515000,Erschleichen von Leistungen § 265a StGB,5170024,Moers,X,78,0,0,0,0,0,0,2,4,6,18,24,5,8,13,20,17,3,1,0,54,2016
515000,Erschleichen von Leistungen § 265a StGB,5116000,Moenchengladbach,X,487,0,0,0,0,2,2,8,25,33,73,108,56,53,109,88,127,39,11,5,379,2016
515000,Erschleichen von Leistungen § 265a StGB,5117000,Muelheim an der Ruhr,X,"1,245",0,0,0,0,1,1,30,50,80,193,274,130,112,242,220,291,125,75,18,971,2016
515000,Erschleichen von Leistungen § 265a StGB,9162000,Muenchen,X,"6,979",0,0,0,1,0,1,92,415,507,"1,087","1,595",709,649,"1,358","1,298","1,489",803,358,78,"5,384",2016
515000,Erschleichen von Leistungen § 265a StGB,5515000,Muenster,X,827,0,0,0,2,8,10,30,56,86,152,248,94,80,174,149,153,58,35,10,579,2016
515000,Erschleichen von Leistungen § 265a StGB,5162024,Neuss,X,993,0,0,0,0,0,0,23,47,70,151,221,111,98,209,207,204,92,48,12,772,2016
515000,Erschleichen von Leistungen § 265a StGB,9564000,Nuernberg,X,"2,382",0,0,0,0,1,1,74,185,259,425,685,259,206,465,423,441,234,100,34,"1,697",2016
515000,Erschleichen von Leistungen § 265a StGB,5119000,Oberhausen,X,401,0,0,0,1,3,4,30,40,70,44,118,41,35,76,70,87,34,12,4,283,2016
515000,Erschleichen von Leistungen § 265a StGB,6413000,Offenbach am Main,X,754,0,0,0,0,0,0,14,49,63,121,184,74,77,151,122,147,103,34,13,570,2016
515000,Erschleichen von Leistungen § 265a StGB,3403000,Oldenburg (Oldenburg),X,138,0,0,0,0,1,1,7,6,13,26,40,12,13,25,20,32,12,7,2,98,2016
515000,Erschleichen von Leistungen § 265a StGB,3404000,Osnabrueck,X,465,0,0,0,1,4,5,8,17,25,62,92,45,41,86,96,100,45,34,12,373,2016
515000,Erschleichen von Leistungen § 265a StGB,5774032,Paderborn,X,"1,391",0,1,1,0,3,5,87,168,255,284,544,135,111,246,206,253,84,45,13,847,2016
515000,Erschleichen von Leistungen § 265a StGB,8231000,Pforzheim,X,198,0,0,0,0,1,1,5,14,19,20,40,18,20,38,48,39,19,9,5,158,2016
515000,Erschleichen von Leistungen § 265a StGB,12054000,Potsdam,X,580,0,0,1,0,9,10,29,36,65,79,154,47,41,88,130,128,50,23,7,426,2016
515000,Erschleichen von Leistungen § 265a StGB,5562032,Recklinghausen,X,366,0,0,0,0,1,1,12,28,40,60,101,35,40,75,73,60,36,13,8,265,2016
515000,Erschleichen von Leistungen § 265a StGB,9362000,Regensburg,X,468,0,0,0,0,0,0,17,30,47,87,134,51,39,90,68,111,42,17,6,334,2016
515000,Erschleichen von Leistungen § 265a StGB,5120000,Remscheid,X,58,0,0,0,0,0,0,0,3,3,11,14,5,6,11,10,14,6,3,0,44,2016
515000,Erschleichen von Leistungen § 265a StGB,8415061,Reutlingen,X,78,0,0,0,0,1,1,1,5,6,15,22,9,6,15,17,15,8,1,0,56,2016
515000,Erschleichen von Leistungen § 265a StGB,13003000,Rostock,X,"1,885",0,0,1,2,7,10,46,91,137,262,409,180,177,357,413,395,159,106,46,"1,476",2016
515000,Erschleichen von Leistungen § 265a StGB,10041100,Saarbruecken,X,470,0,0,0,2,2,4,19,52,71,82,157,35,51,86,75,94,38,17,3,313,2016
515000,Erschleichen von Leistungen § 265a StGB,3102000,Salzgitter,X,73,0,0,0,0,0,0,0,2,2,6,8,12,7,19,16,19,9,0,2,65,2016
515000,Erschleichen von Leistungen § 265a StGB,13004000,Schwerin,X,"1,285",0,3,3,3,13,22,67,105,172,180,374,105,90,195,231,268,103,90,24,911,2016
515000,Erschleichen von Leistungen § 265a StGB,5970040,Siegen,X,135,0,0,0,0,3,3,11,14,25,25,53,21,14,35,24,14,5,3,1,82,2016
515000,Erschleichen von Leistungen § 265a StGB,5122000,Solingen,X,175,0,0,0,1,1,2,7,6,13,33,48,18,13,31,44,32,15,3,2,127,2016
515000,Erschleichen von Leistungen § 265a StGB,8111000,Stuttgart,X,"4,512",0,0,0,0,6,6,89,266,355,700,"1,061",513,426,939,850,906,456,222,78,"3,451",2016
515000,Erschleichen von Leistungen § 265a StGB,7211000,Trier,X,105,0,0,0,0,0,0,5,7,12,16,28,10,18,28,19,18,5,7,0,77,2016
515000,Erschleichen von Leistungen § 265a StGB,8421000,Ulm,X,860,0,2,2,3,16,23,41,77,118,133,274,76,72,148,143,168,69,39,19,586,2016
515000,Erschleichen von Leistungen § 265a StGB,6414000,Wiesbaden,X,"1,097",0,0,0,1,11,12,46,92,138,162,312,97,75,172,184,200,122,61,46,785,2016
515000,Erschleichen von Leistungen § 265a StGB,3103000,Wolfsburg,X,291,0,0,0,0,0,0,4,8,12,55,67,28,23,51,53,65,31,14,10,224,2016
515000,Erschleichen von Leistungen § 265a StGB,5124000,Wuppertal,X,"1,702",0,0,0,3,30,33,87,133,220,325,578,164,140,304,242,331,144,84,19,"1,124",2016
515000,Erschleichen von Leistungen § 265a StGB,9663000,Wuerzburg,X,733,0,0,0,0,10,10,27,60,87,119,216,61,53,114,133,146,77,37,10,517,2016
515001,Befoerderungserschleichung,5334002,Aachen,M,587,0,0,0,0,0,0,34,80,114,154,268,44,33,77,72,94,51,14,11,319,2016
515001,Befoerderungserschleichung,9761000,Augsburg,M,953,0,0,0,1,5,6,41,83,124,141,271,89,82,171,152,193,99,50,17,682,2016
515001,Befoerderungserschleichung,5378004,Bergisch Gladbach,M,70,0,0,0,0,0,0,1,1,2,13,15,8,4,12,12,23,6,1,1,55,2016
515001,Befoerderungserschleichung,11000000,Berlin,M,"12,726",0,0,0,6,12,18,200,500,700,"1,351","2,069","1,041","1,003","2,044","2,479","3,443","1,647",802,242,"10,657",2016
515001,Befoerderungserschleichung,5711000,Bielefeld,M,"1,742",0,0,0,0,12,12,40,136,176,279,467,197,171,368,326,343,153,57,28,"1,275",2016
515001,Befoerderungserschleichung,5911000,Bochum,M,"1,191",0,1,0,0,1,2,13,39,52,195,249,133,107,240,226,291,114,55,16,942,2016
515001,Befoerderungserschleichung,5314000,Bonn,M,"1,083",0,0,0,0,3,3,15,41,56,168,227,111,111,222,209,224,118,59,24,856,2016
515001,Befoerderungserschleichung,5512000,Bottrop,M,172,0,0,0,0,0,0,2,3,5,34,39,10,15,25,37,39,21,8,3,133,2016
515001,Befoerderungserschleichung,3101000,Braunschweig,M,815,0,0,0,0,2,2,25,72,97,144,243,82,72,154,154,147,73,31,13,572,2016
515001,Befoerderungserschleichung,4011000,Bremen,M,"2,654",0,0,0,0,1,1,44,130,174,334,509,246,230,476,502,606,353,163,45,"2,145",2016
515001,Befoerderungserschleichung,4012000,Bremerhaven,M,46,0,0,0,0,0,0,1,0,1,4,5,5,6,11,11,9,7,3,0,41,2016
515001,Befoerderungserschleichung,14511000,Chemnitz,M,615,0,0,0,0,0,0,24,44,68,115,183,49,41,90,130,111,54,36,11,432,2016
515001,Befoerderungserschleichung,6411000,Darmstadt,M,626,0,0,0,0,1,1,9,38,47,96,144,55,60,115,107,120,76,47,17,482,2016
515001,Befoerderungserschleichung,5913000,Dortmund,M,"3,301",0,0,0,3,17,20,70,182,252,543,815,347,298,645,638,701,351,127,24,"2,486",2016
515001,Befoerderungserschleichung,14612000,Dresden,M,"2,550",0,0,0,0,2,2,48,75,123,297,422,199,225,424,585,710,262,101,46,"2,128",2016
515001,Befoerderungserschleichung,5112000,Duisburg,M,"2,464",0,1,1,7,23,32,77,126,203,298,533,251,209,460,481,560,271,125,34,"1,931",2016
515001,Befoerderungserschleichung,5111000,Duesseldorf,M,"1,907",0,0,0,0,1,1,17,75,92,280,373,204,191,395,356,444,201,98,40,"1,534",2016
515001,Befoerderungserschleichung,16051000,Erfurt,M,918,0,0,0,1,6,7,43,62,105,143,255,86,52,138,191,207,62,54,11,663,2016
515001,Befoerderungserschleichung,9562000,Erlangen,M,34,0,0,0,0,0,0,0,0,0,6,6,6,2,8,5,5,4,5,1,28,2016
515001,Befoerderungserschleichung,5113000,Essen,M,"3,963",0,0,0,1,7,8,73,177,250,562,820,381,404,785,789,856,464,200,49,"3,143",2016
515001,Befoerderungserschleichung,6412000,Frankfurt am Main,M,"5,960",0,3,2,4,9,18,108,343,451,759,"1,228",526,467,993,"1,132","1,388",761,348,110,"4,732",2016
515001,Befoerderungserschleichung,8311000,Freiburg im Breisgau,M,"1,969",0,0,0,1,8,9,73,167,240,369,618,226,160,386,357,356,148,80,24,"1,351",2016
515001,Befoerderungserschleichung,9563000,Fuerth,M,128,0,0,0,0,0,0,1,12,13,22,35,14,12,26,23,27,15,1,1,93,2016
515001,Befoerderungserschleichung,5513000,Gelsenkirchen,M,598,0,0,0,1,3,4,19,21,40,74,118,52,56,108,133,146,65,23,5,480,2016
515001,Befoerderungserschleichung,3152012,Goettingen,M,297,0,0,0,0,2,2,14,20,34,36,72,31,23,54,56,53,40,17,5,225,2016
515001,Befoerderungserschleichung,5914000,Hagen,M,518,0,0,0,0,2,2,7,25,32,91,125,61,52,113,86,130,44,16,4,393,2016
515001,Befoerderungserschleichung,15002000,Halle (Saale),M,688,0,1,2,3,3,9,24,67,91,123,223,53,64,117,124,135,56,18,15,465,2016
515001,Befoerderungserschleichung,2000000,Hamburg,M,"5,772",0,0,1,5,23,29,147,368,515,760,"1,304",553,431,984,"1,031","1,272",739,346,96,"4,468",2016
