Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8221000,Heidelberg,X,20,0,0,0,0,1,1,1,5,6,7,14,0,0,0,2,2,0,2,0,6,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8121000,Heilbronn,X,9,0,0,0,0,0,0,0,0,0,3,3,0,2,2,3,1,0,0,0,6,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5916000,Herne,X,62,0,0,0,0,1,1,7,13,20,18,39,5,6,11,3,5,4,0,0,23,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",3254021,Hildesheim,X,15,0,0,0,0,0,0,1,1,2,3,5,1,3,4,4,1,1,0,0,10,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",9161000,Ingolstadt,X,8,0,0,0,0,0,0,0,1,1,4,5,1,1,2,0,1,0,0,0,3,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",16053000,Jena,X,8,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,0,0,0,8,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8212000,Karlsruhe,X,65,0,0,0,0,1,1,10,4,14,16,31,11,4,15,3,10,6,0,0,34,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",6611000,Kassel,X,28,0,0,1,0,0,1,2,3,5,3,9,5,4,9,4,4,1,1,0,19,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",1002000,Kiel,X,73,0,0,0,0,0,0,2,15,17,12,29,13,6,19,13,8,2,1,1,44,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",7111000,Koblenz,X,24,0,0,0,0,0,0,0,3,3,13,16,3,0,3,2,2,0,1,0,8,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5315000,Koeln,X,333,0,0,0,2,8,10,22,60,82,52,144,28,25,53,44,54,26,8,4,189,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5114000,Krefeld,X,34,0,0,0,0,0,0,1,3,4,8,12,4,4,8,5,7,2,0,0,22,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",14713000,Leipzig,X,166,0,0,1,2,2,5,21,17,38,22,65,14,10,24,23,38,12,4,0,101,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5316000,Leverkusen,X,43,0,0,0,0,2,2,6,8,14,10,26,5,1,6,2,4,4,0,1,17,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",1003000,Luebeck,X,75,0,0,0,0,2,2,10,7,17,20,39,5,6,11,9,13,3,0,0,36,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",7314000,Ludwigshafen am Rhein,X,33,0,0,1,2,4,7,4,9,13,5,25,3,0,3,0,3,2,0,0,8,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",15003000,Magdeburg,X,68,0,0,0,1,6,7,9,7,16,8,31,6,5,11,18,6,0,2,0,37,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",7315000,Mainz,X,39,0,0,0,0,0,0,4,7,11,6,17,3,2,5,10,5,1,1,0,22,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8222000,Mannheim,X,53,0,0,0,1,3,4,4,10,14,8,26,8,5,13,7,5,1,1,0,27,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5170024,Moers,X,33,0,0,0,0,0,0,3,9,12,10,22,0,3,3,3,4,0,1,0,11,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5116000,Moenchengladbach,X,89,0,0,0,0,3,3,11,13,24,18,45,11,7,18,10,10,5,1,0,44,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5117000,Muelheim an der Ruhr,X,28,0,0,0,0,2,2,6,5,11,4,17,3,0,3,0,4,3,1,0,11,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",9162000,Muenchen,X,137,0,0,0,1,5,6,10,33,43,22,71,20,9,29,11,24,2,0,0,66,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5515000,Muenster,X,52,0,0,0,0,1,1,0,7,7,17,25,9,6,15,1,5,5,1,0,27,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5162024,Neuss,X,25,0,0,0,0,0,0,3,5,8,8,16,3,1,4,3,2,0,0,0,9,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",9564000,Nuernberg,X,57,0,0,0,0,0,0,1,6,7,13,20,6,2,8,11,10,4,4,0,37,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5119000,Oberhausen,X,70,0,0,1,2,3,6,14,14,28,14,48,5,6,11,7,1,3,0,0,22,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",6413000,Offenbach am Main,X,28,0,0,0,0,0,0,4,7,11,8,19,2,1,3,4,1,1,0,0,9,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",3403000,Oldenburg (Oldenburg),X,27,0,0,0,1,1,2,2,13,15,7,24,0,0,0,0,3,0,0,0,3,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",3404000,Osnabrueck,X,40,0,0,0,0,0,0,9,1,10,7,17,8,2,10,7,5,1,0,0,23,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5774032,Paderborn,X,20,0,0,0,0,1,1,1,3,4,7,12,0,2,2,3,2,1,0,0,8,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8231000,Pforzheim,X,31,0,0,0,2,0,2,2,4,6,8,16,2,1,3,4,3,3,2,0,15,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",12054000,Potsdam,X,42,0,0,0,0,1,1,9,12,21,11,33,2,0,2,2,4,0,1,0,9,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5562032,Recklinghausen,X,31,0,0,0,0,0,0,5,9,14,8,22,2,2,4,2,0,2,1,0,9,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",9362000,Regensburg,X,17,0,0,0,0,0,0,0,4,4,3,7,3,2,5,3,1,1,0,0,10,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5120000,Remscheid,X,7,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,2,0,1,5,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8415061,Reutlingen,X,6,0,0,0,0,0,0,0,1,1,1,2,1,3,4,0,0,0,0,0,4,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",13003000,Rostock,X,66,0,0,2,3,6,11,6,5,11,9,31,5,4,9,14,10,1,1,0,35,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",10041100,Saarbruecken,X,64,0,0,0,0,3,3,12,21,33,10,46,3,4,7,2,6,2,1,0,18,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",3102000,Salzgitter,X,13,0,0,0,0,1,1,3,2,5,5,11,0,0,0,2,0,0,0,0,2,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",13004000,Schwerin,X,15,0,0,0,1,1,2,0,4,4,2,8,0,1,1,0,4,2,0,0,7,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5970040,Siegen,X,17,0,0,0,0,0,0,2,3,5,2,7,2,1,3,3,2,1,0,1,10,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5122000,Solingen,X,36,0,0,0,0,1,1,14,12,26,3,30,1,0,1,0,2,2,1,0,6,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8111000,Stuttgart,X,155,0,0,0,0,2,2,13,23,36,33,71,15,13,28,23,25,6,1,1,84,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",7211000,Trier,X,26,0,0,0,0,0,0,2,3,5,9,14,3,1,4,3,4,1,0,0,12,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",8421000,Ulm,X,24,0,0,0,0,2,2,2,6,8,1,11,2,3,5,3,4,1,0,0,13,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",6414000,Wiesbaden,X,49,0,0,0,0,3,3,11,13,24,5,32,6,3,9,3,5,0,0,0,17,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",3103000,Wolfsburg,X,16,0,0,0,0,2,2,1,2,3,3,8,0,0,0,1,6,1,0,0,8,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",5124000,Wuppertal,X,88,0,0,1,1,0,2,13,17,30,15,47,7,3,10,5,13,11,1,1,41,2016
217000,"Sonstige Raubueberfaelle auf Straßen, Wegen oder Plaetzen",9663000,Wuerzburg,X,7,0,0,0,0,0,0,2,1,3,1,4,1,0,1,2,0,0,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,5334002,Aachen,M,14,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,1,5,2,0,13,2016
219000,Raubueberfaelle in Wohnungen,9761000,Augsburg,M,14,0,0,0,0,0,0,0,3,3,1,4,0,0,0,3,6,1,0,0,10,2016
219000,Raubueberfaelle in Wohnungen,5378004,Bergisch Gladbach,M,6,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,2,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,11000000,Berlin,M,203,0,0,0,0,1,1,8,6,14,36,51,15,12,27,41,53,21,8,2,152,2016
219000,Raubueberfaelle in Wohnungen,5711000,Bielefeld,M,18,0,0,0,0,0,0,1,3,4,2,6,0,3,3,5,3,0,1,0,12,2016
219000,Raubueberfaelle in Wohnungen,5911000,Bochum,M,21,0,0,0,0,0,0,1,1,2,1,3,2,3,5,2,7,3,1,0,18,2016
219000,Raubueberfaelle in Wohnungen,5314000,Bonn,M,15,0,0,0,0,0,0,1,0,1,0,1,2,1,3,4,5,0,2,0,14,2016
219000,Raubueberfaelle in Wohnungen,5512000,Bottrop,M,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,3101000,Braunschweig,M,8,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,2,2,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,4011000,Bremen,M,27,0,0,0,0,0,0,1,3,4,1,5,2,3,5,5,6,4,2,0,22,2016
219000,Raubueberfaelle in Wohnungen,4012000,Bremerhaven,M,7,0,0,0,0,0,0,0,0,0,2,2,2,1,3,0,1,1,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,14511000,Chemnitz,M,18,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,7,1,0,0,17,2016
219000,Raubueberfaelle in Wohnungen,6411000,Darmstadt,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,5913000,Dortmund,M,61,0,0,0,0,0,0,2,8,10,8,18,5,8,13,11,10,7,2,0,43,2016
219000,Raubueberfaelle in Wohnungen,14612000,Dresden,M,43,0,0,0,0,0,0,0,3,3,5,8,3,4,7,12,13,3,0,0,35,2016
219000,Raubueberfaelle in Wohnungen,5112000,Duisburg,M,37,0,0,0,0,0,0,2,4,6,3,9,3,1,4,6,9,6,1,2,28,2016
219000,Raubueberfaelle in Wohnungen,5111000,Duesseldorf,M,30,0,0,0,0,0,0,0,3,3,10,13,2,6,8,4,3,1,1,0,17,2016
219000,Raubueberfaelle in Wohnungen,16051000,Erfurt,M,19,0,0,0,0,0,0,2,3,5,3,8,3,1,4,2,4,0,1,0,11,2016
219000,Raubueberfaelle in Wohnungen,9562000,Erlangen,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5113000,Essen,M,43,0,0,0,0,0,0,0,0,0,6,6,3,4,7,11,10,9,0,0,37,2016
219000,Raubueberfaelle in Wohnungen,6412000,Frankfurt am Main,M,44,0,0,0,0,0,0,2,3,5,10,15,11,5,16,6,4,3,0,0,29,2016
219000,Raubueberfaelle in Wohnungen,8311000,Freiburg im Breisgau,M,11,0,0,0,0,0,0,0,3,3,0,3,2,1,3,1,3,1,0,0,8,2016
219000,Raubueberfaelle in Wohnungen,9563000,Fuerth,M,7,0,0,0,0,0,0,0,0,0,1,1,3,1,4,0,2,0,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,5513000,Gelsenkirchen,M,23,0,0,0,0,0,0,1,3,4,1,5,1,3,4,2,8,3,1,0,18,2016
219000,Raubueberfaelle in Wohnungen,3152012,Goettingen,M,8,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4,1,0,0,7,2016
219000,Raubueberfaelle in Wohnungen,5914000,Hagen,M,7,0,0,0,0,0,0,0,1,1,0,1,0,2,2,1,2,1,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,15002000,Halle (Saale),M,8,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,4,0,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,2000000,Hamburg,M,83,0,0,0,0,0,0,1,4,5,10,15,7,14,21,23,10,10,4,0,68,2016
219000,Raubueberfaelle in Wohnungen,5915000,Hamm,M,14,0,0,0,0,0,0,0,1,1,4,5,2,0,2,2,4,1,0,0,9,2016
219000,Raubueberfaelle in Wohnungen,3241001,Hannover,M,33,0,0,0,0,0,0,0,0,0,4,4,3,3,6,9,11,2,0,1,29,2016
219000,Raubueberfaelle in Wohnungen,8221000,Heidelberg,M,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,8121000,Heilbronn,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5916000,Herne,M,7,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,1,1,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,3254021,Hildesheim,M,4,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,9161000,Ingolstadt,M,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,16053000,Jena,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2016
219000,Raubueberfaelle in Wohnungen,8212000,Karlsruhe,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,6611000,Kassel,M,13,0,0,0,0,0,0,0,0,0,1,1,0,2,2,5,4,0,1,0,12,2016
219000,Raubueberfaelle in Wohnungen,1002000,Kiel,M,27,0,0,0,0,0,0,0,2,2,5,7,3,2,5,3,7,2,3,0,20,2016
219000,Raubueberfaelle in Wohnungen,7111000,Koblenz,M,13,0,0,0,0,0,0,0,1,1,7,8,1,1,2,3,0,0,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,5315000,Koeln,M,57,0,0,0,0,0,0,1,2,3,2,5,2,8,10,8,19,10,3,2,52,2016
219000,Raubueberfaelle in Wohnungen,5114000,Krefeld,M,10,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,2,2,0,0,9,2016
219000,Raubueberfaelle in Wohnungen,14713000,Leipzig,M,30,0,0,0,0,0,0,0,0,0,3,3,1,5,6,3,15,1,2,0,27,2016
219000,Raubueberfaelle in Wohnungen,5316000,Leverkusen,M,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,5,1,1,0,8,2016
219000,Raubueberfaelle in Wohnungen,1003000,Luebeck,M,21,0,0,0,0,0,0,2,3,5,4,9,1,2,3,5,4,0,0,0,12,2016
219000,Raubueberfaelle in Wohnungen,7314000,Ludwigshafen am Rhein,M,8,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,1,0,0,7,2016
219000,Raubueberfaelle in Wohnungen,15003000,Magdeburg,M,10,0,0,0,0,0,0,0,0,0,2,2,1,0,1,3,3,1,0,0,8,2016
219000,Raubueberfaelle in Wohnungen,7315000,Mainz,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,8222000,Mannheim,M,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,4,2016
219000,Raubueberfaelle in Wohnungen,5170024,Moers,M,13,0,0,0,0,0,0,0,3,3,4,7,2,0,2,1,1,0,2,0,6,2016
219000,Raubueberfaelle in Wohnungen,5116000,Moenchengladbach,M,23,0,0,0,0,0,0,0,1,1,8,9,3,1,4,5,2,3,0,0,14,2016
219000,Raubueberfaelle in Wohnungen,5117000,Muelheim an der Ruhr,M,10,0,0,0,0,1,1,2,0,2,1,4,0,0,0,0,5,0,1,0,6,2016
219000,Raubueberfaelle in Wohnungen,9162000,Muenchen,M,22,0,0,0,0,0,0,1,1,2,4,6,1,3,4,5,5,1,1,0,16,2016
219000,Raubueberfaelle in Wohnungen,5515000,Muenster,M,5,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,0,0,4,2016
219000,Raubueberfaelle in Wohnungen,5162024,Neuss,M,8,0,0,0,0,0,0,0,0,0,4,4,1,0,1,2,0,1,0,0,4,2016
219000,Raubueberfaelle in Wohnungen,9564000,Nuernberg,M,18,0,0,0,0,0,0,0,0,0,1,1,1,3,4,3,5,3,1,1,17,2016
219000,Raubueberfaelle in Wohnungen,5119000,Oberhausen,M,14,0,0,0,0,0,0,0,1,1,5,6,1,1,2,5,1,0,0,0,8,2016
219000,Raubueberfaelle in Wohnungen,6413000,Offenbach am Main,M,15,0,0,0,0,0,0,0,6,6,5,11,0,1,1,1,0,1,1,0,4,2016
219000,Raubueberfaelle in Wohnungen,3403000,Oldenburg (Oldenburg),M,12,0,0,0,0,0,0,0,1,1,1,2,3,3,6,1,3,0,0,0,10,2016
219000,Raubueberfaelle in Wohnungen,3404000,Osnabrueck,M,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,5774032,Paderborn,M,4,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,1,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,8231000,Pforzheim,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,12054000,Potsdam,M,10,0,0,0,0,0,0,2,4,6,0,6,0,0,0,2,0,0,2,0,4,2016
219000,Raubueberfaelle in Wohnungen,5562032,Recklinghausen,M,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,9362000,Regensburg,M,11,0,0,0,0,0,0,0,2,2,1,3,0,2,2,2,3,1,0,0,8,2016
219000,Raubueberfaelle in Wohnungen,5120000,Remscheid,M,8,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,8415061,Reutlingen,M,3,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,13003000,Rostock,M,16,0,0,0,0,0,0,0,1,1,1,2,1,2,3,3,7,0,1,0,14,2016
219000,Raubueberfaelle in Wohnungen,10041100,Saarbruecken,M,23,0,0,0,0,0,0,0,0,0,2,2,2,5,7,6,6,1,0,1,21,2016
219000,Raubueberfaelle in Wohnungen,3102000,Salzgitter,M,9,0,0,0,0,0,0,1,0,1,0,1,3,2,5,1,1,1,0,0,8,2016
219000,Raubueberfaelle in Wohnungen,13004000,Schwerin,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,2016
219000,Raubueberfaelle in Wohnungen,5970040,Siegen,M,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,5122000,Solingen,M,7,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,1,1,1,0,5,2016
219000,Raubueberfaelle in Wohnungen,8111000,Stuttgart,M,20,0,0,0,0,0,0,2,1,3,3,6,0,1,1,4,3,4,1,1,14,2016
219000,Raubueberfaelle in Wohnungen,7211000,Trier,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,8421000,Ulm,M,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,6414000,Wiesbaden,M,13,0,0,0,0,0,0,0,3,3,5,8,1,0,1,0,3,0,1,0,5,2016
219000,Raubueberfaelle in Wohnungen,3103000,Wolfsburg,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2016
219000,Raubueberfaelle in Wohnungen,5124000,Wuppertal,M,22,0,0,0,0,0,0,0,2,2,3,5,3,2,5,1,9,2,0,0,17,2016
219000,Raubueberfaelle in Wohnungen,9663000,Wuerzburg,M,3,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5334002,Aachen,W,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,4,2016
219000,Raubueberfaelle in Wohnungen,9761000,Augsburg,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2016
219000,Raubueberfaelle in Wohnungen,5378004,Bergisch Gladbach,W,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,11000000,Berlin,W,25,0,0,0,0,0,0,2,0,2,3,5,0,2,2,7,5,3,3,0,20,2016
219000,Raubueberfaelle in Wohnungen,5711000,Bielefeld,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5911000,Bochum,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,5314000,Bonn,W,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,0,0,5,2016
219000,Raubueberfaelle in Wohnungen,5512000,Bottrop,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,3101000,Braunschweig,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,4011000,Bremen,W,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,4012000,Bremerhaven,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,14511000,Chemnitz,W,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,6411000,Darmstadt,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,5913000,Dortmund,W,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,14612000,Dresden,W,6,0,0,0,0,0,0,2,0,2,0,2,1,0,1,1,1,1,0,0,4,2016
219000,Raubueberfaelle in Wohnungen,5112000,Duisburg,W,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,4,2016
219000,Raubueberfaelle in Wohnungen,5111000,Duesseldorf,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,16051000,Erfurt,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,9562000,Erlangen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5113000,Essen,W,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,6412000,Frankfurt am Main,W,12,0,0,0,0,0,0,1,2,3,3,6,2,0,2,2,2,0,0,0,6,2016
219000,Raubueberfaelle in Wohnungen,8311000,Freiburg im Breisgau,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,9563000,Fuerth,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5513000,Gelsenkirchen,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,3152012,Goettingen,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2016
219000,Raubueberfaelle in Wohnungen,5914000,Hagen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,15002000,Halle (Saale),W,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,2000000,Hamburg,W,15,0,0,0,0,0,0,0,2,2,0,2,2,3,5,2,6,0,0,0,13,2016
219000,Raubueberfaelle in Wohnungen,5915000,Hamm,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2016
219000,Raubueberfaelle in Wohnungen,3241001,Hannover,W,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,3,2016
219000,Raubueberfaelle in Wohnungen,8221000,Heidelberg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,8121000,Heilbronn,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,5916000,Herne,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,3254021,Hildesheim,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
219000,Raubueberfaelle in Wohnungen,9161000,Ingolstadt,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
