Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",5120000,Remscheid,"1,436","1,298",39,2.7,0,0,668,46.5,598,414,184,223,37.3,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",8415061,Reutlingen,"1,541","1,340",26,1.7,0,0,738,47.9,626,439,187,253,40.4,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",13003000,Rostock,"2,957","1,425",60,2.0,0,0,"1,253",42.4,"1,107",771,336,214,19.3,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",10041100,Saarbrücken,"5,731","3,189",125,2.2,0,0,"2,124",37.1,"2,020","1,218",802,"1,002",49.6,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",3102000,Salzgitter,"1,107","1,068",27,2.4,0,0,591,53.4,591,394,197,208,35.2,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",13004000,Schwerin,"1,825","1,908",24,1.3,0,0,"1,068",58.5,866,604,262,239,27.6,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",5970040,Siegen,"2,351","2,308",70,3.0,0,0,"1,177",50.1,"1,055",649,406,494,46.8,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",5122000,Solingen,"2,341","1,473",71,3.0,0,0,830,35.5,797,539,258,278,34.9,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",8111000,Stuttgart,"10,849","1,727",168,1.5,0,0,"4,163",38.4,"3,689","2,430","1,259","1,772",48.0,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",7211000,Trier,"2,805","2,547",57,2.0,0,0,"1,484",52.9,"1,253",883,370,653,52.1,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",8421000,Ulm,"2,616","2,110",43,1.6,0,0,"1,196",45.7,947,628,319,425,44.9,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",6414000,Wiesbaden,"5,363","1,932",164,3.1,0,0,"2,400",44.8,"1,876","1,194",682,796,42.4,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",3103000,Wolfsburg,"1,789","1,444",63,3.5,0,0,734,41.0,704,475,229,303,43.0,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",5124000,Wuppertal,"8,404","2,385",221,2.6,0,0,"3,125",37.2,"2,382","1,675",707,983,41.3,2017
3***00,"Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:",9663000,Würzburg,"1,988","1,578",45,2.3,0,0,948,47.7,828,548,280,268,32.4,2017
326*00,Einfacher Ladendiebstahl,5334002,Aachen,"2,182",891,47,2.2,0,0,"1,966",90.1,"1,358",919,439,625,46.0,2017
326*00,Einfacher Ladendiebstahl,9761000,Augsburg,"1,260",435,24,1.9,0,0,"1,205",95.6,"1,168",744,424,541,46.3,2017
326*00,Einfacher Ladendiebstahl,5378004,Bergisch Gladbach,482,433,12,2.5,0,0,443,91.9,405,280,125,165,40.7,2017
326*00,Einfacher Ladendiebstahl,11000000,Berlin,"33,104",926,591,1.8,0,0,"29,053",87.8,"18,607","12,056","6,551","9,673",52.0,2017
326*00,Einfacher Ladendiebstahl,5711000,Bielefeld,"2,503",751,50,2.0,0,0,"2,298",91.8,"1,915","1,283",632,"1,031",53.8,2017
326*00,Einfacher Ladendiebstahl,5911000,Bochum,"1,894",519,59,3.1,0,0,"1,752",92.5,"1,506",923,583,611,40.6,2017
326*00,Einfacher Ladendiebstahl,5314000,Bonn,"2,139",664,68,3.2,0,0,"1,965",91.9,"1,534","1,022",512,695,45.3,2017
326*00,Einfacher Ladendiebstahl,5512000,Bottrop,488,416,32,6.6,0,0,455,93.2,357,231,126,125,35.0,2017
326*00,Einfacher Ladendiebstahl,3101000,Braunschweig,"1,404",565,29,2.1,0,0,"1,342",95.6,"1,139",728,411,461,40.5,2017
326*00,Einfacher Ladendiebstahl,4011000,Bremen,"4,301",760,127,3.0,0,0,"3,898",90.6,"2,981","2,010",971,"1,539",51.6,2017
326*00,Einfacher Ladendiebstahl,4012000,Bremerhaven,"1,105",978,64,5.8,0,0,"1,008",91.2,746,478,268,287,38.5,2017
326*00,Einfacher Ladendiebstahl,14511000,Chemnitz,"1,858",754,25,1.3,0,0,"1,636",88.1,"1,273",888,385,534,41.9,2017
326*00,Einfacher Ladendiebstahl,12052000,Cottbus,578,576,17,2.9,0,0,501,86.7,414,284,130,98,23.7,2017
326*00,Einfacher Ladendiebstahl,6411000,Darmstadt,"1,040",661,12,1.2,0,0,998,96.0,881,561,320,376,42.7,2017
326*00,Einfacher Ladendiebstahl,5913000,Dortmund,"5,863","1,001",77,1.3,0,0,"5,470",93.3,"3,805","2,534","1,271","1,916",50.4,2017
326*00,Einfacher Ladendiebstahl,14612000,Dresden,"4,783",874,106,2.2,0,0,"4,271",89.3,"2,890","2,035",855,"1,194",41.3,2017
326*00,Einfacher Ladendiebstahl,5112000,Duisburg,"3,186",637,88,2.8,0,0,"2,949",92.6,"2,436","1,552",884,"1,283",52.7,2017
326*00,Einfacher Ladendiebstahl,5111000,Düsseldorf,"3,884",633,61,1.6,0,0,"3,458",89.0,"3,068","1,890","1,178","1,453",47.4,2017
326*00,Einfacher Ladendiebstahl,16051000,Erfurt,"1,502",711,25,1.7,0,0,"1,343",89.4,"1,080",735,345,266,24.6,2017
326*00,Einfacher Ladendiebstahl,9562000,Erlangen,513,465,4,0.8,0,0,495,96.5,474,263,211,209,44.1,2017
326*00,Einfacher Ladendiebstahl,5113000,Essen,"4,118",706,58,1.4,0,0,"3,897",94.6,"3,394","2,108","1,286","1,670",49.2,2017
326*00,Einfacher Ladendiebstahl,6412000,Frankfurt am Main,"6,619",899,81,1.2,0,0,"6,017",90.9,"4,246","2,754","1,492","2,456",57.8,2017
326*00,Einfacher Ladendiebstahl,8311000,Freiburg im Breisgau,"1,600",703,21,1.3,0,0,"1,511",94.4,"1,334",818,516,610,45.7,2017
326*00,Einfacher Ladendiebstahl,9563000,Fürth,391,312,5,1.3,0,0,364,93.1,373,238,135,168,45.0,2017
326*00,Einfacher Ladendiebstahl,5513000,Gelsenkirchen,"1,573",599,47,3.0,0,0,"1,469",93.4,"1,333",773,560,747,56.0,2017
326*00,Einfacher Ladendiebstahl,3159016,Göttingen,982,824,28,2.9,0,0,940,95.7,742,450,292,288,38.8,2017
326*00,Einfacher Ladendiebstahl,5914000,Hagen,"1,609",855,39,2.4,0,0,"1,483",92.2,"1,284",841,443,588,45.8,2017
326*00,Einfacher Ladendiebstahl,15002000,Halle (Saale),"1,939",815,68,3.5,0,0,"1,717",88.6,"1,225",832,393,357,29.1,2017
326*00,Einfacher Ladendiebstahl,2000000,Hamburg,"14,650",809,260,1.8,0,0,"13,465",91.9,"10,017","6,788","3,229","5,168",51.6,2017
326*00,Einfacher Ladendiebstahl,5915000,Hamm,"1,204",670,43,3.6,0,0,"1,086",90.2,919,611,308,384,41.8,2017
326*00,Einfacher Ladendiebstahl,3241001,Hannover,"4,924",924,106,2.2,0,0,"4,545",92.3,"3,631","2,399","1,232","1,724",47.5,2017
326*00,Einfacher Ladendiebstahl,8221000,Heidelberg,"1,677","1,049",40,2.4,0,0,"1,569",93.6,"1,256",977,279,828,65.9,2017
326*00,Einfacher Ladendiebstahl,8121000,Heilbronn,705,570,11,1.6,0,0,657,93.2,616,405,211,325,52.8,2017
326*00,Einfacher Ladendiebstahl,5916000,Herne,791,505,22,2.8,0,0,723,91.4,680,411,269,289,42.5,2017
326*00,Einfacher Ladendiebstahl,3254021,Hildesheim,753,741,28,3.7,0,0,696,92.4,587,326,261,210,35.8,2017
326*00,Einfacher Ladendiebstahl,9161000,Ingolstadt,866,648,17,2.0,0,0,755,87.2,698,438,260,405,58.0,2017
326*00,Einfacher Ladendiebstahl,16053000,Jena,530,480,4,0.8,0,0,470,88.7,386,245,141,63,16.3,2017
326*00,Einfacher Ladendiebstahl,8212000,Karlsruhe,"1,984",640,40,2.0,0,0,"1,865",94.0,"1,723","1,035",688,997,57.9,2017
326*00,Einfacher Ladendiebstahl,6611000,Kassel,"1,781",895,22,1.2,0,0,"1,702",95.6,"1,256",792,464,538,42.8,2017
326*00,Einfacher Ladendiebstahl,1002000,Kiel,"2,176",879,55,2.5,0,0,"1,971",90.6,"1,413",901,512,505,35.7,2017
326*00,Einfacher Ladendiebstahl,7111000,Koblenz,760,669,25,3.3,0,0,689,90.7,688,406,282,241,35.0,2017
326*00,Einfacher Ladendiebstahl,5315000,Köln,"8,320",773,226,2.7,0,0,"7,547",90.7,"6,216","3,886","2,330","2,950",47.5,2017
326*00,Einfacher Ladendiebstahl,5114000,Krefeld,"1,809",798,50,2.8,0,0,"1,587",87.7,"1,288",785,503,545,42.3,2017
326*00,Einfacher Ladendiebstahl,14713000,Leipzig,"6,093","1,067",83,1.4,0,0,"5,560",91.3,"4,016","2,842","1,174","1,413",35.2,2017
326*00,Einfacher Ladendiebstahl,5316000,Leverkusen,745,457,21,2.8,0,0,630,84.6,585,382,203,213,36.4,2017
326*00,Einfacher Ladendiebstahl,1003000,Lübeck,"2,427","1,120",55,2.3,0,0,"2,167",89.3,"1,446",940,506,470,32.5,2017
326*00,Einfacher Ladendiebstahl,7314000,Ludwigshafen am Rhein,824,495,22,2.7,0,0,725,88.0,695,435,260,341,49.1,2017
326*00,Einfacher Ladendiebstahl,15003000,Magdeburg,"2,124",892,40,1.9,0,0,"1,923",90.5,"1,433",961,472,388,27.1,2017
326*00,Einfacher Ladendiebstahl,7315000,Mainz,"1,050",492,23,2.2,0,0,953,90.8,824,515,309,350,42.5,2017
326*00,Einfacher Ladendiebstahl,8222000,Mannheim,"2,393",785,28,1.2,0,0,"2,251",94.1,"1,933","1,219",714,"1,070",55.4,2017
326*00,Einfacher Ladendiebstahl,5170024,Moers,391,376,30,7.7,0,0,322,82.4,305,200,105,127,41.6,2017
326*00,Einfacher Ladendiebstahl,5116000,Mönchengladbach,"2,535",972,46,1.8,0,0,"2,346",92.5,"1,698",961,737,684,40.3,2017
326*00,Einfacher Ladendiebstahl,5117000,Mülheim an der Ruhr,588,344,15,2.6,0,0,539,91.7,515,314,201,219,42.5,2017
326*00,Einfacher Ladendiebstahl,9162000,München,"5,959",407,83,1.4,0,0,"5,611",94.2,"4,800","2,734","2,066","2,539",52.9,2017
326*00,Einfacher Ladendiebstahl,5515000,Münster,"1,960",629,42,2.1,0,0,"1,826",93.2,"1,577","1,053",524,738,46.8,2017
326*00,Einfacher Ladendiebstahl,5162024,Neuss,671,439,24,3.6,0,0,599,89.3,569,385,184,248,43.6,2017
326*00,Einfacher Ladendiebstahl,9564000,Nürnberg,"4,366",853,74,1.7,0,0,"4,171",95.5,"3,494","2,258","1,236","1,934",55.4,2017
326*00,Einfacher Ladendiebstahl,5119000,Oberhausen,"1,126",533,15,1.3,0,0,"1,060",94.1,"1,017",643,374,367,36.1,2017
326*00,Einfacher Ladendiebstahl,6413000,Offenbach am Main,701,563,13,1.9,0,0,645,92.0,645,377,268,355,55.0,2017
326*00,Einfacher Ladendiebstahl,3403000,Oldenburg (Oldenburg),957,578,36,3.8,0,0,851,88.9,764,490,274,316,41.4,2017
326*00,Einfacher Ladendiebstahl,3404000,Osnabrück,"1,602",976,36,2.2,0,0,"1,449",90.4,"1,064",708,356,487,45.8,2017
326*00,Einfacher Ladendiebstahl,5774032,Paderborn,"1,003",675,24,2.4,0,0,949,94.6,731,536,195,338,46.2,2017
326*00,Einfacher Ladendiebstahl,8231000,Pforzheim,847,686,17,2.0,0,0,788,93.0,704,445,259,338,48.0,2017
326*00,Einfacher Ladendiebstahl,12054000,Potsdam,"1,477",860,15,1.0,0,0,"1,359",92.0,"1,085",721,364,411,37.9,2017
326*00,Einfacher Ladendiebstahl,5562032,Recklinghausen,647,568,18,2.8,0,0,581,89.8,528,331,197,210,39.8,2017
326*00,Einfacher Ladendiebstahl,9362000,Regensburg,"1,396",939,26,1.9,0,0,"1,336",95.7,"1,159",720,439,493,42.5,2017
326*00,Einfacher Ladendiebstahl,5120000,Remscheid,512,463,18,3.5,0,0,470,91.8,412,267,145,176,42.7,2017
326*00,Einfacher Ladendiebstahl,8415061,Reutlingen,580,504,16,2.8,0,0,524,90.3,458,318,140,189,41.3,2017
326*00,Einfacher Ladendiebstahl,13003000,Rostock,"1,104",532,37,3.4,0,0,957,86.7,823,551,272,175,21.3,2017
326*00,Einfacher Ladendiebstahl,10041100,Saarbrücken,"1,805","1,004",42,2.3,0,0,"1,657",91.8,"1,597",920,677,847,53.0,2017
326*00,Einfacher Ladendiebstahl,3102000,Salzgitter,437,422,12,2.7,0,0,407,93.1,395,255,140,164,41.5,2017
326*00,Einfacher Ladendiebstahl,13004000,Schwerin,871,910,8,0.9,0,0,821,94.3,674,462,212,198,29.4,2017
326*00,Einfacher Ladendiebstahl,5970040,Siegen,"1,020","1,001",49,4.8,0,0,917,89.9,818,467,351,410,50.1,2017
326*00,Einfacher Ladendiebstahl,5122000,Solingen,545,343,23,4.2,0,0,520,95.4,514,331,183,195,37.9,2017
326*00,Einfacher Ladendiebstahl,8111000,Stuttgart,"3,164",504,52,1.6,0,0,"2,914",92.1,"2,649","1,635","1,014","1,312",49.5,2017
326*00,Einfacher Ladendiebstahl,7211000,Trier,"1,229","1,116",17,1.4,0,0,"1,159",94.3,"1,001",702,299,572,57.1,2017
326*00,Einfacher Ladendiebstahl,8421000,Ulm,"1,146",925,20,1.7,0,0,921,80.4,727,455,272,333,45.8,2017
326*00,Einfacher Ladendiebstahl,6414000,Wiesbaden,"1,756",633,50,2.8,0,0,"1,635",93.1,"1,326",771,555,582,43.9,2017
326*00,Einfacher Ladendiebstahl,3103000,Wolfsburg,578,466,35,6.1,0,0,526,91.0,498,310,188,233,46.8,2017
326*00,Einfacher Ladendiebstahl,5124000,Wuppertal,"2,676",759,67,2.5,0,0,"2,425",90.6,"1,799","1,218",581,765,42.5,2017
326*00,Einfacher Ladendiebstahl,9663000,Würzburg,726,576,10,1.4,0,0,675,93.0,578,352,226,202,34.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5334002,Aachen,"5,932","2,422","1,628",27.4,0,0,574,9.7,486,423,63,252,51.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,9761000,Augsburg,"2,016",696,338,16.8,0,0,325,16.1,297,253,44,142,47.8,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5378004,Bergisch Gladbach,"1,284","1,153",324,25.2,0,0,120,9.3,119,108,11,52,43.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,11000000,Berlin,"96,956","2,712","17,813",18.4,0,0,"8,347",8.6,"5,836","5,199",637,"3,589",61.5,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5711000,Bielefeld,"4,295","1,288","1,092",25.4,0,0,726,16.9,469,412,57,255,54.4,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5911000,Bochum,"3,985","1,092","1,218",30.6,0,0,430,10.8,434,361,73,187,43.1,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5314000,Bonn,"6,468","2,008","1,642",25.4,0,0,765,11.8,612,530,82,277,45.3,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5512000,Bottrop,"1,802","1,535",552,30.6,0,0,241,13.4,157,127,30,71,45.2,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,3101000,Braunschweig,"4,455","1,792",662,14.9,0,0,872,19.6,492,424,68,257,52.2,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,4011000,Bremen,"17,229","3,046","3,687",21.4,0,0,"1,738",10.1,"1,258","1,090",168,676,53.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,4012000,Bremerhaven,"2,079","1,839",540,26.0,0,0,186,8.9,201,183,18,69,34.3,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,14511000,Chemnitz,"6,477","2,629","2,577",39.8,0,0,957,14.8,492,419,73,195,39.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,12052000,Cottbus,"2,514","2,504",567,22.6,0,0,302,12.0,173,150,23,35,20.2,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,6411000,Darmstadt,"2,063","1,310",610,29.6,0,0,556,27.0,223,193,30,109,48.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5913000,Dortmund,"10,733","1,832","3,166",29.5,0,0,"1,268",11.8,"1,027",903,124,528,51.4,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,14612000,Dresden,"10,723","1,960","2,860",26.7,0,0,"1,962",18.3,"1,147",983,164,523,45.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5112000,Duisburg,"10,276","2,056","3,326",32.4,0,0,"1,077",10.5,809,683,126,382,47.2,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5111000,Düsseldorf,"11,902","1,941","2,620",22.0,0,0,"1,061",8.9,"1,020",838,182,630,61.8,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,16051000,Erfurt,"3,719","1,762","1,155",31.1,0,0,639,17.2,398,347,51,103,25.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,9562000,Erlangen,821,745,134,16.3,0,0,131,16.0,128,114,14,70,54.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5113000,Essen,"8,709","1,494","2,205",25.3,0,0,"1,062",12.2,"1,023",840,183,531,51.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,6412000,Frankfurt am Main,"14,897","2,023","3,590",24.1,0,0,"1,984",13.3,"1,306","1,182",124,763,58.4,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,8311000,Freiburg im Breisgau,"4,199","1,845",890,21.2,0,0,449,10.7,367,330,37,154,42.0,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,9563000,Fürth,766,611,214,27.9,0,0,152,19.8,143,129,14,72,50.3,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5513000,Gelsenkirchen,"4,154","1,582","1,278",30.8,0,0,527,12.7,440,367,73,226,51.4,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,3159016,Göttingen,"2,549","2,139",521,20.4,0,0,563,22.1,348,293,55,169,48.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5914000,Hagen,"1,937","1,029",595,30.7,0,0,412,21.3,395,334,61,200,50.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,15002000,Halle (Saale),"8,869","3,726","2,538",28.6,0,0,990,11.2,443,382,61,106,23.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,2000000,Hamburg,"43,944","2,427","9,231",21.0,0,0,"3,829",8.7,"2,895","2,597",298,"1,654",57.1,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5915000,Hamm,"2,466","1,373",583,23.6,0,0,373,15.1,374,325,49,177,47.3,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,3241001,Hannover,"13,472","2,528","3,196",23.7,0,0,"2,605",19.3,"1,453","1,274",179,767,52.8,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,8221000,Heidelberg,"2,086","1,304",386,18.5,0,0,317,15.2,322,281,41,237,73.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,8121000,Heilbronn,721,583,160,22.2,0,0,162,22.5,117,111,6,61,52.1,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5916000,Herne,"1,958","1,249",635,32.4,0,0,195,10.0,208,165,43,122,58.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,3254021,Hildesheim,"1,535","1,510",426,27.8,0,0,335,21.8,264,235,29,92,34.8,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,9161000,Ingolstadt,"1,304",976,224,17.2,0,0,319,24.5,248,218,30,145,58.5,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,16053000,Jena,"1,044",946,187,17.9,0,0,134,12.8,90,81,9,26,28.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,8212000,Karlsruhe,"4,255","1,373",788,18.5,0,0,535,12.6,479,419,60,309,64.5,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,6611000,Kassel,"2,885","1,449",843,29.2,0,0,680,23.6,354,302,52,147,41.5,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,1002000,Kiel,"5,685","2,298","1,073",18.9,0,0,793,13.9,447,388,59,183,40.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,7111000,Koblenz,"1,176","1,035",267,22.7,0,0,207,17.6,162,130,32,61,37.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5315000,Köln,"27,278","2,535","7,107",26.1,0,0,"2,700",9.9,"2,107","1,765",342,"1,298",61.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5114000,Krefeld,"3,930","1,733",868,22.1,0,0,437,11.1,406,339,67,177,43.6,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,14713000,Leipzig,"27,328","4,785","5,903",21.6,0,0,"2,696",9.9,"1,478","1,275",203,457,30.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5316000,Leverkusen,"2,940","1,802",786,26.7,0,0,304,10.3,311,270,41,152,48.9,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,1003000,Lübeck,"4,444","2,051",860,19.4,0,0,596,13.4,383,330,53,142,37.1,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,7314000,Ludwigshafen am Rhein,"1,786","1,072",401,22.5,0,0,356,19.9,324,263,61,171,52.8,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,15003000,Magdeburg,"8,445","3,546","2,881",34.1,0,0,"1,751",20.7,480,424,56,103,21.5,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,7315000,Mainz,"1,842",863,468,25.4,0,0,302,16.4,253,227,26,146,57.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,8222000,Mannheim,"5,630","1,847",874,15.5,0,0,636,11.3,538,459,79,377,70.1,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5170024,Moers,"2,106","2,027",714,33.9,0,0,349,16.6,131,121,10,57,43.5,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5116000,Mönchengladbach,"3,717","1,425",991,26.7,0,0,461,12.4,376,340,36,131,34.8,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5117000,Mülheim an der Ruhr,"2,238","1,309",633,28.3,0,0,217,9.7,236,207,29,140,59.3,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,9162000,München,"10,294",703,"1,820",17.7,0,0,"2,342",22.8,"1,702","1,434",268,"1,093",64.2,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5515000,Münster,"7,550","2,421","1,323",17.5,0,0,779,10.3,532,464,68,275,51.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5162024,Neuss,"2,622","1,715",675,25.7,0,0,311,11.9,270,240,30,100,37.0,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,9564000,Nürnberg,"5,322","1,040","1,224",23.0,0,0,"1,095",20.6,749,628,121,412,55.0,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,5119000,Oberhausen,"2,477","1,172",750,30.3,0,0,493,19.9,388,320,68,220,56.7,2017
4***00,Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:,6413000,Offenbach am Main,"1,916","1,538",536,28.0,0,0,534,27.9,242,225,17,143,59.1,2017
