Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6 bis unter 14 Jahre - insgesamt;Opfer Kinder 6 bis unter 14 Jahre - maennlich;Opfer Kinder 6 bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich;Jahr
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;8415061;Reutlingen;insg.;17;17;0;0;0;0;1;1;0;1;1;0;7;7;0;5;5;0;4;4;0;0;0;0;4;4;0;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;13003000;Rostock;insg.;45;37;8;0;0;0;3;2;1;3;2;1;13;13;0;5;4;1;21;17;4;3;1;2;24;18;6;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;10041100;Saarbruecken;insg.;72;63;9;0;0;0;4;2;2;4;2;2;12;11;1;11;9;2;37;33;4;8;8;0;45;41;4;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;3102000;Salzgitter;insg.;23;22;1;0;0;0;0;0;0;0;0;0;9;9;0;3;3;0;9;8;1;2;2;0;11;10;1;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;13004000;Schwerin;insg.;23;18;5;0;0;0;1;0;1;1;0;1;0;0;0;3;3;0;15;11;4;4;4;0;19;15;4;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;5970040;Siegen;insg.;12;10;2;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;8;6;2;0;0;0;8;6;2;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;5122000;Solingen;insg.;35;29;6;0;0;0;9;8;1;9;8;1;7;6;1;1;1;0;17;13;4;1;1;0;18;14;4;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;8111000;Stuttgart;insg.;262;215;47;0;0;0;5;4;1;5;4;1;27;21;6;35;32;3;186;153;33;9;5;4;195;158;37;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;7211000;Trier;insg.;23;21;2;0;0;0;2;1;1;2;1;1;5;5;0;5;5;0;10;9;1;1;1;0;11;10;1;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;8421000;Ulm;insg.;24;18;6;0;0;0;1;0;1;1;0;1;6;5;1;2;2;0;14;11;3;1;0;1;15;11;4;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;6414000;Wiesbaden;insg.;69;64;5;0;0;0;3;3;0;3;3;0;14;14;0;18;17;1;31;28;3;3;2;1;34;30;4;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;3103000;Wolfsburg;insg.;11;8;3;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;9;7;2;0;0;0;9;7;2;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;5124000;Wuppertal;insg.;172;136;36;0;0;0;10;8;2;10;8;2;48;47;1;18;15;3;85;63;22;11;3;8;96;66;30;2020
217000;Sonstige Raubueberfaelle auf Stra�en, Wegen oder Plaetzen;9663000;Wuerzburg;insg.;6;6;0;0;0;0;1;1;0;1;1;0;2;2;0;2;2;0;1;1;0;0;0;0;1;1;0;2020
219000;Raubueberfaelle in Wohnungen;5334002;Aachen;insg.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;3;2;1;9;7;2;2020
219000;Raubueberfaelle in Wohnungen;9761000;Augsburg;insg.;2;2;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2020
219000;Raubueberfaelle in Wohnungen;5378004;Bergisch Gladbach;insg.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;3;2;1;2020
219000;Raubueberfaelle in Wohnungen;11000000;Berlin;insg.;309;178;131;3;1;2;6;1;5;9;2;7;32;21;11;13;7;6;179;116;63;76;32;44;255;148;107;2020
219000;Raubueberfaelle in Wohnungen;5711000;Bielefeld;insg.;6;4;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3;0;2;0;2;5;3;2;2020
219000;Raubueberfaelle in Wohnungen;5911000;Bochum;insg.;14;5;9;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;13;5;8;0;0;0;13;5;8;2020
219000;Raubueberfaelle in Wohnungen;5314000;Bonn;insg.;26;18;8;0;0;0;1;0;1;1;0;1;2;2;0;0;0;0;17;11;6;6;5;1;23;16;7;2020
219000;Raubueberfaelle in Wohnungen;5512000;Bottrop;insg.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;3;3;0;2020
219000;Raubueberfaelle in Wohnungen;3101000;Braunschweig;insg.;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;1;1;6;3;3;2020
219000;Raubueberfaelle in Wohnungen;4011000;Bremen;insg.;41;24;17;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;27;15;12;11;6;5;38;21;17;2020
219000;Raubueberfaelle in Wohnungen;4012000;Bremerhaven;insg.;15;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;3;2;2;0;15;12;3;2020
219000;Raubueberfaelle in Wohnungen;14511000;Chemnitz;insg.;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;1;1;0;9;6;3;2020
219000;Raubueberfaelle in Wohnungen;6411000;Darmstadt;insg.;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;4;1;3;2020
219000;Raubueberfaelle in Wohnungen;5913000;Dortmund;insg.;32;17;15;0;0;0;1;1;0;1;1;0;2;2;0;2;0;2;22;12;10;5;2;3;27;14;13;2020
219000;Raubueberfaelle in Wohnungen;14612000;Dresden;insg.;32;23;9;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;26;19;7;3;1;2;29;20;9;2020
219000;Raubueberfaelle in Wohnungen;5112000;Duisburg;insg.;29;16;13;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;22;13;9;4;2;2;26;15;11;2020
219000;Raubueberfaelle in Wohnungen;5111000;Duesseldorf;insg.;31;17;14;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;24;14;10;5;1;4;29;15;14;2020
219000;Raubueberfaelle in Wohnungen;16051000;Erfurt;insg.;17;11;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;14;8;6;2;2;0;16;10;6;2020
219000;Raubueberfaelle in Wohnungen;9562000;Erlangen;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;2020
219000;Raubueberfaelle in Wohnungen;5113000;Essen;insg.;35;19;16;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;19;12;7;14;7;7;33;19;14;2020
219000;Raubueberfaelle in Wohnungen;6412000;Frankfurt am Main;insg.;24;15;9;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;15;11;4;7;2;5;22;13;9;2020
219000;Raubueberfaelle in Wohnungen;8311000;Freiburg im Breisgau;insg.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;0;2;5;2;3;2020
219000;Raubueberfaelle in Wohnungen;9563000;Fuerth;insg.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0;2020
219000;Raubueberfaelle in Wohnungen;5513000;Gelsenkirchen;insg.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;4;3;1;8;5;3;2020
219000;Raubueberfaelle in Wohnungen;3159016;Goettingen;insg.;11;8;3;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;5;3;2;3;2;1;8;5;3;2020
219000;Raubueberfaelle in Wohnungen;5754008;Guetersloh;insg.;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;1;0;1;5;1;4;2020
219000;Raubueberfaelle in Wohnungen;5914000;Hagen;insg.;18;12;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;13;8;5;4;3;1;17;11;6;2020
219000;Raubueberfaelle in Wohnungen;15002000;Halle (Saale);insg.;16;8;8;0;0;0;1;1;0;1;1;0;2;2;0;0;0;0;10;4;6;3;1;2;13;5;8;2020
219000;Raubueberfaelle in Wohnungen;2000000;Hamburg;insg.;72;41;31;0;0;0;0;0;0;0;0;0;3;0;3;5;5;0;47;25;22;17;11;6;64;36;28;2020
219000;Raubueberfaelle in Wohnungen;5915000;Hamm;insg.;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;1;0;1;6;5;1;2020
219000;Raubueberfaelle in Wohnungen;3241001;Hannover;insg.;43;22;21;0;0;0;1;0;1;1;0;1;2;2;0;9;8;1;18;10;8;13;2;11;31;12;19;2020
219000;Raubueberfaelle in Wohnungen;8221000;Heidelberg;insg.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;2020
219000;Raubueberfaelle in Wohnungen;8121000;Heilbronn;insg.;5;3;2;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;4;2;2;0;0;0;4;2;2;2020
219000;Raubueberfaelle in Wohnungen;5916000;Herne;insg.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;1;1;0;5;3;2;2020
219000;Raubueberfaelle in Wohnungen;3254021;Hildesheim;insg.;12;10;2;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;6;5;1;1;0;1;7;5;2;2020
219000;Raubueberfaelle in Wohnungen;9161000;Ingolstadt;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;2020
219000;Raubueberfaelle in Wohnungen;16053000;Jena;insg.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;2020
219000;Raubueberfaelle in Wohnungen;7312000;Kaiserslautern;insg.;11;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;4;1;3;11;5;6;2020
219000;Raubueberfaelle in Wohnungen;8212000;Karlsruhe;insg.;10;8;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;5;0;4;2;2;9;7;2;2020
219000;Raubueberfaelle in Wohnungen;6611000;Kassel;insg.;13;8;5;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;12;7;5;0;0;0;12;7;5;2020
219000;Raubueberfaelle in Wohnungen;1002000;Kiel;insg.;42;29;13;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;31;25;6;7;1;6;38;26;12;2020
219000;Raubueberfaelle in Wohnungen;7111000;Koblenz;insg.;3;2;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0;1;0;1;2020
219000;Raubueberfaelle in Wohnungen;5315000;Koeln;insg.;67;39;28;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;45;24;21;17;10;7;62;34;28;2020
219000;Raubueberfaelle in Wohnungen;5114000;Krefeld;insg.;17;12;5;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;14;9;5;1;1;0;15;10;5;2020
219000;Raubueberfaelle in Wohnungen;14713000;Leipzig;insg.;25;15;10;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;18;11;7;3;1;2;21;12;9;2020
219000;Raubueberfaelle in Wohnungen;5316000;Leverkusen;insg.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;2;1;1;8;5;3;2020
219000;Raubueberfaelle in Wohnungen;1003000;Luebeck;insg.;14;10;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;8;0;5;2;3;13;10;3;2020
219000;Raubueberfaelle in Wohnungen;7314000;Ludwigshafen am Rhein;insg.;13;10;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;8;1;3;1;2;12;9;3;2020
219000;Raubueberfaelle in Wohnungen;15003000;Magdeburg;insg.;11;8;3;0;0;0;0;0;0;0;0;0;2;2;0;4;3;1;3;2;1;2;1;1;5;3;2;2020
219000;Raubueberfaelle in Wohnungen;7315000;Mainz;insg.;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;5;5;0;2020
219000;Raubueberfaelle in Wohnungen;8222000;Mannheim;insg.;13;8;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10;7;3;2;1;1;12;8;4;2020
219000;Raubueberfaelle in Wohnungen;5170024;Moers;insg.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;2;1;1;2020
219000;Raubueberfaelle in Wohnungen;5116000;Moenchengladbach;insg.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;1;0;1;7;3;4;2020
219000;Raubueberfaelle in Wohnungen;5117000;Muelheim an der Ruhr;insg.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;4;2;2;2020
219000;Raubueberfaelle in Wohnungen;9162000;Muenchen;insg.;24;15;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;13;8;3;2;1;24;15;9;2020
219000;Raubueberfaelle in Wohnungen;5515000;Muenster;insg.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;1;2;1;1;0;4;2;2;2020
219000;Raubueberfaelle in Wohnungen;5162024;Neuss;insg.;11;6;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;9;4;5;1;1;0;10;5;5;2020
219000;Raubueberfaelle in Wohnungen;9564000;Nuernberg;insg.;16;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;5;2;0;2;16;9;7;2020
219000;Raubueberfaelle in Wohnungen;5119000;Oberhausen;insg.;14;9;5;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;7;4;3;2;0;2;9;4;5;2020
219000;Raubueberfaelle in Wohnungen;6413000;Offenbach am Main;insg.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0;1;4;2;2;2020
219000;Raubueberfaelle in Wohnungen;3403000;Oldenburg (Oldenburg);insg.;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;6;4;2;2;0;2;8;4;4;2020
219000;Raubueberfaelle in Wohnungen;3404000;Osnabrueck;insg.;15;11;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;11;9;2;3;1;2;14;10;4;2020
219000;Raubueberfaelle in Wohnungen;5774032;Paderborn;insg.;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;5;0;0;0;0;5;5;0;2020
219000;Raubueberfaelle in Wohnungen;8231000;Pforzheim;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;2020
219000;Raubueberfaelle in Wohnungen;12054000;Potsdam;insg.;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;5;0;1;0;1;6;5;1;2020
219000;Raubueberfaelle in Wohnungen;5562032;Recklinghausen;insg.;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;7;1;6;8;2;6;2020
219000;Raubueberfaelle in Wohnungen;9362000;Regensburg;insg.;5;2;3;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;2;0;2;0;0;0;2;0;2;2020
219000;Raubueberfaelle in Wohnungen;5120000;Remscheid;insg.;9;5;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5;1;4;2;2;0;7;3;4;2020
219000;Raubueberfaelle in Wohnungen;8415061;Reutlingen;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2020
219000;Raubueberfaelle in Wohnungen;13003000;Rostock;insg.;12;9;3;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;6;3;3;1;1;0;7;4;3;2020
219000;Raubueberfaelle in Wohnungen;10041100;Saarbruecken;insg.;10;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;1;1;0;10;7;3;2020
219000;Raubueberfaelle in Wohnungen;3102000;Salzgitter;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2020
219000;Raubueberfaelle in Wohnungen;13004000;Schwerin;insg.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;7;5;2;0;0;0;7;5;2;2020
219000;Raubueberfaelle in Wohnungen;5970040;Siegen;insg.;10;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;2;2;0;10;7;3;2020
219000;Raubueberfaelle in Wohnungen;5122000;Solingen;insg.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;2;1;1;2020
219000;Raubueberfaelle in Wohnungen;8111000;Stuttgart;insg.;27;12;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;19;11;8;7;0;7;26;11;15;2020
219000;Raubueberfaelle in Wohnungen;7211000;Trier;insg.;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;0;0;0;6;5;1;2020
219000;Raubueberfaelle in Wohnungen;8421000;Ulm;insg.;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;1;2;0;0;0;3;1;2;2020
219000;Raubueberfaelle in Wohnungen;6414000;Wiesbaden;insg.;13;8;5;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;7;4;3;4;2;2;11;6;5;2020
219000;Raubueberfaelle in Wohnungen;3103000;Wolfsburg;insg.;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;2020
219000;Raubueberfaelle in Wohnungen;5124000;Wuppertal;insg.;18;10;8;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2;11;6;5;3;2;1;14;8;6;2020
219000;Raubueberfaelle in Wohnungen;9663000;Wuerzburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5334002;Aachen;insg.;798;572;226;12;6;6;18;13;5;30;19;11;68;48;20;78;62;16;570;412;158;52;31;21;622;443;179;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9761000;Augsburg;insg.;772;594;178;2;1;1;30;19;11;32;20;12;70;50;20;104;84;20;525;411;114;41;29;12;566;440;126;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5378004;Bergisch Gladbach;insg.;160;108;52;1;0;1;5;2;3;6;2;4;18;13;5;18;12;6;110;76;34;8;5;3;118;81;37;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;11000000;Berlin;insg.;13216;10057;3159;78;37;41;596;394;202;674;431;243;961;711;250;1120;885;235;9845;7624;2221;616;406;210;10461;8030;2431;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5711000;Bielefeld;insg.;691;486;205;1;1;0;24;17;7;25;18;7;67;43;24;75;50;25;490;350;140;34;25;9;524;375;149;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5911000;Bochum;insg.;1040;707;333;4;4;0;31;20;11;35;24;11;108;74;34;151;86;65;702;490;212;44;33;11;746;523;223;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5314000;Bonn;insg.;973;703;270;6;2;4;42;29;13;48;31;17;85;52;33;106;86;20;687;502;185;47;32;15;734;534;200;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5512000;Bottrop;insg.;230;174;56;0;0;0;5;2;3;5;2;3;23;20;3;26;23;3;160;118;42;16;11;5;176;129;47;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3101000;Braunschweig;insg.;623;449;174;4;1;3;23;20;3;27;21;6;74;47;27;70;53;17;430;317;113;22;11;11;452;328;124;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;4011000;Bremen;insg.;1736;1309;427;12;6;6;52;33;19;64;39;25;192;135;57;197;165;32;1222;933;289;61;37;24;1283;970;313;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;4012000;Bremerhaven;insg.;474;349;125;3;2;1;14;7;7;17;9;8;44;33;11;45;32;13;352;264;88;16;11;5;368;275;93;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;14511000;Chemnitz;insg.;581;467;114;3;3;0;18;12;6;21;15;6;49;40;9;70;57;13;411;333;78;30;22;8;441;355;86;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;6411000;Darmstadt;insg.;348;268;80;1;1;0;11;9;2;12;10;2;25;17;8;33;28;5;264;204;60;14;9;5;278;213;65;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5913000;Dortmund;insg.;2144;1555;589;8;4;4;94;62;32;102;66;36;180;117;63;244;189;55;1534;1121;413;84;62;22;1618;1183;435;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;14612000;Dresden;insg.;1436;1118;318;10;3;7;75;41;34;85;44;41;137;102;35;165;125;40;994;810;184;55;37;18;1049;847;202;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5112000;Duisburg;insg.;1468;1006;462;9;4;5;113;78;35;122;82;40;132;92;40;113;82;31;1020;699;321;81;51;30;1101;750;351;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5111000;Duesseldorf;insg.;2131;1573;558;5;3;2;58;37;21;63;40;23;214;152;62;304;245;59;1460;1070;390;90;66;24;1550;1136;414;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;16051000;Erfurt;insg.;544;422;122;1;1;0;25;14;11;26;15;11;37;31;6;71;56;15;389;310;79;21;10;11;410;320;90;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9562000;Erlangen;insg.;156;121;35;2;1;1;5;2;3;7;3;4;28;23;5;13;9;4;101;81;20;7;5;2;108;86;22;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5113000;Essen;insg.;1373;929;444;12;4;8;75;51;24;87;55;32;145;96;49;116;81;35;963;656;307;62;41;21;1025;697;328;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;6412000;Frankfurt am Main;insg.;3020;2330;690;16;8;8;60;45;15;76;53;23;151;102;49;313;238;75;2338;1839;499;142;98;44;2480;1937;543;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8311000;Freiburg im Breisgau;insg.;729;626;103;4;4;0;10;7;3;14;11;3;36;32;4;92;75;17;557;486;71;30;22;8;587;508;79;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9563000;Fuerth;insg.;182;139;43;0;0;0;16;14;2;16;14;2;22;18;4;19;13;6;121;90;31;4;4;0;125;94;31;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5513000;Gelsenkirchen;insg.;858;611;247;3;3;0;45;27;18;48;30;18;104;64;40;84;62;22;590;433;157;32;22;10;622;455;167;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3159016;Goettingen;insg.;393;306;87;1;0;1;10;8;2;11;8;3;20;15;5;39;33;6;305;236;69;18;14;4;323;250;73;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5754008;Guetersloh;insg.;234;153;81;0;0;0;5;3;2;5;3;2;20;11;9;20;17;3;182;119;63;7;3;4;189;122;67;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5914000;Hagen;insg.;471;326;145;4;1;3;26;14;12;30;15;15;36;28;8;42;29;13;343;240;103;20;14;6;363;254;109;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;15002000;Halle (Saale);insg.;868;667;201;7;5;2;59;45;14;66;50;16;68;50;18;84;70;14;614;474;140;36;23;13;650;497;153;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;2000000;Hamburg;insg.;5722;4251;1471;27;18;9;293;190;103;320;208;112;454;310;144;525;403;122;4184;3165;1019;239;165;74;4423;3330;1093;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5915000;Hamm;insg.;434;273;161;2;0;2;25;16;9;27;16;11;64;36;28;37;29;8;294;187;107;12;5;7;306;192;114;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3241001;Hannover;insg.;2295;1792;503;16;9;7;88;65;23;104;74;30;182;120;62;249;207;42;1683;1331;352;77;60;17;1760;1391;369;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8221000;Heidelberg;insg.;376;283;93;2;1;1;2;1;1;4;2;2;23;17;6;51;36;15;287;222;65;11;6;5;298;228;70;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8121000;Heilbronn;insg.;292;232;60;1;1;0;4;3;1;5;4;1;19;11;8;28;22;6;226;187;39;14;8;6;240;195;45;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5916000;Herne;insg.;378;257;121;4;2;2;26;17;9;30;19;11;36;27;9;55;41;14;232;155;77;25;15;10;257;170;87;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3254021;Hildesheim;insg.;297;194;103;0;0;0;10;4;6;10;4;6;27;15;12;32;19;13;220;152;68;8;4;4;228;156;72;2020
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9161000;Ingolstadt;insg.;318;230;88;1;0;1;20;15;5;21;15;6;32;20;12;33;30;3;219;157;62;13;8;5;232;165;67;2020
