Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6 bis unter 14 Jahre - insgesamt;Opfer Kinder 6 bis unter 14 Jahre - maennlich;Opfer Kinder 6 bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich;Jahr
219000;Raubueberfaelle in Wohnungen;16051000;Erfurt;insg.;11;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;7;2;1;0;1;10;7;3;2017
219000;Raubueberfaelle in Wohnungen;9562000;Erlangen;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2017
219000;Raubueberfaelle in Wohnungen;5113000;Essen;insg.;42;26;16;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;24;16;8;12;6;6;36;22;14;2017
219000;Raubueberfaelle in Wohnungen;6412000;Frankfurt am Main;insg.;35;24;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;30;22;8;4;1;3;34;23;11;2017
219000;Raubueberfaelle in Wohnungen;8311000;Freiburg im Breisgau;insg.;12;8;4;0;0;0;1;0;1;1;0;1;1;1;0;2;1;1;8;6;2;0;0;0;8;6;2;2017
219000;Raubueberfaelle in Wohnungen;9563000;Fuerth;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;3;1;2;2017
219000;Raubueberfaelle in Wohnungen;5513000;Gelsenkirchen;insg.;21;16;5;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;14;11;3;3;2;1;17;13;4;2017
219000;Raubueberfaelle in Wohnungen;3159016;Goettingen;insg.;12;10;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;8;7;1;2;1;1;10;8;2;2017
219000;Raubueberfaelle in Wohnungen;5914000;Hagen;insg.;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;1;4;3;1;2;8;2;6;2017
219000;Raubueberfaelle in Wohnungen;15002000;Halle (Saale);insg.;14;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;1;1;1;0;14;13;1;2017
219000;Raubueberfaelle in Wohnungen;2000000;Hamburg;insg.;101;61;40;0;0;0;1;0;1;1;0;1;2;2;0;5;5;0;75;51;24;18;3;15;93;54;39;2017
219000;Raubueberfaelle in Wohnungen;5915000;Hamm;insg.;18;13;5;0;0;0;1;1;0;1;1;0;0;0;0;4;3;1;12;8;4;1;1;0;13;9;4;2017
219000;Raubueberfaelle in Wohnungen;3241001;Hannover;insg.;24;14;10;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;18;11;7;4;2;2;22;13;9;2017
219000;Raubueberfaelle in Wohnungen;8221000;Heidelberg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017
219000;Raubueberfaelle in Wohnungen;8121000;Heilbronn;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;2017
219000;Raubueberfaelle in Wohnungen;5916000;Herne;insg.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;3;2;2;1;1;7;4;3;2017
219000;Raubueberfaelle in Wohnungen;3254021;Hildesheim;insg.;10;4;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;3;4;2;0;2;9;3;6;2017
219000;Raubueberfaelle in Wohnungen;9161000;Ingolstadt;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017
219000;Raubueberfaelle in Wohnungen;16053000;Jena;insg.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;0;0;0;0;2;2;0;2017
219000;Raubueberfaelle in Wohnungen;8212000;Karlsruhe;insg.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2;1;0;1;4;1;3;2017
219000;Raubueberfaelle in Wohnungen;6611000;Kassel;insg.;21;15;6;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;15;13;2;3;1;2;18;14;4;2017
219000;Raubueberfaelle in Wohnungen;1002000;Kiel;insg.;22;17;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;18;16;2;3;1;2;21;17;4;2017
219000;Raubueberfaelle in Wohnungen;7111000;Koblenz;insg.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;4;2;1;0;1;7;4;3;2017
219000;Raubueberfaelle in Wohnungen;5315000;Koeln;insg.;77;45;32;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;57;33;24;17;9;8;74;42;32;2017
219000;Raubueberfaelle in Wohnungen;5114000;Krefeld;insg.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;1;2;6;4;2;2017
219000;Raubueberfaelle in Wohnungen;14713000;Leipzig;insg.;39;24;15;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;32;20;12;3;0;3;35;20;15;2017
219000;Raubueberfaelle in Wohnungen;5316000;Leverkusen;insg.;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;1;0;1;5;3;2;2017
219000;Raubueberfaelle in Wohnungen;1003000;Luebeck;insg.;29;15;14;0;0;0;0;0;0;0;0;0;2;0;2;2;1;1;23;14;9;2;0;2;25;14;11;2017
219000;Raubueberfaelle in Wohnungen;7314000;Ludwigshafen am Rhein;insg.;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;2;1;1;8;3;5;2017
219000;Raubueberfaelle in Wohnungen;15003000;Magdeburg;insg.;17;13;4;0;0;0;0;0;0;0;0;0;1;1;0;6;5;1;9;7;2;1;0;1;10;7;3;2017
219000;Raubueberfaelle in Wohnungen;7315000;Mainz;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;2;1;1;5;4;1;2017
219000;Raubueberfaelle in Wohnungen;8222000;Mannheim;insg.;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;2;1;1;8;6;2;2017
219000;Raubueberfaelle in Wohnungen;5170024;Moers;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1;2017
219000;Raubueberfaelle in Wohnungen;5116000;Moenchengladbach;insg.;23;16;7;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;10;6;4;9;7;2;19;13;6;2017
219000;Raubueberfaelle in Wohnungen;5117000;Muelheim an der Ruhr;insg.;16;8;8;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;7;4;3;7;3;4;14;7;7;2017
219000;Raubueberfaelle in Wohnungen;9162000;Muenchen;insg.;28;14;14;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;16;8;8;8;4;4;24;12;12;2017
219000;Raubueberfaelle in Wohnungen;5515000;Muenster;insg.;11;6;5;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;4;2;2;3;1;2;7;3;4;2017
219000;Raubueberfaelle in Wohnungen;5162024;Neuss;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;0;0;0;4;3;1;2017
219000;Raubueberfaelle in Wohnungen;9564000;Nuernberg;insg.;17;7;10;0;0;0;0;0;0;0;0;0;2;0;2;2;1;1;8;5;3;5;1;4;13;6;7;2017
219000;Raubueberfaelle in Wohnungen;5119000;Oberhausen;insg.;7;5;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;4;0;2;0;2;6;4;2;2017
219000;Raubueberfaelle in Wohnungen;6413000;Offenbach am Main;insg.;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;0;0;0;4;4;0;2017
219000;Raubueberfaelle in Wohnungen;3403000;Oldenburg (Oldenburg);insg.;19;11;8;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;16;9;7;1;0;1;17;9;8;2017
219000;Raubueberfaelle in Wohnungen;3404000;Osnabrueck;insg.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;5;3;2;9;7;2;2017
219000;Raubueberfaelle in Wohnungen;5774032;Paderborn;insg.;10;7;3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;5;4;1;3;1;2;8;5;3;2017
219000;Raubueberfaelle in Wohnungen;8231000;Pforzheim;insg.;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;3;1;1;0;1;5;3;2;2017
219000;Raubueberfaelle in Wohnungen;12054000;Potsdam;insg.;11;5;6;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;6;4;2;2;0;2;8;4;4;2017
219000;Raubueberfaelle in Wohnungen;5562032;Recklinghausen;insg.;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;5;3;2;2;0;2;7;3;4;2017
219000;Raubueberfaelle in Wohnungen;9362000;Regensburg;insg.;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;1;1;0;6;5;1;2017
219000;Raubueberfaelle in Wohnungen;5120000;Remscheid;insg.;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;1;1;5;3;2;2017
219000;Raubueberfaelle in Wohnungen;8415061;Reutlingen;insg.;9;7;2;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;4;2;2;0;0;0;4;2;2;2017
219000;Raubueberfaelle in Wohnungen;13003000;Rostock;insg.;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;1;0;1;10;6;4;2017
219000;Raubueberfaelle in Wohnungen;10041100;Saarbruecken;insg.;17;12;5;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;11;8;3;3;2;1;14;10;4;2017
219000;Raubueberfaelle in Wohnungen;3102000;Salzgitter;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;5;4;1;2017
219000;Raubueberfaelle in Wohnungen;13004000;Schwerin;insg.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0;2017
219000;Raubueberfaelle in Wohnungen;5970040;Siegen;insg.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0;2017
219000;Raubueberfaelle in Wohnungen;5122000;Solingen;insg.;16;11;5;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;9;6;3;5;3;2;14;9;5;2017
219000;Raubueberfaelle in Wohnungen;8111000;Stuttgart;insg.;16;6;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;13;4;9;2;1;1;15;5;10;2017
219000;Raubueberfaelle in Wohnungen;7211000;Trier;insg.;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;2;2;0;6;5;1;2017
219000;Raubueberfaelle in Wohnungen;8421000;Ulm;insg.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0;2017
219000;Raubueberfaelle in Wohnungen;6414000;Wiesbaden;insg.;11;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;5;3;2;2;0;10;7;3;2017
219000;Raubueberfaelle in Wohnungen;3103000;Wolfsburg;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2017
219000;Raubueberfaelle in Wohnungen;5124000;Wuppertal;insg.;21;17;4;0;0;0;1;1;0;1;1;0;1;1;0;2;1;1;15;13;2;2;1;1;17;14;3;2017
219000;Raubueberfaelle in Wohnungen;9663000;Wuerzburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5334002;Aachen;insg.;871;621;250;6;3;3;33;23;10;39;26;13;76;55;21;129;98;31;595;425;170;32;17;15;627;442;185;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9761000;Augsburg;insg.;897;686;211;8;4;4;40;34;6;48;38;10;103;79;24;116;87;29;582;452;130;48;30;18;630;482;148;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5378004;Bergisch Gladbach;insg.;182;130;52;2;1;1;6;2;4;8;3;5;26;21;5;22;14;8;115;85;30;11;7;4;126;92;34;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;11000000;Berlin;insg.;13151;10050;3101;64;35;29;574;405;169;638;440;198;1171;860;311;1187;947;240;9621;7452;2169;534;351;183;10155;7803;2352;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5711000;Bielefeld;insg.;752;536;216;3;3;0;24;18;6;27;21;6;64;43;21;92;69;23;545;386;159;24;17;7;569;403;166;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5911000;Bochum;insg.;1112;832;280;3;1;2;48;40;8;51;41;10;113;80;33;126;96;30;782;586;196;40;29;11;822;615;207;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5314000;Bonn;insg.;890;658;232;4;1;3;36;29;7;40;30;10;91;64;27;123;99;24;605;447;158;31;18;13;636;465;171;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5512000;Bottrop;insg.;394;249;145;1;1;0;5;4;1;6;5;1;44;37;7;30;21;9;229;147;82;85;39;46;314;186;128;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3101000;Braunschweig;insg.;800;586;214;0;0;0;27;18;9;27;18;9;69;38;31;103;79;24;570;434;136;31;17;14;601;451;150;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;4011000;Bremen;insg.;2010;1546;464;5;3;2;42;32;10;47;35;12;169;136;33;260;216;44;1482;1129;353;52;30;22;1534;1159;375;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;4012000;Bremerhaven;insg.;457;336;121;1;1;0;27;19;8;28;20;8;48;32;16;50;37;13;323;241;82;8;6;2;331;247;84;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;14511000;Chemnitz;insg.;659;516;143;4;1;3;23;13;10;27;14;13;89;71;18;87;75;12;427;340;87;29;16;13;456;356;100;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;12052000;Cottbus;insg.;345;270;75;0;0;0;15;7;8;15;7;8;53;45;8;57;50;7;209;159;50;11;9;2;220;168;52;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;6411000;Darmstadt;insg.;383;291;92;0;0;0;13;10;3;13;10;3;41;34;7;59;46;13;255;192;63;15;9;6;270;201;69;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5913000;Dortmund;insg.;2582;1908;674;7;3;4;141;103;38;148;106;42;248;167;81;261;200;61;1838;1378;460;87;57;30;1925;1435;490;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;14612000;Dresden;insg.;1328;1072;256;5;3;2;33;26;7;38;29;9;99;70;29;168;136;32;977;800;177;46;37;9;1023;837;186;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5112000;Duisburg;insg.;1584;1103;481;7;4;3;112;78;34;119;82;37;185;127;58;166;111;55;1039;728;311;75;55;20;1114;783;331;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5111000;Duesseldorf;insg.;2054;1529;525;6;3;3;68;48;20;74;51;23;152;93;59;245;177;68;1504;1155;349;79;53;26;1583;1208;375;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;16051000;Erfurt;insg.;580;444;136;9;6;3;28;18;10;37;24;13;61;47;14;56;47;9;405;316;89;21;10;11;426;326;100;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9562000;Erlangen;insg.;186;139;47;1;0;1;7;3;4;8;3;5;13;8;5;33;28;5;121;91;30;11;9;2;132;100;32;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5113000;Essen;insg.;1390;937;453;7;4;3;57;46;11;64;50;14;108;66;42;138;88;50;1002;671;331;78;62;16;1080;733;347;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;6412000;Frankfurt am Main;insg.;2962;2262;700;24;13;11;89;64;25;113;77;36;184;128;56;314;232;82;2250;1754;496;101;71;30;2351;1825;526;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8311000;Freiburg im Breisgau;insg.;831;672;159;11;10;1;29;15;14;40;25;15;72;53;19;120;102;18;579;478;101;20;14;6;599;492;107;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9563000;Fuerth;insg.;209;168;41;1;1;0;10;6;4;11;7;4;24;20;4;22;18;4;142;114;28;10;9;1;152;123;29;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5513000;Gelsenkirchen;insg.;720;496;224;5;2;3;33;22;11;38;24;14;73;48;25;70;49;21;510;355;155;29;20;9;539;375;164;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3159016;Goettingen;insg.;389;300;89;0;0;0;15;10;5;15;10;5;15;11;4;48;40;8;302;234;68;9;5;4;311;239;72;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5914000;Hagen;insg.;449;331;118;1;1;0;27;16;11;28;17;11;48;35;13;57;43;14;300;226;74;16;10;6;316;236;80;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;15002000;Halle (Saale);insg.;856;647;209;5;1;4;50;42;8;55;43;12;81;61;20;82;63;19;606;464;142;32;16;16;638;480;158;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;2000000;Hamburg;insg.;6427;4772;1655;22;10;12;333;235;98;355;245;110;461;322;139;680;526;154;4683;3519;1164;248;160;88;4931;3679;1252;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5915000;Hamm;insg.;569;413;156;4;0;4;30;17;13;34;17;17;77;53;24;68;57;11;379;276;103;11;10;1;390;286;104;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3241001;Hannover;insg.;2283;1748;535;15;6;9;72;49;23;87;55;32;171;126;45;271;214;57;1683;1311;372;71;42;29;1754;1353;401;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8221000;Heidelberg;insg.;461;380;81;2;2;0;10;7;3;12;9;3;28;22;6;58;49;9;348;292;56;15;8;7;363;300;63;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8121000;Heilbronn;insg.;333;262;71;0;0;0;8;5;3;8;5;3;36;27;9;45;34;11;235;190;45;9;6;3;244;196;48;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5916000;Herne;insg.;377;266;111;1;0;1;25;16;9;26;16;10;48;26;22;37;27;10;254;190;64;12;7;5;266;197;69;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3254021;Hildesheim;insg.;325;232;93;0;0;0;18;13;5;18;13;5;35;24;11;30;25;5;232;164;68;10;6;4;242;170;72;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9161000;Ingolstadt;insg.;391;314;77;2;1;1;7;6;1;9;7;2;36;26;10;46;40;6;293;239;54;7;2;5;300;241;59;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;16053000;Jena;insg.;252;210;42;1;0;1;8;8;0;9;8;1;33;29;4;41;36;5;162;131;31;7;6;1;169;137;32;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8212000;Karlsruhe;insg.;813;594;219;4;3;1;14;9;5;18;12;6;62;51;11;118;87;31;591;430;161;24;14;10;615;444;171;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;6611000;Kassel;insg.;609;432;177;3;2;1;26;14;12;29;16;13;51;31;20;68;50;18;431;314;117;30;21;9;461;335;126;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;1002000;Kiel;insg.;821;614;207;1;1;0;30;20;10;31;21;10;75;58;17;105;85;20;585;434;151;25;16;9;610;450;160;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;7111000;Koblenz;insg.;442;345;97;1;1;0;14;12;2;15;13;2;32;23;9;66;53;13;317;249;68;12;7;5;329;256;73;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5315000;Koeln;insg.;4840;3427;1413;25;21;4;206;134;72;231;155;76;391;272;119;465;333;132;3572;2554;1018;181;113;68;3753;2667;1086;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5114000;Krefeld;insg.;552;376;176;5;2;3;39;24;15;44;26;18;40;28;12;54;36;18;385;268;117;29;18;11;414;286;128;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;14713000;Leipzig;insg.;1645;1236;409;10;3;7;71;39;32;81;42;39;145;109;36;134;99;35;1216;946;270;69;40;29;1285;986;299;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5316000;Leverkusen;insg.;657;458;199;3;2;1;30;24;6;33;26;7;65;39;26;73;56;17;459;312;147;27;25;2;486;337;149;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;1003000;Luebeck;insg.;842;636;206;6;4;2;21;13;8;27;17;10;77;54;23;110;86;24;587;452;135;41;27;14;628;479;149;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;7314000;Ludwigshafen am Rhein;insg.;703;507;196;0;0;0;54;35;19;54;35;19;82;55;27;71;51;20;464;347;117;32;19;13;496;366;130;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;15003000;Magdeburg;insg.;686;526;160;4;2;2;39;30;9;43;32;11;64;45;19;71;55;16;477;372;105;31;22;9;508;394;114;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;7315000;Mainz;insg.;679;554;125;2;2;0;17;13;4;19;15;4;70;54;16;105;84;21;463;385;78;22;16;6;485;401;84;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8222000;Mannheim;insg.;1075;815;260;11;6;5;44;29;15;55;35;20;88;62;26;103;87;16;787;605;182;42;26;16;829;631;198;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5170024;Moers;insg.;213;152;61;0;0;0;6;5;1;6;5;1;36;26;10;27;23;4;136;91;45;8;7;1;144;98;46;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5116000;Moenchengladbach;insg.;551;371;180;3;2;1;19;10;9;22;12;10;62;46;16;60;41;19;391;262;129;16;10;6;407;272;135;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5117000;Muelheim an der Ruhr;insg.;309;207;102;1;1;0;9;6;3;10;7;3;34;30;4;30;21;9;219;143;76;16;6;10;235;149;86;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9162000;Muenchen;insg.;3576;2698;878;29;19;10;102;64;38;131;83;48;265;190;75;408;313;95;2629;2018;611;143;94;49;2772;2112;660;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5515000;Muenster;insg.;763;592;171;3;3;0;23;16;7;26;19;7;75;51;24;101;75;26;535;424;111;26;23;3;561;447;114;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5162024;Neuss;insg.;300;196;104;2;0;2;20;17;3;22;17;5;19;11;8;42;24;18;203;133;70;14;11;3;217;144;73;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;9564000;Nuernberg;insg.;1464;1147;317;2;1;1;49;29;20;51;30;21;119;85;34;177;150;27;1067;847;220;50;35;15;1117;882;235;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5119000;Oberhausen;insg.;416;293;123;5;3;2;14;10;4;19;13;6;38;26;12;63;49;14;285;197;88;11;8;3;296;205;91;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;6413000;Offenbach am Main;insg.;316;235;81;2;0;2;11;6;5;13;6;7;25;18;7;24;16;8;243;185;58;11;10;1;254;195;59;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3403000;Oldenburg (Oldenburg);insg.;477;338;139;0;0;0;11;9;2;11;9;2;41;31;10;74;48;26;336;239;97;15;11;4;351;250;101;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;3404000;Osnabrueck;insg.;814;582;232;2;0;2;14;12;2;16;12;4;61;36;25;109;91;18;607;430;177;21;13;8;628;443;185;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;5774032;Paderborn;insg.;321;230;91;0;0;0;16;15;1;16;15;1;32;21;11;30;21;9;235;166;69;8;7;1;243;173;70;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;8231000;Pforzheim;insg.;314;233;81;3;3;0;15;11;4;18;14;4;35;17;18;50;33;17;202;162;40;9;7;2;211;169;42;2017
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien;12054000;Potsdam;insg.;288;226;62;2;2;0;17;14;3;19;16;3;21;17;4;43;39;4;191;145;46;14;9;5;205;154;51;2017
