Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,12054000,Potsdam,M,74,0,0,0,2,6,8,9,10,19,7,34,4,1,5,6,19,5,3,2,40,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,12054000,Potsdam,W,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,12054000,Potsdam,X,78,0,0,0,2,6,8,9,11,20,7,35,5,1,6,6,20,6,3,2,43,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5562032,Recklinghausen,M,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,8,9,3,1,25,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5562032,Recklinghausen,W,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5562032,Recklinghausen,X,27,0,0,0,0,1,1,0,0,0,0,1,0,3,3,1,8,9,3,2,26,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9362000,Regensburg,M,88,0,0,0,0,0,0,5,7,12,10,22,5,4,9,13,26,13,2,3,66,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9362000,Regensburg,W,7,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,1,0,0,0,6,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9362000,Regensburg,X,95,0,0,0,0,0,0,5,7,12,11,23,6,5,11,16,27,13,2,3,72,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5120000,Remscheid,M,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,1,0,9,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5120000,Remscheid,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5120000,Remscheid,X,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,1,0,9,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8415061,Reutlingen,M,27,0,0,0,0,1,1,2,5,7,2,10,1,2,3,4,5,3,1,1,17,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8415061,Reutlingen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8415061,Reutlingen,X,27,0,0,0,0,1,1,2,5,7,2,10,1,2,3,4,5,3,1,1,17,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,13003000,Rostock,M,40,0,0,0,3,4,7,5,4,9,3,19,3,1,4,2,11,3,0,1,21,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,13003000,Rostock,W,5,0,0,0,0,2,2,0,1,1,2,5,0,0,0,0,0,0,0,0,0,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,13003000,Rostock,X,45,0,0,0,3,6,9,5,5,10,5,24,3,1,4,2,11,3,0,1,21,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,10041100,Saarbrücken,M,42,0,0,0,0,2,2,3,5,8,3,13,2,1,3,5,8,6,4,3,29,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,10041100,Saarbrücken,W,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,10041100,Saarbrücken,X,43,0,0,0,0,2,2,4,5,9,3,14,2,1,3,5,8,6,4,3,29,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3102000,Salzgitter,M,14,0,0,0,2,1,3,2,1,3,1,7,0,0,0,1,5,1,0,0,7,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3102000,Salzgitter,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3102000,Salzgitter,X,14,0,0,0,2,1,3,2,1,3,1,7,0,0,0,1,5,1,0,0,7,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,13004000,Schwerin,M,33,0,1,0,1,1,3,2,3,5,2,10,2,3,5,3,9,5,1,0,23,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,13004000,Schwerin,W,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,13004000,Schwerin,X,35,0,1,0,1,2,4,2,3,5,2,11,2,3,5,3,10,5,1,0,24,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5970040,Siegen,M,27,0,0,0,1,1,2,1,0,1,3,6,3,2,5,4,5,6,1,0,21,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5970040,Siegen,W,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,4,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5970040,Siegen,X,31,0,0,0,1,1,2,1,0,1,3,6,4,3,7,4,6,7,1,0,25,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5122000,Solingen,M,21,0,0,0,0,0,0,1,0,1,3,4,0,3,3,4,7,3,0,0,17,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5122000,Solingen,W,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5122000,Solingen,X,24,0,0,0,0,1,1,1,0,1,3,5,0,3,3,4,9,3,0,0,19,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8111000,Stuttgart,M,77,0,2,1,1,2,6,11,14,25,11,42,9,2,11,6,9,7,0,2,35,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8111000,Stuttgart,W,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,4,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8111000,Stuttgart,X,82,0,2,1,1,2,6,11,14,25,12,43,9,2,11,6,11,7,0,4,39,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,7211000,Trier,M,33,0,1,0,1,0,2,1,0,1,4,7,2,1,3,8,14,0,1,0,26,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,7211000,Trier,W,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,7211000,Trier,X,36,0,1,0,1,0,2,1,0,1,5,8,2,1,3,8,15,1,1,0,28,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8421000,Ulm,M,30,0,0,0,0,0,0,0,4,4,4,8,2,2,4,2,9,6,1,0,22,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8421000,Ulm,W,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8421000,Ulm,X,33,0,0,0,0,0,0,0,4,4,5,9,2,2,4,2,10,7,1,0,24,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6414000,Wiesbaden,M,45,0,0,0,1,2,3,1,4,5,10,18,2,2,4,6,11,4,2,0,27,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6414000,Wiesbaden,W,3,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,1,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6414000,Wiesbaden,X,48,0,0,0,1,2,3,2,5,7,10,20,2,2,4,6,12,4,2,0,28,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3103000,Wolfsburg,M,32,0,0,0,0,2,2,5,0,5,1,8,3,1,4,4,7,7,1,1,24,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3103000,Wolfsburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3103000,Wolfsburg,X,32,0,0,0,0,2,2,5,0,5,1,8,3,1,4,4,7,7,1,1,24,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5124000,Wuppertal,M,24,0,0,0,3,1,4,0,2,2,2,8,2,1,3,3,4,4,0,2,16,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5124000,Wuppertal,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5124000,Wuppertal,X,25,0,0,0,3,1,4,0,2,2,2,8,2,1,3,3,5,4,0,2,17,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9663000,Würzburg,M,36,0,0,0,0,0,0,2,2,4,9,13,2,0,2,4,8,7,2,0,23,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9663000,Würzburg,W,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2021
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9663000,Würzburg,X,38,0,0,0,0,0,0,2,2,4,10,14,2,0,2,5,8,7,2,0,24,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5334002,Aachen,M,57,0,0,0,2,0,2,1,2,3,2,7,4,3,7,6,22,10,4,1,50,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5334002,Aachen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5334002,Aachen,X,57,0,0,0,2,0,2,1,2,3,2,7,4,3,7,6,22,10,4,1,50,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9761000,Augsburg,M,22,0,0,0,0,2,2,3,2,5,3,10,1,1,2,2,2,6,0,0,12,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9761000,Augsburg,W,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9761000,Augsburg,X,24,0,0,0,0,2,2,3,2,5,4,11,1,1,2,2,2,6,1,0,13,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5378004,Bergisch Gladbach,M,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,0,5,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5378004,Bergisch Gladbach,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5378004,Bergisch Gladbach,X,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,1,0,6,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,11000000,Berlin,M,"1,089",0,0,0,0,17,17,54,68,122,103,242,79,67,146,196,314,150,33,8,847,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,11000000,Berlin,W,54,0,0,0,0,0,0,1,4,5,8,13,3,3,6,12,15,4,2,2,41,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,11000000,Berlin,X,"1,143",0,0,0,0,17,17,55,72,127,111,255,82,70,152,208,329,154,35,10,888,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5711000,Bielefeld,M,68,0,0,0,0,0,0,3,3,6,15,21,5,7,12,10,7,12,4,2,47,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5711000,Bielefeld,W,12,0,0,0,0,1,1,2,2,4,3,8,0,0,0,1,2,1,0,0,4,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5711000,Bielefeld,X,80,0,0,0,0,1,1,5,5,10,18,29,5,7,12,11,9,13,4,2,51,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5911000,Bochum,M,41,0,0,0,0,0,0,3,2,5,7,12,0,2,2,9,9,5,3,1,29,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5911000,Bochum,W,10,0,0,0,0,0,0,3,2,5,1,6,0,0,0,2,0,1,1,0,4,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5911000,Bochum,X,51,0,0,0,0,0,0,6,4,10,8,18,0,2,2,11,9,6,4,1,33,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5314000,Bonn,M,61,0,0,0,0,1,1,5,8,13,3,17,4,3,7,12,17,8,0,0,44,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5314000,Bonn,W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5314000,Bonn,X,65,0,0,0,0,1,1,5,8,13,3,17,4,3,7,13,19,8,1,0,48,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5512000,Bottrop,M,19,0,0,0,0,0,0,0,0,0,4,4,1,4,5,2,1,3,2,2,15,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5512000,Bottrop,W,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5512000,Bottrop,X,21,0,0,0,0,0,0,0,0,0,5,5,1,4,5,3,1,3,2,2,16,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,3101000,Braunschweig,M,50,0,0,0,0,0,0,2,0,2,7,9,2,1,3,9,18,9,1,1,41,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,3101000,Braunschweig,W,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,3101000,Braunschweig,X,53,0,0,0,0,0,0,2,0,2,7,9,2,3,5,9,18,10,1,1,44,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,4011000,Bremen,M,82,0,0,0,0,0,0,4,10,14,5,19,5,7,12,6,25,17,3,0,63,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,4011000,Bremen,W,8,0,0,0,0,2,2,0,1,1,0,3,0,1,1,0,3,0,1,0,5,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,4011000,Bremen,X,90,0,0,0,0,2,2,4,11,15,5,22,5,8,13,6,28,17,4,0,68,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,4012000,Bremerhaven,M,32,0,0,0,0,0,0,1,0,1,3,4,2,1,3,1,14,7,3,0,28,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,4012000,Bremerhaven,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,4012000,Bremerhaven,X,34,0,0,0,0,0,0,1,0,1,3,4,2,1,3,1,16,7,3,0,30,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,14511000,Chemnitz,M,71,0,0,0,0,0,0,1,5,6,7,13,1,2,3,11,29,10,4,1,58,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,14511000,Chemnitz,W,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,0,6,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,14511000,Chemnitz,X,77,0,0,0,0,0,0,1,5,6,7,13,2,3,5,11,32,11,4,1,64,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,12052000,Cottbus,M,19,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,10,2,1,0,19,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,12052000,Cottbus,W,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,3,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,12052000,Cottbus,X,22,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,12,2,1,0,22,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,6411000,Darmstadt,M,57,0,0,0,0,0,0,3,8,11,9,20,5,1,6,7,15,6,2,1,37,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,6411000,Darmstadt,W,5,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,2,0,0,0,4,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,6411000,Darmstadt,X,62,0,0,0,0,0,0,4,8,12,9,21,5,3,8,7,17,6,2,1,41,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5913000,Dortmund,M,148,0,0,0,0,2,2,5,12,17,18,37,14,10,24,19,37,21,6,4,111,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5913000,Dortmund,W,13,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,4,2,0,12,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5913000,Dortmund,X,161,0,0,0,0,2,2,5,12,17,19,38,15,11,26,20,40,25,8,4,123,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,14612000,Dresden,M,114,0,0,0,0,0,0,1,0,1,4,5,10,11,21,24,46,14,3,1,109,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,14612000,Dresden,W,9,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,1,3,1,1,7,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,14612000,Dresden,X,123,0,0,0,0,0,0,2,0,2,5,7,10,12,22,24,47,17,4,2,116,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5112000,Duisburg,M,108,0,0,0,0,1,1,10,9,19,13,33,8,10,18,10,31,13,3,0,75,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5112000,Duisburg,W,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,6,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5112000,Duisburg,X,114,0,0,0,0,1,1,10,9,19,13,33,10,10,20,12,32,14,3,0,81,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5111000,Düsseldorf,M,146,0,0,0,0,1,1,5,16,21,14,36,10,8,18,24,37,22,7,2,110,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5111000,Düsseldorf,W,16,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,6,4,1,1,15,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5111000,Düsseldorf,X,162,0,0,0,0,1,1,6,16,22,14,37,11,9,20,25,43,26,8,3,125,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,16051000,Erfurt,M,65,0,0,0,0,1,1,0,2,2,7,10,5,2,7,5,34,7,2,0,55,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,16051000,Erfurt,W,6,0,0,0,0,0,0,3,0,3,0,3,0,1,1,0,2,0,0,0,3,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,16051000,Erfurt,X,71,0,0,0,0,1,1,3,2,5,7,13,5,3,8,5,36,7,2,0,58,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9562000,Erlangen,M,9,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,1,3,1,0,8,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9562000,Erlangen,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9562000,Erlangen,X,10,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,2,3,1,0,9,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5113000,Essen,M,129,0,0,0,0,1,1,3,5,8,8,17,12,12,24,24,34,18,6,6,112,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5113000,Essen,W,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3,0,4,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5113000,Essen,X,134,0,0,0,0,1,1,4,5,9,8,18,12,12,24,25,34,18,9,6,116,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,6412000,Frankfurt am Main,M,252,0,0,0,2,2,4,11,27,38,31,73,16,8,24,37,60,45,11,2,179,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,6412000,Frankfurt am Main,W,22,0,0,0,0,0,0,0,1,1,2,3,1,3,4,4,8,3,0,0,19,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,6412000,Frankfurt am Main,X,274,0,0,0,2,2,4,11,28,39,33,76,17,11,28,41,68,48,11,2,198,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,8311000,Freiburg im Breisgau,M,39,0,0,0,0,1,1,2,4,6,4,11,3,3,6,8,10,3,1,0,28,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,8311000,Freiburg im Breisgau,W,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,4,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,8311000,Freiburg im Breisgau,X,44,0,0,0,0,1,1,3,4,7,4,12,3,3,6,10,11,4,1,0,32,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9563000,Fürth,M,10,0,0,0,0,0,0,0,2,2,1,3,1,0,1,4,0,0,1,1,7,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9563000,Fürth,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,9563000,Fürth,X,11,0,0,0,0,0,0,0,2,2,1,3,1,0,1,4,0,0,1,2,8,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5513000,Gelsenkirchen,M,92,0,0,0,0,0,0,5,6,11,11,22,4,6,10,19,25,11,5,0,70,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5513000,Gelsenkirchen,W,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5513000,Gelsenkirchen,X,94,0,0,0,0,0,0,5,6,11,12,23,4,6,10,19,26,11,5,0,71,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,3159016,Göttingen,M,27,0,0,0,0,0,0,0,2,2,3,5,2,3,5,5,8,3,1,0,22,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,3159016,Göttingen,W,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,0,0,6,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,3159016,Göttingen,X,34,0,0,0,0,0,0,0,2,2,4,6,2,3,5,6,11,5,1,0,28,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5754008,Gütersloh,M,15,0,0,0,0,0,0,3,0,3,1,4,1,2,3,2,4,2,0,0,11,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5754008,Gütersloh,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5754008,Gütersloh,X,15,0,0,0,0,0,0,3,0,3,1,4,1,2,3,2,4,2,0,0,11,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5914000,Hagen,M,47,0,0,0,2,1,3,3,3,6,7,16,4,1,5,9,10,7,0,0,31,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5914000,Hagen,W,3,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5914000,Hagen,X,50,0,0,0,2,1,3,4,3,7,7,17,5,1,6,9,11,7,0,0,33,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,15002000,Halle (Saale),M,62,0,0,0,0,0,0,0,3,3,3,6,2,3,5,6,31,12,1,1,56,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,15002000,Halle (Saale),W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,15002000,Halle (Saale),X,63,0,0,0,0,0,0,0,3,3,3,6,2,3,5,6,32,12,1,1,57,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,2000000,Hamburg,M,310,1,2,0,0,4,7,11,11,22,24,53,20,26,46,39,100,51,17,4,257,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,2000000,Hamburg,W,23,0,0,0,0,0,0,2,1,3,3,6,0,0,0,1,8,6,2,0,17,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,2000000,Hamburg,X,333,1,2,0,0,4,7,13,12,25,27,59,20,26,46,40,108,57,19,4,274,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5915000,Hamm,M,59,0,0,0,0,0,0,2,2,4,3,7,2,3,5,8,19,12,7,1,52,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5915000,Hamm,W,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,2,2,1,0,7,2021
*50*00,Diebstahl insgesamt an/aus Kraftfahrzeugen,5915000,Hamm,X,67,0,0,0,0,1,1,2,2,4,3,8,2,3,5,10,21,14,8,1,59,2021
