Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5774032,Paderborn,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5774032,Paderborn,X,6,0,0,0,0,0,0,2,0,2,3,5,0,0,0,1,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8231000,Pforzheim,M,12,0,0,0,0,2,2,4,0,4,5,11,0,0,0,0,1,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8231000,Pforzheim,W,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8231000,Pforzheim,X,13,0,0,0,1,2,3,4,0,4,5,12,0,0,0,0,1,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,12054000,Potsdam,M,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,7,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,12054000,Potsdam,W,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,12054000,Potsdam,X,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,1,0,8,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5562032,Recklinghausen,M,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5562032,Recklinghausen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5562032,Recklinghausen,X,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,9362000,Regensburg,M,5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,4,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,9362000,Regensburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,9362000,Regensburg,X,5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,4,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5120000,Remscheid,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5120000,Remscheid,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5120000,Remscheid,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8415061,Reutlingen,M,11,0,0,0,0,0,0,7,1,8,3,11,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8415061,Reutlingen,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8415061,Reutlingen,X,12,0,0,0,0,0,0,7,1,8,3,11,0,0,0,1,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,13003000,Rostock,M,8,0,0,0,0,0,0,0,0,0,4,4,1,1,2,0,2,0,0,0,4,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,13003000,Rostock,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,13003000,Rostock,X,8,0,0,0,0,0,0,0,0,0,4,4,1,1,2,0,2,0,0,0,4,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,10041100,Saarbrücken,M,13,0,0,0,0,0,0,3,3,6,2,8,1,0,1,0,1,3,0,0,5,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,10041100,Saarbrücken,W,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,10041100,Saarbrücken,X,14,0,0,0,0,0,0,4,3,7,2,9,1,0,1,0,1,3,0,0,5,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,3102000,Salzgitter,M,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,3102000,Salzgitter,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,3102000,Salzgitter,X,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,13004000,Schwerin,M,5,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,0,0,0,3,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,13004000,Schwerin,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,13004000,Schwerin,X,5,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,0,0,0,3,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5970040,Siegen,M,7,0,0,0,0,0,0,0,0,0,4,4,0,1,1,1,1,0,0,0,3,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5970040,Siegen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5970040,Siegen,X,7,0,0,0,0,0,0,0,0,0,4,4,0,1,1,1,1,0,0,0,3,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5122000,Solingen,M,7,0,0,0,0,0,0,1,3,4,1,5,0,1,1,1,0,0,0,0,2,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5122000,Solingen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5122000,Solingen,X,7,0,0,0,0,0,0,1,3,4,1,5,0,1,1,1,0,0,0,0,2,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8111000,Stuttgart,M,29,0,0,0,0,0,0,8,6,14,3,17,3,2,5,1,4,1,1,0,12,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8111000,Stuttgart,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8111000,Stuttgart,X,29,0,0,0,0,0,0,8,6,14,3,17,3,2,5,1,4,1,1,0,12,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,7211000,Trier,M,8,0,0,0,0,1,1,3,1,4,2,7,1,0,1,0,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,7211000,Trier,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,7211000,Trier,X,8,0,0,0,0,1,1,3,1,4,2,7,1,0,1,0,0,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8421000,Ulm,M,3,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8421000,Ulm,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,8421000,Ulm,X,3,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,6414000,Wiesbaden,M,40,0,0,0,0,0,0,11,11,22,11,33,1,0,1,2,2,0,2,0,7,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,6414000,Wiesbaden,W,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,6414000,Wiesbaden,X,42,0,0,0,0,0,0,12,11,23,11,34,1,0,1,2,3,0,2,0,8,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,3103000,Wolfsburg,M,14,0,0,0,0,0,0,2,3,5,2,7,0,1,1,2,3,0,1,0,7,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,3103000,Wolfsburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,3103000,Wolfsburg,X,14,0,0,0,0,0,0,2,3,5,2,7,0,1,1,2,3,0,1,0,7,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5124000,Wuppertal,M,15,0,0,0,0,0,0,1,2,3,3,6,3,0,3,1,4,1,0,0,9,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5124000,Wuppertal,W,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,5124000,Wuppertal,X,18,0,0,0,0,0,0,1,2,3,4,7,3,0,3,2,4,1,0,1,11,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,9663000,Würzburg,M,6,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,0,0,0,0,5,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,9663000,Würzburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***200,Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme,9663000,Würzburg,X,6,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,0,0,0,0,5,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5334002,Aachen,M,87,0,0,0,0,1,1,4,8,12,19,32,4,3,7,12,24,9,2,1,55,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5334002,Aachen,W,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,0,0,0,5,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5334002,Aachen,X,93,0,0,0,0,1,1,4,9,13,19,33,4,3,7,14,27,9,2,1,60,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9761000,Augsburg,M,98,0,0,0,0,6,6,16,14,30,12,48,5,3,8,5,11,16,8,2,50,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9761000,Augsburg,W,8,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,3,2,0,1,6,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9761000,Augsburg,X,106,0,0,0,0,6,6,16,16,32,12,50,5,3,8,5,14,18,8,3,56,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5378004,Bergisch Gladbach,M,23,0,0,0,0,2,2,2,1,3,0,5,2,2,4,4,8,2,0,0,18,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5378004,Bergisch Gladbach,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5378004,Bergisch Gladbach,X,23,0,0,0,0,2,2,2,1,3,0,5,2,2,4,4,8,2,0,0,18,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,11000000,Berlin,M,"1,029",0,1,4,16,41,62,110,132,242,113,417,56,32,88,111,229,119,46,19,612,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,11000000,Berlin,W,57,0,0,2,1,2,5,4,4,8,3,16,3,2,5,8,15,10,3,0,41,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,11000000,Berlin,X,"1,086",0,1,6,17,43,67,114,136,250,116,433,59,34,93,119,244,129,49,19,653,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5711000,Bielefeld,M,72,0,0,1,0,3,4,4,9,13,11,28,6,2,8,10,16,8,2,0,44,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5711000,Bielefeld,W,7,0,0,1,0,0,1,0,2,2,0,3,0,1,1,1,1,0,1,0,4,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5711000,Bielefeld,X,79,0,0,2,0,3,5,4,11,15,11,31,6,3,9,11,17,8,3,0,48,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5911000,Bochum,M,59,0,0,0,0,4,4,8,7,15,12,31,2,1,3,9,7,7,1,1,28,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5911000,Bochum,W,4,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,2,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5911000,Bochum,X,63,0,0,0,0,4,4,8,8,16,13,33,2,1,3,10,7,7,2,1,30,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5314000,Bonn,M,120,0,0,0,0,4,4,13,11,24,19,47,2,6,8,9,31,18,6,1,73,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5314000,Bonn,W,7,0,0,0,0,0,0,0,1,1,1,2,1,2,3,1,0,0,1,0,5,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5314000,Bonn,X,127,0,0,0,0,4,4,13,12,25,20,49,3,8,11,10,31,18,7,1,78,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5512000,Bottrop,M,18,0,0,0,0,0,0,1,0,1,2,3,1,1,2,0,6,6,1,0,15,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5512000,Bottrop,W,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,7,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5512000,Bottrop,X,25,0,0,0,0,0,0,1,0,1,2,3,1,2,3,4,7,7,1,0,22,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3101000,Braunschweig,M,148,0,0,0,0,1,1,12,24,36,17,54,10,9,19,25,20,20,8,2,94,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3101000,Braunschweig,W,8,0,0,0,0,0,0,0,1,1,0,1,0,2,2,1,2,2,0,0,7,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3101000,Braunschweig,X,156,0,0,0,0,1,1,12,25,37,17,55,10,11,21,26,22,22,8,2,101,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,4011000,Bremen,M,210,0,0,0,0,8,8,14,19,33,23,64,18,9,27,31,54,22,11,1,146,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,4011000,Bremen,W,12,0,0,0,1,1,2,0,2,2,3,7,1,0,1,0,3,1,0,0,5,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,4011000,Bremen,X,222,0,0,0,1,9,10,14,21,35,26,71,19,9,28,31,57,23,11,1,151,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,4012000,Bremerhaven,M,61,0,0,0,1,3,4,8,7,15,8,27,3,5,8,3,16,5,2,0,34,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,4012000,Bremerhaven,W,5,0,0,0,0,1,1,1,0,1,1,3,1,0,1,0,1,0,0,0,2,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,4012000,Bremerhaven,X,66,0,0,0,1,4,5,9,7,16,9,30,4,5,9,3,17,5,2,0,36,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,14511000,Chemnitz,M,127,0,0,0,1,0,1,9,5,14,5,20,4,14,18,31,44,5,6,3,107,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,14511000,Chemnitz,W,16,0,0,0,0,0,0,0,1,1,3,4,0,0,0,3,7,1,1,0,12,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,14511000,Chemnitz,X,143,0,0,0,1,0,1,9,6,15,8,24,4,14,18,34,51,6,7,3,119,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,12052000,Cottbus,M,68,0,0,0,0,1,1,1,8,9,16,26,6,4,10,11,16,3,2,0,42,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,12052000,Cottbus,W,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3,1,0,0,7,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,12052000,Cottbus,X,76,0,0,0,0,1,1,1,8,9,17,27,6,5,11,13,19,4,2,0,49,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6411000,Darmstadt,M,49,0,0,0,0,1,1,3,3,6,9,16,0,2,2,6,11,8,4,2,33,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6411000,Darmstadt,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6411000,Darmstadt,X,50,0,0,0,0,1,1,3,3,6,9,16,0,2,2,6,12,8,4,2,34,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5913000,Dortmund,M,146,0,1,2,2,4,9,10,12,22,13,44,7,6,13,28,27,27,5,2,102,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5913000,Dortmund,W,11,0,0,1,0,0,1,1,1,2,0,3,1,1,2,0,2,1,2,1,8,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5913000,Dortmund,X,157,0,1,3,2,4,10,11,13,24,13,47,8,7,15,28,29,28,7,3,110,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,14612000,Dresden,M,255,0,0,1,0,4,5,2,7,9,8,22,10,14,24,69,99,34,5,2,233,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,14612000,Dresden,W,43,0,0,0,1,1,2,1,0,1,6,9,2,4,6,13,12,1,0,2,34,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,14612000,Dresden,X,298,0,0,1,1,5,7,3,7,10,14,31,12,18,30,82,111,35,5,4,267,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5112000,Duisburg,M,150,0,1,1,4,9,15,14,9,23,13,51,5,16,21,14,37,22,3,2,99,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5112000,Duisburg,W,10,0,0,0,1,0,1,0,0,0,1,2,1,0,1,1,4,1,1,0,8,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5112000,Duisburg,X,160,0,1,1,5,9,16,14,9,23,14,53,6,16,22,15,41,23,4,2,107,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5111000,Düsseldorf,M,174,0,0,1,2,4,7,16,37,53,27,87,4,10,14,15,33,14,7,4,87,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5111000,Düsseldorf,W,12,0,0,0,0,0,0,1,1,2,2,4,1,1,2,2,3,1,0,0,8,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5111000,Düsseldorf,X,186,0,0,1,2,4,7,17,38,55,29,91,5,11,16,17,36,15,7,4,95,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,16051000,Erfurt,M,104,0,0,1,1,3,5,5,8,13,13,31,4,3,7,15,35,14,2,0,73,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,16051000,Erfurt,W,12,0,0,0,0,0,0,1,1,2,1,3,1,1,2,1,6,0,0,0,9,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,16051000,Erfurt,X,116,0,0,1,1,3,5,6,9,15,14,34,5,4,9,16,41,14,2,0,82,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9562000,Erlangen,M,79,0,0,1,2,3,6,6,6,12,10,28,5,3,8,12,15,11,3,2,51,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9562000,Erlangen,W,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,6,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9562000,Erlangen,X,85,0,0,1,2,3,6,6,6,12,10,28,6,4,10,14,16,12,3,2,57,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5113000,Essen,M,105,0,0,2,0,6,8,7,12,19,17,44,5,5,10,20,19,12,0,0,61,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5113000,Essen,W,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5113000,Essen,X,108,0,0,2,0,6,8,7,12,19,18,45,6,5,11,20,20,12,0,0,63,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6412000,Frankfurt am Main,M,259,0,0,1,1,8,10,22,22,44,29,83,19,14,33,18,58,47,17,3,176,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6412000,Frankfurt am Main,W,10,0,0,0,0,0,0,0,1,1,1,2,2,1,3,0,4,1,0,0,8,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,6412000,Frankfurt am Main,X,269,0,0,1,1,8,10,22,23,45,30,85,21,15,36,18,62,48,17,3,184,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8311000,Freiburg im Breisgau,M,131,0,0,0,1,5,6,7,18,25,22,53,11,10,21,17,23,11,2,4,78,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8311000,Freiburg im Breisgau,W,9,0,0,0,0,1,1,0,3,3,1,5,0,0,0,2,1,1,0,0,4,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,8311000,Freiburg im Breisgau,X,140,0,0,0,1,6,7,7,21,28,23,58,11,10,21,19,24,12,2,4,82,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9563000,Fürth,M,51,0,0,0,0,1,1,1,11,12,6,19,3,2,5,13,10,3,1,0,32,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9563000,Fürth,W,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,6,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,9563000,Fürth,X,57,0,0,0,0,1,1,1,11,12,6,19,3,2,5,14,13,4,2,0,38,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5513000,Gelsenkirchen,M,85,0,0,1,2,4,7,9,9,18,9,34,6,5,11,4,16,14,5,1,51,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5513000,Gelsenkirchen,W,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,5513000,Gelsenkirchen,X,87,0,0,1,2,4,7,9,9,18,9,34,7,5,12,4,17,14,5,1,53,2017
***300,Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme,3159016,Göttingen,M,112,0,0,0,3,6,9,10,12,22,20,51,5,6,11,9,28,5,6,2,61,2017
