Schluessel,Straftat,Gemeindeschluessel,Stadt,Fallstatus,Oper insgesamt,Opfer maennlich,Opfer weiblich,Opfer - Kinder bis unter 6 Jahre - insgesamt,Opfer - Kinder bis unter 6 Jahre - maennlich,Opfer - Kinder bis unter 6 Jahre - weiblich,Opfer Kinder 6 bis unter 14 Jahre - insgesamt,Opfer Kinder 6 bis unter 14 Jahre - maennlich,Opfer Kinder 6 bis unter 14 Jahre - weiblich,Opfer Kinder bis 14 Jahre- insgesamt,Opfer Kinder bis 14 Jahre- maennlich,Opfer Kinder bis 14 Jahre- weiblich,Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt,Opfer Jugendliche 14 bis unter 18 Jahre - maennlich,Opfer Jugendliche 14 bis unter 18 Jahre - weiblich,Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt,Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich,Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich,Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt,Opfer Erwachsene 21 bis unter 60 Jahre - maennlich,Opfer Erwachsene 21 bis unter 60 Jahre - weiblich,Opfer - Erwachsene 60 Jahre und aelter - insgesamt,Opfer - Erwachsene 60 Jahre und aelter - maennlich,Opfer - Erwachsene 60 Jahre und aelter - weiblich,Opfer Erwachsene - insgesamt,Opfer Erwachsene - maennlich,Opfer Erwachsene - weiblich,Jahr
892000,Gewaltkriminalitaet,9564000,Nuernberg,insg.,2109,1540,569,19,17,2,48,36,12,67,53,14,160,114,46,237,184,53,1545,1132,413,100,57,43,1645,1189,456,2016
892000,Gewaltkriminalitaet,5119000,Oberhausen,insg.,688,461,227,0,0,0,25,17,8,25,17,8,81,61,20,82,66,16,442,294,148,58,23,35,500,317,183,2016
892000,Gewaltkriminalitaet,6413000,Offenbach am Main,insg.,412,282,130,1,0,1,17,12,5,18,12,6,38,30,8,37,22,15,300,206,94,19,12,7,319,218,101,2016
892000,Gewaltkriminalitaet,3403000,Oldenburg (Oldenburg),insg.,630,444,186,0,0,0,14,13,1,14,13,1,71,52,19,95,57,38,427,307,120,23,15,8,450,322,128,2016
892000,Gewaltkriminalitaet,3404000,Osnabrueck,insg.,968,703,265,6,2,4,11,6,5,17,8,9,69,45,24,108,84,24,734,545,189,40,21,19,774,566,208,2016
892000,Gewaltkriminalitaet,5774032,Paderborn,insg.,533,354,179,0,0,0,12,9,3,12,9,3,41,27,14,66,53,13,384,249,135,30,16,14,414,265,149,2016
892000,Gewaltkriminalitaet,8231000,Pforzheim,insg.,405,302,103,2,1,1,25,19,6,27,20,7,32,20,12,35,21,14,290,230,60,21,11,10,311,241,70,2016
892000,Gewaltkriminalitaet,12054000,Potsdam,insg.,418,323,95,1,1,0,25,21,4,26,22,4,58,52,6,42,36,6,270,200,70,22,13,9,292,213,79,2016
892000,Gewaltkriminalitaet,5562032,Recklinghausen,insg.,526,366,160,1,0,1,13,12,1,14,12,2,76,51,25,61,45,16,344,240,104,31,18,13,375,258,117,2016
892000,Gewaltkriminalitaet,9362000,Regensburg,insg.,559,424,135,0,0,0,15,7,8,15,7,8,52,42,10,65,55,10,413,312,101,14,8,6,427,320,107,2016
892000,Gewaltkriminalitaet,5120000,Remscheid,insg.,314,196,118,2,2,0,16,9,7,18,11,7,39,21,18,38,23,15,202,132,70,17,9,8,219,141,78,2016
892000,Gewaltkriminalitaet,8415061,Reutlingen,insg.,358,247,111,1,1,0,7,4,3,8,5,3,38,25,13,46,39,7,256,171,85,10,7,3,266,178,88,2016
892000,Gewaltkriminalitaet,13003000,Rostock,insg.,674,488,186,4,3,1,35,25,10,39,28,11,64,45,19,53,36,17,481,359,122,37,20,17,518,379,139,2016
892000,Gewaltkriminalitaet,10041100,Saarbruecken,insg.,1202,803,399,3,1,2,35,26,9,38,27,11,114,76,38,171,123,48,831,549,282,48,28,20,879,577,302,2016
892000,Gewaltkriminalitaet,3102000,Salzgitter,insg.,369,243,126,3,2,1,15,12,3,18,14,4,37,22,15,37,28,9,258,166,92,19,13,6,277,179,98,2016
892000,Gewaltkriminalitaet,13004000,Schwerin,insg.,278,214,64,0,0,0,24,19,5,24,19,5,45,36,9,26,23,3,164,124,40,19,12,7,183,136,47,2016
892000,Gewaltkriminalitaet,5970040,Siegen,insg.,383,264,119,0,0,0,13,9,4,13,9,4,33,23,10,50,37,13,276,188,88,11,7,4,287,195,92,2016
892000,Gewaltkriminalitaet,5122000,Solingen,insg.,443,304,139,1,1,0,20,15,5,21,16,5,60,43,17,53,43,10,283,185,98,26,17,9,309,202,107,2016
892000,Gewaltkriminalitaet,8111000,Stuttgart,insg.,3312,2490,822,24,20,4,65,49,16,89,69,20,266,181,85,425,321,104,2425,1862,563,107,57,50,2532,1919,613,2016
892000,Gewaltkriminalitaet,7211000,Trier,insg.,461,351,110,1,1,0,16,12,4,17,13,4,46,33,13,68,58,10,314,237,77,16,10,6,330,247,83,2016
892000,Gewaltkriminalitaet,8421000,Ulm,insg.,524,380,144,5,4,1,12,6,6,17,10,7,38,27,11,65,42,23,383,287,96,21,14,7,404,301,103,2016
892000,Gewaltkriminalitaet,6414000,Wiesbaden,insg.,1174,826,348,4,2,2,48,32,16,52,34,18,157,115,42,129,91,38,783,559,224,53,27,26,836,586,250,2016
892000,Gewaltkriminalitaet,3103000,Wolfsburg,insg.,383,273,110,1,0,1,12,11,1,13,11,2,42,37,5,41,32,9,271,185,86,16,8,8,287,193,94,2016
892000,Gewaltkriminalitaet,5124000,Wuppertal,insg.,1458,994,464,1,1,0,71,48,23,72,49,23,131,91,40,166,106,60,1014,715,299,75,33,42,1089,748,341,2016
892000,Gewaltkriminalitaet,9663000,Wuerzburg,insg.,444,335,109,1,0,1,9,7,2,10,7,3,56,43,13,53,34,19,312,242,70,13,9,4,325,251,74,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5334002,Aachen,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9761000,Augsburg,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5378004,Bergisch Gladbach,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",11000000,Berlin,voll.,38,26,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,32,23,9,4,3,1,36,26,10,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5711000,Bielefeld,voll.,4,2,2,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5911000,Bochum,voll.,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5314000,Bonn,voll.,7,6,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,4,3,1,1,1,0,5,4,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5512000,Bottrop,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3101000,Braunschweig,voll.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",4011000,Bremen,voll.,10,7,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6,4,2,2,1,1,8,5,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",4012000,Bremerhaven,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,3,1,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",14511000,Chemnitz,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6411000,Darmstadt,voll.,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5913000,Dortmund,voll.,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,1,2,8,5,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",14612000,Dresden,voll.,4,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,1,0,3,1,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5112000,Duisburg,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5111000,Duesseldorf,voll.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,2,6,2,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",16051000,Erfurt,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9562000,Erlangen,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5113000,Essen,voll.,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,1,1,8,4,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6412000,Frankfurt am Main,voll.,9,6,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,8,5,3,0,0,0,8,5,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8311000,Freiburg im Breisgau,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,2,1,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9563000,Fuerth,voll.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5513000,Gelsenkirchen,voll.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3152012,Goettingen,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5914000,Hagen,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",15002000,Halle (Saale),voll.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",2000000,Hamburg,voll.,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,1,3,11,5,6,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5915000,Hamm,voll.,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,4,3,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3241001,Hannover,voll.,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,3,2,1,0,1,6,3,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8221000,Heidelberg,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8121000,Heilbronn,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5916000,Herne,voll.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3254021,Hildesheim,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9161000,Ingolstadt,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",16053000,Jena,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8212000,Karlsruhe,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6611000,Kassel,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,3,1,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",1002000,Kiel,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",7111000,Koblenz,voll.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5315000,Koeln,voll.,13,7,6,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,8,4,4,3,2,1,11,6,5,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5114000,Krefeld,voll.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",14713000,Leipzig,voll.,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,3,2,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5316000,Leverkusen,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",1003000,Luebeck,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",7314000,Ludwigshafen am Rhein,voll.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",15003000,Magdeburg,voll.,4,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,2,0,3,3,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",7315000,Mainz,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8222000,Mannheim,voll.,5,1,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,2,1,1,4,1,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5170024,Moers,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5116000,Moenchengladbach,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5117000,Muelheim an der Ruhr,voll.,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9162000,Muenchen,voll.,13,7,6,0,0,0,0,0,0,0,0,0,6,4,2,3,3,0,3,0,3,1,0,1,4,0,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5515000,Muenster,voll.,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5162024,Neuss,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9564000,Nuernberg,voll.,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,4,2,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5119000,Oberhausen,voll.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6413000,Offenbach am Main,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3403000,Oldenburg (Oldenburg),voll.,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,2,3,9,4,5,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3404000,Osnabrueck,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5774032,Paderborn,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8231000,Pforzheim,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",12054000,Potsdam,voll.,2,2,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5562032,Recklinghausen,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9362000,Regensburg,voll.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5120000,Remscheid,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8415061,Reutlingen,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",13003000,Rostock,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",10041100,Saarbruecken,voll.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3102000,Salzgitter,voll.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,2,2,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",13004000,Schwerin,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5970040,Siegen,voll.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5122000,Solingen,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8111000,Stuttgart,voll.,7,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,3,1,2,6,2,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",7211000,Trier,voll.,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8421000,Ulm,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6414000,Wiesbaden,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3103000,Wolfsburg,voll.,3,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5124000,Wuppertal,voll.,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,1,0,1,4,0,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9663000,Wuerzburg,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5334002,Aachen,vers.,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,8,4,0,0,0,12,8,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9761000,Augsburg,vers.,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,3,1,0,0,0,4,3,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5378004,Bergisch Gladbach,vers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",11000000,Berlin,vers.,60,45,15,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0,48,37,11,7,5,2,55,42,13,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5711000,Bielefeld,vers.,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,1,1,10,5,5,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5911000,Bochum,vers.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5314000,Bonn,vers.,12,9,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,8,2,1,0,1,11,8,3,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5512000,Bottrop,vers.,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,2,1,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3101000,Braunschweig,vers.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",4011000,Bremen,vers.,29,19,10,1,1,0,1,1,0,2,2,0,2,1,1,2,2,0,19,13,6,4,1,3,23,14,9,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",4012000,Bremerhaven,vers.,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,5,5,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",14511000,Chemnitz,vers.,31,20,11,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,22,15,7,7,4,3,29,19,10,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6411000,Darmstadt,vers.,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,4,3,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5913000,Dortmund,vers.,22,16,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,21,15,6,0,0,0,21,15,6,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",14612000,Dresden,vers.,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,1,10,9,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5112000,Duisburg,vers.,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,1,1,9,8,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5111000,Duesseldorf,vers.,8,3,5,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,4,1,3,1,0,1,5,1,4,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",16051000,Erfurt,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9562000,Erlangen,vers.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5113000,Essen,vers.,14,12,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,11,1,1,1,0,13,12,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",6412000,Frankfurt am Main,vers.,41,35,6,0,0,0,2,2,0,2,2,0,5,4,1,4,4,0,26,23,3,4,2,2,30,25,5,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8311000,Freiburg im Breisgau,vers.,13,12,1,0,0,0,0,0,0,0,0,0,1,1,0,5,5,0,7,6,1,0,0,0,7,6,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",9563000,Fuerth,vers.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5513000,Gelsenkirchen,vers.,9,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,5,2,1,1,0,8,6,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3152012,Goettingen,vers.,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,1,0,4,2,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5914000,Hagen,vers.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",15002000,Halle (Saale),vers.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",2000000,Hamburg,vers.,64,51,13,2,0,2,4,2,2,6,2,4,3,3,0,8,7,1,46,38,8,1,1,0,47,39,8,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5915000,Hamm,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",3241001,Hannover,vers.,35,26,9,1,0,1,2,1,1,3,1,2,0,0,0,2,1,1,30,24,6,0,0,0,30,24,6,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8221000,Heidelberg,vers.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",8121000,Heilbronn,vers.,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,1,1,0,9,7,2,2016
892500,"Mord, Totschlag und Toetung auf Verlangen",5916000,Herne,vers.,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,4,4,0,2016
