Schluessel,Straftat,Gemeindeschluessel,Stadt,Fallstatus,Oper insgesamt,Opfer maennlich,Opfer weiblich,Opfer - Kinder bis unter 6 Jahre - insgesamt,Opfer - Kinder bis unter 6 Jahre - maennlich,Opfer - Kinder bis unter 6 Jahre - weiblich,Opfer Kinder 6 bis unter 14 Jahre - insgesamt,Opfer Kinder 6 bis unter 14 Jahre - maennlich,Opfer Kinder 6 bis unter 14 Jahre - weiblich,Opfer Kinder bis 14 Jahre- insgesamt,Opfer Kinder bis 14 Jahre- maennlich,Opfer Kinder bis 14 Jahre- weiblich,Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt,Opfer Jugendliche 14 bis unter 18 Jahre - maennlich,Opfer Jugendliche 14 bis unter 18 Jahre - weiblich,Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt,Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich,Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich,Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt,Opfer Erwachsene 21 bis unter 60 Jahre - maennlich,Opfer Erwachsene 21 bis unter 60 Jahre - weiblich,Opfer - Erwachsene 60 Jahre und aelter - insgesamt,Opfer - Erwachsene 60 Jahre und aelter - maennlich,Opfer - Erwachsene 60 Jahre und aelter - weiblich,Opfer Erwachsene - insgesamt,Opfer Erwachsene - maennlich,Opfer Erwachsene - weiblich,Jahr
892000,Gewaltkriminalit t,6611000,Kassel,vers.,113,77,36,0,0,0,0,0,0,0,0,0,4,3,1,8,5,3,95,65,30,6,4,2,101,69,32,2017
892000,Gewaltkriminalit t,1002000,Kiel,vers.,180,128,52,0,0,0,12,7,5,12,7,5,11,9,2,17,15,2,124,89,35,16,8,8,140,97,43,2017
892000,Gewaltkriminalit t,7111000,Koblenz,vers.,102,73,29,1,1,0,3,3,0,4,4,0,7,6,1,10,8,2,70,50,20,11,5,6,81,55,26,2017
892000,Gewaltkriminalit t,5315000,K ln,vers.,1064,690,374,7,6,1,40,30,10,47,36,11,74,49,25,76,52,24,782,505,277,85,48,37,867,553,314,2017
892000,Gewaltkriminalit t,5114000,Krefeld,vers.,160,107,53,3,1,2,9,4,5,12,5,7,13,11,2,9,7,2,112,77,35,14,7,7,126,84,42,2017
892000,Gewaltkriminalit t,14713000,Leipzig,vers.,315,216,99,2,0,2,15,11,4,17,11,6,14,11,3,18,11,7,252,176,76,14,7,7,266,183,83,2017
892000,Gewaltkriminalit t,5316000,Leverkusen,vers.,179,134,45,1,0,1,6,6,0,7,6,1,16,12,4,10,7,3,136,102,34,10,7,3,146,109,37,2017
892000,Gewaltkriminalit t,1003000,L beck,vers.,189,134,55,3,3,0,2,2,0,5,5,0,17,10,7,14,9,5,138,101,37,15,9,6,153,110,43,2017
892000,Gewaltkriminalit t,7314000,Ludwigshafen am Rhein,vers.,209,152,57,0,0,0,23,21,2,23,21,2,39,35,4,15,7,8,124,83,41,8,6,2,132,89,43,2017
892000,Gewaltkriminalit t,15003000,Magdeburg,vers.,156,102,54,3,2,1,9,8,1,12,10,2,13,9,4,13,10,3,110,67,43,8,6,2,118,73,45,2017
892000,Gewaltkriminalit t,7315000,Mainz,vers.,151,120,31,1,1,0,5,4,1,6,5,1,16,10,6,13,12,1,105,86,19,11,7,4,116,93,23,2017
892000,Gewaltkriminalit t,8222000,Mannheim,vers.,206,141,65,2,0,2,20,15,5,22,15,7,4,2,2,18,15,3,146,99,47,16,10,6,162,109,53,2017
892000,Gewaltkriminalit t,5170024,Moers,vers.,35,19,16,0,0,0,0,0,0,0,0,0,6,3,3,3,1,2,24,14,10,2,1,1,26,15,11,2017
892000,Gewaltkriminalit t,5116000,M nchengladbach,vers.,91,57,34,0,0,0,2,1,1,2,1,1,7,5,2,6,4,2,69,43,26,7,4,3,76,47,29,2017
892000,Gewaltkriminalit t,5117000,M lheim an der Ruhr,vers.,74,43,31,0,0,0,3,2,1,3,2,1,8,6,2,4,1,3,51,30,21,8,4,4,59,34,25,2017
892000,Gewaltkriminalit t,9162000,M nchen,vers.,864,617,247,11,7,4,15,9,6,26,16,10,49,33,16,61,36,25,679,503,176,49,29,20,728,532,196,2017
892000,Gewaltkriminalit t,5515000,M nster,vers.,152,114,38,0,0,0,1,0,1,1,0,1,17,14,3,17,10,7,107,83,24,10,7,3,117,90,27,2017
892000,Gewaltkriminalit t,5162024,Neuss,vers.,72,53,19,1,0,1,6,6,0,7,6,1,6,4,2,3,2,1,52,38,14,4,3,1,56,41,15,2017
892000,Gewaltkriminalit t,9564000,N rnberg,vers.,353,243,110,3,1,2,6,3,3,9,4,5,22,14,8,21,17,4,274,194,80,27,14,13,301,208,93,2017
892000,Gewaltkriminalit t,5119000,Oberhausen,vers.,91,65,26,2,1,1,5,4,1,7,5,2,6,4,2,10,7,3,62,44,18,6,5,1,68,49,19,2017
892000,Gewaltkriminalit t,6413000,Offenbach am Main,vers.,87,62,25,0,0,0,2,1,1,2,1,1,10,7,3,8,5,3,60,46,14,7,3,4,67,49,18,2017
892000,Gewaltkriminalit t,3403000,Oldenburg (Oldenburg),vers.,106,74,32,0,0,0,1,1,0,1,1,0,4,3,1,7,5,2,87,59,28,7,6,1,94,65,29,2017
892000,Gewaltkriminalit t,3404000,Osnabr ck,vers.,129,86,43,1,0,1,0,0,0,1,0,1,6,3,3,17,12,5,99,68,31,6,3,3,105,71,34,2017
892000,Gewaltkriminalit t,5774032,Paderborn,vers.,97,75,22,0,0,0,2,2,0,2,2,0,10,10,0,13,11,2,70,50,20,2,2,0,72,52,20,2017
892000,Gewaltkriminalit t,8231000,Pforzheim,vers.,56,38,18,1,1,0,3,3,0,4,4,0,3,1,2,6,3,3,37,27,10,6,3,3,43,30,13,2017
892000,Gewaltkriminalit t,12054000,Potsdam,vers.,88,56,32,1,1,0,6,4,2,7,5,2,7,5,2,6,5,1,62,38,24,6,3,3,68,41,27,2017
892000,Gewaltkriminalit t,5562032,Recklinghausen,vers.,109,74,35,0,0,0,12,11,1,12,11,1,15,9,6,15,10,5,58,38,20,9,6,3,67,44,23,2017
892000,Gewaltkriminalit t,9362000,Regensburg,vers.,77,48,29,0,0,0,2,2,0,2,2,0,3,2,1,9,4,5,58,37,21,5,3,2,63,40,23,2017
892000,Gewaltkriminalit t,5120000,Remscheid,vers.,58,39,19,0,0,0,4,3,1,4,3,1,3,1,2,6,5,1,39,26,13,6,4,2,45,30,15,2017
892000,Gewaltkriminalit t,8415061,Reutlingen,vers.,56,46,10,0,0,0,0,0,0,0,0,0,4,3,1,6,4,2,43,37,6,3,2,1,46,39,7,2017
892000,Gewaltkriminalit t,13003000,Rostock,vers.,115,77,38,2,2,0,3,1,2,5,3,2,5,5,0,9,5,4,93,63,30,3,1,2,96,64,32,2017
892000,Gewaltkriminalit t,10041100,Saarbr cken,vers.,184,124,60,1,1,0,5,3,2,6,4,2,10,5,5,8,6,2,148,99,49,12,10,2,160,109,51,2017
892000,Gewaltkriminalit t,3102000,Salzgitter,vers.,47,26,21,1,0,1,4,3,1,5,3,2,7,2,5,2,2,0,31,18,13,2,1,1,33,19,14,2017
892000,Gewaltkriminalit t,13004000,Schwerin,vers.,80,48,32,1,0,1,0,0,0,1,0,1,7,3,4,12,8,4,55,35,20,5,2,3,60,37,23,2017
892000,Gewaltkriminalit t,5970040,Siegen,vers.,51,32,19,0,0,0,2,1,1,2,1,1,4,3,1,1,0,1,41,27,14,3,1,2,44,28,16,2017
892000,Gewaltkriminalit t,5122000,Solingen,vers.,101,62,39,0,0,0,5,5,0,5,5,0,8,5,3,16,12,4,61,32,29,11,8,3,72,40,32,2017
892000,Gewaltkriminalit t,8111000,Stuttgart,vers.,518,368,150,4,4,0,13,9,4,17,13,4,40,34,6,36,22,14,398,284,114,27,15,12,425,299,126,2017
892000,Gewaltkriminalit t,7211000,Trier,vers.,129,90,39,0,0,0,1,1,0,1,1,0,4,3,1,12,9,3,110,75,35,2,2,0,112,77,35,2017
892000,Gewaltkriminalit t,8421000,Ulm,vers.,51,38,13,1,1,0,3,3,0,4,4,0,3,3,0,5,4,1,37,26,11,2,1,1,39,27,12,2017
892000,Gewaltkriminalit t,6414000,Wiesbaden,vers.,153,100,53,1,1,0,5,4,1,6,5,1,12,10,2,14,10,4,112,68,44,9,7,2,121,75,46,2017
892000,Gewaltkriminalit t,3103000,Wolfsburg,vers.,60,39,21,0,0,0,2,1,1,2,1,1,1,1,0,10,9,1,42,26,16,5,2,3,47,28,19,2017
892000,Gewaltkriminalit t,5124000,Wuppertal,vers.,263,177,86,0,0,0,20,10,10,20,10,10,20,13,7,17,13,4,186,133,53,20,8,12,206,141,65,2017
892000,Gewaltkriminalit t,9663000,W rzburg,vers.,81,65,16,0,0,0,2,1,1,2,1,1,6,5,1,3,3,0,64,53,11,6,3,3,70,56,14,2017
892000,Gewaltkriminalit t,5334002,Aachen,insg.,1264,867,397,9,5,4,42,30,12,51,35,16,98,69,29,182,132,50,863,597,266,70,34,36,933,631,302,2017
892000,Gewaltkriminalit t,9761000,Augsburg,insg.,1087,791,296,9,4,5,48,37,11,57,41,16,121,84,37,133,98,35,717,536,181,59,32,27,776,568,208,2017
892000,Gewaltkriminalit t,5378004,Bergisch Gladbach,insg.,237,167,70,2,1,1,7,3,4,9,4,5,39,32,7,31,21,10,141,101,40,17,9,8,158,110,48,2017
892000,Gewaltkriminalit t,11000000,Berlin,insg.,19362,13768,5594,69,38,31,805,586,219,874,624,250,1944,1357,587,1800,1330,470,13641,9878,3763,1103,579,524,14744,10457,4287,2017
892000,Gewaltkriminalit t,5711000,Bielefeld,insg.,1041,728,313,4,4,0,35,27,8,39,31,8,97,60,37,116,86,30,752,527,225,37,24,13,789,551,238,2017
892000,Gewaltkriminalit t,5911000,Bochum,insg.,1557,1112,445,4,2,2,61,50,11,65,52,13,160,114,46,169,123,46,1075,775,300,88,48,40,1163,823,340,2017
892000,Gewaltkriminalit t,5314000,Bonn,insg.,1414,977,437,6,2,4,60,49,11,66,51,15,150,107,43,196,148,48,937,637,300,65,34,31,1002,671,331,2017
892000,Gewaltkriminalit t,5512000,Bottrop,insg.,489,303,186,1,1,0,9,6,3,10,7,3,58,47,11,44,29,15,280,178,102,97,42,55,377,220,157,2017
892000,Gewaltkriminalit t,3101000,Braunschweig,insg.,1016,699,317,0,0,0,30,19,11,30,19,11,97,52,45,128,94,34,715,514,201,46,20,26,761,534,227,2017
892000,Gewaltkriminalit t,4011000,Bremen,insg.,3132,2247,885,5,3,2,64,48,16,69,51,18,274,207,67,366,296,70,2231,1619,612,192,74,118,2423,1693,730,2017
892000,Gewaltkriminalit t,4012000,Bremerhaven,insg.,707,474,233,1,1,0,32,22,10,33,23,10,70,44,26,69,43,26,501,345,156,34,19,15,535,364,171,2017
892000,Gewaltkriminalit t,14511000,Chemnitz,insg.,937,704,233,4,1,3,30,20,10,34,21,13,116,90,26,115,91,24,619,478,141,53,24,29,672,502,170,2017
892000,Gewaltkriminalit t,12052000,Cottbus,insg.,438,328,110,0,0,0,15,7,8,15,7,8,59,50,9,64,56,8,282,204,78,18,11,7,300,215,85,2017
892000,Gewaltkriminalit t,6411000,Darmstadt,insg.,516,377,139,0,0,0,23,19,4,23,19,4,59,44,15,74,55,19,340,248,92,20,11,9,360,259,101,2017
892000,Gewaltkriminalit t,5913000,Dortmund,insg.,3557,2531,1026,8,3,5,211,158,53,219,161,58,356,229,127,390,280,110,2433,1773,660,159,88,71,2592,1861,731,2017
892000,Gewaltkriminalit t,14612000,Dresden,insg.,1784,1381,403,5,3,2,38,29,9,43,32,11,130,90,40,216,169,47,1319,1040,279,76,50,26,1395,1090,305,2017
892000,Gewaltkriminalit t,5112000,Duisburg,insg.,2190,1467,723,8,5,3,149,110,39,157,115,42,261,193,68,223,143,80,1408,931,477,141,85,56,1549,1016,533,2017
892000,Gewaltkriminalit t,5111000,D sseldorf,insg.,2762,1945,817,8,4,4,83,58,25,91,62,29,218,133,85,323,225,98,1978,1440,538,152,85,67,2130,1525,605,2017
892000,Gewaltkriminalit t,16051000,Erfurt,insg.,772,565,207,9,6,3,33,22,11,42,28,14,85,60,25,76,62,14,530,398,132,39,17,22,569,415,154,2017
892000,Gewaltkriminalit t,9562000,Erlangen,insg.,225,154,71,1,0,1,7,3,4,8,3,5,19,11,8,34,28,6,146,100,46,18,12,6,164,112,52,2017
892000,Gewaltkriminalit t,5113000,Essen,insg.,2094,1325,769,9,5,4,81,62,19,90,67,23,193,106,87,231,143,88,1436,924,512,144,85,59,1580,1009,571,2017
892000,Gewaltkriminalit t,6412000,Frankfurt am Main,insg.,4212,3180,1032,28,15,13,114,86,28,142,101,41,270,196,74,447,336,111,3169,2430,739,184,117,67,3353,2547,806,2017
892000,Gewaltkriminalit t,8311000,Freiburg im Breisgau,insg.,1099,844,255,12,11,1,33,17,16,45,28,17,88,63,25,141,115,26,789,614,175,36,24,12,825,638,187,2017
892000,Gewaltkriminalit t,9563000,F rth,insg.,275,201,74,1,1,0,11,7,4,12,8,4,29,22,7,26,20,6,192,140,52,16,11,5,208,151,57,2017
892000,Gewaltkriminalit t,5513000,Gelsenkirchen,insg.,1128,722,406,5,2,3,54,43,11,59,45,14,131,89,42,111,74,37,767,479,288,60,35,25,827,514,313,2017
892000,Gewaltkriminalit t,3159016,G ttingen,insg.,594,437,157,0,0,0,19,14,5,19,14,5,37,25,12,72,58,14,448,329,119,18,11,7,466,340,126,2017
892000,Gewaltkriminalit t,5914000,Hagen,insg.,694,498,196,1,1,0,39,24,15,40,25,15,80,57,23,89,66,23,444,326,118,41,24,17,485,350,135,2017
892000,Gewaltkriminalit t,15002000,Halle (Saale),insg.,1246,907,339,7,2,5,72,62,10,79,64,15,125,90,35,123,89,34,852,630,222,67,34,33,919,664,255,2017
892000,Gewaltkriminalit t,2000000,Hamburg,insg.,9062,6662,2400,25,12,13,389,279,110,414,291,123,653,458,195,967,753,214,6577,4899,1678,451,261,190,7028,5160,1868,2017
892000,Gewaltkriminalit t,5915000,Hamm,insg.,786,547,239,4,0,4,36,22,14,40,22,18,103,69,34,96,78,18,520,359,161,27,19,8,547,378,169,2017
892000,Gewaltkriminalit t,3241001,Hannover,insg.,3039,2229,810,16,6,10,90,65,25,106,71,35,226,162,64,344,260,84,2236,1671,565,127,65,62,2363,1736,627,2017
892000,Gewaltkriminalit t,8221000,Heidelberg,insg.,579,448,131,3,3,0,15,10,5,18,13,5,40,30,10,73,57,16,425,336,89,23,12,11,448,348,100,2017
892000,Gewaltkriminalit t,8121000,Heilbronn,insg.,426,308,118,0,0,0,9,6,3,9,6,3,44,29,15,54,36,18,304,227,77,15,10,5,319,237,82,2017
892000,Gewaltkriminalit t,5916000,Herne,insg.,522,338,184,1,0,1,34,22,12,35,22,13,78,42,36,54,37,17,320,225,95,35,12,23,355,237,118,2017
892000,Gewaltkriminalit t,3254021,Hildesheim,insg.,454,300,154,0,0,0,23,17,6,23,17,6,43,27,16,44,34,10,317,211,106,27,11,16,344,222,122,2017
892000,Gewaltkriminalit t,9161000,Ingolstadt,insg.,458,352,106,2,1,1,7,6,1,9,7,2,44,28,16,53,44,9,339,267,72,13,6,7,352,273,79,2017
892000,Gewaltkriminalit t,16053000,Jena,insg.,302,242,60,1,0,1,8,8,0,9,8,1,36,31,5,48,40,8,198,155,43,11,8,3,209,163,46,2017
892000,Gewaltkriminalit t,8212000,Karlsruhe,insg.,1078,773,305,4,3,1,18,10,8,22,13,9,85,67,18,147,106,41,777,561,216,47,26,21,824,587,237,2017
892000,Gewaltkriminalit t,6611000,Kassel,insg.,857,590,267,5,4,1,26,14,12,31,18,13,72,46,26,92,63,29,614,433,181,48,30,18,662,463,199,2017
892000,Gewaltkriminalit t,1002000,Kiel,insg.,1201,883,318,1,1,0,43,32,11,44,33,11,117,87,30,144,110,34,846,624,222,50,29,21,896,653,243,2017
892000,Gewaltkriminalit t,7111000,Koblenz,insg.,557,405,152,1,1,0,14,12,2,15,13,2,45,30,15,83,66,17,386,281,105,28,15,13,414,296,118,2017
892000,Gewaltkriminalit t,5315000,K ln,insg.,6577,4483,2094,28,22,6,260,173,87,288,195,93,572,392,180,640,443,197,4724,3272,1452,353,181,172,5077,3453,1624,2017
892000,Gewaltkriminalit t,5114000,Krefeld,insg.,792,521,271,6,2,4,50,32,18,56,34,22,65,48,17,77,49,28,543,361,182,51,29,22,594,390,204,2017
892000,Gewaltkriminalit t,14713000,Leipzig,insg.,2328,1643,685,11,3,8,87,53,34,98,56,42,210,146,64,192,139,53,1669,1247,422,159,55,104,1828,1302,526,2017
892000,Gewaltkriminalit t,5316000,Leverkusen,insg.,826,566,260,3,2,1,41,34,7,44,36,8,104,69,35,91,65,26,543,365,178,44,31,13,587,396,191,2017
892000,Gewaltkriminalit t,1003000,L beck,insg.,1109,806,303,6,4,2,25,17,8,31,21,10,116,76,40,136,102,34,773,574,199,53,33,20,826,607,219,2017
892000,Gewaltkriminalit t,7314000,Ludwigshafen am Rhein,insg.,985,690,295,0,0,0,76,51,25,76,51,25,165,125,40,100,65,35,597,420,177,47,29,18,644,449,195,2017
892000,Gewaltkriminalit t,15003000,Magdeburg,insg.,1006,724,282,5,3,2,49,39,10,54,42,12,114,80,34,116,88,28,672,486,186,50,28,22,722,514,208,2017
892000,Gewaltkriminalit t,7315000,Mainz,insg.,855,657,198,2,2,0,20,15,5,22,17,5,99,75,24,129,102,27,569,441,128,36,22,14,605,463,142,2017
892000,Gewaltkriminalit t,8222000,Mannheim,insg.,1439,1045,394,11,6,5,55,38,17,66,44,22,113,77,36,145,120,25,1034,760,274,81,44,37,1115,804,311,2017
892000,Gewaltkriminalit t,5170024,Moers,insg.,288,197,91,0,0,0,8,7,1,8,7,1,47,35,12,35,26,9,187,120,67,11,9,2,198,129,69,2017
892000,Gewaltkriminalit t,5116000,M nchengladbach,insg.,839,537,302,4,3,1,30,17,13,34,20,14,92,64,28,85,58,27,578,368,210,50,27,23,628,395,233,2017
892000,Gewaltkriminalit t,5117000,M lheim an der Ruhr,insg.,427,265,162,3,1,2,16,11,5,19,12,7,53,41,12,39,26,13,282,173,109,34,13,21,316,186,130,2017
892000,Gewaltkriminalit t,9162000,M nchen,insg.,4425,3146,1279,29,19,10,121,76,45,150,95,55,344,233,111,504,356,148,3222,2340,882,205,122,83,3427,2462,965,2017
892000,Gewaltkriminalit t,5515000,M nster,insg.,1065,757,308,3,3,0,33,23,10,36,26,10,116,73,43,136,96,40,718,530,188,59,32,27,777,562,215,2017
892000,Gewaltkriminalit t,5162024,Neuss,insg.,454,306,148,2,0,2,32,28,4,34,28,6,41,26,15,60,38,22,293,194,99,26,20,6,319,214,105,2017
892000,Gewaltkriminalit t,9564000,N rnberg,insg.,1927,1414,513,6,3,3,58,35,23,64,38,26,156,104,52,223,177,46,1391,1038,353,93,57,36,1484,1095,389,2017
892000,Gewaltkriminalit t,5119000,Oberhausen,insg.,665,457,208,5,3,2,28,20,8,33,23,10,95,66,29,87,63,24,414,281,133,36,24,12,450,305,145,2017
892000,Gewaltkriminalit t,6413000,Offenbach am Main,insg.,481,344,137,2,0,2,16,8,8,18,8,10,60,45,15,43,24,19,341,254,87,19,13,6,360,267,93,2017
892000,Gewaltkriminalit t,3403000,Oldenburg (Oldenburg),insg.,712,482,230,0,0,0,12,10,2,12,10,2,55,39,16,103,64,39,473,322,151,69,47,22,542,369,173,2017
892000,Gewaltkriminalit t,3404000,Osnabr ck,insg.,1065,737,328,3,1,2,19,16,3,22,17,5,84,47,37,139,107,32,783,546,237,37,20,17,820,566,254,2017
892000,Gewaltkriminalit t,5774032,Paderborn,insg.,472,330,142,0,0,0,20,18,2,20,18,2,48,33,15,63,44,19,325,224,101,16,11,5,341,235,106,2017
892000,Gewaltkriminalit t,8231000,Pforzheim,insg.,399,290,109,3,3,0,16,12,4,19,15,4,50,29,21,69,45,24,247,193,54,14,8,6,261,201,60,2017
892000,Gewaltkriminalit t,12054000,Potsdam,insg.,449,328,121,3,2,1,24,20,4,27,22,5,56,36,20,55,48,7,281,209,72,30,13,17,311,222,89,2017
892000,Gewaltkriminalit t,5562032,Recklinghausen,insg.,550,392,158,1,1,0,37,31,6,38,32,6,78,55,23,59,45,14,341,237,104,34,23,11,375,260,115,2017
892000,Gewaltkriminalit t,9362000,Regensburg,insg.,514,379,135,0,0,0,11,7,4,11,7,4,51,45,6,84,68,16,354,251,103,14,8,6,368,259,109,2017
892000,Gewaltkriminalit t,5120000,Remscheid,insg.,319,197,122,2,0,2,14,7,7,16,7,9,28,19,9,36,28,8,216,133,83,23,10,13,239,143,96,2017
892000,Gewaltkriminalit t,8415061,Reutlingen,insg.,368,279,89,3,2,1,17,13,4,20,15,5,36,26,10,70,56,14,233,177,56,9,5,4,242,182,60,2017
892000,Gewaltkriminalit t,13003000,Rostock,insg.,640,450,190,3,3,0,61,37,24,64,40,24,71,55,16,53,41,12,432,305,127,20,9,11,452,314,138,2017
892000,Gewaltkriminalit t,10041100,Saarbr cken,insg.,1222,881,341,7,5,2,34,22,12,41,27,14,102,65,37,137,103,34,875,638,237,67,48,19,942,686,256,2017
892000,Gewaltkriminalit t,3102000,Salzgitter,insg.,341,205,136,3,2,1,25,17,8,28,19,9,51,23,28,24,15,9,226,140,86,12,8,4,238,148,90,2017
892000,Gewaltkriminalit t,13004000,Schwerin,insg.,488,366,122,1,0,1,17,12,5,18,12,6,69,50,19,68,53,15,306,236,70,27,15,12,333,251,82,2017
892000,Gewaltkriminalit t,5970040,Siegen,insg.,294,225,69,0,0,0,10,7,3,10,7,3,37,27,10,30,26,4,206,159,47,11,6,5,217,165,52,2017
892000,Gewaltkriminalit t,5122000,Solingen,insg.,519,352,167,3,3,0,19,14,5,22,17,5,59,36,23,63,50,13,343,227,116,32,22,10,375,249,126,2017
892000,Gewaltkriminalit t,8111000,Stuttgart,insg.,3201,2352,849,13,10,3,97,66,31,110,76,34,274,196,78,390,292,98,2305,1724,581,122,64,58,2427,1788,639,2017
892000,Gewaltkriminalit t,7211000,Trier,insg.,439,309,130,1,0,1,5,4,1,6,4,2,29,21,8,58,44,14,327,230,97,19,10,9,346,240,106,2017
892000,Gewaltkriminalit t,8421000,Ulm,insg.,463,356,107,2,2,0,13,9,4,15,11,4,34,23,11,64,46,18,340,268,72,10,8,2,350,276,74,2017
892000,Gewaltkriminalit t,6414000,Wiesbaden,insg.,1285,860,425,5,3,2,49,35,14,54,38,16,152,97,55,175,126,49,846,560,286,58,39,19,904,599,305,2017
892000,Gewaltkriminalit t,3103000,Wolfsburg,insg.,350,241,109,0,0,0,8,6,2,8,6,2,45,33,12,38,26,12,247,170,77,12,6,6,259,176,83,2017
892000,Gewaltkriminalit t,5124000,Wuppertal,insg.,1503,1028,475,2,2,0,85,55,30,87,57,30,143,97,46,176,116,60,1003,714,289,94,44,50,1097,758,339,2017
892000,Gewaltkriminalit t,9663000,W rzburg,insg.,429,334,95,0,0,0,8,4,4,8,4,4,44,29,15,61,50,11,290,237,53,26,14,12,316,251,65,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5334002,Aachen,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,3,1,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",9761000,Augsburg,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5378004,Bergisch Gladbach,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2017
892500,"Mord, Totschlag und T tung auf Verlangen",11000000,Berlin,voll.,45,28,17,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,30,22,8,13,6,7,43,28,15,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5711000,Bielefeld,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5911000,Bochum,voll.,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,4,2,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5314000,Bonn,voll.,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,0,1,3,1,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5512000,Bottrop,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",3101000,Braunschweig,voll.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",4011000,Bremen,voll.,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,2,0,0,0,4,2,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",4012000,Bremerhaven,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",14511000,Chemnitz,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,3,1,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",12052000,Cottbus,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2017
892500,"Mord, Totschlag und T tung auf Verlangen",6411000,Darmstadt,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5913000,Dortmund,voll.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2017
892500,"Mord, Totschlag und T tung auf Verlangen",14612000,Dresden,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,1,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5112000,Duisburg,voll.,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,5,2,3,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5111000,D sseldorf,voll.,4,1,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",16051000,Erfurt,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",9562000,Erlangen,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5113000,Essen,voll.,7,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,3,1,2,6,3,3,2017
892500,"Mord, Totschlag und T tung auf Verlangen",6412000,Frankfurt am Main,voll.,10,5,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,3,3,3,2,1,9,5,4,2017
892500,"Mord, Totschlag und T tung auf Verlangen",8311000,Freiburg im Breisgau,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,3,1,2,2017
892500,"Mord, Totschlag und T tung auf Verlangen",9563000,F rth,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
892500,"Mord, Totschlag und T tung auf Verlangen",5513000,Gelsenkirchen,voll.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,4,0,4,2017
