Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
------;Straftaten insgesamt;5111000;D sseldorf;insg.;10,328;6,449;3,879;54;35;19;366;211;155;420;246;174;775;466;309;941;596;345;7,633;4,807;2,826;559;334;225;8,192;5,141;3,051
------;Straftaten insgesamt;16051000;Erfurt;voll.;3,005;1,794;1,211;28;14;14;234;117;117;262;131;131;222;120;102;291;184;107;2,068;1,280;788;162;79;83;2,230;1,359;871
------;Straftaten insgesamt;16051000;Erfurt;vers.;309;197;112;4;2;2;25;15;10;29;17;12;24;18;6;30;19;11;209;133;76;17;10;7;226;143;83
------;Straftaten insgesamt;16051000;Erfurt;insg.;3,314;1,991;1,323;32;16;16;259;132;127;291;148;143;246;138;108;321;203;118;2,277;1,413;864;179;89;90;2,456;1,502;954
------;Straftaten insgesamt;9562000;Erlangen;voll.;1,066;664;402;13;6;7;31;16;15;44;22;22;62;42;20;105;61;44;796;499;297;59;40;19;855;539;316
------;Straftaten insgesamt;9562000;Erlangen;vers.;79;47;32;2;1;1;2;1;1;4;2;2;7;4;3;4;1;3;60;38;22;4;2;2;64;40;24
------;Straftaten insgesamt;9562000;Erlangen;insg.;1,145;711;434;15;7;8;33;17;16;48;24;24;69;46;23;109;62;47;856;537;319;63;42;21;919;579;340
------;Straftaten insgesamt;5113000;Essen;voll.;7,143;4,023;3,120;51;27;24;444;255;189;495;282;213;535;289;246;529;287;242;5,149;2,921;2,228;435;244;191;5,584;3,165;2,419
------;Straftaten insgesamt;5113000;Essen;vers.;406;262;144;3;1;2;31;18;13;34;19;15;27;17;10;25;13;12;272;184;88;48;29;19;320;213;107
------;Straftaten insgesamt;5113000;Essen;insg.;7,549;4,285;3,264;54;28;26;475;273;202;529;301;228;562;306;256;554;300;254;5,421;3,105;2,316;483;273;210;5,904;3,378;2,526
------;Straftaten insgesamt;6412000;Frankfurt am Main;voll.;11,837;7,553;4,284;102;59;43;348;192;156;450;251;199;628;390;238;847;503;344;9,294;6,019;3,275;618;390;228;9,912;6,409;3,503
------;Straftaten insgesamt;6412000;Frankfurt am Main;vers.;883;619;264;10;6;4;39;30;9;49;36;13;45;30;15;69;48;21;662;472;190;58;33;25;720;505;215
------;Straftaten insgesamt;6412000;Frankfurt am Main;insg.;12,720;8,172;4,548;112;65;47;387;222;165;499;287;212;673;420;253;916;551;365;9,956;6,491;3,465;676;423;253;10,632;6,914;3,718
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;voll.;4,139;2,793;1,346;42;27;15;150;83;67;192;110;82;314;194;120;397;277;120;3,046;2,089;957;190;123;67;3,236;2,212;1,024
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;vers.;330;247;83;4;4;0;3;1;2;7;5;2;21;13;8;23;15;8;257;201;56;22;13;9;279;214;65
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;insg.;4,469;3,040;1,429;46;31;15;153;84;69;199;115;84;335;207;128;420;292;128;3,303;2,290;1,013;212;136;76;3,515;2,426;1,089
------;Straftaten insgesamt;9563000;F rth;voll.;879;499;380;10;6;4;50;27;23;60;33;27;88;44;44;82;46;36;599;342;257;50;34;16;649;376;273
------;Straftaten insgesamt;9563000;F rth;vers.;68;43;25;0;0;0;2;2;0;2;2;0;6;2;4;4;2;2;48;33;15;8;4;4;56;37;19
------;Straftaten insgesamt;9563000;F rth;insg.;947;542;405;10;6;4;52;29;23;62;35;27;94;46;48;86;48;38;647;375;272;58;38;20;705;413;292
------;Straftaten insgesamt;5513000;Gelsenkirchen;voll.;4,651;2,519;2,132;60;36;24;335;173;162;395;209;186;416;229;187;318;166;152;3,262;1,763;1,499;260;152;108;3,522;1,915;1,607
------;Straftaten insgesamt;5513000;Gelsenkirchen;vers.;221;129;92;3;1;2;19;11;8;22;12;10;24;17;7;15;10;5;141;79;62;19;11;8;160;90;70
------;Straftaten insgesamt;5513000;Gelsenkirchen;insg.;4,872;2,648;2,224;63;37;26;354;184;170;417;221;196;440;246;194;333;176;157;3,403;1,842;1,561;279;163;116;3,682;2,005;1,677
------;Straftaten insgesamt;3159016;G ttingen;voll.;2,138;1,374;764;22;9;13;81;45;36;103;54;49;139;71;68;227;167;60;1,570;1,026;544;99;56;43;1,669;1,082;587
------;Straftaten insgesamt;3159016;G ttingen;vers.;178;126;52;0;0;0;5;4;1;5;4;1;4;2;2;13;9;4;142;103;39;14;8;6;156;111;45
------;Straftaten insgesamt;3159016;G ttingen;insg.;2,316;1,500;816;22;9;13;86;49;37;108;58;50;143;73;70;240;176;64;1,712;1,129;583;113;64;49;1,825;1,193;632
------;Straftaten insgesamt;5754008;G tersloh;voll.;1,173;651;522;11;2;9;56;32;24;67;34;33;86;49;37;92;57;35;875;484;391;53;27;26;928;511;417
------;Straftaten insgesamt;5754008;G tersloh;vers.;82;41;41;1;1;0;6;4;2;7;5;2;8;4;4;8;2;6;57;30;27;2;0;2;59;30;29
------;Straftaten insgesamt;5754008;G tersloh;insg.;1,255;692;563;12;3;9;62;36;26;74;39;35;94;53;41;100;59;41;932;514;418;55;27;28;987;541;446
------;Straftaten insgesamt;5914000;Hagen;voll.;2,864;1,639;1,225;27;17;10;195;123;72;222;140;82;253;140;113;259;144;115;1,987;1,133;854;143;82;61;2,130;1,215;915
------;Straftaten insgesamt;5914000;Hagen;vers.;149;95;54;1;1;0;7;5;2;8;6;2;9;7;2;9;5;4;116;74;42;7;3;4;123;77;46
------;Straftaten insgesamt;5914000;Hagen;insg.;3,013;1,734;1,279;28;18;10;202;128;74;230;146;84;262;147;115;268;149;119;2,103;1,207;896;150;85;65;2,253;1,292;961
------;Straftaten insgesamt;15002000;Halle (Saale);voll.;4,648;2,840;1,808;41;27;14;374;206;168;415;233;182;418;275;143;395;235;160;3,188;1,967;1,221;232;130;102;3,420;2,097;1,323
------;Straftaten insgesamt;15002000;Halle (Saale);vers.;366;252;114;3;2;1;27;18;9;30;20;10;29;16;13;27;21;6;261;184;77;19;11;8;280;195;85
------;Straftaten insgesamt;15002000;Halle (Saale);insg.;5,014;3,092;1,922;44;29;15;401;224;177;445;253;192;447;291;156;422;256;166;3,449;2,151;1,298;251;141;110;3,700;2,292;1,408
------;Straftaten insgesamt;2000000;Hamburg;voll.;31,112;18,950;12,162;226;139;87;1,703;1,036;667;1,929;1,175;754;2,095;1,158;937;2,550;1,517;1,033;22,919;14,157;8,762;1,619;943;676;24,538;15,100;9,438
------;Straftaten insgesamt;2000000;Hamburg;vers.;1,789;1,197;592;10;5;5;104;70;34;114;75;39;108;66;42;136;85;51;1,312;899;413;119;72;47;1,431;971;460
------;Straftaten insgesamt;2000000;Hamburg;insg.;32,901;20,147;12,754;236;144;92;1,807;1,106;701;2,043;1,250;793;2,203;1,224;979;2,686;1,602;1,084;24,231;15,056;9,175;1,738;1,015;723;25,969;16,071;9,898
------;Straftaten insgesamt;5915000;Hamm;voll.;2,462;1,331;1,131;28;19;9;133;76;57;161;95;66;248;112;136;193;109;84;1,736;950;786;124;65;59;1,860;1,015;845
------;Straftaten insgesamt;5915000;Hamm;vers.;125;70;55;5;1;4;6;1;5;11;2;9;12;6;6;10;6;4;85;52;33;7;4;3;92;56;36
------;Straftaten insgesamt;5915000;Hamm;insg.;2,587;1,401;1,186;33;20;13;139;77;62;172;97;75;260;118;142;203;115;88;1,821;1,002;819;131;69;62;1,952;1,071;881
------;Straftaten insgesamt;3241001;Hannover;voll.;11,435;7,270;4,165;92;51;41;488;275;213;580;326;254;764;449;315;953;609;344;8,601;5,567;3,034;537;319;218;9,138;5,886;3,252
------;Straftaten insgesamt;3241001;Hannover;vers.;834;606;228;6;4;2;11;7;4;17;11;6;48;32;16;66;41;25;649;491;158;54;31;23;703;522;181
------;Straftaten insgesamt;3241001;Hannover;insg.;12,269;7,876;4,393;98;55;43;499;282;217;597;337;260;812;481;331;1,019;650;369;9,250;6,058;3,192;591;350;241;9,841;6,408;3,433
------;Straftaten insgesamt;8221000;Heidelberg;voll.;1,963;1,274;689;21;13;8;89;34;55;110;47;63;91;58;33;168;110;58;1,478;988;490;116;71;45;1,594;1,059;535
------;Straftaten insgesamt;8221000;Heidelberg;vers.;117;80;37;1;1;0;6;5;1;7;6;1;3;1;2;4;4;0;90;64;26;13;5;8;103;69;34
------;Straftaten insgesamt;8221000;Heidelberg;insg.;2,080;1,354;726;22;14;8;95;39;56;117;53;64;94;59;35;172;114;58;1,568;1,052;516;129;76;53;1,697;1,128;569
------;Straftaten insgesamt;8121000;Heilbronn;voll.;1,485;876;609;18;14;4;65;36;29;83;50;33;109;62;47;132;78;54;1,092;641;451;69;45;24;1,161;686;475
------;Straftaten insgesamt;8121000;Heilbronn;vers.;84;59;25;1;0;1;3;1;2;4;1;3;3;3;0;7;3;4;60;44;16;10;8;2;70;52;18
------;Straftaten insgesamt;8121000;Heilbronn;insg.;1,569;935;634;19;14;5;68;37;31;87;51;36;112;65;47;139;81;58;1,152;685;467;79;53;26;1,231;738;493
------;Straftaten insgesamt;5916000;Herne;voll.;2,406;1,289;1,117;19;10;9;158;94;64;177;104;73;249;150;99;189;83;106;1,655;885;770;136;67;69;1,791;952;839
------;Straftaten insgesamt;5916000;Herne;vers.;163;99;64;0;0;0;6;4;2;6;4;2;15;9;6;19;10;9;111;70;41;12;6;6;123;76;47
------;Straftaten insgesamt;5916000;Herne;insg.;2,569;1,388;1,181;19;10;9;164;98;66;183;108;75;264;159;105;208;93;115;1,766;955;811;148;73;75;1,914;1,028;886
------;Straftaten insgesamt;3254021;Hildesheim;voll.;1,773;975;798;15;7;8;98;61;37;113;68;45;178;80;98;153;81;72;1,233;692;541;96;54;42;1,329;746;583
------;Straftaten insgesamt;3254021;Hildesheim;vers.;93;58;35;0;0;0;6;3;3;6;3;3;8;4;4;8;4;4;65;44;21;6;3;3;71;47;24
------;Straftaten insgesamt;3254021;Hildesheim;insg.;1,866;1,033;833;15;7;8;104;64;40;119;71;48;186;84;102;161;85;76;1,298;736;562;102;57;45;1,400;793;607
------;Straftaten insgesamt;9161000;Ingolstadt;voll.;1,954;1,251;703;25;15;10;101;53;48;126;68;58;143;80;63;177;127;50;1,414;922;492;94;54;40;1,508;976;532
------;Straftaten insgesamt;9161000;Ingolstadt;vers.;181;123;58;6;1;5;5;2;3;11;3;8;11;5;6;17;15;2;136;95;41;6;5;1;142;100;42
------;Straftaten insgesamt;9161000;Ingolstadt;insg.;2,135;1,374;761;31;16;15;106;55;51;137;71;66;154;85;69;194;142;52;1,550;1,017;533;100;59;41;1,650;1,076;574
------;Straftaten insgesamt;16053000;Jena;voll.;1,263;718;545;25;9;16;217;39;178;242;48;194;69;35;34;100;71;29;801;542;259;51;22;29;852;564;288
------;Straftaten insgesamt;16053000;Jena;vers.;98;67;31;3;1;2;6;3;3;9;4;5;5;3;2;9;7;2;67;48;19;8;5;3;75;53;22
------;Straftaten insgesamt;16053000;Jena;insg.;1,361;785;576;28;10;18;223;42;181;251;52;199;74;38;36;109;78;31;868;590;278;59;27;32;927;617;310
------;Straftaten insgesamt;8212000;Karlsruhe;voll.;3,466;2,200;1,266;30;22;8;165;81;84;195;103;92;254;138;116;319;211;108;2,502;1,642;860;196;106;90;2,698;1,748;950
------;Straftaten insgesamt;8212000;Karlsruhe;vers.;252;194;58;8;7;1;5;4;1;13;11;2;11;8;3;31;24;7;182;141;41;15;10;5;197;151;46
------;Straftaten insgesamt;8212000;Karlsruhe;insg.;3,718;2,394;1,324;38;29;9;170;85;85;208;114;94;265;146;119;350;235;115;2,684;1,783;901;211;116;95;2,895;1,899;996
------;Straftaten insgesamt;6611000;Kassel;voll.;3,030;1,789;1,241;36;25;11;130;58;72;166;83;83;167;79;88;261;162;99;2,283;1,365;918;153;100;53;2,436;1,465;971
------;Straftaten insgesamt;6611000;Kassel;vers.;180;124;56;2;1;1;6;3;3;8;4;4;0;0;0;9;7;2;151;103;48;12;10;2;163;113;50
------;Straftaten insgesamt;6611000;Kassel;insg.;3,210;1,913;1,297;38;26;12;136;61;75;174;87;87;167;79;88;270;169;101;2,434;1,468;966;165;110;55;2,599;1,578;1,021
------;Straftaten insgesamt;1002000;Kiel;voll.;3,941;2,481;1,460;37;18;19;201;123;78;238;141;97;302;189;113;354;216;138;2,851;1,829;1,022;196;106;90;3,047;1,935;1,112
------;Straftaten insgesamt;1002000;Kiel;vers.;257;184;73;4;1;3;23;16;7;27;17;10;21;15;6;15;11;4;180;130;50;14;11;3;194;141;53
------;Straftaten insgesamt;1002000;Kiel;insg.;4,198;2,665;1,533;41;19;22;224;139;85;265;158;107;323;204;119;369;227;142;3,031;1,959;1,072;210;117;93;3,241;2,076;1,165
------;Straftaten insgesamt;7111000;Koblenz;voll.;2,251;1,471;780;9;7;2;84;52;32;93;59;34;169;110;59;255;170;85;1,608;1,053;555;126;79;47;1,734;1,132;602
------;Straftaten insgesamt;7111000;Koblenz;vers.;97;77;20;2;1;1;3;2;1;5;3;2;7;6;1;9;7;2;71;56;15;5;5;0;76;61;15
------;Straftaten insgesamt;7111000;Koblenz;insg.;2,348;1,548;800;11;8;3;87;54;33;98;62;36;176;116;60;264;177;87;1,679;1,109;570;131;84;47;1,810;1,193;617
------;Straftaten insgesamt;5315000;K ln;voll.;21,901;12,981;8,920;141;73;68;921;477;444;1,062;550;512;1,441;789;652;1,760;1,024;736;16,473;9,937;6,536;1,165;681;484;17,638;10,618;7,020
------;Straftaten insgesamt;5315000;K ln;vers.;1,363;856;507;14;9;5;62;37;25;76;46;30;82;54;28;107;72;35;1,003;628;375;95;56;39;1,098;684;414
------;Straftaten insgesamt;5315000;K ln;insg.;23,264;13,837;9,427;155;82;73;983;514;469;1,138;596;542;1,523;843;680;1,867;1,096;771;17,476;10,565;6,911;1,260;737;523;18,736;11,302;7,434
------;Straftaten insgesamt;5114000;Krefeld;voll.;3,450;1,929;1,521;30;12;18;189;90;99;219;102;117;263;151;112;280;154;126;2,455;1,392;1,063;233;130;103;2,688;1,522;1,166
------;Straftaten insgesamt;5114000;Krefeld;vers.;212;119;93;2;0;2;8;5;3;10;5;5;15;7;8;16;10;6;148;86;62;23;11;12;171;97;74
------;Straftaten insgesamt;5114000;Krefeld;insg.;3,662;2,048;1,614;32;12;20;197;95;102;229;107;122;278;158;120;296;164;132;2,603;1,478;1,125;256;141;115;2,859;1,619;1,240
------;Straftaten insgesamt;14713000;Leipzig;voll.;7,966;4,911;3,055;105;51;54;435;233;202;540;284;256;589;338;251;630;353;277;5,764;3,682;2,082;443;254;189;6,207;3,936;2,271
------;Straftaten insgesamt;14713000;Leipzig;vers.;513;364;149;8;7;1;19;10;9;27;17;10;29;23;6;39;31;8;384;271;113;34;22;12;418;293;125
------;Straftaten insgesamt;14713000;Leipzig;insg.;8,479;5,275;3,204;113;58;55;454;243;211;567;301;266;618;361;257;669;384;285;6,148;3,953;2,195;477;276;201;6,625;4,229;2,396
------;Straftaten insgesamt;5316000;Leverkusen;voll.;2,666;1,478;1,188;17;10;7;161;92;69;178;102;76;213;114;99;195;105;90;1,886;1,035;851;194;122;72;2,080;1,157;923
------;Straftaten insgesamt;5316000;Leverkusen;vers.;215;140;75;1;0;1;5;4;1;6;4;2;9;6;3;16;11;5;159;104;55;25;15;10;184;119;65
------;Straftaten insgesamt;5316000;Leverkusen;insg.;2,881;1,618;1,263;18;10;8;166;96;70;184;106;78;222;120;102;211;116;95;2,045;1,139;906;219;137;82;2,264;1,276;988
------;Straftaten insgesamt;1003000;L beck;voll.;4,266;2,579;1,687;24;12;12;195;105;90;219;117;102;285;147;138;353;229;124;3,161;1,956;1,205;248;130;118;3,409;2,086;1,323
------;Straftaten insgesamt;1003000;L beck;vers.;292;196;96;6;3;3;10;8;2;16;11;5;16;11;5;18;12;6;220;146;74;22;16;6;242;162;80
------;Straftaten insgesamt;1003000;L beck;insg.;4,558;2,775;1,783;30;15;15;205;113;92;235;128;107;301;158;143;371;241;130;3,381;2,102;1,279;270;146;124;3,651;2,248;1,403
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;voll.;3,625;2,082;1,543;32;18;14;327;185;142;359;203;156;316;191;125;280;169;111;2,448;1,390;1,058;222;129;93;2,670;1,519;1,151
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;vers.;289;186;103;2;2;0;20;14;6;22;16;6;39;25;14;26;16;10;174;108;66;28;21;7;202;129;73
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;insg.;3,914;2,268;1,646;34;20;14;347;199;148;381;219;162;355;216;139;306;185;121;2,622;1,498;1,124;250;150;100;2,872;1,648;1,224
------;Straftaten insgesamt;15003000;Magdeburg;voll.;3,904;2,350;1,554;52;25;27;280;157;123;332;182;150;320;189;131;338;205;133;2,721;1,671;1,050;193;103;90;2,914;1,774;1,140
------;Straftaten insgesamt;15003000;Magdeburg;vers.;324;212;112;9;5;4;17;8;9;26;13;13;23;13;10;24;15;9;228;158;70;23;13;10;251;171;80
------;Straftaten insgesamt;15003000;Magdeburg;insg.;4,228;2,562;1,666;61;30;31;297;165;132;358;195;163;343;202;141;362;220;142;2,949;1,829;1,120;216;116;100;3,165;1,945;1,220
------;Straftaten insgesamt;7315000;Mainz;voll.;3,282;2,085;1,197;25;17;8;183;116;67;208;133;75;302;177;125;291;204;87;2,322;1,488;834;159;83;76;2,481;1,571;910
------;Straftaten insgesamt;7315000;Mainz;vers.;234;170;64;0;0;0;8;6;2;8;6;2;27;25;2;18;12;6;166;114;52;15;13;2;181;127;54
------;Straftaten insgesamt;7315000;Mainz;insg.;3,516;2,255;1,261;25;17;8;191;122;69;216;139;77;329;202;127;309;216;93;2,488;1,602;886;174;96;78;2,662;1,698;964
------;Straftaten insgesamt;8222000;Mannheim;voll.;4,217;2,563;1,654;39;20;19;150;87;63;189;107;82;233;119;114;352;191;161;3,166;1,987;1,179;277;159;118;3,443;2,146;1,297
------;Straftaten insgesamt;8222000;Mannheim;vers.;266;174;92;3;1;2;7;5;2;10;6;4;18;8;10;20;13;7;208;138;70;10;9;1;218;147;71
------;Straftaten insgesamt;8222000;Mannheim;insg.;4,483;2,737;1,746;42;21;21;157;92;65;199;113;86;251;127;124;372;204;168;3,374;2,125;1,249;287;168;119;3,661;2,293;1,368
------;Straftaten insgesamt;5170024;Moers;voll.;1,164;595;569;19;7;12;73;39;34;92;46;46;87;43;44;101;54;47;806;413;393;78;39;39;884;452;432
------;Straftaten insgesamt;5170024;Moers;vers.;84;52;32;2;1;1;5;2;3;7;3;4;15;12;3;2;1;1;52;33;19;8;3;5;60;36;24
------;Straftaten insgesamt;5170024;Moers;insg.;1,248;647;601;21;8;13;78;41;37;99;49;50;102;55;47;103;55;48;858;446;412;86;42;44;944;488;456
------;Straftaten insgesamt;5116000;M nchengladbach;voll.;3,177;1,756;1,421;29;15;14;163;90;73;192;105;87;248;139;109;276;146;130;2,287;1,266;1,021;174;100;74;2,461;1,366;1,095
------;Straftaten insgesamt;5116000;M nchengladbach;vers.;193;126;67;0;0;0;9;4;5;9;4;5;22;20;2;18;14;4;127;78;49;17;10;7;144;88;56
------;Straftaten insgesamt;5116000;M nchengladbach;insg.;3,370;1,882;1,488;29;15;14;172;94;78;201;109;92;270;159;111;294;160;134;2,414;1,344;1,070;191;110;81;2,605;1,454;1,151
------;Straftaten insgesamt;5117000;M lheim an der Ruhr;voll.;1,552;768;784;11;5;6;79;40;39;90;45;45;140;75;65;132;71;61;1,071;519;552;119;58;61;1,190;577;613
------;Straftaten insgesamt;5117000;M lheim an der Ruhr;vers.;101;70;31;1;0;1;3;2;1;4;2;2;12;7;5;8;7;1;67;47;20;10;7;3;77;54;23
------;Straftaten insgesamt;5117000;M lheim an der Ruhr;insg.;1,653;838;815;12;5;7;82;42;40;94;47;47;152;82;70;140;78;62;1,138;566;572;129;65;64;1,267;631;636
------;Straftaten insgesamt;9162000;M nchen;voll.;15,839;10,107;5,732;179;99;80;614;314;300;793;413;380;898;508;390;1,361;849;512;11,922;7,797;4,125;865;540;325;12,787;8,337;4,450
------;Straftaten insgesamt;9162000;M nchen;vers.;1,353;957;396;14;10;4;38;21;17;52;31;21;62;40;22;79;43;36;1,075;782;293;85;61;24;1,160;843;317
------;Straftaten insgesamt;9162000;M nchen;insg.;17,192;11,064;6,128;193;109;84;652;335;317;845;444;401;960;548;412;1,440;892;548;12,997;8,579;4,418;950;601;349;13,947;9,180;4,767
------;Straftaten insgesamt;5515000;M nster;voll.;4,282;2,586;1,696;18;9;9;182;98;84;200;107;93;296;166;130;444;283;161;3,127;1,914;1,213;215;116;99;3,342;2,030;1,312
------;Straftaten insgesamt;5515000;M nster;vers.;247;159;88;0;0;0;7;6;1;7;6;1;21;14;7;21;12;9;184;119;65;14;8;6;198;127;71
------;Straftaten insgesamt;5515000;M nster;insg.;4,529;2,745;1,784;18;9;9;189;104;85;207;113;94;317;180;137;465;295;170;3,311;2,033;1,278;229;124;105;3,540;2,157;1,383
------;Straftaten insgesamt;5162024;Neuss;voll.;1,867;1,049;818;11;7;4;119;68;51;130;75;55;158;91;67;170;98;72;1,305;719;586;104;66;38;1,409;785;624
------;Straftaten insgesamt;5162024;Neuss;vers.;78;40;38;1;1;0;2;0;2;3;1;2;9;7;2;7;5;2;55;25;30;4;2;2;59;27;32
------;Straftaten insgesamt;5162024;Neuss;insg.;1,945;1,089;856;12;8;4;121;68;53;133;76;57;167;98;69;177;103;74;1,360;744;616;108;68;40;1,468;812;656
------;Straftaten insgesamt;9564000;N rnberg;voll.;7,423;4,548;2,875;64;34;30;371;209;162;435;243;192;545;288;257;652;397;255;5,429;3,417;2,012;362;203;159;5,791;3,620;2,171
------;Straftaten insgesamt;9564000;N rnberg;vers.;722;490;232;10;3;7;22;10;12;32;13;19;38;24;14;49;31;18;568;402;166;35;20;15;603;422;181
------;Straftaten insgesamt;9564000;N rnberg;insg.;8,145;5,038;3,107;74;37;37;393;219;174;467;256;211;583;312;271;701;428;273;5,997;3,819;2,178;397;223;174;6,394;4,042;2,352
------;Straftaten insgesamt;5119000;Oberhausen;voll.;2,730;1,496;1,234;32;20;12;195;125;70;227;145;82;237;140;97;280;149;131;1,842;984;858;144;78;66;1,986;1,062;924
------;Straftaten insgesamt;5119000;Oberhausen;vers.;154;102;52;0;0;0;8;5;3;8;5;3;12;8;4;17;12;5;103;68;35;14;9;5;117;77;40
------;Straftaten insgesamt;5119000;Oberhausen;insg.;2,884;1,598;1,286;32;20;12;203;130;73;235;150;85;249;148;101;297;161;136;1,945;1,052;893;158;87;71;2,103;1,139;964
------;Straftaten insgesamt;6413000;Offenbach am Main;voll.;1,304;704;600;14;8;6;65;34;31;79;42;37;77;44;33;92;42;50;986;533;453;70;43;27;1,056;576;480
------;Straftaten insgesamt;6413000;Offenbach am Main;vers.;66;44;22;0;0;0;2;1;1;2;1;1;5;4;1;4;4;0;49;30;19;6;5;1;55;35;20
------;Straftaten insgesamt;6413000;Offenbach am Main;insg.;1,370;748;622;14;8;6;67;35;32;81;43;38;82;48;34;96;46;50;1,035;563;472;76;48;28;1,111;611;500
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);voll.;2,288;1,324;964;29;14;15;87;39;48;116;53;63;176;89;87;221;138;83;1,655;971;684;120;73;47;1,775;1,044;731
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);vers.;162;104;58;0;0;0;5;0;5;5;0;5;13;7;6;21;12;9;114;79;35;9;6;3;123;85;38
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);insg.;2,450;1,428;1,022;29;14;15;92;39;53;121;53;68;189;96;93;242;150;92;1,769;1,050;719;129;79;50;1,898;1,129;769
------;Straftaten insgesamt;3404000;Osnabr ck;voll.;2,921;1,859;1,062;18;10;8;118;63;55;136;73;63;236;118;118;307;193;114;2,100;1,397;703;142;78;64;2,242;1,475;767
------;Straftaten insgesamt;3404000;Osnabr ck;vers.;190;125;65;1;1;0;14;6;8;15;7;8;18;11;7;19;13;6;128;87;41;10;7;3;138;94;44
------;Straftaten insgesamt;3404000;Osnabr ck;insg.;3,111;1,984;1,127;19;11;8;132;69;63;151;80;71;254;129;125;326;206;120;2,228;1,484;744;152;85;67;2,380;1,569;811
------;Straftaten insgesamt;5774032;Paderborn;voll.;2,105;1,230;875;17;8;9;72;41;31;89;49;40;174;95;79;230;152;78;1,497;880;617;115;54;61;1,612;934;678
------;Straftaten insgesamt;5774032;Paderborn;vers.;154;96;58;0;0;0;2;1;1;2;1;1;15;8;7;18;11;7;112;74;38;7;2;5;119;76;43
------;Straftaten insgesamt;5774032;Paderborn;insg.;2,259;1,326;933;17;8;9;74;42;32;91;50;41;189;103;86;248;163;85;1,609;954;655;122;56;66;1,731;1,010;721
------;Straftaten insgesamt;8231000;Pforzheim;voll.;1,693;1,006;687;10;6;4;112;70;42;122;76;46;153;86;67;150;94;56;1,184;708;476;84;42;42;1,268;750;518
------;Straftaten insgesamt;8231000;Pforzheim;vers.;121;85;36;2;1;1;3;2;1;5;3;2;8;5;3;6;5;1;96;68;28;6;4;2;102;72;30
------;Straftaten insgesamt;8231000;Pforzheim;insg.;1,814;1,091;723;12;7;5;115;72;43;127;79;48;161;91;70;156;99;57;1,280;776;504;90;46;44;1,370;822;548
------;Straftaten insgesamt;12054000;Potsdam;voll.;2,264;1,310;954;18;9;9;166;88;78;184;97;87;155;83;72;161;99;62;1,601;933;668;163;98;65;1,764;1,031;733
------;Straftaten insgesamt;12054000;Potsdam;vers.;177;125;52;0;0;0;10;4;6;10;4;6;14;11;3;16;14;2;125;87;38;12;9;3;137;96;41
------;Straftaten insgesamt;12054000;Potsdam;insg.;2,441;1,435;1,006;18;9;9;176;92;84;194;101;93;169;94;75;177;113;64;1,726;1,020;706;175;107;68;1,901;1,127;774
------;Straftaten insgesamt;5562032;Recklinghausen;voll.;2,016;1,185;831;19;15;4;95;54;41;114;69;45;188;101;87;167;104;63;1,406;827;579;141;84;57;1,547;911;636
------;Straftaten insgesamt;5562032;Recklinghausen;vers.;124;69;55;0;0;0;7;3;4;7;3;4;9;5;4;9;6;3;85;48;37;14;7;7;99;55;44
------;Straftaten insgesamt;5562032;Recklinghausen;insg.;2,140;1,254;886;19;15;4;102;57;45;121;72;49;197;106;91;176;110;66;1,491;875;616;155;91;64;1,646;966;680
------;Straftaten insgesamt;9362000;Regensburg;voll.;2,076;1,429;647;9;6;3;59;39;20;68;45;23;127;79;48;237;178;59;1,531;1,062;469;113;65;48;1,644;1,127;517
