Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
------;Straftaten insgesamt;5315000;Koeln;voll.;23,798;14,323;9,475;147;80;67;94;46;48;144;87;57;287;176;111;434;261;173;1,106;650;456;558;303;255;869;470;399;1,427;773;654;1,973;1,120;853;4,506;2,543;1,963;1,377;802;575;1,644;956;688;3,021;1,758;1,263;3,888;2,319;1,569;5,255;3,206;2,049;3,781;2,367;1,414;2,256;1,496;760;1,091;634;457;19,292;11,780;7,512
------;Straftaten insgesamt;5114000;Krefeld;voll.;3,501;1,893;1,608;27;15;12;23;12;11;28;18;10;64;31;33;73;37;36;215;113;102;102;46;56;146;82;64;248;128;120;297;171;126;760;412;348;199;121;78;225;110;115;424;231;193;530;284;246;687;364;323;518;259;259;364;227;137;218;116;102;2,741;1,481;1,260
------;Straftaten insgesamt;14713000;Leipzig;voll.;8,744;5,504;3,240;100;58;42;48;31;17;77;43;34;131;68;63;175;73;102;531;273;258;256;111;145;334;192;142;590;303;287;573;357;216;1,694;933;761;417;266;151;505;324;181;922;590;332;1,533;1,012;521;2,216;1,470;746;1,142;752;390;775;486;289;462;261;201;7,050;4,571;2,479
------;Straftaten insgesamt;5316000;Leverkusen;voll.;2,691;1,517;1,174;13;6;7;8;2;6;22;16;6;27;13;14;79;46;33;149;83;66;92;56;36;120;59;61;212;115;97;216;112;104;577;310;267;164;111;53;176;104;72;340;215;125;396;206;190;560;310;250;375;212;163;295;180;115;148;84;64;2,114;1,207;907
------;Straftaten insgesamt;1003000;Luebeck;voll.;4,624;2,919;1,705;25;14;11;14;9;5;48;29;19;67;38;29;109;63;46;263;153;110;160;87;73;201;109;92;361;196;165;361;234;127;985;583;402;232;138;94;309;192;117;541;330;211;729;473;256;948;636;312;747;448;299;439;314;125;235;135;100;3,639;2,336;1,303
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;voll.;3,523;2,005;1,518;43;20;23;43;20;23;69;35;34;73;44;29;89;54;35;317;173;144;125;66;59;168;96;72;293;162;131;309;187;122;919;522;397;192;95;97;198;115;83;390;210;180;500;283;217;677;391;286;529;300;229;319;195;124;189;104;85;2,604;1,483;1,121
------;Straftaten insgesamt;15003000;Magdeburg;voll.;3,613;2,094;1,519;47;24;23;14;9;5;22;7;15;53;32;21;103;49;54;239;121;118;113;54;59;136;86;50;249;140;109;269;143;126;757;404;353;203;120;83;203;114;89;406;234;172;565;305;260;835;523;312;474;272;202;376;235;141;200;121;79;2,856;1,690;1,166
------;Straftaten insgesamt;7315000;Mainz;voll.;3,629;2,321;1,308;28;21;7;24;11;13;22;15;7;37;28;9;54;26;28;165;101;64;83;46;37;189;128;61;272;174;98;353;256;97;790;531;259;263;177;86;263;181;82;526;358;168;683;433;250;755;459;296;441;258;183;285;187;98;149;95;54;2,839;1,790;1,049
------;Straftaten insgesamt;8222000;Mannheim;voll.;4,545;2,801;1,744;50;33;17;17;12;5;36;23;13;49;37;12;87;42;45;239;147;92;105;54;51;141;99;42;246;153;93;377;234;143;862;534;328;289;190;99;295;195;100;584;385;199;736;443;293;992;618;374;713;444;269;398;240;158;260;137;123;3,683;2,267;1,416
------;Straftaten insgesamt;5170024;Moers;voll.;1,465;847;618;3;1;2;8;7;1;22;11;11;42;21;21;52;33;19;127;73;54;81;42;39;79;51;28;160;93;67;138;88;50;425;254;171;84;56;28;100;55;45;184;111;73;198;103;95;238;139;99;187;113;74;142;79;63;91;48;43;1,040;593;447
------;Straftaten insgesamt;5116000;Moenchengladbach;voll.;3,515;1,925;1,590;24;14;10;12;6;6;31;16;15;40;27;13;79;42;37;186;105;81;140;76;64;172;94;78;312;170;142;353;189;164;851;464;387;246;138;108;264;159;105;510;297;213;450;223;227;638;329;309;536;296;240;342;215;127;188;101;87;2,664;1,461;1,203
------;Straftaten insgesamt;5117000;Muelheim an der Ruhr;voll.;1,723;892;831;13;5;8;8;4;4;17;12;5;34;25;9;55;32;23;127;78;49;66;33;33;68;36;32;134;69;65;118;65;53;379;212;167;78;39;39;95;54;41;173;93;80;248;116;132;350;159;191;270;138;132;183;108;75;120;66;54;1,344;680;664
------;Straftaten insgesamt;9162000;Muenchen;voll.;16,379;10,749;5,630;184;89;95;77;41;36;114;75;39;162;94;68;219;108;111;756;407;349;343;200;143;593;388;205;936;588;348;1,380;948;432;3,072;1,943;1,129;1,083;712;371;1,153;812;341;2,236;1,524;712;2,733;1,912;821;3,791;2,476;1,315;2,305;1,477;828;1,376;907;469;866;510;356;13,307;8,806;4,501
------;Straftaten insgesamt;5515000;Muenster;voll.;4,214;2,481;1,733;28;13;15;20;10;10;26;12;14;49;36;13;108;65;43;231;136;95;111;58;53;181;110;71;292;168;124;375;221;154;898;525;373;266;166;100;304;162;142;570;328;242;634;388;246;894;507;387;617;382;235;404;246;158;197;105;92;3,316;1,956;1,360
------;Straftaten insgesamt;5162024;Neuss;voll.;2,053;1,162;891;10;5;5;8;5;3;12;9;3;22;11;11;46;27;19;98;57;41;63;35;28;93;54;39;156;89;67;204;132;72;458;278;180;127;75;52;127;68;59;254;143;111;271;148;123;480;252;228;269;153;116;207;129;78;114;59;55;1,595;884;711
------;Straftaten insgesamt;9564000;Nuernberg;voll.;7,679;4,879;2,800;67;40;27;29;16;13;56;38;18;80;50;30;117;67;50;349;211;138;196;93;103;353;246;107;549;339;210;804;521;283;1,702;1,071;631;576;364;212;590;384;206;1,166;748;418;1,319;903;416;1,629;1,002;627;961;602;359;561;367;194;341;186;155;5,977;3,808;2,169
------;Straftaten insgesamt;5119000;Oberhausen;voll.;2,631;1,454;1,177;27;14;13;7;3;4;18;10;8;58;43;15;85;39;46;195;109;86;102;54;48;129;74;55;231;128;103;228;149;79;654;386;268;161;87;74;185;94;91;346;181;165;373;214;159;524;244;280;358;201;157;223;146;77;153;82;71;1,977;1,068;909
------;Straftaten insgesamt;6413000;Offenbach am Main;voll.;1,298;664;634;17;7;10;6;2;4;5;4;1;17;13;4;34;18;16;79;44;35;38;22;16;52;28;24;90;50;40;98;39;59;267;133;134;58;28;30;60;30;30;118;58;60;221;107;114;297;158;139;212;103;109;125;73;52;58;32;26;1,031;531;500
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);voll.;2,051;1,220;831;17;12;5;11;7;4;18;13;5;31;17;14;41;14;27;118;63;55;66;30;36;119;79;40;185;109;76;231;134;97;534;306;228;127;80;47;128;80;48;255;160;95;324;173;151;386;234;152;239;164;75;206;120;86;107;63;44;1,517;914;603
------;Straftaten insgesamt;3404000;Osnabrueck;voll.;2,921;1,803;1,118;33;17;16;17;5;12;11;6;5;17;8;9;51;21;30;129;57;72;70;37;33;126;71;55;196;108;88;288;181;107;613;346;267;201;131;70;229;133;96;430;264;166;524;336;188;595;381;214;368;231;137;252;160;92;139;85;54;2,308;1,457;851
------;Straftaten insgesamt;5774032;Paderborn;voll.;1,932;1,122;810;5;5;0;7;3;4;14;8;6;14;7;7;42;20;22;82;43;39;42;24;18;71;45;26;113;69;44;208;115;93;403;227;176;132;78;54;131;76;55;263;154;109;268;146;122;444;258;186;282;170;112;183;115;68;89;52;37;1,529;895;634
------;Straftaten insgesamt;8231000;Pforzheim;voll.;1,712;1,051;661;16;13;3;11;7;4;19;10;9;36;27;9;44;26;18;126;83;43;66;47;19;71;41;30;137;88;49;137;78;59;400;249;151;112;73;39;105;69;36;217;142;75;218;127;91;356;228;128;266;161;105;141;90;51;114;54;60;1,312;802;510
------;Straftaten insgesamt;12054000;Potsdam;voll.;1,864;1,127;737;20;11;9;17;12;5;22;17;5;39;22;17;43;29;14;141;91;50;73;49;24;82;58;24;155;107;48;125;78;47;421;276;145;77;47;30;71;41;30;148;88;60;302;152;150;463;278;185;223;142;81;182;119;63;125;72;53;1,443;851;592
------;Straftaten insgesamt;5562032;Recklinghausen;voll.;2,301;1,293;1,008;20;12;8;15;9;6;22;14;8;23;17;6;34;16;18;114;68;46;109;67;42;137;82;55;246;149;97;192;112;80;552;329;223;124;68;56;128;65;63;252;133;119;385;228;157;475;246;229;327;173;154;184;109;75;126;75;51;1,749;964;785
------;Straftaten insgesamt;9362000;Regensburg;voll.;2,192;1,473;719;14;4;10;4;2;2;13;7;6;16;10;6;42;21;21;89;44;45;62;32;30;93;70;23;155;102;53;266;193;73;510;339;171;193;120;73;160;115;45;353;235;118;386;259;127;423;299;124;265;163;102;170;128;42;85;50;35;1,682;1,134;548
------;Straftaten insgesamt;5120000;Remscheid;voll.;1,558;818;740;16;10;6;7;4;3;17;8;9;20;11;9;44;20;24;104;53;51;65;23;42;89;39;50;154;62;92;149;77;72;407;192;215;65;42;23;72;38;34;137;80;57;209;99;110;316;160;156;244;131;113;165;110;55;80;46;34;1,151;626;525
------;Straftaten insgesamt;8415061;Reutlingen;voll.;1,351;819;532;7;4;3;6;2;4;6;3;3;12;8;4;30;18;12;61;35;26;46;24;22;88;51;37;134;75;59;140;101;39;335;211;124;86;51;35;80;50;30;166;101;65;201;137;64;290;158;132;186;109;77;113;69;44;60;34;26;1,016;608;408
------;Straftaten insgesamt;13003000;Rostock;voll.;2,579;1,601;978;45;23;22;21;14;7;34;15;19;58;37;21;75;36;39;233;125;108;96;47;49;121;81;40;217;128;89;160;92;68;610;345;265;133;92;41;117;70;47;250;162;88;410;268;142;621;414;207;309;185;124;235;151;84;144;76;68;1,969;1,256;713
------;Straftaten insgesamt;10041100;Saarbruecken;voll.;4,268;2,506;1,762;29;16;13;21;10;11;21;13;8;59;42;17;96;49;47;226;130;96;128;62;66;157;88;69;285;150;135;430;261;169;941;541;400;287;177;110;361;212;149;648;389;259;681;443;238;822;450;372;523;284;239;434;276;158;219;123;96;3,327;1,965;1,362
------;Straftaten insgesamt;3102000;Salzgitter;voll.;1,344;732;612;25;11;14;19;13;6;16;11;5;27;17;10;31;14;17;118;66;52;64;35;29;62;33;29;126;68;58;118;67;51;362;201;161;74;44;30;72;32;40;146;76;70;200;117;83;225;114;111;207;101;106;127;83;44;77;40;37;982;531;451
------;Straftaten insgesamt;13004000;Schwerin;voll.;1,408;871;537;14;6;8;15;9;6;23;16;7;44;28;16;62;36;26;158;95;63;56;32;24;77;55;22;133;87;46;93;60;33;384;242;142;60;30;30;67;32;35;127;62;65;213;128;85;298;200;98;155;100;55;149;97;52;82;42;40;1,024;629;395
------;Straftaten insgesamt;5970040;Siegen;voll.;1,803;1,082;721;15;14;1;6;2;4;8;7;1;20;17;3;57;34;23;106;74;32;60;36;24;83;53;30;143;89;54;190;113;77;439;276;163;120;59;61;134;78;56;254;137;117;278;181;97;348;196;152;227;126;101;159;112;47;98;54;44;1,364;806;558
------;Straftaten insgesamt;5122000;Solingen;voll.;1,817;1,019;798;13;5;8;10;7;3;14;7;7;22;10;12;55;36;19;114;65;49;74;41;33;77;44;33;151;85;66;175;108;67;440;258;182;79;49;30;110;58;52;189;107;82;253;141;112;380;206;174;264;137;127;198;117;81;93;53;40;1,377;761;616
------;Straftaten insgesamt;8111000;Stuttgart;voll.;11,033;7,233;3,800;96;56;40;54;30;24;74;41;33;152;82;70;201;110;91;577;319;258;268;132;136;417;252;165;685;384;301;998;677;321;2,260;1,380;880;743;516;227;851;600;251;1,594;1,116;478;2,025;1,398;627;2,347;1,561;786;1,505;967;538;827;544;283;475;267;208;8,773;5,853;2,920
------;Straftaten insgesamt;7211000;Trier;voll.;2,002;1,305;697;15;11;4;6;2;4;11;7;4;23;10;13;44;24;20;99;54;45;70;41;29;146;100;46;216;141;75;230;155;75;545;350;195;141;93;48;129;89;40;270;182;88;282;175;107;429;287;142;221;144;77;158;102;56;97;65;32;1,457;955;502
------;Straftaten insgesamt;8421000;Ulm;voll.;1,669;1,071;598;7;4;3;5;1;4;13;9;4;15;6;9;46;19;27;86;39;47;44;18;26;98;60;38;142;78;64;174;112;62;402;229;173;127;86;41;114;78;36;241;164;77;249;168;81;308;204;104;239;157;82;157;104;53;73;45;28;1,267;842;425
------;Straftaten insgesamt;6414000;Wiesbaden;voll.;3,899;2,207;1,692;40;19;21;15;7;8;21;12;9;39;20;19;84;44;40;199;102;97;138;74;64;208;130;78;346;204;142;384;218;166;929;524;405;249;153;96;242;144;98;491;297;194;598;333;265;793;442;351;549;319;230;321;179;142;218;113;105;2,970;1,683;1,287
------;Straftaten insgesamt;3103000;Wolfsburg;voll.;1,399;841;558;24;16;8;8;6;2;13;10;3;18;8;10;30;17;13;93;57;36;41;25;16;65;49;16;106;74;32;143;95;48;342;226;116;92;56;36;103;63;40;195;119;76;225;130;95;305;175;130;159;93;66;109;65;44;64;33;31;1,057;615;442
------;Straftaten insgesamt;5124000;Wuppertal;voll.;6,447;3,700;2,747;32;18;14;27;15;12;51;33;18;110;77;33;148;73;75;368;216;152;241;123;118;294;172;122;535;295;240;565;304;261;1,468;815;653;373;229;144;450;253;197;823;482;341;939;540;399;1,287;715;572;904;537;367;710;436;274;316;175;141;4,979;2,885;2,094
------;Straftaten insgesamt;9663000;Wuerzburg;voll.;1,771;1,182;589;17;12;5;2;2;0;7;3;4;16;8;8;18;12;6;60;37;23;39;15;24;129;89;40;168;104;64;227;138;89;455;279;176;152;110;42;132;102;30;284;212;72;312;229;83;304;204;100;182;121;61;150;86;64;84;51;33;1,316;903;413
------;Straftaten insgesamt;5334002;Aachen;vers.;291;203;88;2;2;0;1;0;1;1;1;0;1;0;1;1;0;1;6;3;3;8;5;3;13;9;4;21;14;7;25;16;9;52;33;19;16;10;6;22;18;4;38;28;10;37;27;10;67;45;22;42;34;8;38;23;15;17;13;4;239;170;69
------;Straftaten insgesamt;9761000;Augsburg;vers.;629;435;194;6;3;3;0;0;0;4;2;2;2;1;1;12;8;4;24;14;10;8;5;3;14;8;6;22;13;9;49;32;17;95;59;36;32;24;8;46;24;22;78;48;30;126;100;26;151;105;46;100;66;34;46;41;5;33;16;17;534;376;158
------;Straftaten insgesamt;5378004;Bergisch Gladbach;vers.;87;50;37;0;0;0;0;0;0;1;0;1;2;2;0;2;1;1;5;3;2;4;4;0;4;4;0;8;8;0;3;3;0;16;14;2;3;3;0;5;4;1;8;7;1;9;2;7;18;11;7;13;6;7;12;8;4;11;2;9;71;36;35
------;Straftaten insgesamt;11000000;Berlin;vers.;7,010;4,805;2,205;74;33;41;39;17;22;50;33;17;80;53;27;133;84;49;376;220;156;189;114;75;226;158;68;415;272;143;339;211;128;1,130;703;427;298;193;105;319;211;108;617;404;213;1,040;746;294;1,800;1,305;495;1,206;844;362;748;516;232;469;287;182;5,880;4,102;1,778
------;Straftaten insgesamt;5711000;Bielefeld;vers.;343;205;138;6;3;3;0;0;0;3;2;1;4;2;2;5;2;3;18;9;9;4;2;2;12;7;5;16;9;7;18;13;5;52;31;21;18;9;9;20;12;8;38;21;17;62;40;22;75;46;29;51;29;22;35;19;16;30;19;11;291;174;117
------;Straftaten insgesamt;5911000;Bochum;vers.;496;329;167;2;0;2;0;0;0;3;2;1;5;3;2;5;2;3;15;7;8;10;4;6;23;15;8;33;19;14;34;18;16;82;44;38;25;14;11;30;16;14;55;30;25;81;61;20;116;85;31;80;64;16;60;36;24;22;9;13;414;285;129
------;Straftaten insgesamt;5314000;Bonn;vers.;353;226;127;1;0;1;0;0;0;2;2;0;3;2;1;3;2;1;9;6;3;7;5;2;17;7;10;24;12;12;30;18;12;63;36;27;21;12;9;12;4;8;33;16;17;49;32;17;77;56;21;60;39;21;44;31;13;27;16;11;290;190;100
------;Straftaten insgesamt;5512000;Bottrop;vers.;93;57;36;3;2;1;2;1;1;0;0;0;1;1;0;4;2;2;10;6;4;2;1;1;5;4;1;7;5;2;9;7;2;26;18;8;10;1;9;6;4;2;16;5;11;4;4;0;13;7;6;13;9;4;15;9;6;6;5;1;67;39;28
------;Straftaten insgesamt;3101000;Braunschweig;vers.;352;248;104;3;2;1;2;1;1;0;0;0;1;1;0;2;2;0;8;6;2;6;4;2;7;3;4;13;7;6;19;8;11;40;21;19;19;13;6;43;37;6;62;50;12;61;47;14;87;62;25;50;32;18;35;25;10;17;11;6;312;227;85
------;Straftaten insgesamt;4011000;Bremen;vers.;761;495;266;9;7;2;3;2;1;10;7;3;4;2;2;18;9;9;44;27;17;25;14;11;52;33;19;77;47;30;61;37;24;182;111;71;43;29;14;37;32;5;80;61;19;95;70;25;149;101;48;108;73;35;78;47;31;69;32;37;579;384;195
------;Straftaten insgesamt;4012000;Bremerhaven;vers.;154;100;54;1;0;1;2;0;2;1;1;0;2;2;0;3;2;1;9;5;4;7;4;3;7;4;3;14;8;6;13;7;6;36;20;16;9;5;4;8;7;1;17;12;5;19;13;6;27;19;8;21;14;7;22;18;4;12;4;8;118;80;38
------;Straftaten insgesamt;14511000;Chemnitz;vers.;220;138;82;3;2;1;2;0;2;2;1;1;2;0;2;6;4;2;15;7;8;8;4;4;9;5;4;17;9;8;6;4;2;38;20;18;11;7;4;12;7;5;23;14;9;31;20;11;53;35;18;27;17;10;24;20;4;24;12;12;182;118;64
------;Straftaten insgesamt;6411000;Darmstadt;vers.;85;51;34;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;3;2;1;3;1;2;6;3;3;10;5;5;17;8;9;5;3;2;5;3;2;10;6;4;7;6;1;13;8;5;15;12;3;11;4;7;12;7;5;68;43;25
------;Straftaten insgesamt;5913000;Dortmund;vers.;758;530;228;4;1;3;2;1;1;3;2;1;8;6;2;13;11;2;30;21;9;26;18;8;28;22;6;54;40;14;42;27;15;126;88;38;45;33;12;36;27;9;81;60;21;140;97;43;162;113;49;135;98;37;62;42;20;52;32;20;632;442;190
------;Straftaten insgesamt;14612000;Dresden;vers.;471;352;119;3;3;0;0;0;0;4;2;2;3;1;2;2;2;0;12;8;4;9;5;4;19;13;6;28;18;10;31;23;8;71;49;22;13;8;5;29;21;8;42;29;13;84;63;21;150;118;32;75;60;15;33;24;9;16;9;7;400;303;97
------;Straftaten insgesamt;5112000;Duisburg;vers.;676;437;239;4;1;3;4;3;1;3;0;3;13;9;4;22;13;9;46;26;20;19;11;8;26;18;8;45;29;16;43;26;17;134;81;53;34;23;11;36;17;19;70;40;30;88;60;28;147;109;38;121;79;42;66;43;23;50;25;25;542;356;186
------;Straftaten insgesamt;5111000;Duesseldorf;vers.;641;398;243;2;2;0;3;1;2;3;2;1;6;2;4;9;5;4;23;12;11;8;4;4;19;10;9;27;14;13;48;26;22;98;52;46;35;19;16;50;31;19;85;50;35;106;69;37;140;97;43;103;70;33;61;36;25;48;24;24;543;346;197
------;Straftaten insgesamt;16051000;Erfurt;vers.;350;254;96;1;0;1;2;1;1;5;3;2;3;1;2;7;2;5;18;7;11;19;11;8;16;12;4;35;23;12;30;25;5;83;55;28;10;8;2;14;10;4;24;18;6;65;48;17;80;65;15;44;34;10;25;17;8;29;17;12;267;199;68
------;Straftaten insgesamt;9562000;Erlangen;vers.;117;86;31;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;3;1;2;1;1;0;4;2;2;5;3;2;9;5;4;17;9;8;6;4;2;14;9;5;20;13;7;23;22;1;22;21;1;10;6;4;17;10;7;8;5;3;100;77;23
------;Straftaten insgesamt;5113000;Essen;vers.;437;285;152;4;3;1;4;3;1;5;2;3;12;7;5;8;6;2;33;21;12;13;10;3;14;4;10;27;14;13;37;22;15;97;57;40;18;13;5;22;14;8;40;27;13;74;52;22;89;62;27;55;41;14;52;32;20;30;14;16;340;228;112
------;Straftaten insgesamt;6412000;Frankfurt am Main;vers.;951;641;310;7;5;2;5;3;2;4;2;2;6;4;2;7;4;3;29;18;11;12;7;5;34;22;12;46;29;17;67;40;27;142;87;55;34;17;17;56;33;23;90;50;40;154;114;40;254;189;65;146;99;47;99;64;35;66;38;28;809;554;255
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;vers.;434;318;116;2;2;0;1;0;1;4;2;2;5;4;1;9;4;5;21;12;9;7;7;0;18;11;7;25;18;7;47;36;11;93;66;27;26;17;9;15;9;6;41;26;15;50;39;11;111;86;25;61;48;13;49;35;14;29;18;11;341;252;89
------;Straftaten insgesamt;9563000;Fuerth;vers.;122;89;33;1;0;1;0;0;0;1;0;1;1;0;1;3;1;2;6;1;5;5;1;4;3;2;1;8;3;5;5;4;1;19;8;11;7;4;3;5;5;0;12;9;3;22;18;4;32;23;9;13;10;3;11;9;2;13;12;1;103;81;22
------;Straftaten insgesamt;5513000;Gelsenkirchen;vers.;315;198;117;3;1;2;3;3;0;3;3;0;7;2;5;4;2;2;20;11;9;10;5;5;18;10;8;28;15;13;33;22;11;81;48;33;11;7;4;18;14;4;29;21;8;47;34;13;56;35;21;49;33;16;27;14;13;26;13;13;234;150;84
------;Straftaten insgesamt;3152012;Goettingen;vers.;235;152;83;2;1;1;0;0;0;0;0;0;4;3;1;4;2;2;10;6;4;4;4;0;6;6;0;10;10;0;25;18;7;45;34;11;13;6;7;21;11;10;34;17;17;44;31;13;40;27;13;30;19;11;30;17;13;12;7;5;190;118;72
------;Straftaten insgesamt;5914000;Hagen;vers.;136;79;57;0;0;0;0;0;0;2;2;0;2;1;1;3;3;0;7;6;1;5;1;4;6;1;5;11;2;9;8;4;4;26;12;14;7;4;3;6;3;3;13;7;6;23;14;9;22;15;7;26;15;11;13;9;4;13;7;6;110;67;43
------;Straftaten insgesamt;15002000;Halle (Saale);vers.;394;278;116;4;1;3;3;0;3;3;1;2;8;4;4;4;1;3;22;7;15;7;5;2;8;6;2;15;11;4;17;10;7;54;28;26;22;18;4;27;19;8;49;37;12;54;37;17;97;75;22;75;50;25;40;33;7;25;18;7;340;250;90
------;Straftaten insgesamt;2000000;Hamburg;vers.;2,246;1,512;734;12;7;5;5;3;2;8;6;2;14;9;5;35;20;15;74;45;29;82;40;42;97;62;35;179;102;77;177;120;57;430;267;163;120;78;42;109;64;45;229;142;87;330;234;96;554;406;148;361;241;120;215;146;69;127;76;51;1,816;1,245;571
------;Straftaten insgesamt;5915000;Hamm;vers.;144;92;52;2;2;0;0;0;0;0;0;0;1;1;0;8;5;3;11;8;3;9;6;3;5;3;2;14;9;5;13;7;6;38;24;14;7;3;4;5;4;1;12;7;5;18;11;7;25;15;10;29;19;10;14;9;5;8;7;1;106;68;38
------;Straftaten insgesamt;3241001;Hannover;vers.;1,223;889;334;7;1;6;1;0;1;3;1;2;7;4;3;15;6;9;33;12;21;16;11;5;33;17;16;49;28;21;85;56;29;167;96;71;75;54;21;70;50;20;145;104;41;244;173;71;335;267;68;188;148;40;95;69;26;49;32;17;1,056;793;263
------;Straftaten insgesamt;8221000;Heidelberg;vers.;180;135;45;1;1;0;1;0;1;1;0;1;3;1;2;1;1;0;7;3;4;0;0;0;2;0;2;2;0;2;10;9;1;19;12;7;18;18;0;11;7;4;29;25;4;36;25;11;51;45;6;24;17;7;14;8;6;7;3;4;161;123;38
------;Straftaten insgesamt;8121000;Heilbronn;vers.;83;60;23;0;0;0;1;0;1;0;0;0;2;2;0;2;0;2;5;2;3;1;0;1;2;1;1;3;1;2;6;4;2;14;7;7;6;4;2;9;6;3;15;10;5;16;12;4;19;14;5;8;6;2;6;6;0;5;5;0;69;53;16
------;Straftaten insgesamt;5916000;Herne;vers.;198;119;79;1;1;0;0;0;0;1;1;0;4;4;0;3;2;1;9;8;1;3;1;2;13;9;4;16;10;6;17;8;9;42;26;16;16;11;5;11;7;4;27;18;9;20;11;9;30;16;14;36;24;12;25;15;10;18;9;9;156;93;63
------;Straftaten insgesamt;3254021;Hildesheim;vers.;161;100;61;2;0;2;2;1;1;1;0;1;0;0;0;7;3;4;12;4;8;1;1;0;8;6;2;9;7;2;29;18;11;50;29;21;9;8;1;8;7;1;17;15;2;21;14;7;24;14;10;28;15;13;14;7;7;7;6;1;111;71;40
------;Straftaten insgesamt;9161000;Ingolstadt;vers.;228;155;73;0;0;0;0;0;0;0;0;0;3;3;0;8;3;5;11;6;5;2;1;1;9;6;3;11;7;4;24;14;10;46;27;19;13;10;3;23;19;4;36;29;7;39;22;17;54;41;13;23;18;5;21;15;6;9;3;6;182;128;54
------;Straftaten insgesamt;16053000;Jena;vers.;117;80;37;2;2;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;6;4;2;5;4;1;11;8;3;8;6;2;22;16;6;9;2;7;3;2;1;12;4;8;20;14;6;28;21;7;19;12;7;13;11;2;3;2;1;95;64;31
------;Straftaten insgesamt;8212000;Karlsruhe;vers.;255;189;66;1;1;0;1;0;1;0;0;0;3;2;1;3;2;1;8;5;3;5;3;2;8;8;0;13;11;2;18;14;4;39;30;9;13;11;2;13;9;4;26;20;6;34;25;9;61;48;13;51;34;17;28;23;5;16;9;7;216;159;57
