Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5711000;Bielefeld;voll.;180;147;33;0;0;0;0;0;0;0;0;0;0;0;0;13;10;3;158;129;29;9;8;1;167;137;30
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5711000;Bielefeld;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5711000;Bielefeld;insg.;180;147;33;0;0;0;0;0;0;0;0;0;0;0;0;13;10;3;158;129;29;9;8;1;167;137;30
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5911000;Bochum;voll.;369;282;87;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;363;278;85;1;1;0;364;279;85
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5911000;Bochum;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5911000;Bochum;insg.;369;282;87;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;363;278;85;1;1;0;364;279;85
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5314000;Bonn;voll.;324;255;69;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;314;248;66;4;3;1;318;251;67
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5314000;Bonn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5314000;Bonn;insg.;324;255;69;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;314;248;66;4;3;1;318;251;67
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5512000;Bottrop;voll.;68;58;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;67;57;10;0;0;0;67;57;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5512000;Bottrop;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5512000;Bottrop;insg.;68;58;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;67;57;10;0;0;0;67;57;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3101000;Braunschweig;voll.;201;163;38;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;196;158;38;4;4;0;200;162;38
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3101000;Braunschweig;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3101000;Braunschweig;insg.;201;163;38;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;196;158;38;4;4;0;200;162;38
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;4011000;Bremen;voll.;728;571;157;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;716;562;154;5;4;1;721;566;155
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;4011000;Bremen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;4011000;Bremen;insg.;728;571;157;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;716;562;154;5;4;1;721;566;155
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;4012000;Bremerhaven;voll.;230;191;39;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;229;190;39;0;0;0;229;190;39
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;4012000;Bremerhaven;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;4012000;Bremerhaven;insg.;230;191;39;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;229;190;39;0;0;0;229;190;39
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;14511000;Chemnitz;voll.;184;167;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;165;17;2;2;0;184;167;17
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;14511000;Chemnitz;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;14511000;Chemnitz;insg.;184;167;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;165;17;2;2;0;184;167;17
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6411000;Darmstadt;voll.;52;47;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;50;47;3;0;0;0;50;47;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6411000;Darmstadt;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6411000;Darmstadt;insg.;52;47;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;50;47;3;0;0;0;50;47;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5913000;Dortmund;voll.;781;596;185;0;0;0;0;0;0;0;0;0;1;0;1;24;16;8;752;576;176;4;4;0;756;580;176
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5913000;Dortmund;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5913000;Dortmund;insg.;781;596;185;0;0;0;0;0;0;0;0;0;1;0;1;24;16;8;752;576;176;4;4;0;756;580;176
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;14612000;Dresden;voll.;377;313;64;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;373;311;62;0;0;0;373;311;62
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;14612000;Dresden;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;14612000;Dresden;insg.;377;313;64;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;373;311;62;0;0;0;373;311;62
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5112000;Duisburg;voll.;405;287;118;0;0;0;1;1;0;1;1;0;0;0;0;8;6;2;389;275;114;7;5;2;396;280;116
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5112000;Duisburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5112000;Duisburg;insg.;405;287;118;0;0;0;1;1;0;1;1;0;0;0;0;8;6;2;389;275;114;7;5;2;396;280;116
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5111000;D sseldorf;voll.;686;523;163;0;0;0;0;0;0;0;0;0;1;1;0;21;17;4;657;500;157;7;5;2;664;505;159
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5111000;D sseldorf;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5111000;D sseldorf;insg.;686;523;163;0;0;0;0;0;0;0;0;0;1;1;0;21;17;4;657;500;157;7;5;2;664;505;159
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;16051000;Erfurt;voll.;339;306;33;0;0;0;0;0;0;0;0;0;0;0;0;8;7;1;331;299;32;0;0;0;331;299;32
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;16051000;Erfurt;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;16051000;Erfurt;insg.;339;306;33;0;0;0;0;0;0;0;0;0;0;0;0;8;7;1;331;299;32;0;0;0;331;299;32
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9562000;Erlangen;voll.;12;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;0;0;0;12;10;2
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9562000;Erlangen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9562000;Erlangen;insg.;12;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;0;0;0;12;10;2
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5113000;Essen;voll.;576;435;141;0;0;0;1;1;0;1;1;0;3;3;0;17;13;4;550;414;136;5;4;1;555;418;137
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5113000;Essen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5113000;Essen;insg.;576;435;141;0;0;0;1;1;0;1;1;0;3;3;0;17;13;4;550;414;136;5;4;1;555;418;137
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6412000;Frankfurt am Main;voll.;662;553;109;0;0;0;0;0;0;0;0;0;0;0;0;8;6;2;654;547;107;0;0;0;654;547;107
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6412000;Frankfurt am Main;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6412000;Frankfurt am Main;insg.;662;553;109;0;0;0;0;0;0;0;0;0;0;0;0;8;6;2;654;547;107;0;0;0;654;547;107
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8311000;Freiburg im Breisgau;voll.;291;258;33;0;0;0;0;0;0;0;0;0;2;1;1;14;10;4;274;246;28;1;1;0;275;247;28
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8311000;Freiburg im Breisgau;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8311000;Freiburg im Breisgau;insg.;291;258;33;0;0;0;0;0;0;0;0;0;2;1;1;14;10;4;274;246;28;1;1;0;275;247;28
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9563000;F rth;voll.;15;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;4;0;0;0;15;11;4
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9563000;F rth;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9563000;F rth;insg.;15;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;4;0;0;0;15;11;4
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5513000;Gelsenkirchen;voll.;328;247;81;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;321;241;80;3;3;0;324;244;80
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5513000;Gelsenkirchen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5513000;Gelsenkirchen;insg.;328;247;81;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;321;241;80;3;3;0;324;244;80
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3159016;G ttingen;voll.;63;46;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;62;45;17;0;0;0;62;45;17
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3159016;G ttingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3159016;G ttingen;insg.;63;46;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;62;45;17;0;0;0;62;45;17
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5754008;G tersloh;voll.;173;125;48;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;170;123;47;1;1;0;171;124;47
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5754008;G tersloh;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5754008;G tersloh;insg.;173;125;48;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;170;123;47;1;1;0;171;124;47
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5914000;Hagen;voll.;230;153;77;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;227;151;76;2;1;1;229;152;77
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5914000;Hagen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5914000;Hagen;insg.;230;153;77;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;227;151;76;2;1;1;229;152;77
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;15002000;Halle (Saale);voll.;237;204;33;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;221;193;28;1;1;0;222;194;28
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;15002000;Halle (Saale);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;15002000;Halle (Saale);insg.;237;204;33;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;221;193;28;1;1;0;222;194;28
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;2000000;Hamburg;voll.;881;762;119;0;0;0;0;0;0;0;0;0;0;0;0;16;13;3;864;748;116;1;1;0;865;749;116
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;2000000;Hamburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;2000000;Hamburg;insg.;881;762;119;0;0;0;0;0;0;0;0;0;0;0;0;16;13;3;864;748;116;1;1;0;865;749;116
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5915000;Hamm;voll.;184;151;33;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;181;148;33;1;1;0;182;149;33
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5915000;Hamm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5915000;Hamm;insg.;184;151;33;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;181;148;33;1;1;0;182;149;33
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3241001;Hannover;voll.;607;469;138;0;0;0;0;0;0;0;0;0;0;0;0;18;10;8;582;452;130;7;7;0;589;459;130
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3241001;Hannover;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3241001;Hannover;insg.;607;469;138;0;0;0;0;0;0;0;0;0;0;0;0;18;10;8;582;452;130;7;7;0;589;459;130
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8221000;Heidelberg;voll.;99;80;19;1;0;1;0;0;0;1;0;1;0;0;0;4;4;0;94;76;18;0;0;0;94;76;18
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8221000;Heidelberg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8221000;Heidelberg;insg.;99;80;19;1;0;1;0;0;0;1;0;1;0;0;0;4;4;0;94;76;18;0;0;0;94;76;18
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8121000;Heilbronn;voll.;66;52;14;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;61;51;10;0;0;0;61;51;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8121000;Heilbronn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8121000;Heilbronn;insg.;66;52;14;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;61;51;10;0;0;0;61;51;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5916000;Herne;voll.;76;58;18;0;0;0;0;0;0;0;0;0;1;1;0;5;5;0;70;52;18;0;0;0;70;52;18
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5916000;Herne;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5916000;Herne;insg.;76;58;18;0;0;0;0;0;0;0;0;0;1;1;0;5;5;0;70;52;18;0;0;0;70;52;18
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3254021;Hildesheim;voll.;49;43;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;47;41;6;1;1;0;48;42;6
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3254021;Hildesheim;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;3254021;Hildesheim;insg.;49;43;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;47;41;6;1;1;0;48;42;6
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9161000;Ingolstadt;voll.;110;86;24;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;107;83;24;0;0;0;107;83;24
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9161000;Ingolstadt;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;9161000;Ingolstadt;insg.;110;86;24;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;107;83;24;0;0;0;107;83;24
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;16053000;Jena;voll.;110;103;7;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;108;102;6;0;0;0;108;102;6
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;16053000;Jena;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;16053000;Jena;insg.;110;103;7;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;108;102;6;0;0;0;108;102;6
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;7312000;Kaiserslautern;voll.;187;148;39;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;184;147;37;1;1;0;185;148;37
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;7312000;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;7312000;Kaiserslautern;insg.;187;148;39;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;184;147;37;1;1;0;185;148;37
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8212000;Karlsruhe;voll.;164;145;19;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;155;139;16;2;2;0;157;141;16
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8212000;Karlsruhe;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;8212000;Karlsruhe;insg.;164;145;19;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;155;139;16;2;2;0;157;141;16
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6611000;Kassel;voll.;149;116;33;0;0;0;0;0;0;0;0;0;0;0;0;14;11;3;135;105;30;0;0;0;135;105;30
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6611000;Kassel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;6611000;Kassel;insg.;149;116;33;0;0;0;0;0;0;0;0;0;0;0;0;14;11;3;135;105;30;0;0;0;135;105;30
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;1002000;Kiel;voll.;151;123;28;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;148;122;26;0;0;0;148;122;26
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;1002000;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;1002000;Kiel;insg.;151;123;28;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;148;122;26;0;0;0;148;122;26
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;7111000;Koblenz;voll.;211;174;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;174;37;0;0;0;211;174;37
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;7111000;Koblenz;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;7111000;Koblenz;insg.;211;174;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;174;37;0;0;0;211;174;37
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5315000;K ln;voll.;1,448;1,050;398;0;0;0;0;0;0;0;0;0;0;0;0;31;24;7;1,411;1,020;391;6;6;0;1,417;1,026;391
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5315000;K ln;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5315000;K ln;insg.;1,448;1,050;398;0;0;0;0;0;0;0;0;0;0;0;0;31;24;7;1,411;1,020;391;6;6;0;1,417;1,026;391
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5114000;Krefeld;voll.;170;115;55;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;166;113;53;3;2;1;169;115;54
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen    113, 115 StGB;5114000;Krefeld;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
