1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
------;Straftaten insgesamt;9562000;Erlangen;X;3065;0;1;7;14;49;71;104;185;289;373;733;245;208;453;476;584;391;243;185;2332
------;Straftaten insgesamt;5113000;Essen;M;17197;8;15;29;88;186;326;602;842;1444;1831;3601;1296;1303;2599;2753;3614;2466;1406;758;13596
------;Straftaten insgesamt;5113000;Essen;W;6017;0;4;11;52;145;212;402;353;755;623;1590;407;382;789;821;1204;811;483;319;4427
------;Straftaten insgesamt;5113000;Essen;X;23214;8;19;40;140;331;538;1004;1195;2199;2454;5191;1703;1685;3388;3574;4818;3277;1889;1077;18023
------;Straftaten insgesamt;6412000;Frankfurt am Main;M;38707;378;102;106;156;272;1014;1124;2738;3862;3607;8483;2540;2563;5103;6041;8910;5599;2922;1649;30224
------;Straftaten insgesamt;6412000;Frankfurt am Main;W;13798;304;99;74;83;151;711;413;567;980;1067;2758;773;834;1607;2078;2903;1963;1335;1154;11040
------;Straftaten insgesamt;6412000;Frankfurt am Main;X;52505;682;201;180;239;423;1725;1537;3305;4842;4674;11241;3313;3397;6710;8119;11813;7562;4257;2803;41264
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;M;9081;5;10;12;42;112;181;326;673;999;1220;2400;728;694;1422;1485;1695;1058;630;391;6681
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;W;2734;3;6;5;19;54;87;154;203;357;320;764;214;179;393;382;468;303;217;207;1970
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;X;11815;8;16;17;61;166;268;480;876;1356;1540;3164;942;873;1815;1867;2163;1361;847;598;8651
------;Straftaten insgesamt;9563000;Fürth;M;2528;0;2;14;16;28;60;63;128;191;244;495;171;160;331;335;565;416;253;133;2033
------;Straftaten insgesamt;9563000;Fürth;W;789;0;0;5;6;19;30;33;47;80;69;179;46;37;83;128;157;111;69;62;610
------;Straftaten insgesamt;9563000;Fürth;X;3317;0;2;19;22;47;90;96;175;271;313;674;217;197;414;463;722;527;322;195;2643
------;Straftaten insgesamt;5513000;Gelsenkirchen;M;7207;8;8;32;84;163;295;282;341;623;554;1472;471;512;983;995;1581;1193;622;361;5735
------;Straftaten insgesamt;5513000;Gelsenkirchen;W;2702;3;6;9;30;80;128;162;139;301;264;693;164;163;327;368;534;404;227;149;2009
------;Straftaten insgesamt;5513000;Gelsenkirchen;X;9909;11;14;41;114;243;423;444;480;924;818;2165;635;675;1310;1363;2115;1597;849;510;7744
------;Straftaten insgesamt;3152012;Göttingen;M;3787;1;2;11;22;47;83;127;239;366;411;860;281;296;577;564;713;513;361;199;2927
------;Straftaten insgesamt;3152012;Göttingen;W;1273;0;0;4;14;37;55;55;70;125;118;298;92;84;176;170;246;158;126;99;975
------;Straftaten insgesamt;3152012;Göttingen;X;5060;1;2;15;36;84;138;182;309;491;529;1158;373;380;753;734;959;671;487;298;3902
------;Straftaten insgesamt;5914000;Hagen;M;5567;1;9;33;58;102;203;212;304;516;584;1303;391;331;722;881;1172;760;476;253;4264
------;Straftaten insgesamt;5914000;Hagen;W;1734;2;6;15;28;43;94;122;102;224;169;487;109;102;211;269;292;207;149;119;1247
------;Straftaten insgesamt;5914000;Hagen;X;7301;3;15;48;86;145;297;334;406;740;753;1790;500;433;933;1150;1464;967;625;372;5511
------;Straftaten insgesamt;15002000;Halle (Saale);M;7656;6;13;41;80;110;250;248;304;552;638;1440;440;463;903;1303;1928;1057;622;403;6216
------;Straftaten insgesamt;15002000;Halle (Saale);W;2708;3;3;23;19;78;126;96;129;225;223;574;155;160;315;434;608;375;217;185;2134
------;Straftaten insgesamt;15002000;Halle (Saale);X;10364;9;16;64;99;188;376;344;433;777;861;2014;595;623;1218;1737;2536;1432;839;588;8350
------;Straftaten insgesamt;2000000;Hamburg;M;56927;62;124;197;384;779;1546;1839;3412;5251;5669;12466;3591;3382;6973;8588;12547;8471;4852;3030;44461
------;Straftaten insgesamt;2000000;Hamburg;W;16665;40;31;58;141;352;622;911;834;1745;1363;3730;926;978;1904;2238;3423;2492;1640;1238;12935
------;Straftaten insgesamt;2000000;Hamburg;X;73592;102;155;255;525;1131;2168;2750;4246;6996;7032;16196;4517;4360;8877;10826;15970;10963;6492;4268;57396
------;Straftaten insgesamt;5915000;Hamm;M;4663;2;6;7;23;67;105;129;242;371;509;985;355;324;679;750;1044;681;347;177;3678
------;Straftaten insgesamt;5915000;Hamm;W;1366;0;4;3;12;43;62;79;87;166;120;348;88;73;161;173;317;176;117;74;1018
------;Straftaten insgesamt;5915000;Hamm;X;6029;2;10;10;35;110;167;208;329;537;629;1333;443;397;840;923;1361;857;464;251;4696
------;Straftaten insgesamt;3241001;Hannover;M;23963;37;32;54;104;234;461;627;1056;1683;2535;4679;1919;1865;3784;3876;5341;3337;1888;1058;19284
------;Straftaten insgesamt;3241001;Hannover;W;7759;30;9;23;42;150;254;374;463;837;774;1865;512;488;1000;1148;1544;1086;635;481;5894
------;Straftaten insgesamt;3241001;Hannover;X;31722;67;41;77;146;384;715;1001;1519;2520;3309;6544;2431;2353;4784;5024;6885;4423;2523;1539;25178
------;Straftaten insgesamt;8221000;Heidelberg;M;4882;0;4;8;17;50;79;123;245;368;702;1149;446;406;852;805;934;528;362;252;3733
------;Straftaten insgesamt;8221000;Heidelberg;W;1592;1;0;2;13;23;39;86;84;170;182;391;123;111;234;221;326;176;129;115;1201
------;Straftaten insgesamt;8221000;Heidelberg;X;6474;1;4;10;30;73;118;209;329;538;884;1540;569;517;1086;1026;1260;704;491;367;4934
------;Straftaten insgesamt;8121000;Heilbronn;M;3451;4;7;6;30;44;91;111;187;298;333;722;234;239;473;514;763;518;276;185;2729
------;Straftaten insgesamt;8121000;Heilbronn;W;1168;4;1;1;4;45;55;73;98;171;111;337;66;67;133;137;226;158;95;82;831
------;Straftaten insgesamt;8121000;Heilbronn;X;4619;8;8;7;34;89;146;184;285;469;444;1059;300;306;606;651;989;676;371;267;3560
------;Straftaten insgesamt;5916000;Herne;M;3859;2;4;30;24;71;131;136;170;306;366;803;233;228;461;574;833;629;330;229;3056
------;Straftaten insgesamt;5916000;Herne;W;1297;0;0;3;16;36;55;79;61;140;112;307;78;75;153;156;278;196;107;100;990
------;Straftaten insgesamt;5916000;Herne;X;5156;2;4;33;40;107;186;215;231;446;478;1110;311;303;614;730;1111;825;437;329;4046
------;Straftaten insgesamt;9161000;Ingolstadt;M;3895;3;0;5;19;63;90;139;270;409;432;931;281;289;570;575;765;503;357;194;2964
------;Straftaten insgesamt;9161000;Ingolstadt;W;1182;1;1;3;5;19;29;65;59;124;110;263;61;64;125;144;224;181;132;113;919
------;Straftaten insgesamt;9161000;Ingolstadt;X;5077;4;1;8;24;82;119;204;329;533;542;1194;342;353;695;719;989;684;489;307;3883
------;Straftaten insgesamt;16053000;Jena;M;2359;0;5;6;20;41;72;91;124;215;187;474;154;158;312;398;553;316;167;139;1885
------;Straftaten insgesamt;16053000;Jena;W;727;1;0;0;8;13;22;21;43;64;46;132;47;50;97;111;151;101;66;69;595
------;Straftaten insgesamt;16053000;Jena;X;3086;1;5;6;28;54;94;112;167;279;233;606;201;208;409;509;704;417;233;208;2480
------;Straftaten insgesamt;8212000;Karlsruhe;M;11285;29;15;23;25;81;173;269;699;968;1434;2575;964;947;1911;1989;2318;1281;765;446;8710
------;Straftaten insgesamt;8212000;Karlsruhe;W;3006;28;6;8;25;50;117;180;189;369;344;830;230;181;411;396;553;350;276;190;2176
------;Straftaten insgesamt;8212000;Karlsruhe;X;14291;57;21;31;50;131;290;449;888;1337;1778;3405;1194;1128;2322;2385;2871;1631;1041;636;10886
------;Straftaten insgesamt;6611000;Kassel;M;6236;13;4;25;32;57;131;193;365;558;634;1323;461;450;911;968;1302;881;541;310;4913
------;Straftaten insgesamt;6611000;Kassel;W;1985;10;5;9;6;42;72;112;102;214;161;447;131;116;247;266;398;293;189;145;1538
------;Straftaten insgesamt;6611000;Kassel;X;8221;23;9;34;38;99;203;305;467;772;795;1770;592;566;1158;1234;1700;1174;730;455;6451
------;Straftaten insgesamt;1002000;Kiel;M;6644;4;6;26;43;80;159;202;406;608;650;1417;486;474;960;998;1352;1004;566;347;5227
------;Straftaten insgesamt;1002000;Kiel;W;2154;3;8;5;16;42;74;121;124;245;201;520;156;159;315;264;392;323;199;141;1634
------;Straftaten insgesamt;1002000;Kiel;X;8798;7;14;31;59;122;233;323;530;853;851;1937;642;633;1275;1262;1744;1327;765;488;6861
------;Straftaten insgesamt;7111000;Koblenz;M;4026;0;1;9;10;32;52;112;179;291;467;810;321;326;647;674;771;524;372;228;3216
------;Straftaten insgesamt;7111000;Koblenz;W;1305;0;0;1;6;16;23;63;66;129;125;277;95;85;180;164;252;199;140;93;1028
------;Straftaten insgesamt;7111000;Koblenz;X;5331;0;1;10;16;48;75;175;245;420;592;1087;416;411;827;838;1023;723;512;321;4244
------;Straftaten insgesamt;5315000;Köln;M;38925;16;30;86;159;379;670;1119;2087;3206;4153;8029;2843;2774;5617;6041;8482;5787;3157;1812;30896
------;Straftaten insgesamt;5315000;Köln;W;12588;13;12;41;77;243;386;647;709;1356;1134;2876;752;742;1494;1749;2678;1849;1141;801;9712
------;Straftaten insgesamt;5315000;Köln;X;51513;29;42;127;236;622;1056;1766;2796;4562;5287;10905;3595;3516;7111;7790;11160;7636;4298;2613;40608
------;Straftaten insgesamt;5114000;Krefeld;M;6965;1;12;29;63;84;189;174;306;480;610;1279;484;484;968;1078;1539;1073;635;393;5686
------;Straftaten insgesamt;5114000;Krefeld;W;2521;3;4;6;18;58;89;121;126;247;256;592;182;142;324;364;496;360;218;167;1929
------;Straftaten insgesamt;5114000;Krefeld;X;9486;4;16;35;81;142;278;295;432;727;866;1871;666;626;1292;1442;2035;1433;853;560;7615
------;Straftaten insgesamt;14713000;Leipzig;M;14875;39;32;30;75;184;360;340;469;809;1114;2283;905;1019;1924;2743;3773;2020;1325;807;12592
------;Straftaten insgesamt;14713000;Leipzig;W;5282;37;13;26;38;143;257;208;221;429;372;1058;294;359;653;891;1125;636;494;425;4224
------;Straftaten insgesamt;14713000;Leipzig;X;20157;76;45;56;113;327;617;548;690;1238;1486;3341;1199;1378;2577;3634;4898;2656;1819;1232;16816
------;Straftaten insgesamt;5316000;Leverkusen;M;4318;1;2;14;36;55;108;124;213;337;410;855;321;278;599;631;933;689;386;225;3463
------;Straftaten insgesamt;5316000;Leverkusen;W;1255;3;2;3;8;18;34;38;69;107;105;246;70;73;143;163;276;231;115;81;1009
------;Straftaten insgesamt;5316000;Leverkusen;X;5573;4;4;17;44;73;142;162;282;444;515;1101;391;351;742;794;1209;920;501;306;4472
------;Straftaten insgesamt;1003000;Lübeck;M;6074;0;6;17;36;62;121;235;403;638;546;1305;412;385;797;869;1196;940;579;388;4769
------;Straftaten insgesamt;1003000;Lübeck;W;2128;2;1;14;20;52;89;146;119;265;181;535;109;117;226;243;382;346;209;187;1593
------;Straftaten insgesamt;1003000;Lübeck;X;8202;2;7;31;56;114;210;381;522;903;727;1840;521;502;1023;1112;1578;1286;788;575;6362
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;M;5734;7;20;34;53;109;223;177;266;443;523;1189;368;339;707;843;1215;903;540;337;4545
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;W;2233;2;4;4;17;46;73;114;104;218;189;480;173;124;297;314;428;372;194;148;1753
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;X;7967;9;24;38;70;155;296;291;370;661;712;1669;541;463;1004;1157;1643;1275;734;485;6298
------;Straftaten insgesamt;15003000;Magdeburg;M;6589;2;11;19;51;107;190;199;265;464;537;1191;357;385;742;1065;1587;965;650;389;5398
------;Straftaten insgesamt;15003000;Magdeburg;W;2241;1;3;15;15;67;101;98;70;168;160;429;98;147;245;331;458;288;268;222;1812
------;Straftaten insgesamt;15003000;Magdeburg;X;8830;3;14;34;66;174;291;297;335;632;697;1620;455;532;987;1396;2045;1253;918;611;7210
------;Straftaten insgesamt;7315000;Mainz;M;6526;0;6;7;20;55;88;206;377;583;727;1398;522;459;981;1029;1279;937;558;344;5128
------;Straftaten insgesamt;7315000;Mainz;W;1977;0;0;2;8;48;58;113;132;245;220;523;134;128;262;223;334;299;187;149;1454
------;Straftaten insgesamt;7315000;Mainz;X;8503;0;6;9;28;103;146;319;509;828;947;1921;656;587;1243;1252;1613;1236;745;493;6582
------;Straftaten insgesamt;8222000;Mannheim;M;11479;2;13;21;60;102;198;298;614;912;1386;2496;918;914;1832;1978;2346;1556;791;480;8983
------;Straftaten insgesamt;8222000;Mannheim;W;3714;4;4;7;19;53;87;151;175;326;430;843;251;295;546;534;749;539;292;211;2871
------;Straftaten insgesamt;8222000;Mannheim;X;15193;6;17;28;79;155;285;449;789;1238;1816;3339;1169;1209;2378;2512;3095;2095;1083;691;11854
------;Straftaten insgesamt;5170024;Moers;M;2122;1;2;4;10;49;66;70;112;182;204;452;146;126;272;303;460;341;173;121;1670
------;Straftaten insgesamt;5170024;Moers;W;726;1;1;1;6;24;33;38;55;93;62;188;37;23;60;85;142;127;76;48;538
------;Straftaten insgesamt;5170024;Moers;X;2848;2;3;5;16;73;99;108;167;275;266;640;183;149;332;388;602;468;249;169;2208
------;Straftaten insgesamt;5116000;Mönchengladbach;M;6494;1;4;20;37;93;155;235;302;537;676;1368;448;443;891;1045;1384;987;510;309;5126
------;Straftaten insgesamt;5116000;Mönchengladbach;W;2279;0;1;6;12;62;81;146;137;283;203;567;129;131;260;289;452;326;207;178;1712
------;Straftaten insgesamt;5116000;Mönchengladbach;X;8773;1;5;26;49;155;236;381;439;820;879;1935;577;574;1151;1334;1836;1313;717;487;6838
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;M;4078;0;4;10;28;40;82;128;183;311;378;771;291;260;551;600;895;625;403;233;3307
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;W;1459;0;2;1;12;20;35;64;67;131;139;305;109;80;189;185;288;242;145;105;1154
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;X;5537;0;6;11;40;60;117;192;250;442;517;1076;400;340;740;785;1183;867;548;338;4461
------;Straftaten insgesamt;9162000;München;M;65499;7;7;50;112;340;516;1566;4279;5845;11092;17453;5866;5599;11465;11511;12891;6809;3312;2058;48046
------;Straftaten insgesamt;9162000;München;W;17685;4;10;11;44;165;234;536;945;1481;2098;3813;1343;1323;2666;2845;3777;2259;1267;1058;13872
------;Straftaten insgesamt;9162000;München;X;83184;11;17;61;156;505;750;2102;5224;7326;13190;21266;7209;6922;14131;14356;16668;9068;4579;3116;61918
------;Straftaten insgesamt;5515000;Münster;M;7517;1;10;23;43;114;191;240;398;638;816;1645;590;572;1162;1201;1583;988;562;376;5872
------;Straftaten insgesamt;5515000;Münster;W;2163;1;1;6;16;61;85;155;123;278;195;558;122;121;243;271;403;278;232;178;1605
------;Straftaten insgesamt;5515000;Münster;X;9680;2;11;29;59;175;276;395;521;916;1011;2203;712;693;1405;1472;1986;1266;794;554;7477
------;Straftaten insgesamt;5162024;Neuss;M;4492;1;1;3;12;52;69;113;210;323;486;878;302;285;587;718;1040;673;390;206;3614
------;Straftaten insgesamt;5162024;Neuss;W;1319;0;1;1;4;20;26;72;85;157;144;327;91;72;163;170;251;189;125;94;992
------;Straftaten insgesamt;5162024;Neuss;X;5811;1;2;4;16;72;95;185;295;480;630;1205;393;357;750;888;1291;862;515;300;4606
------;Straftaten insgesamt;9564000;Nürnberg;M;16547;2;18;41;79;173;313;440;941;1381;1880;3574;1259;1223;2482;2546;3600;2298;1274;773;12973
------;Straftaten insgesamt;9564000;Nürnberg;W;5279;3;9;13;31;99;155;221;293;514;537;1206;337;377;714;716;1038;713;457;435;4073
------;Straftaten insgesamt;9564000;Nürnberg;X;21826;5;27;54;110;272;468;661;1234;1895;2417;4780;1596;1600;3196;3262;4638;3011;1731;1208;17046
------;Straftaten insgesamt;5119000;Oberhausen;M;5808;2;1;17;31;79;130;194;249;443;674;1247;432;464;896;905;1280;794;445;241;4561
------;Straftaten insgesamt;5119000;Oberhausen;W;2115;0;1;3;13;51;68;128;121;249;234;551;144;150;294;293;437;255;161;124;1564
------;Straftaten insgesamt;5119000;Oberhausen;X;7923;2;2;20;44;130;198;322;370;692;908;1798;576;614;1190;1198;1717;1049;606;365;6125
------;Straftaten insgesamt;6413000;Offenbach am Main;M;5011;2;0;0;15;34;51;145;277;422;611;1084;411;356;767;824;1150;705;305;176;3927
------;Straftaten insgesamt;6413000;Offenbach am Main;W;1491;0;0;4;5;15;24;49;101;150;183;357;120;106;226;216;301;207;104;80;1134
------;Straftaten insgesamt;6413000;Offenbach am Main;X;6502;2;0;4;20;49;75;194;378;572;794;1441;531;462;993;1040;1451;912;409;256;5061
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);M;4245;4;14;14;25;45;102;155;242;397;424;923;282;319;601;619;872;617;372;241;3322
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);W;1361;3;2;4;8;30;47;86;75;161;131;339;88;72;160;172;278;195;127;90;1022
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);X;5606;7;16;18;33;75;149;241;317;558;555;1262;370;391;761;791;1150;812;499;331;4344
------;Straftaten insgesamt;3404000;Osnabrück;M;5722;1;3;9;20;50;83;150;277;427;612;1122;444;395;839;929;1244;808;499;281;4600
------;Straftaten insgesamt;3404000;Osnabrück;W;1633;0;0;1;6;27;34;66;99;165;140;339;106;101;207;224;298;243;180;142;1294
------;Straftaten insgesamt;3404000;Osnabrück;X;7355;1;3;10;26;77;117;216;376;592;752;1461;550;496;1046;1153;1542;1051;679;423;5894
------;Straftaten insgesamt;5774032;Paderborn;M;3954;6;4;7;24;53;94;125;248;373;502;969;352;301;653;569;828;467;305;163;2985
------;Straftaten insgesamt;5774032;Paderborn;W;1246;2;2;2;11;27;44;69;91;160;146;350;86;70;156;144;253;166;97;80;896
------;Straftaten insgesamt;5774032;Paderborn;X;5200;8;6;9;35;80;138;194;339;533;648;1319;438;371;809;713;1081;633;402;243;3881
------;Straftaten insgesamt;8231000;Pforzheim;M;3278;0;15;26;42;97;180;139;171;310;326;816;232;208;440;463;667;460;263;169;2462
