1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
------;Straftaten insgesamt;14511000;Chemnitz;X;8,983;164;54;74;103;177;572;322;433;755;780;2,107;507;532;1,039;1,314;2,203;1,090;667;563;6,876
------;Straftaten insgesamt;12052000;Cottbus;M;2,472;2;7;16;29;51;105;88;133;221;245;571;121;128;249;344;622;295;238;153;1,901
------;Straftaten insgesamt;12052000;Cottbus;W;754;0;2;2;5;23;32;36;40;76;54;162;28;27;55;94;179;88;96;80;592
------;Straftaten insgesamt;12052000;Cottbus;X;3,226;2;9;18;34;74;137;124;173;297;299;733;149;155;304;438;801;383;334;233;2,493
------;Straftaten insgesamt;6411000;Darmstadt;M;3,949;4;3;4;12;55;78;117;198;315;430;823;280;247;527;620;896;555;333;195;3,126
------;Straftaten insgesamt;6411000;Darmstadt;W;1,251;1;0;0;6;25;32;75;80;155;116;303;73;70;143;160;251;170;123;101;948
------;Straftaten insgesamt;6411000;Darmstadt;X;5,200;5;3;4;18;80;110;192;278;470;546;1,126;353;317;670;780;1,147;725;456;296;4,074
------;Straftaten insgesamt;5913000;Dortmund;M;19,130;10;14;54;123;314;515;618;981;1,599;1,958;4,072;1,378;1,251;2,629;2,973;4,293;2,673;1,617;873;15,058
------;Straftaten insgesamt;5913000;Dortmund;W;5,638;5;12;29;54;191;291;391;398;789;500;1,580;306;320;626;690;1,100;787;514;341;4,058
------;Straftaten insgesamt;5913000;Dortmund;X;24,768;15;26;83;177;505;806;1,009;1,379;2,388;2,458;5,652;1,684;1,571;3,255;3,663;5,393;3,460;2,131;1,214;19,116
------;Straftaten insgesamt;14612000;Dresden;M;12,596;59;30;56;93;176;414;330;533;863;1,227;2,504;790;748;1,538;1,968;3,310;1,650;959;667;10,092
------;Straftaten insgesamt;14612000;Dresden;W;3,941;46;26;16;31;107;226;183;205;388;369;983;170;146;316;589;895;516;307;335;2,958
------;Straftaten insgesamt;14612000;Dresden;X;16,537;105;56;72;124;283;640;513;738;1,251;1,596;3,487;960;894;1,854;2,557;4,205;2,166;1,266;1,002;13,050
------;Straftaten insgesamt;5112000;Duisburg;M;13,035;5;19;79;137;230;470;443;543;986;1,160;2,616;768;796;1,564;1,871;2,958;2,019;1,309;698;10,419
------;Straftaten insgesamt;5112000;Duisburg;W;4,585;6;13;13;59;131;222;231;224;455;398;1,075;240;256;496;617;967;667;458;305;3,510
------;Straftaten insgesamt;5112000;Duisburg;X;17,620;11;32;92;196;361;692;674;767;1,441;1,558;3,691;1,008;1,052;2,060;2,488;3,925;2,686;1,767;1,003;13,929
------;Straftaten insgesamt;5111000;Düsseldorf;M;18,600;55;22;43;69;206;395;507;827;1,334;1,896;3,625;1,247;1,266;2,513;2,885;4,207;2,710;1,692;968;14,975
------;Straftaten insgesamt;5111000;Düsseldorf;W;6,289;44;17;28;45;162;296;314;338;652;437;1,385;317;314;631;749;1,282;906;708;628;4,904
------;Straftaten insgesamt;5111000;Düsseldorf;X;24,889;99;39;71;114;368;691;821;1,165;1,986;2,333;5,010;1,564;1,580;3,144;3,634;5,489;3,616;2,400;1,596;19,879
------;Straftaten insgesamt;16051000;Erfurt;M;7,138;3;9;33;54;76;175;186;383;569;760;1,504;457;410;867;1,105;1,886;865;568;343;5,634
------;Straftaten insgesamt;16051000;Erfurt;W;2,551;1;3;12;19;45;80;125;146;271;245;596;144;132;276;361;610;321;211;176;1,955
------;Straftaten insgesamt;16051000;Erfurt;X;9,689;4;12;45;73;121;255;311;529;840;1,005;2,100;601;542;1,143;1,466;2,496;1,186;779;519;7,589
------;Straftaten insgesamt;9562000;Erlangen;M;2,240;1;2;7;14;32;56;80;127;207;240;503;157;130;287;372;489;269;204;116;1,737
------;Straftaten insgesamt;9562000;Erlangen;W;634;0;0;1;5;9;15;36;39;75;59;149;35;37;72;63;118;102;76;54;485
------;Straftaten insgesamt;9562000;Erlangen;X;2,874;1;2;8;19;41;71;116;166;282;299;652;192;167;359;435;607;371;280;170;2,222
------;Straftaten insgesamt;5113000;Essen;M;15,653;4;8;41;98;188;339;450;712;1,162;1,596;3,097;1,111;991;2,102;2,437;3,498;2,295;1,406;818;12,556
------;Straftaten insgesamt;5113000;Essen;W;5,313;2;4;6;41;115;168;259;357;616;535;1,319;325;337;662;695;1,082;733;494;328;3,994
------;Straftaten insgesamt;5113000;Essen;X;20,966;6;12;47;139;303;507;709;1,069;1,778;2,131;4,416;1,436;1,328;2,764;3,132;4,580;3,028;1,900;1,146;16,550
------;Straftaten insgesamt;6412000;Frankfurt am Main;M;33,023;158;67;57;96;206;584;683;1,114;1,797;2,707;5,088;2,192;2,100;4,292;5,215;8,251;5,267;2,992;1,918;27,935
------;Straftaten insgesamt;6412000;Frankfurt am Main;W;13,150;155;61;54;74;159;503;363;437;800;852;2,155;664;649;1,313;1,790;2,880;1,974;1,546;1,492;10,995
------;Straftaten insgesamt;6412000;Frankfurt am Main;X;46,173;313;128;111;170;365;1,087;1,046;1,551;2,597;3,559;7,243;2,856;2,749;5,605;7,005;11,131;7,241;4,538;3,410;38,930
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;M;8,056;6;4;12;34;91;147;274;483;757;968;1,872;724;592;1,316;1,347;1,657;925;578;361;6,184
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;W;2,532;6;2;4;12;71;95;191;184;375;277;747;173;167;340;374;431;278;199;163;1,785
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;X;10,588;12;6;16;46;162;242;465;667;1,132;1,245;2,619;897;759;1,656;1,721;2,088;1,203;777;524;7,969
------;Straftaten insgesamt;9563000;Fürth;M;2,327;0;3;3;19;46;71;73;123;196;252;519;140;148;288;337;518;348;206;111;1,808
------;Straftaten insgesamt;9563000;Fürth;W;729;0;2;2;9;26;39;35;40;75;60;174;34;24;58;90;152;108;88;59;555
------;Straftaten insgesamt;9563000;Fürth;X;3,056;0;5;5;28;72;110;108;163;271;312;693;174;172;346;427;670;456;294;170;2,363
------;Straftaten insgesamt;5513000;Gelsenkirchen;M;6,902;6;9;44;82;167;308;262;332;594;562;1,464;362;374;736;1,032;1,479;1,111;700;380;5,438
------;Straftaten insgesamt;5513000;Gelsenkirchen;W;2,548;3;6;10;29;97;145;162;170;332;211;688;144;123;267;283;532;368;245;165;1,860
------;Straftaten insgesamt;5513000;Gelsenkirchen;X;9,450;9;15;54;111;264;453;424;502;926;773;2,152;506;497;1,003;1,315;2,011;1,479;945;545;7,298
------;Straftaten insgesamt;3159016;Göttingen;M;3,491;1;3;11;28;33;76;93;195;288;377;741;277;216;493;519;761;452;318;207;2,750
------;Straftaten insgesamt;3159016;Göttingen;W;1,096;1;0;2;9;26;38;36;53;89;98;225;67;55;122;134;220;160;151;84;871
------;Straftaten insgesamt;3159016;Göttingen;X;4,587;2;3;13;37;59;114;129;248;377;475;966;344;271;615;653;981;612;469;291;3,621
------;Straftaten insgesamt;5914000;Hagen;M;4,595;1;20;43;62;112;238;157;234;391;451;1,080;286;281;567;571;1,001;681;442;253;3,515
------;Straftaten insgesamt;5914000;Hagen;W;1,486;1;6;11;24;57;99;112;84;196;132;427;90;66;156;167;280;209;157;90;1,059
------;Straftaten insgesamt;5914000;Hagen;X;6,081;2;26;54;86;169;337;269;318;587;583;1,507;376;347;723;738;1,281;890;599;343;4,574
------;Straftaten insgesamt;15002000;Halle (Saale);M;6,516;5;15;46;67;141;274;210;295;505;533;1,312;318;346;664;944;1,751;921;553;371;5,204
------;Straftaten insgesamt;15002000;Halle (Saale);W;2,120;0;6;7;28;70;111;118;77;195;146;452;94;103;197;264;560;287;193;167;1,668
------;Straftaten insgesamt;15002000;Halle (Saale);X;8,636;5;21;53;95;211;385;328;372;700;679;1,764;412;449;861;1,208;2,311;1,208;746;538;6,872
------;Straftaten insgesamt;2000000;Hamburg;M;52,193;78;93;212;374;697;1,454;1,492;2,197;3,689;4,789;9,932;3,426;3,332;6,758;7,696;12,250;7,891;4,904;2,762;42,261
------;Straftaten insgesamt;2000000;Hamburg;W;15,660;45;31;43;131;323;573;777;793;1,570;1,203;3,346;820;763;1,583;2,012;3,464;2,393;1,680;1,182;12,314
------;Straftaten insgesamt;2000000;Hamburg;X;67,853;123;124;255;505;1,020;2,027;2,269;2,990;5,259;5,992;13,278;4,246;4,095;8,341;9,708;15,714;10,284;6,584;3,944;54,575
------;Straftaten insgesamt;5915000;Hamm;M;4,486;1;10;11;32;81;135;190;272;462;453;1,050;303;294;597;624;1,030;632;358;195;3,436
------;Straftaten insgesamt;5915000;Hamm;W;1,276;0;1;5;12;50;68;88;100;188;114;370;68;66;134;142;248;173;117;92;906
------;Straftaten insgesamt;5915000;Hamm;X;5,762;1;11;16;44;131;203;278;372;650;567;1,420;371;360;731;766;1,278;805;475;287;4,342
------;Straftaten insgesamt;3241001;Hannover;M;21,049;49;22;77;93;197;438;546;880;1,426;2,074;3,938;1,595;1,478;3,073;3,321;4,759;2,997;1,912;1,049;17,111
------;Straftaten insgesamt;3241001;Hannover;W;6,289;28;20;19;45;159;271;275;350;625;539;1,435;354;354;708;861;1,270;918;620;477;4,854
------;Straftaten insgesamt;3241001;Hannover;X;27,338;77;42;96;138;356;709;821;1,230;2,051;2,613;5,373;1,949;1,832;3,781;4,182;6,029;3,915;2,532;1,526;21,965
------;Straftaten insgesamt;8221000;Heidelberg;M;6,093;3;3;14;28;55;103;139;277;416;815;1,334;508;500;1,008;1,105;1,283;640;439;284;4,759
------;Straftaten insgesamt;8221000;Heidelberg;W;1,957;3;1;4;7;36;51;84;75;159;200;410;125;134;259;278;437;263;171;139;1,547
------;Straftaten insgesamt;8221000;Heidelberg;X;8,050;6;4;18;35;91;154;223;352;575;1,015;1,744;633;634;1,267;1,383;1,720;903;610;423;6,306
------;Straftaten insgesamt;8121000;Heilbronn;M;3,380;0;2;2;16;50;70;108;176;284;360;714;251;222;473;524;745;473;281;170;2,666
------;Straftaten insgesamt;8121000;Heilbronn;W;1,039;0;0;1;7;38;46;66;64;130;95;271;57;59;116;132;199;151;96;74;768
------;Straftaten insgesamt;8121000;Heilbronn;X;4,419;0;2;3;23;88;116;174;240;414;455;985;308;281;589;656;944;624;377;244;3,434
------;Straftaten insgesamt;5916000;Herne;M;3,800;0;4;19;48;91;162;126;215;341;400;903;238;201;439;501;827;594;337;199;2,897
------;Straftaten insgesamt;5916000;Herne;W;1,233;4;4;6;14;38;66;82;76;158;97;321;52;55;107;129;250;189;138;99;912
------;Straftaten insgesamt;5916000;Herne;X;5,033;4;8;25;62;129;228;208;291;499;497;1,224;290;256;546;630;1,077;783;475;298;3,809
------;Straftaten insgesamt;3254021;Hildesheim;M;2,767;2;3;10;18;51;84;95;136;231;281;596;179;188;367;407;579;387;284;147;2,171
------;Straftaten insgesamt;3254021;Hildesheim;W;888;0;0;2;11;23;36;40;31;71;70;177;46;43;89;112;197;127;100;86;711
------;Straftaten insgesamt;3254021;Hildesheim;X;3,655;2;3;12;29;74;120;135;167;302;351;773;225;231;456;519;776;514;384;233;2,882
------;Straftaten insgesamt;9161000;Ingolstadt;M;3,379;0;4;9;9;42;64;95;160;255;406;725;238;194;432;503;715;471;326;207;2,654
------;Straftaten insgesamt;9161000;Ingolstadt;W;1,110;1;3;2;11;35;52;66;35;101;84;237;70;54;124;128;240;160;116;105;873
------;Straftaten insgesamt;9161000;Ingolstadt;X;4,489;1;7;11;20;77;116;161;195;356;490;962;308;248;556;631;955;631;442;312;3,527
------;Straftaten insgesamt;16053000;Jena;M;2,374;1;3;11;18;42;75;93;124;217;287;579;156;152;308;333;563;265;186;140;1,795
------;Straftaten insgesamt;16053000;Jena;W;701;0;0;5;7;26;38;49;45;94;55;187;26;28;54;78;154;97;58;73;514
------;Straftaten insgesamt;16053000;Jena;X;3,075;1;3;16;25;68;113;142;169;311;342;766;182;180;362;411;717;362;244;213;2,309
------;Straftaten insgesamt;8212000;Karlsruhe;M;9,864;8;9;14;37;102;170;301;507;808;1,269;2,247;917;738;1,655;1,607;2,100;1,115;711;429;7,617
------;Straftaten insgesamt;8212000;Karlsruhe;W;2,839;12;1;5;14;98;130;176;191;367;263;760;180;179;359;342;551;391;232;204;2,079
------;Straftaten insgesamt;8212000;Karlsruhe;X;12,703;20;10;19;51;200;300;477;698;1,175;1,532;3,007;1,097;917;2,014;1,949;2,651;1,506;943;633;9,696
------;Straftaten insgesamt;6611000;Kassel;M;5,651;5;4;13;17;68;107;132;257;389;576;1,072;394;383;777;910;1,253;806;538;295;4,579
------;Straftaten insgesamt;6611000;Kassel;W;1,794;6;1;2;7;59;75;100;99;199;156;430;94;105;199;235;371;259;168;132;1,364
------;Straftaten insgesamt;6611000;Kassel;X;7,445;11;5;15;24;127;182;232;356;588;732;1,502;488;488;976;1,145;1,624;1,065;706;427;5,943
------;Straftaten insgesamt;1002000;Kiel;M;6,065;3;17;23;39;82;164;216;255;471;550;1,185;432;393;825;941;1,307;857;608;342;4,880
------;Straftaten insgesamt;1002000;Kiel;W;1,812;1;5;10;16;41;73;87;100;187;153;413;95;84;179;233;374;251;211;151;1,399
------;Straftaten insgesamt;1002000;Kiel;X;7,877;4;22;33;55;123;237;303;355;658;703;1,598;527;477;1,004;1,174;1,681;1,108;819;493;6,279
------;Straftaten insgesamt;7111000;Koblenz;M;3,717;2;1;15;20;60;98;131;223;354;407;859;294;275;569;556;711;456;348;218;2,858
------;Straftaten insgesamt;7111000;Koblenz;W;1,140;1;0;2;9;25;37;80;74;154;92;283;59;66;125;126;185;182;140;99;857
------;Straftaten insgesamt;7111000;Koblenz;X;4,857;3;1;17;29;85;135;211;297;508;499;1,142;353;341;694;682;896;638;488;317;3,715
------;Straftaten insgesamt;5315000;Köln;M;33,324;39;34;67;134;380;654;851;1,493;2,344;3,024;6,022;2,253;2,189;4,442;5,166;7,592;5,086;3,305;1,711;27,302
------;Straftaten insgesamt;5315000;Köln;W;11,025;63;24;35;90;274;486;602;569;1,171;976;2,633;569;607;1,176;1,434;2,286;1,645;1,085;766;8,392
------;Straftaten insgesamt;5315000;Köln;X;44,349;102;58;102;224;654;1,140;1,453;2,062;3,515;4,000;8,655;2,822;2,796;5,618;6,600;9,878;6,731;4,390;2,477;35,694
------;Straftaten insgesamt;5114000;Krefeld;M;6,776;3;8;22;62;115;210;223;333;556;632;1,398;440;414;854;989;1,544;1,012;640;339;5,378
------;Straftaten insgesamt;5114000;Krefeld;W;2,369;2;1;4;34;79;120;130;141;271;227;618;104;117;221;303;477;359;234;157;1,751
------;Straftaten insgesamt;5114000;Krefeld;X;9,145;5;9;26;96;194;330;353;474;827;859;2,016;544;531;1,075;1,292;2,021;1,371;874;496;7,129
------;Straftaten insgesamt;14713000;Leipzig;M;15,803;106;40;83;109;218;556;385;647;1,032;1,281;2,869;914;880;1,794;2,627;4,328;2,186;1,221;778;12,934
------;Straftaten insgesamt;14713000;Leipzig;W;5,429;98;29;37;62;144;370;221;219;440;398;1,208;305;321;626;784;1,323;662;460;366;4,221
------;Straftaten insgesamt;14713000;Leipzig;X;21,232;204;69;120;171;362;926;606;866;1,472;1,679;4,077;1,219;1,201;2,420;3,411;5,651;2,848;1,681;1,144;17,155
------;Straftaten insgesamt;5316000;Leverkusen;M;3,694;1;4;8;23;65;101;118;187;305;314;720;238;229;467;451;810;578;428;240;2,974
------;Straftaten insgesamt;5316000;Leverkusen;W;1,211;0;3;8;7;39;57;86;52;138;86;281;60;57;117;153;264;179;126;91;930
------;Straftaten insgesamt;5316000;Leverkusen;X;4,905;1;7;16;30;104;158;204;239;443;400;1,001;298;286;584;604;1,074;757;554;331;3,904
------;Straftaten insgesamt;1003000;Lübeck;M;5,940;6;16;22;27;66;137;175;291;466;487;1,090;380;377;757;838;1,320;895;663;377;4,850
------;Straftaten insgesamt;1003000;Lübeck;W;1,918;5;3;10;22;47;87;87;96;183;157;427;100;87;187;200;403;301;224;176;1,491
------;Straftaten insgesamt;1003000;Lübeck;X;7,858;11;19;32;49;113;224;262;387;649;644;1,517;480;464;944;1,038;1,723;1,196;887;553;6,341
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;M;5,385;1;8;40;85;91;225;195;244;439;458;1,122;340;304;644;734;1,153;853;535;344;4,263
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;W;2,031;0;1;4;7;63;75;89;113;202;149;426;94;116;210;265;443;321;217;149;1,605
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;X;7,416;1;9;44;92;154;300;284;357;641;607;1,548;434;420;854;999;1,596;1,174;752;493;5,868
------;Straftaten insgesamt;15003000;Magdeburg;M;6,270;3;17;33;51;108;212;206;284;490;596;1,298;408;346;754;838;1,588;850;554;388;4,972
------;Straftaten insgesamt;15003000;Magdeburg;W;2,018;0;4;9;18;70;101;84;106;190;162;453;98;86;184;270;473;242;208;188;1,565
------;Straftaten insgesamt;15003000;Magdeburg;X;8,288;3;21;42;69;178;313;290;390;680;758;1,751;506;432;938;1,108;2,061;1,092;762;576;6,537
------;Straftaten insgesamt;7315000;Mainz;M;6,396;0;2;12;23;58;95;176;338;514;772;1,381;498;473;971;1,006;1,331;806;560;341;5,015
------;Straftaten insgesamt;7315000;Mainz;W;1,823;0;0;0;4;50;54;108;109;217;165;436;116;98;214;216;326;277;204;150;1,387
------;Straftaten insgesamt;7315000;Mainz;X;8,219;0;2;12;27;108;149;284;447;731;937;1,817;614;571;1,185;1,222;1,657;1,083;764;491;6,402
------;Straftaten insgesamt;8222000;Mannheim;M;11,307;2;3;20;52;110;187;297;502;799;1,338;2,324;974;859;1,833;1,867;2,425;1,393;915;550;8,983
------;Straftaten insgesamt;8222000;Mannheim;W;3,462;0;3;8;28;78;117;170;205;375;322;814;230;232;462;481;721;422;323;239;2,648
------;Straftaten insgesamt;8222000;Mannheim;X;14,769;2;6;28;80;188;304;467;707;1,174;1,660;3,138;1,204;1,091;2,295;2,348;3,146;1,815;1,238;789;11,631
------;Straftaten insgesamt;5170024;Moers;M;1,780;1;2;9;22;38;72;88;115;203;145;420;99;93;192;237;348;272;179;132;1,360
------;Straftaten insgesamt;5170024;Moers;W;596;0;0;0;5;24;29;35;33;68;46;143;25;25;50;69;107;95;73;59;453
------;Straftaten insgesamt;5170024;Moers;X;2,376;1;2;9;27;62;101;123;148;271;191;563;124;118;242;306;455;367;252;191;1,813
------;Straftaten insgesamt;5116000;Mönchengladbach;M;6,099;14;5;19;35;105;178;225;279;504;549;1,231;386;370;756;971;1,442;835;556;308;4,868
------;Straftaten insgesamt;5116000;Mönchengladbach;W;2,049;5;3;6;10;39;63;127;115;242;182;487;101;111;212;283;427;281;211;148;1,562
------;Straftaten insgesamt;5116000;Mönchengladbach;X;8,148;19;8;25;45;144;241;352;394;746;731;1,718;487;481;968;1,254;1,869;1,116;767;456;6,430
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;M;3,582;0;1;7;22;53;83;127;152;279;352;714;218;211;429;527;752;573;360;227;2,868
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;W;1,282;0;0;3;4;21;28;71;74;145;113;286;80;66;146;167;243;193;123;124;996
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;X;4,864;0;1;10;26;74;111;198;226;424;465;1,000;298;277;575;694;995;766;483;351;3,864
------;Straftaten insgesamt;9162000;München;M;35,643;5;9;55;130;286;485;825;1,505;2,330;4,014;6,829;2,781;2,542;5,323;5,559;7,795;5,024;3,219;1,894;28,814
------;Straftaten insgesamt;9162000;München;W;11,575;5;10;7;53;171;246;417;590;1,007;1,118;2,371;805;781;1,586;1,580;2,340;1,631;1,108;959;9,204
------;Straftaten insgesamt;9162000;München;X;47,218;10;19;62;183;457;731;1,242;2,095;3,337;5,132;9,200;3,586;3,323;6,909;7,139;10,135;6,655;4,327;2,853;38,018
------;Straftaten insgesamt;5515000;Münster;M;6,799;3;2;14;39;102;160;236;422;658;672;1,490;486;401;887;967;1,486;967;663;339;5,309
------;Straftaten insgesamt;5515000;Münster;W;2,060;3;1;4;19;86;113;197;159;356;193;662;93;92;185;250;369;244;217;133;1,398
------;Straftaten insgesamt;5515000;Münster;X;8,859;6;3;18;58;188;273;433;581;1,014;865;2,152;579;493;1,072;1,217;1,855;1,211;880;472;6,707
------;Straftaten insgesamt;5162024;Neuss;M;4,184;0;1;8;21;69;99;126;201;327;423;849;301;264;565;609;904;623;407;227;3,335
------;Straftaten insgesamt;5162024;Neuss;W;1,406;0;0;2;17;32;51;74;91;165;124;340;71;78;149;190;281;204;151;91;1,066
------;Straftaten insgesamt;5162024;Neuss;X;5,590;0;1;10;38;101;150;200;292;492;547;1,189;372;342;714;799;1,185;827;558;318;4,401
------;Straftaten insgesamt;9564000;Nürnberg;M;14,825;5;16;43;96;202;362;343;622;965;1,486;2,813;1,015;950;1,965;2,216;3,412;2,279;1,346;794;12,012
------;Straftaten insgesamt;9564000;Nürnberg;W;4,837;3;7;17;49;152;228;223;258;481;428;1,137;300;245;545;639;927;698;470;421;3,700
