Schluessel;Straftat;Gemeindeschluessel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 7 bis 11);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 13 und 14);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 12, 15 und 16);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 18 und 19);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 20 bis 25)
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5316000;Leverkusen;W;11;0;0;0;0;0;0;1;1;2;0;2;0;0;0;1;5;3;0;0;9
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5316000;Leverkusen;X;60;0;0;0;1;2;3;6;10;16;0;19;2;2;4;9;17;10;1;0;41
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;1003000;Lübeck;M;153;0;2;1;0;2;5;9;29;38;11;54;14;8;22;21;32;16;7;1;99
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;1003000;Lübeck;W;21;1;0;0;0;0;1;1;2;3;0;4;0;1;1;4;6;3;2;1;17
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;1003000;Lübeck;X;174;1;2;1;0;2;6;10;31;41;11;58;14;9;23;25;38;19;9;2;116
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7314000;Ludwigshafen am Rhein;M;101;0;0;0;0;1;1;0;5;5;10;16;8;7;15;18;27;21;3;1;85
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7314000;Ludwigshafen am Rhein;W;15;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;4;4;0;15
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7314000;Ludwigshafen am Rhein;X;116;0;0;0;0;1;1;0;5;5;10;16;9;8;17;20;30;25;7;1;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;15003000;Magdeburg;M;2,604;107;35;36;29;26;233;65;88;153;379;765;253;245;498;529;557;200;47;8;1,839
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;15003000;Magdeburg;W;724;89;36;29;23;21;198;20;9;29;44;271;36;45;81;117;162;55;29;9;453
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;15003000;Magdeburg;X;3,328;196;71;65;52;47;431;85;97;182;423;1,036;289;290;579;646;719;255;76;17;2,292
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7315000;Mainz;M;324;0;0;0;0;3;3;19;68;87;46;136;25;32;57;57;47;21;4;2;188
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7315000;Mainz;W;45;0;0;0;0;0;0;3;8;11;4;15;2;2;4;3;10;8;4;1;30
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7315000;Mainz;X;369;0;0;0;0;3;3;22;76;98;50;151;27;34;61;60;57;29;8;3;218
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8222000;Mannheim;M;834;5;2;1;2;3;13;31;106;137;105;255;94;96;190;157;162;54;12;4;579
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8222000;Mannheim;W;85;6;2;1;2;1;12;2;6;8;3;23;3;5;8;14;19;13;6;2;62
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8222000;Mannheim;X;919;11;4;2;4;4;25;33;112;145;108;278;97;101;198;171;181;67;18;6;641
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5170024;Moers;M;23;0;0;0;1;0;1;1;0;1;2;4;0;1;1;7;5;5;0;1;19
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5170024;Moers;W;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;3
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5170024;Moers;X;27;0;0;0;1;0;1;1;0;1;3;5;0;1;1;7;6;6;1;1;22
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5116000;Mönchengladbach;M;207;7;2;3;1;7;20;10;10;20;15;55;8;14;22;27;63;22;9;9;152
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5116000;Mönchengladbach;W;88;4;5;2;5;3;19;2;0;2;3;24;0;3;3;14;29;10;2;6;64
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5116000;Mönchengladbach;X;295;11;7;5;6;10;39;12;10;22;18;79;8;17;25;41;92;32;11;15;216
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5117000;Mülheim an der Ruhr;M;55;0;0;0;0;0;0;1;4;5;4;9;3;2;5;18;18;3;2;0;46
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5117000;Mülheim an der Ruhr;W;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;0;5
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5117000;Mülheim an der Ruhr;X;60;0;0;0;0;0;0;1;4;5;4;9;4;2;6;18;19;5;3;0;51
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9162000;München;M;5,558;2;3;2;2;3;12;213;483;696;521;1,229;449;528;977;1,205;1,353;579;159;56;4,329
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9162000;München;W;1,529;3;0;1;1;2;7;43;69;112;124;243;75;138;213;307;458;202;73;33;1,286
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9162000;München;X;7,087;5;3;3;3;5;19;256;552;808;645;1,472;524;666;1,190;1,512;1,811;781;232;89;5,615
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5515000;Münster;M;358;0;1;0;1;0;2;27;44;71;43;116;43;31;74;67;58;36;6;1;242
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5515000;Münster;W;31;0;0;0;0;0;0;3;0;3;0;3;2;3;5;6;4;6;6;1;28
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5515000;Münster;X;389;0;1;0;1;0;2;30;44;74;43;119;45;34;79;73;62;42;12;2;270
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5162024;Neuss;M;84;0;0;0;0;0;0;5;9;14;11;25;1;7;8;19;25;4;3;0;59
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5162024;Neuss;W;13;0;0;0;0;0;0;0;1;1;1;2;0;1;1;0;4;3;3;0;11
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5162024;Neuss;X;97;0;0;0;0;0;0;5;10;15;12;27;1;8;9;19;29;7;6;0;70
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9564000;Nürnberg;M;714;1;1;1;2;2;7;10;33;43;55;105;54;57;111;136;193;96;46;27;609
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9564000;Nürnberg;W;261;1;1;0;1;1;4;1;2;3;16;23;12;18;30;35;56;38;29;50;238
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9564000;Nürnberg;X;975;2;2;1;3;3;11;11;35;46;71;128;66;75;141;171;249;134;75;77;847
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;M;144;1;0;0;0;1;2;7;10;17;13;32;12;13;25;27;42;12;4;2;112
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;W;14;0;0;0;0;0;0;0;1;1;2;3;0;2;2;3;3;2;1;0;11
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;X;158;1;0;0;0;1;2;7;11;18;15;35;12;15;27;30;45;14;5;2;123
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;M;307;0;0;0;0;0;0;8;20;28;24;52;24;21;45;56;87;43;20;4;255
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;W;54;0;0;0;0;0;0;0;1;1;5;6;2;7;9;8;14;13;3;1;48
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;X;361;0;0;0;0;0;0;8;21;29;29;58;26;28;54;64;101;56;23;5;303
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);M;149;1;0;0;1;0;2;11;26;37;18;57;9;9;18;25;31;10;6;2;92
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);W;38;2;1;1;0;0;4;0;2;2;1;7;4;1;5;5;8;9;3;1;31
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);X;187;3;1;1;1;0;6;11;28;39;19;64;13;10;23;30;39;19;9;3;123
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;M;166;2;2;0;0;3;7;7;18;25;18;50;17;10;27;31;40;16;2;0;116
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;W;19;0;0;0;0;1;1;0;1;1;1;3;1;4;5;4;3;2;1;1;16
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;X;185;2;2;0;0;4;8;7;19;26;19;53;18;14;32;35;43;18;3;1;132
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;M;34;0;0;0;0;1;1;2;1;3;3;7;3;0;3;12;9;1;1;1;27
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;W;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;8
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;X;42;0;0;0;0;1;1;2;1;3;3;7;3;1;4;13;10;2;3;3;35
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;M;47;0;0;0;0;0;0;1;6;7;4;11;6;3;9;8;12;3;3;1;36
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;W;13;0;0;0;0;0;0;0;1;1;2;3;0;3;3;1;5;1;0;0;10
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;X;60;0;0;0;0;0;0;1;7;8;6;14;6;6;12;9;17;4;3;1;46
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;M;94;0;0;0;0;0;0;2;7;9;10;19;4;10;14;22;25;10;3;1;75
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;W;9;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;3;0;2;0;9
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;X;103;0;0;0;0;0;0;2;7;9;10;19;6;10;16;24;28;10;5;1;84
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;M;40;0;0;0;0;0;0;1;4;5;3;8;5;4;9;7;12;3;1;0;32
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;W;8;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;5;1;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;X;48;0;0;0;0;0;0;1;4;5;4;9;6;4;10;7;17;4;1;0;39
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;M;2,222;0;0;0;0;3;3;32;50;82;306;391;222;276;498;500;561;209;50;13;1,831
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;W;533;0;0;0;0;0;0;18;11;29;32;61;25;33;58;103;167;94;35;15;472
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;X;2,755;0;0;0;0;3;3;50;61;111;338;452;247;309;556;603;728;303;85;28;2,303
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;M;37;0;0;0;0;0;0;0;2;2;1;3;5;1;6;2;18;6;0;2;34
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;W;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;4
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;X;42;0;0;0;0;0;0;0;2;2;2;4;5;1;6;3;19;7;1;2;38
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;M;58;0;0;0;0;1;1;7;8;15;2;18;2;7;9;11;13;4;3;0;40
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;W;5;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;1;0;0;4
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;X;63;0;0;0;0;1;1;7;9;16;2;19;2;7;9;11;16;5;3;0;44
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13003000;Rostock, Hanse- und Universitätsstadt;M;533;8;3;2;4;6;23;6;15;21;42;86;41;51;92;91;150;76;31;7;447
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13003000;Rostock, Hanse- und Universitätsstadt;W;128;8;5;4;2;3;22;6;5;11;7;40;7;9;16;13;20;24;10;5;88
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13003000;Rostock, Hanse- und Universitätsstadt;X;661;16;8;6;6;9;45;12;20;32;49;126;48;60;108;104;170;100;41;12;535
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;M;1,072;5;2;3;2;4;16;33;89;122;95;233;77;94;171;226;281;106;42;13;839
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;W;165;5;1;3;3;2;14;2;4;6;10;30;12;17;29;31;45;16;8;6;135
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;X;1,237;10;3;6;5;6;30;35;93;128;105;263;89;111;200;257;326;122;50;19;974
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3102000;Salzgitter;M;14;0;0;0;0;0;0;0;1;1;1;2;1;0;1;5;3;2;0;1;12
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3102000;Salzgitter;W;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;4
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3102000;Salzgitter;X;18;0;0;0;0;0;0;0;1;1;1;2;1;0;1;7;4;3;0;1;16
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13004000;Schwerin;M;1,167;40;17;19;21;11;108;26;15;41;172;321;125;138;263;230;242;79;20;12;846
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13004000;Schwerin;W;367;43;16;10;10;12;91;7;6;13;22;126;21;17;38;45;66;58;23;11;241
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13004000;Schwerin;X;1,534;83;33;29;31;23;199;33;21;54;194;447;146;155;301;275;308;137;43;23;1,087
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5970040;Siegen;M;100;0;0;0;0;0;0;5;15;20;19;39;12;11;23;14;15;7;2;0;61
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5970040;Siegen;W;5;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;4
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5970040;Siegen;X;105;0;0;0;0;0;0;5;15;20;20;40;13;11;24;14;16;8;3;0;65
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5122000;Solingen;M;76;0;0;0;0;0;0;1;5;6;5;11;4;5;9;16;25;9;5;1;65
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5122000;Solingen;W;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;2;0;6
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5122000;Solingen;X;82;0;0;0;0;0;0;1;5;6;5;11;4;6;10;17;25;11;7;1;71
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;M;2,143;8;4;5;4;8;29;101;269;370;202;601;172;207;379;448;461;179;55;20;1,542
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;W;240;9;3;2;2;3;19;6;9;15;10;44;12;20;32;45;62;36;16;5;196
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;X;2,383;17;7;7;6;11;48;107;278;385;212;645;184;227;411;493;523;215;71;25;1,738
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7211000;Trier;M;2,989;0;0;0;0;0;0;33;80;113;390;503;289;312;601;654;800;310;73;48;2,486
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7211000;Trier;W;794;0;0;0;0;5;5;19;17;36;61;102;47;45;92;139;237;109;71;44;692
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7211000;Trier;X;3,783;0;0;0;0;5;5;52;97;149;451;605;336;357;693;793;1,037;419;144;92;3,178
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8421000;Ulm;M;366;1;0;1;0;1;3;34;71;105;45;153;30;43;73;63;52;20;4;1;213
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8421000;Ulm;W;35;1;1;0;0;1;3;1;1;2;2;7;2;2;4;3;11;6;3;1;28
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8421000;Ulm;X;401;2;1;1;0;2;6;35;72;107;47;160;32;45;77;66;63;26;7;2;241
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6414000;Wiesbaden;M;204;0;0;0;0;1;1;20;44;64;29;94;14;6;20;18;43;23;4;2;110
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6414000;Wiesbaden;W;38;0;0;0;0;0;0;1;8;9;4;13;2;2;4;4;6;7;3;1;25
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6414000;Wiesbaden;X;242;0;0;0;0;1;1;21;52;73;33;107;16;8;24;22;49;30;7;3;135
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3103000;Wolfsburg;M;37;0;0;1;0;0;1;1;3;4;5;10;5;2;7;7;5;4;2;2;27
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3103000;Wolfsburg;W;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3103000;Wolfsburg;X;44;0;0;1;0;0;1;1;3;4;5;10;5;2;7;8;10;5;2;2;34
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5124000;Wuppertal;M;188;0;0;0;0;1;1;8;32;40;11;52;20;12;32;35;44;17;5;3;136
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5124000;Wuppertal;W;25;0;0;0;0;0;0;0;3;3;2;5;3;0;3;5;8;3;1;0;20
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5124000;Wuppertal;X;213;0;0;0;0;1;1;8;35;43;13;57;23;12;35;40;52;20;6;3;156
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9663000;Würzburg;M;433;5;1;1;1;1;9;10;46;56;57;122;46;46;92;92;89;25;10;3;311
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9663000;Würzburg;W;37;0;0;1;0;1;2;0;1;1;3;6;1;1;2;11;6;5;7;0;31
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9663000;Würzburg;X;470;5;1;2;1;2;11;10;47;57;60;128;47;47;94;103;95;30;17;3;342
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5334002;Aachen;M;964;0;0;0;0;1;1;16;57;73;127;201;90;82;172;181;245;118;38;9;763
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5334002;Aachen;W;100;0;0;0;0;0;0;5;7;12;12;24;10;5;15;10;28;15;6;2;76
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5334002;Aachen;X;1,064;0;0;0;0;1;1;21;64;85;139;225;100;87;187;191;273;133;44;11;839
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;9761000;Augsburg;M;940;0;0;0;0;4;4;28;73;101;122;227;88;102;190;148;201;131;32;11;713
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;9761000;Augsburg;W;167;0;0;0;0;2;2;15;15;30;26;58;12;15;27;20;36;18;4;4;109
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;9761000;Augsburg;X;1,107;0;0;0;0;6;6;43;88;131;148;285;100;117;217;168;237;149;36;15;822
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5378004;Bergisch Gladbach;M;142;0;0;0;0;0;0;2;10;12;30;42;12;12;24;19;29;21;7;0;100
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5378004;Bergisch Gladbach;W;27;0;0;0;0;0;0;1;2;3;2;5;2;1;3;3;6;8;2;0;22
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5378004;Bergisch Gladbach;X;169;0;0;0;0;0;0;3;12;15;32;47;14;13;27;22;35;29;9;0;122
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;11000000;Berlin;M;11,547;0;0;0;0;12;12;151;476;627;1,249;1,888;1,009;963;1,972;2,172;3,239;1,583;549;144;9,659
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;11000000;Berlin;W;1,213;0;0;0;2;5;7;46;64;110;99;216;89;68;157;192;370;183;74;21;997
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;11000000;Berlin;X;12,760;0;0;0;2;17;19;197;540;737;1,348;2,104;1,098;1,031;2,129;2,364;3,609;1,766;623;165;10,656
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5711000;Bielefeld;M;843;0;0;0;0;2;2;19;38;57;87;146;70;84;154;149;229;118;35;12;697
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5711000;Bielefeld;W;91;0;0;0;0;0;0;2;7;9;10;19;5;8;13;12;26;14;3;4;72
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5711000;Bielefeld;X;934;0;0;0;0;2;2;21;45;66;97;165;75;92;167;161;255;132;38;16;769
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5911000;Bochum;M;1,001;0;0;0;0;1;1;18;50;68;113;182;94;81;175;158;297;131;46;12;819
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5911000;Bochum;W;168;0;0;0;0;3;3;8;6;14;19;36;11;11;22;20;51;23;14;2;132
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5911000;Bochum;X;1,169;0;0;0;0;4;4;26;56;82;132;218;105;92;197;178;348;154;60;14;951
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5314000;Bonn;M;949;0;0;0;0;2;2;30;47;77;128;207;101;71;172;161;220;131;42;16;742
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5314000;Bonn;W;115;0;0;0;0;0;0;8;6;14;14;28;7;7;14;12;29;18;9;5;87
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst) ;5314000;Bonn;X;1,064;0;0;0;0;2;2;38;53;91;142;235;108;78;186;173;249;149;51;21;829
