1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
Schluessel;Straftat;Gemeindeschluessel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 7 bis 11);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 13 und 14);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 12, 15 und 16);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 18 und 19);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 20 bis 25)
------;Straftaten insgesamt;5162024;Neuss;M;3,723;4;6;5;21;75;111;124;147;271;267;649;190;187;377;469;886;621;456;265;3,074
------;Straftaten insgesamt;5162024;Neuss;W;1,213;0;3;1;10;46;60;60;56;116;91;267;58;49;107;119;270;191;136;123;946
------;Straftaten insgesamt;5162024;Neuss;X;4,936;4;9;6;31;121;171;184;203;387;358;916;248;236;484;588;1,156;812;592;388;4,020
------;Straftaten insgesamt;9564000;Nürnberg;M;13,992;8;21;65;115;271;480;501;612;1,113;1,203;2,796;836;879;1,715;1,969;3,261;2,149;1,281;821;11,196
------;Straftaten insgesamt;9564000;Nürnberg;W;4,652;6;4;13;52;211;286;293;257;550;396;1,232;241;209;450;489;910;687;485;399;3,420
------;Straftaten insgesamt;9564000;Nürnberg;X;18,644;14;25;78;167;482;766;794;869;1,663;1,599;4,028;1,077;1,088;2,165;2,458;4,171;2,836;1,766;1,220;14,616
------;Straftaten insgesamt;5119000;Oberhausen;M;5,400;2;2;13;71;163;251;264;293;557;490;1,298;327;290;617;713;1,233;766;485;288;4,102
------;Straftaten insgesamt;5119000;Oberhausen;W;1,876;0;2;7;27;100;136;143;104;247;157;540;102;59;161;199;413;271;169;123;1,336
------;Straftaten insgesamt;5119000;Oberhausen;X;7,276;2;4;20;98;263;387;407;397;804;647;1,838;429;349;778;912;1,646;1,037;654;411;5,438
------;Straftaten insgesamt;6413000;Offenbach am Main;M;3,863;1;1;5;18;38;63;119;147;266;345;674;255;266;521;568;968;653;311;168;3,189
------;Straftaten insgesamt;6413000;Offenbach am Main;W;1,181;1;2;1;5;40;49;61;57;118;78;245;80;54;134;157;263;195;111;76;936
------;Straftaten insgesamt;6413000;Offenbach am Main;X;5,044;2;3;6;23;78;112;180;204;384;423;919;335;320;655;725;1,231;848;422;244;4,125
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);M;3,833;3;2;5;30;65;105;162;215;377;319;801;250;277;527;525;864;559;331;226;3,032
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);W;1,399;3;1;0;18;61;83;120;106;226;108;417;82;74;156;136;261;191;139;99;982
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);X;5,232;6;3;5;48;126;188;282;321;603;427;1,218;332;351;683;661;1,125;750;470;325;4,014
------;Straftaten insgesamt;3404000;Osnabrück;M;5,335;4;5;11;23;108;151;190;228;418;476;1,045;354;392;746;792;1,237;782;470;263;4,290
------;Straftaten insgesamt;3404000;Osnabrück;W;1,635;1;3;3;9;66;82;136;113;249;133;464;79;87;166;156;330;217;165;137;1,171
------;Straftaten insgesamt;3404000;Osnabrück;X;6,970;5;8;14;32;174;233;326;341;667;609;1,509;433;479;912;948;1,567;999;635;400;5,461
------;Straftaten insgesamt;5774032;Paderborn;M;3,791;0;7;12;32;91;142;146;191;337;417;896;265;230;495;473;800;548;336;243;2,895
------;Straftaten insgesamt;5774032;Paderborn;W;1,206;0;0;2;6;42;50;72;98;170;118;338;70;65;135;96;235;188;120;94;868
------;Straftaten insgesamt;5774032;Paderborn;X;4,997;0;7;14;38;133;192;218;289;507;535;1,234;335;295;630;569;1,035;736;456;337;3,763
------;Straftaten insgesamt;8231000;Pforzheim;M;3,295;5;8;4;29;87;133;158;176;334;282;749;193;189;382;437;682;493;325;227;2,546
------;Straftaten insgesamt;8231000;Pforzheim;W;1,158;0;2;4;11;48;65;69;68;137;134;336;71;51;122;119;211;167;118;85;822
------;Straftaten insgesamt;8231000;Pforzheim;X;4,453;5;10;8;40;135;198;227;244;471;416;1,085;264;240;504;556;893;660;443;312;3,368
------;Straftaten insgesamt;12054000;Potsdam;M;3,467;2;5;21;51;65;144;136;172;308;295;747;165;170;335;357;872;544;336;276;2,720
------;Straftaten insgesamt;12054000;Potsdam;W;1,103;0;1;4;18;47;70;99;56;155;61;286;36;33;69;101;239;167;121;120;817
------;Straftaten insgesamt;12054000;Potsdam;X;4,570;2;6;25;69;112;214;235;228;463;356;1,033;201;203;404;458;1,111;711;457;396;3,537
------;Straftaten insgesamt;5562032;Recklinghausen;M;4,008;3;2;15;32;83;135;156;166;322;321;778;225;197;422;482;857;688;496;285;3,230
------;Straftaten insgesamt;5562032;Recklinghausen;W;1,970;0;1;4;12;40;57;63;61;124;95;276;67;76;143;191;475;359;308;218;1,694
------;Straftaten insgesamt;5562032;Recklinghausen;X;5,978;3;3;19;44;123;192;219;227;446;416;1,054;292;273;565;673;1,332;1,047;804;503;4,924
------;Straftaten insgesamt;9362000;Regensburg;M;5,925;0;2;4;22;74;102;187;248;435;639;1,176;483;497;980;1,027;1,368;720;441;213;4,749
------;Straftaten insgesamt;9362000;Regensburg;W;1,835;0;0;2;9;55;66;104;87;191;149;406;134;114;248;251;383;256;161;130;1,429
------;Straftaten insgesamt;9362000;Regensburg;X;7,760;0;2;6;31;129;168;291;335;626;788;1,582;617;611;1,228;1,278;1,751;976;602;343;6,178
------;Straftaten insgesamt;5120000;Remscheid;M;2,544;1;3;9;29;77;119;107;127;234;187;540;109;113;222;282;565;460;290;185;2,004
------;Straftaten insgesamt;5120000;Remscheid;W;939;0;0;3;21;44;68;57;52;109;60;237;26;39;65;102;203;135;111;86;702
------;Straftaten insgesamt;5120000;Remscheid;X;3,483;1;3;12;50;121;187;164;179;343;247;777;135;152;287;384;768;595;401;271;2,706
------;Straftaten insgesamt;8415061;Reutlingen;M;2,342;0;3;15;29;68;115;112;127;239;188;542;144;148;292;280;476;360;217;175;1,800
------;Straftaten insgesamt;8415061;Reutlingen;W;859;0;1;4;11;63;79;75;59;134;56;269;39;27;66;72;161;144;77;70;590
------;Straftaten insgesamt;8415061;Reutlingen;X;3,201;0;4;19;40;131;194;187;186;373;244;811;183;175;358;352;637;504;294;245;2,390
------;Straftaten insgesamt;13003000;Rostock, Hanse- und Universitätsstadt;M;5,588;14;13;43;66;107;243;216;339;555;520;1,318;373;333;706;643;1,369;800;428;324;4,270
------;Straftaten insgesamt;13003000;Rostock, Hanse- und Universitätsstadt;W;1,842;7;10;14;21;91;143;129;156;285;147;575;96;96;192;169;335;255;149;167;1,267
------;Straftaten insgesamt;13003000;Rostock, Hanse- und Universitätsstadt;X;7,430;21;23;57;87;198;386;345;495;840;667;1,893;469;429;898;812;1,704;1,055;577;491;5,537
------;Straftaten insgesamt;10041100;Saarbrücken;M;6,881;3;3;18;47;162;233;278;345;623;550;1,406;395;426;821;976;1,636;946;646;450;5,475
------;Straftaten insgesamt;10041100;Saarbrücken;W;2,249;3;2;8;26;104;143;148;132;280;164;587;100;124;224;241;488;330;206;173;1,662
------;Straftaten insgesamt;10041100;Saarbrücken;X;9,130;6;5;26;73;266;376;426;477;903;714;1,993;495;550;1,045;1,217;2,124;1,276;852;623;7,137
------;Straftaten insgesamt;3102000;Salzgitter;M;2,396;3;9;24;47;69;152;114;107;221;193;566;135;118;253;267;556;382;228;144;1,830
------;Straftaten insgesamt;3102000;Salzgitter;W;783;1;1;6;22;32;62;44;36;80;50;192;40;35;75;94;162;121;85;54;591
------;Straftaten insgesamt;3102000;Salzgitter;X;3,179;4;10;30;69;101;214;158;143;301;243;758;175;153;328;361;718;503;313;198;2,421
------;Straftaten insgesamt;13004000;Schwerin;M;2,980;1;7;16;43;79;146;103;120;223;249;618;155;160;315;368;775;453;268;183;2,362
------;Straftaten insgesamt;13004000;Schwerin;W;929;3;1;4;11;54;73;64;40;104;64;241;55;44;99;85;213;125;71;95;688
------;Straftaten insgesamt;13004000;Schwerin;X;3,909;4;8;20;54;133;219;167;160;327;313;859;210;204;414;453;988;578;339;278;3,050
------;Straftaten insgesamt;5970040;Siegen;M;2,763;3;3;9;19;44;78;134;165;299;239;616;188;171;359;392;587;376;259;174;2,147
------;Straftaten insgesamt;5970040;Siegen;W;947;1;2;0;11;55;69;107;75;182;76;327;52;39;91;101;159;115;90;64;620
------;Straftaten insgesamt;5970040;Siegen;X;3,710;4;5;9;30;99;147;241;240;481;315;943;240;210;450;493;746;491;349;238;2,767
------;Straftaten insgesamt;5122000;Solingen;M;3,302;1;3;11;32;100;147;161;153;314;253;714;158;163;321;369;722;536;376;264;2,588
------;Straftaten insgesamt;5122000;Solingen;W;1,216;0;2;9;24;46;81;52;43;95;79;255;59;50;109;105;283;199;142;123;961
------;Straftaten insgesamt;5122000;Solingen;X;4,518;1;5;20;56;146;228;213;196;409;332;969;217;213;430;474;1,005;735;518;387;3,549
------;Straftaten insgesamt;8111000;Stuttgart;M;18,816;10;12;48;116;280;466;578;1,000;1,578;1,779;3,823;1,348;1,387;2,735;2,979;4,131;2,553;1,552;1,043;14,993
------;Straftaten insgesamt;8111000;Stuttgart;W;5,382;1;3;17;42;166;229;315;342;657;513;1,399;298;285;583;620;1,057;727;536;460;3,983
------;Straftaten insgesamt;8111000;Stuttgart;X;24,198;11;15;65;158;446;695;893;1,342;2,235;2,292;5,222;1,646;1,672;3,318;3,599;5,188;3,280;2,088;1,503;18,976
------;Straftaten insgesamt;7211000;Trier;M;4,807;0;7;4;20;57;88;183;278;461;488;1,037;382;372;754;809;1,128;558;326;195;3,770
------;Straftaten insgesamt;7211000;Trier;W;1,563;0;0;0;11;52;63;95;52;147;125;335;92;83;175;215;368;204;149;117;1,228
------;Straftaten insgesamt;7211000;Trier;X;6,370;0;7;4;31;109;151;278;330;608;613;1,372;474;455;929;1,024;1,496;762;475;312;4,998
------;Straftaten insgesamt;8421000;Ulm;M;3,773;3;4;10;19;95;131;172;219;391;311;833;280;274;554;562;788;542;304;190;2,940
------;Straftaten insgesamt;8421000;Ulm;W;1,094;3;1;1;12;37;54;88;67;155;95;304;47;39;86;128;204;177;99;96;790
------;Straftaten insgesamt;8421000;Ulm;X;4,867;6;5;11;31;132;185;260;286;546;406;1,137;327;313;640;690;992;719;403;286;3,730
------;Straftaten insgesamt;6414000;Wiesbaden;M;6,331;0;10;26;63;153;252;283;273;556;516;1,324;375;332;707;793;1,325;1,019;722;441;5,007
------;Straftaten insgesamt;6414000;Wiesbaden;W;2,373;1;2;4;19;105;131;160;139;299;138;568;107;101;208;254;479;341;279;244;1,805
------;Straftaten insgesamt;6414000;Wiesbaden;X;8,704;1;12;30;82;258;383;443;412;855;654;1,892;482;433;915;1,047;1,804;1,360;1,001;685;6,812
------;Straftaten insgesamt;3103000;Wolfsburg;M;2,696;1;5;9;16;62;93;99;129;228;231;552;140;158;298;382;641;400;254;169;2,144
------;Straftaten insgesamt;3103000;Wolfsburg;W;899;0;1;0;18;51;70;69;41;110;68;248;42;42;84;91;191;123;80;82;651
------;Straftaten insgesamt;3103000;Wolfsburg;X;3,595;1;6;9;34;113;163;168;170;338;299;800;182;200;382;473;832;523;334;251;2,795
------;Straftaten insgesamt;5124000;Wuppertal;M;9,496;6;15;41;129;213;404;436;491;927;783;2,114;549;510;1,059;1,134;2,157;1,478;1,008;546;7,382
------;Straftaten insgesamt;5124000;Wuppertal;W;3,439;0;4;16;54;165;239;205;201;406;273;918;181;151;332;357;688;541;342;261;2,521
------;Straftaten insgesamt;5124000;Wuppertal;X;12,935;6;19;57;183;378;643;641;692;1,333;1,056;3,032;730;661;1,391;1,491;2,845;2,019;1,350;807;9,903
------;Straftaten insgesamt;9663000;Würzburg;M;3,787;3;2;1;15;46;67;126;242;368;425;860;323;287;610;605;841;428;254;189;2,927
------;Straftaten insgesamt;9663000;Würzburg;W;1,035;3;0;3;6;45;57;76;75;151;110;318;71;56;127;91;191;132;101;75;717
------;Straftaten insgesamt;9663000;Würzburg;X;4,822;6;2;4;21;91;124;202;317;519;535;1,178;394;343;737;696;1,032;560;355;264;3,644
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;M;31;0;0;0;0;0;0;0;1;1;6;7;3;2;5;6;4;3;5;1;24
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;X;31;0;0;0;0;0;0;0;1;1;6;7;3;2;5;6;4;3;5;1;24
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;M;31;0;0;0;0;0;0;3;7;10;5;15;2;1;3;3;4;5;1;0;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;X;31;0;0;0;0;0;0;3;7;10;5;15;2;1;3;3;4;5;1;0;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;M;11;0;0;0;0;0;0;1;4;5;0;5;1;0;1;1;2;1;0;1;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;X;11;0;0;0;0;0;0;1;4;5;0;5;1;0;1;1;2;1;0;1;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;M;642;0;0;1;0;11;12;29;41;70;58;140;52;37;89;101;151;89;52;20;502
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;W;15;0;0;0;0;0;0;2;0;2;2;4;1;0;1;2;6;1;1;0;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;X;657;0;0;1;0;11;12;31;41;72;60;144;53;37;90;103;157;90;53;20;513
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;M;55;0;0;0;0;0;0;3;1;4;7;11;5;3;8;12;13;4;6;1;44
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;X;55;0;0;0;0;0;0;3;1;4;7;11;5;3;8;12;13;4;6;1;44
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;M;51;0;0;0;0;0;0;2;2;4;8;12;2;4;6;9;13;4;2;5;39
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;W;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;X;52;0;0;0;0;1;1;2;2;4;8;13;2;4;6;9;13;4;2;5;39
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;M;46;0;0;0;0;0;0;2;4;6;5;11;3;1;4;8;10;8;5;0;35
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;X;47;0;0;0;0;0;0;2;4;6;5;11;3;1;4;8;10;8;5;1;36
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;M;17;0;0;0;0;1;1;0;3;3;2;6;4;1;5;2;2;1;1;0;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;X;17;0;0;0;0;1;1;0;3;3;2;6;4;1;5;2;2;1;1;0;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;M;40;0;0;0;0;0;0;1;1;2;9;11;1;2;3;6;8;9;2;1;29
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;W;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;1;0;3
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;X;44;0;0;0;0;0;0;1;1;2;10;12;1;2;3;8;8;9;3;1;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;M;121;0;0;0;1;4;5;4;10;14;9;28;12;16;28;18;22;12;9;4;93
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;W;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;X;125;0;0;0;1;4;5;4;10;14;11;30;12;16;28;18;23;13;9;4;95
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;M;21;0;0;0;0;0;0;1;1;2;4;6;0;2;2;3;5;4;1;0;15
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;X;21;0;0;0;0;0;0;1;1;2;4;6;0;2;2;3;5;4;1;0;15
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;M;32;0;0;0;0;0;0;1;0;1;4;5;3;2;5;8;7;4;3;0;27
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;X;32;0;0;0;0;0;0;1;0;1;4;5;3;2;5;8;7;4;3;0;27
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12052000;Cottbus;M;12;0;0;0;0;0;0;1;0;1;4;5;1;0;1;2;3;0;1;0;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12052000;Cottbus;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12052000;Cottbus;X;12;0;0;0;0;0;0;1;0;1;4;5;1;0;1;2;3;0;1;0;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;M;29;0;0;0;0;0;0;0;1;1;3;4;4;1;5;9;5;4;1;1;25
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;X;29;0;0;0;0;0;0;0;1;1;3;4;4;1;5;9;5;4;1;1;25
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;M;100;0;0;0;0;0;0;4;13;17;13;30;9;7;16;18;17;8;8;3;70
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;W;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;X;103;0;0;0;0;0;0;5;13;18;13;31;9;7;16;18;17;9;9;3;72
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;M;55;0;0;0;0;0;0;1;7;8;10;18;5;4;9;4;15;5;4;0;37
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;X;55;0;0;0;0;0;0;1;7;8;10;18;5;4;9;4;15;5;4;0;37
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5112000;Duisburg;M;69;0;0;0;0;0;0;3;2;5;7;12;8;7;15;12;15;9;5;1;57
