1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
------;Straftaten insgesamt;5111000;Düsseldorf;M;18,373;54;13;23;65;157;312;514;840;1,354;1,733;3,399;1,221;1,131;2,352;2,675;4,218;2,845;1,807;1,077;14,974
------;Straftaten insgesamt;5111000;Düsseldorf;W;5,955;31;21;23;37;131;243;295;258;553;431;1,227;316;255;571;670;1,240;862;701;684;4,728
------;Straftaten insgesamt;5111000;Düsseldorf;X;24,328;85;34;46;102;288;555;809;1,098;1,907;2,164;4,626;1,537;1,386;2,923;3,345;5,458;3,707;2,508;1,761;19,702
------;Straftaten insgesamt;16051000;Erfurt;M;6,271;0;10;28;53;65;156;170;284;454;611;1,221;410;357;767;868;1,678;854;505;378;5,050
------;Straftaten insgesamt;16051000;Erfurt;W;2,108;0;2;8;20;50;80;95;94;189;181;450;101;106;207;260;536;277;188;190;1,658
------;Straftaten insgesamt;16051000;Erfurt;X;8,379;0;12;36;73;115;236;265;378;643;792;1,671;511;463;974;1,128;2,214;1,131;693;568;6,708
------;Straftaten insgesamt;9562000;Erlangen;M;2,072;0;2;4;18;28;52;57;105;162;230;444;133;145;278;270;480;265;218;117;1,628
------;Straftaten insgesamt;9562000;Erlangen;W;651;1;0;2;5;21;29;44;35;79;62;170;39;38;77;71;112;81;79;61;481
------;Straftaten insgesamt;9562000;Erlangen;X;2,723;1;2;6;23;49;81;101;140;241;292;614;172;183;355;341;592;346;297;178;2,109
------;Straftaten insgesamt;5113000;Essen;M;12,740;5;4;26;70;202;307;394;524;918;1,089;2,314;741;746;1,487;1,853;2,988;2,013;1,299;786;10,426
------;Straftaten insgesamt;5113000;Essen;W;4,038;5;5;5;20;78;113;230;194;424;332;869;232;206;438;483;874;647;445;282;3,169
------;Straftaten insgesamt;5113000;Essen;X;16,778;10;9;31;90;280;420;624;718;1,342;1,421;3,183;973;952;1,925;2,336;3,862;2,660;1,744;1,068;13,595
------;Straftaten insgesamt;6412000;Frankfurt am Main;M;32,733;187;57;59;92;217;612;588;1,087;1,675;2,377;4,664;2,130;2,075;4,205;5,060;8,343;5,272;3,136;2,053;28,069
------;Straftaten insgesamt;6412000;Frankfurt am Main;W;13,475;147;66;33;59;104;409;311;333;644;821;1,874;690;694;1,384;1,847;2,957;2,125;1,603;1,685;11,601
------;Straftaten insgesamt;6412000;Frankfurt am Main;X;46,208;334;123;92;151;321;1,021;899;1,420;2,319;3,198;6,538;2,820;2,769;5,589;6,907;11,300;7,397;4,739;3,738;39,670
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;M;6,758;1;5;10;36;62;114;268;337;605;722;1,441;504;481;985;1,014;1,436;852;608;422;5,317
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;W;2,037;3;2;4;10;66;85;149;131;280;179;544;137;124;261;270;372;242;199;149;1,493
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;X;8,795;4;7;14;46;128;199;417;468;885;901;1,985;641;605;1,246;1,284;1,808;1,094;807;571;6,810
------;Straftaten insgesamt;9563000;Fürth;M;2,193;2;0;10;24;32;68;86;110;196;186;450;140;131;271;328;478;342;201;123;1,743
------;Straftaten insgesamt;9563000;Fürth;W;668;2;0;3;2;20;27;21;20;41;55;123;28;26;54;87;137;119;79;69;545
------;Straftaten insgesamt;9563000;Fürth;X;2,861;4;0;13;26;52;95;107;130;237;241;573;168;157;325;415;615;461;280;192;2,288
------;Straftaten insgesamt;5513000;Gelsenkirchen;M;6,668;2;5;33;54;143;237;270;314;584;583;1,404;362;354;716;884;1,544;1,055;665;400;5,264
------;Straftaten insgesamt;5513000;Gelsenkirchen;W;2,448;0;3;11;22;80;116;156;125;281;198;595;131;131;262;272;534;381;228;176;1,853
------;Straftaten insgesamt;5513000;Gelsenkirchen;X;9,116;2;8;44;76;223;353;426;439;865;781;1,999;493;485;978;1,156;2,078;1,436;893;576;7,117
------;Straftaten insgesamt;3159016;Göttingen;M;3,470;1;3;6;17;35;62;94;137;231;358;651;273;250;523;504;789;460;322;221;2,819
------;Straftaten insgesamt;3159016;Göttingen;W;1,203;3;6;1;9;39;58;70;63;133;107;298;82;61;143;140;247;149;124;102;905
------;Straftaten insgesamt;3159016;Göttingen;X;4,673;4;9;7;26;74;120;164;200;364;465;949;355;311;666;644;1,036;609;446;323;3,724
------;Straftaten insgesamt;5754008;Gütersloh;M;2,157;0;0;2;6;23;31;55;92;147;232;410;146;126;272;280;527;338;211;119;1,747
------;Straftaten insgesamt;5754008;Gütersloh;W;636;0;0;0;2;19;21;37;35;72;42;135;27;22;49;60;157;116;62;57;501
------;Straftaten insgesamt;5754008;Gütersloh;X;2,793;0;0;2;8;42;52;92;127;219;274;545;173;148;321;340;684;454;273;176;2,248
------;Straftaten insgesamt;5914000;Hagen;M;4,666;2;7;28;69;126;232;153;213;366;403;1,001;267;243;510;613;1,088;724;462;268;3,665
------;Straftaten insgesamt;5914000;Hagen;W;1,497;5;1;11;29;60;106;100;69;169;126;401;89;61;150;184;285;216;159;102;1,096
------;Straftaten insgesamt;5914000;Hagen;X;6,163;7;8;39;98;186;338;253;282;535;529;1,402;356;304;660;797;1,373;940;621;370;4,761
------;Straftaten insgesamt;15002000;Halle (Saale);M;6,586;1;12;36;87;145;281;214;299;513;542;1,336;364;359;723;831;1,802;930;601;363;5,250
------;Straftaten insgesamt;15002000;Halle (Saale);W;2,189;4;2;10;41;73;130;117;95;212;171;513;109;80;189;252;554;280;198;203;1,676
------;Straftaten insgesamt;15002000;Halle (Saale);X;8,775;5;14;46;128;218;411;331;394;725;713;1,849;473;439;912;1,083;2,356;1,210;799;566;6,926
------;Straftaten insgesamt;2000000;Hamburg;M;49,195;58;83;154;309;604;1,208;1,335;2,001;3,336;3,978;8,522;3,181;3,083;6,264;7,051;12,146;7,677;4,861;2,674;40,673
------;Straftaten insgesamt;2000000;Hamburg;W;14,777;40;22;45;133;390;630;642;636;1,278;1,103;3,011;740;700;1,440;1,760;3,375;2,309;1,631;1,251;11,766
------;Straftaten insgesamt;2000000;Hamburg;X;63,972;98;105;199;442;994;1,838;1,977;2,637;4,614;5,081;11,533;3,921;3,783;7,704;8,811;15,521;9,986;6,492;3,925;52,439
------;Straftaten insgesamt;5915000;Hamm;M;4,573;1;6;20;38;95;160;161;214;375;398;933;253;269;522;606;1,059;747;439;267;3,640
------;Straftaten insgesamt;5915000;Hamm;W;1,347;2;3;3;9;38;55;98;91;189;106;350;63;68;131;163;280;190;135;98;997
------;Straftaten insgesamt;5915000;Hamm;X;5,920;3;9;23;47;133;215;259;305;564;504;1,283;316;337;653;769;1,339;937;574;365;4,637
------;Straftaten insgesamt;3241001;Hannover;M;19,728;9;24;47;133;230;443;545;768;1,313;1,794;3,550;1,267;1,329;2,596;2,998;4,601;2,937;1,964;1,082;16,178
------;Straftaten insgesamt;3241001;Hannover;W;6,014;3;8;14;47;121;193;280;313;593;563;1,349;330;330;660;718;1,327;878;628;454;4,665
------;Straftaten insgesamt;3241001;Hannover;X;25,742;12;32;61;180;351;636;825;1,081;1,906;2,357;4,899;1,597;1,659;3,256;3,716;5,928;3,815;2,592;1,536;20,843
------;Straftaten insgesamt;8221000;Heidelberg;M;4,890;2;4;8;16;53;83;131;237;368;480;931;402;402;804;809;1,055;588;410;293;3,959
------;Straftaten insgesamt;8221000;Heidelberg;W;1,402;3;4;4;12;39;62;78;67;145;119;326;72;82;154;198;262;185;145;132;1,076
------;Straftaten insgesamt;8221000;Heidelberg;X;6,292;5;8;12;28;92;145;209;304;513;599;1,257;474;484;958;1,007;1,317;773;555;425;5,035
------;Straftaten insgesamt;8121000;Heilbronn;M;3,102;1;1;5;21;45;73;99;127;226;282;581;201;219;420;456;745;431;284;185;2,521
------;Straftaten insgesamt;8121000;Heilbronn;W;928;0;1;2;7;39;49;63;62;125;83;257;40;64;104;97;180;124;106;60;671
------;Straftaten insgesamt;8121000;Heilbronn;X;4,030;1;2;7;28;84;122;162;189;351;365;838;241;283;524;553;925;555;390;245;3,192
------;Straftaten insgesamt;5916000;Herne;M;3,614;2;5;9;31;75;122;126;163;289;372;783;217;203;420;461;812;568;349;221;2,831
------;Straftaten insgesamt;5916000;Herne;W;1,169;0;2;1;17;33;53;66;56;122;99;274;63;44;107;123;261;181;120;103;895
------;Straftaten insgesamt;5916000;Herne;X;4,783;2;7;10;48;108;175;192;219;411;471;1,057;280;247;527;584;1,073;749;469;324;3,726
------;Straftaten insgesamt;3254021;Hildesheim;M;2,705;2;1;9;19;64;95;86;122;208;227;530;191;152;343;402;592;414;254;170;2,175
------;Straftaten insgesamt;3254021;Hildesheim;W;965;0;1;1;12;26;40;58;59;117;87;244;62;49;111;116;194;123;108;69;721
------;Straftaten insgesamt;3254021;Hildesheim;X;3,670;2;2;10;31;90;135;144;181;325;314;774;253;201;454;518;786;537;362;239;2,896
------;Straftaten insgesamt;9161000;Ingolstadt;M;3,256;4;3;8;22;43;80;113;155;268;308;656;207;211;418;459;755;490;298;180;2,600
------;Straftaten insgesamt;9161000;Ingolstadt;W;1,047;0;0;1;5;23;29;53;57;110;66;205;60;54;114;129;228;152;119;100;842
------;Straftaten insgesamt;9161000;Ingolstadt;X;4,303;4;3;9;27;66;109;166;212;378;374;861;267;265;532;588;983;642;417;280;3,442
------;Straftaten insgesamt;16053000;Jena;M;1,909;0;2;3;13;33;51;70;91;161;189;401;138;133;271;263;465;252;143;114;1,508
------;Straftaten insgesamt;16053000;Jena;W;548;0;1;3;5;20;29;25;23;48;57;134;26;21;47;69;133;65;44;56;414
------;Straftaten insgesamt;16053000;Jena;X;2,457;0;3;6;18;53;80;95;114;209;246;535;164;154;318;332;598;317;187;170;1,922
------;Straftaten insgesamt;7312000;Kaiserslautern;M;3,317;0;1;2;15;55;73;99;142;241;287;601;215;232;447;489;719;488;347;226;2,716
------;Straftaten insgesamt;7312000;Kaiserslautern;W;1,150;0;0;4;2;28;34;60;62;122;103;259;58;65;123;133;245;175;121;94;891
------;Straftaten insgesamt;7312000;Kaiserslautern;X;4,467;0;1;6;17;83;107;159;204;363;390;860;273;297;570;622;964;663;468;320;3,607
------;Straftaten insgesamt;8212000;Karlsruhe;M;9,043;5;0;10;42;78;135;205;395;600;978;1,713;725;686;1,411;1,402;2,027;1,268;750;472;7,330
------;Straftaten insgesamt;8212000;Karlsruhe;W;2,722;7;1;3;9;63;83;148;141;289;255;627;192;165;357;351;503;377;280;227;2,095
------;Straftaten insgesamt;8212000;Karlsruhe;X;11,765;12;1;13;51;141;218;353;536;889;1,233;2,340;917;851;1,768;1,753;2,530;1,645;1,030;699;9,425
------;Straftaten insgesamt;6611000;Kassel;M;5,375;2;3;14;20;55;94;169;253;422;472;988;367;307;674;827;1,307;768;519;292;4,387
------;Straftaten insgesamt;6611000;Kassel;W;1,597;0;0;4;15;38;57;91;83;174;142;373;85;75;160;187;357;224;169;127;1,224
------;Straftaten insgesamt;6611000;Kassel;X;6,972;2;3;18;35;93;151;260;336;596;614;1,361;452;382;834;1,014;1,664;992;688;419;5,611
------;Straftaten insgesamt;1002000;Kiel;M;5,616;6;8;32;40;84;170;177;257;434;520;1,124;393;359;752;785;1,226;807;585;337;4,492
------;Straftaten insgesamt;1002000;Kiel;W;1,662;1;4;7;11;44;67;63;76;139;125;331;105;87;192;237;371;225;178;128;1,331
------;Straftaten insgesamt;1002000;Kiel;X;7,278;7;12;39;51;128;237;240;333;573;645;1,455;498;446;944;1,022;1,597;1,032;763;465;5,823
------;Straftaten insgesamt;7111000;Koblenz;M;3,518;0;2;10;12;44;68;109;202;311;368;747;232;239;471;522;745;477;324;232;2,771
------;Straftaten insgesamt;7111000;Koblenz;W;1,132;0;0;1;11;36;48;70;44;114;101;263;57;66;123;125;216;177;127;101;869
------;Straftaten insgesamt;7111000;Koblenz;X;4,650;0;2;11;23;80;116;179;246;425;469;1,010;289;305;594;647;961;654;451;333;3,640
------;Straftaten insgesamt;5315000;Köln;M;30,799;18;19;48;123;322;530;864;1,365;2,229;2,656;5,415;1,918;1,885;3,803;4,387;7,133;4,903;3,332;1,826;25,384
------;Straftaten insgesamt;5315000;Köln;W;10,084;20;14;12;50;187;283;473;501;974;820;2,077;547;546;1,093;1,320;2,192;1,582;1,013;807;8,007
------;Straftaten insgesamt;5315000;Köln;X;40,883;38;33;60;173;509;813;1,337;1,866;3,203;3,476;7,492;2,465;2,431;4,896;5,707;9,325;6,485;4,345;2,633;33,391
------;Straftaten insgesamt;5114000;Krefeld;M;5,895;2;8;18;61;106;195;183;250;433;498;1,126;325;307;632;809;1,435;939;609;345;4,769
------;Straftaten insgesamt;5114000;Krefeld;W;2,098;0;2;5;19;41;67;110;128;238;182;487;98;97;195;242;436;333;226;179;1,611
------;Straftaten insgesamt;5114000;Krefeld;X;7,993;2;10;23;80;147;262;293;378;671;680;1,613;423;404;827;1,051;1,871;1,272;835;524;6,380
------;Straftaten insgesamt;14713000;Leipzig;M;14,636;49;27;47;86;170;379;376;527;903;1,220;2,502;818;921;1,739;2,103;4,174;2,149;1,218;751;12,134
------;Straftaten insgesamt;14713000;Leipzig;W;5,007;39;15;19;33;107;213;222;223;445;371;1,029;286;285;571;682;1,263;671;419;372;3,978
------;Straftaten insgesamt;14713000;Leipzig;X;19,643;88;42;66;119;277;592;598;750;1,348;1,591;3,531;1,104;1,206;2,310;2,785;5,437;2,820;1,637;1,123;16,112
------;Straftaten insgesamt;5316000;Leverkusen;M;3,110;1;0;7;12;28;48;99;168;267;273;588;174;156;330;394;708;532;344;214;2,522
------;Straftaten insgesamt;5316000;Leverkusen;W;980;0;1;1;5;17;24;38;48;86;71;181;37;47;84;125;221;159;119;91;799
------;Straftaten insgesamt;5316000;Leverkusen;X;4,090;1;1;8;17;45;72;137;216;353;344;769;211;203;414;519;929;691;463;305;3,321
------;Straftaten insgesamt;1003000;Lübeck;M;5,762;3;9;19;27;84;142;161;272;433;524;1,099;335;338;673;700;1,344;849;659;438;4,663
------;Straftaten insgesamt;1003000;Lübeck;W;1,841;2;3;9;13;41;68;75;108;183;132;383;86;94;180;181;407;294;223;173;1,458
------;Straftaten insgesamt;1003000;Lübeck;X;7,603;5;12;28;40;125;210;236;380;616;656;1,482;421;432;853;881;1,751;1,143;882;611;6,121
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;M;5,154;3;13;35;55;85;191;160;212;372;372;935;288;302;590;677;1,229;801;587;335;4,219
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;W;1,700;1;1;4;20;48;74;66;65;131;122;327;83;85;168;193;390;265;201;156;1,373
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;X;6,854;4;14;39;75;133;265;226;277;503;494;1,262;371;387;758;870;1,619;1,066;788;491;5,592
------;Straftaten insgesamt;15003000;Magdeburg;M;6,461;1;14;22;72;121;230;194;292;486;647;1,363;384;391;775;788;1,659;889;583;404;5,098
------;Straftaten insgesamt;15003000;Magdeburg;W;2,053;0;6;6;21;54;87;91;103;194;152;433;127;99;226;242;467;250;208;227;1,620
------;Straftaten insgesamt;15003000;Magdeburg;X;8,514;1;20;28;93;175;317;285;395;680;799;1,796;511;490;1,001;1,030;2,126;1,139;791;631;6,718
------;Straftaten insgesamt;7315000;Mainz;M;5,436;1;2;11;27;65;106;171;279;450;599;1,155;374;377;751;775;1,178;739;517;321;4,281
------;Straftaten insgesamt;7315000;Mainz;W;1,523;0;1;3;10;36;50;85;77;162;141;353;83;71;154;170;309;225;176;136;1,170
------;Straftaten insgesamt;7315000;Mainz;X;6,959;1;3;14;37;101;156;256;356;612;740;1,508;457;448;905;945;1,487;964;693;457;5,451
------;Straftaten insgesamt;8222000;Mannheim;M;10,053;3;4;16;51;125;199;276;437;713;1,024;1,936;708;705;1,413;1,522;2,222;1,463;960;537;8,117
------;Straftaten insgesamt;8222000;Mannheim;W;3,137;2;0;4;22;78;106;141;175;316;285;707;221;167;388;396;632;482;320;212;2,430
------;Straftaten insgesamt;8222000;Mannheim;X;13,190;5;4;20;73;203;305;417;612;1,029;1,309;2,643;929;872;1,801;1,918;2,854;1,945;1,280;749;10,547
------;Straftaten insgesamt;5170024;Moers;M;1,928;0;3;3;12;40;58;88;92;180;157;395;97;100;197;245;422;290;237;142;1,533
------;Straftaten insgesamt;5170024;Moers;W;582;0;0;1;1;12;14;25;30;55;47;116;26;20;46;56;136;111;66;51;466
------;Straftaten insgesamt;5170024;Moers;X;2,510;0;3;4;13;52;72;113;122;235;204;511;123;120;243;301;558;401;303;193;1,999
------;Straftaten insgesamt;5116000;Mönchengladbach;M;6,279;13;4;8;27;91;143;193;287;480;613;1,236;352;391;743;936;1,491;929;585;359;5,043
------;Straftaten insgesamt;5116000;Mönchengladbach;W;2,150;8;6;5;17;57;93;115;112;227;207;527;114;100;214;270;458;313;218;150;1,623
------;Straftaten insgesamt;5116000;Mönchengladbach;X;8,429;21;10;13;44;148;236;308;399;707;820;1,763;466;491;957;1,206;1,949;1,242;803;509;6,666
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;M;2,896;0;3;8;17;43;71;101;137;238;267;576;156;145;301;381;652;471;310;205;2,320
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;W;916;0;1;0;7;13;21;28;33;61;85;167;49;43;92;103;183;163;123;85;749
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;X;3,812;0;4;8;24;56;92;129;170;299;352;743;205;188;393;484;835;634;433;290;3,069
------;Straftaten insgesamt;9162000;München;M;31,411;8;9;24;79;318;438;903;1,435;2,338;3,009;5,785;2,159;2,154;4,313;4,605;6,980;4,769;3,121;1,838;25,626
------;Straftaten insgesamt;9162000;München;W;10,085;3;10;17;37;184;251;388;439;827;838;1,916;598;545;1,143;1,265;2,118;1,601;1,152;890;8,169
------;Straftaten insgesamt;9162000;München;X;41,496;11;19;41;116;502;689;1,291;1,874;3,165;3,847;7,701;2,757;2,699;5,456;5,870;9,098;6,370;4,273;2,728;33,795
------;Straftaten insgesamt;5515000;Münster;M;6,290;5;1;14;37;79;136;242;365;607;636;1,379;436;365;801;851;1,380;893;623;363;4,911
------;Straftaten insgesamt;5515000;Münster;W;1,853;0;0;1;11;57;69;113;93;206;167;442;108;86;194;216;357;249;238;157;1,411
------;Straftaten insgesamt;5515000;Münster;X;8,143;5;1;15;48;136;205;355;458;813;803;1,821;544;451;995;1,067;1,737;1,142;861;520;6,322
------;Straftaten insgesamt;5162024;Neuss;M;3,607;1;1;5;26;61;94;133;203;336;346;776;230;227;457;458;806;552;339;219;2,831
------;Straftaten insgesamt;5162024;Neuss;W;1,072;0;1;2;5;19;27;46;52;98;96;221;53;52;105;118;257;178;108;85;851
------;Straftaten insgesamt;5162024;Neuss;X;4,679;1;2;7;31;80;121;179;255;434;442;997;283;279;562;576;1,063;730;447;304;3,682
