Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl;
515000;Erschleichen von Leistungen § 265a StGB;3101000;Braunschweig;727;288.7;1;0.1;0;0;718;98.8;661;504;157;331;50.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;4011000;Bremen;1,446;254;0;0;0;0;1,435;99.2;1,292;989;303;693;53.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;4012000;Bremerhaven;70;60.6;0;0;0;0;68;97.1;54;45;9;25;46.3;1816442
515000;Erschleichen von Leistungen § 265a StGB;14511000;Chemnitz;488;196.3;1;0.2;0;0;482;98.8;454;326;128;160;35.2;1816442
515000;Erschleichen von Leistungen § 265a StGB;6411000;Darmstadt;362;223.1;1;0.3;0;0;358;98.9;316;240;76;177;56;1816442
515000;Erschleichen von Leistungen § 265a StGB;5913000;Dortmund;5,103;860.1;3;0.1;0;0;5,068;99.3;2,711;2,054;657;1,239;45.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;14612000;Dresden;3,095;549.4;5;0.2;0;0;3,085;99.7;2,422;1,748;674;915;37.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;5112000;Duisburg;1,920;382.3;2;0.1;0;0;1,901;99;1,634;1,174;460;801;49;1816442
515000;Erschleichen von Leistungen § 265a StGB;5111000;Düsseldorf;1,615;256.7;2;0.1;0;0;1,606;99.4;1,311;1,038;273;715;54.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;16051000;Erfurt;2,455;1,142.00;0;0;0;0;2,439;99.3;2,144;1,603;541;1,268;59.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;9562000;Erlangen;126;108.1;0;0;0;0;125;99.2;126;95;31;70;55.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;5113000;Essen;971;166.1;3;0.3;0;0;956;98.5;672;526;146;306;45.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;6412000;Frankfurt am Main;8,981;1,161.70;2;0;0;0;8,956;99.7;6,043;4,820;1,223;3,900;64.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;8311000;Freiburg im Breisgau;1,950;825.8;3;0.2;0;0;1,947;99.8;1,818;1,500;318;1,419;78.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;9563000;Fürth;220;167.4;0;0;0;0;219;99.5;209;145;64;82;39.2;1816442
515000;Erschleichen von Leistungen § 265a StGB;5513000;Gelsenkirchen;318;120.9;2;0.6;0;0;313;98.4;287;217;70;138;48.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;3159016;Göttingen;602;506.1;1;0.2;0;0;594;98.7;538;448;90;371;69;1816442
515000;Erschleichen von Leistungen § 265a StGB;5754008;Gütersloh;108;105.5;0;0;0;0;104;96.3;102;84;18;78;76.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;5914000;Hagen;688;362.5;2;0.3;0;0;685;99.6;492;367;125;282;57.3;1816442
515000;Erschleichen von Leistungen § 265a StGB;15002000;Halle (Saale);1,052;434.6;1;0.1;0;0;1,029;97.8;962;760;202;703;73.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;2000000;Hamburg;7,838;414.2;18;0.2;0;0;7,640;97.5;5,120;4,152;968;3,279;64;1816442
515000;Erschleichen von Leistungen § 265a StGB;5915000;Hamm;559;309.1;1;0.2;0;0;551;98.6;533;452;81;376;70.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;6435014;Hanau;1,068;1,053.60;1;0.1;0;0;1,044;97.8;930;670;260;552;59.4;1816442
515000;Erschleichen von Leistungen § 265a StGB;3241001;Hannover;2,582;473.7;0;0;0;0;2,542;98.5;2,271;1,841;430;1,430;63;1816442
515000;Erschleichen von Leistungen § 265a StGB;8221000;Heidelberg;733;451.7;0;0;0;0;728;99.3;685;499;186;405;59.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;8121000;Heilbronn;161;125.5;0;0;0;0;161;100;154;103;51;101;65.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;5916000;Herne;315;200.2;0;0;0;0;310;98.4;231;170;61;88;38.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;3254021;Hildesheim;72;70.7;0;0;0;0;70;97.2;71;61;10;51;71.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;9161000;Ingolstadt;512;363;3;0.6;0;0;505;98.6;475;362;113;355;74.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;16053000;Jena;130;116.9;1;0.8;0;0;128;98.5;119;83;36;74;62.2;1816442
515000;Erschleichen von Leistungen § 265a StGB;7312000;Kaiserslautern;172;169.9;2;1.2;0;0;169;98.3;162;123;39;100;61.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;8212000;Karlsruhe;2,258;731.4;1;0;0;0;2,239;99.2;2,067;1,713;354;1,541;74.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;6611000;Kassel;837;409.9;0;0;0;0;819;97.8;787;626;161;584;74.2;1816442
515000;Erschleichen von Leistungen § 265a StGB;1002000;Kiel;108;43.6;0;0;0;0;106;98.1;104;82;22;65;62.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;7111000;Koblenz;554;480.6;1;0.2;0;0;553;99.8;529;465;64;404;76.4;1816442
515000;Erschleichen von Leistungen § 265a StGB;5315000;Köln;3,203;295.3;2;0.1;0;0;3,176;99.2;2,741;1,992;749;1,486;54.2;1816442
515000;Erschleichen von Leistungen § 265a StGB;5114000;Krefeld;1,440;630.4;0;0;0;0;1,432;99.4;1,125;733;392;440;39.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;14713000;Leipzig;2,273;368.9;4;0.2;0;0;2,247;98.9;1,873;1,379;494;717;38.3;1816442
515000;Erschleichen von Leistungen § 265a StGB;5316000;Leverkusen;29;17.5;1;3.4;0;0;24;82.8;25;18;7;11;44;1816442
515000;Erschleichen von Leistungen § 265a StGB;1003000;Lübeck;301;138;5;1.7;0;0;297;98.7;286;226;60;177;61.9;1816442
515000;Erschleichen von Leistungen § 265a StGB;7314000;Ludwigshafen am Rhein;986;565.8;0;0;0;0;977;99.1;914;616;298;545;59.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;15003000;Magdeburg;794;331.7;3;0.4;0;0;764;96.2;682;535;147;438;64.2;1816442
515000;Erschleichen von Leistungen § 265a StGB;7315000;Mainz;1,686;764.4;0;0;0;0;1,644;97.5;1,407;1,033;374;757;53.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;8222000;Mannheim;3,544;1,123.10;3;0.1;0;0;3,521;99.4;3,151;2,378;773;2,135;67.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;5170024;Moers;21;19.9;1;4.8;0;0;20;95.2;18;15;3;12;66.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;5116000;Mönchengladbach;422;157.2;1;0.2;0;0;416;98.6;233;186;47;91;39.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;5117000;Mülheim an der Ruhr;240;139.2;0;0;0;0;237;98.8;198;153;45;69;34.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;9162000;München;5,528;365.5;12;0.2;0;0;5,473;99;4,811;3,302;1,509;2,791;58;1816442
515000;Erschleichen von Leistungen § 265a StGB;5515000;Münster;1,329;414.1;0;0;0;0;1,314;98.9;813;668;145;498;61.3;1816442
515000;Erschleichen von Leistungen § 265a StGB;5162024;Neuss;266;172.6;0;0;0;0;262;98.5;230;185;45;96;41.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;9564000;Nürnberg;2,072;396.2;4;0.2;0;0;2,060;99.4;1,944;1,498;446;1,276;65.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;5119000;Oberhausen;364;172.7;1;0.3;0;0;359;98.6;268;213;55;124;46.3;1816442
515000;Erschleichen von Leistungen § 265a StGB;6413000;Offenbach am Main;553;412.2;0;0;0;0;553;100;411;323;88;186;45.3;1816442
515000;Erschleichen von Leistungen § 265a StGB;3403000;Oldenburg (Oldenburg);128;74.1;3;2.3;0;0;123;96.1;124;101;23;84;67.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;3404000;Osnabrück;248;148.2;1;0.4;0;0;247;99.6;233;184;49;137;58.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;5774032;Paderborn;888;573.8;1;0.1;0;0;878;98.9;606;373;233;227;37.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;8231000;Pforzheim;192;150.2;0;0;0;0;189;98.4;184;139;45;134;72.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;12054000;Potsdam;99;53.3;1;1;0;0;95;96;88;68;20;49;55.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;5562032;Recklinghausen;857;767;0;0;0;0;823;96;540;407;133;183;33.9;1816442
515000;Erschleichen von Leistungen § 265a StGB;9362000;Regensburg;401;254.7;0;0;0;0;395;98.5;353;274;79;200;56.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;5120000;Remscheid;17;15.1;1;5.9;0;0;16;94.1;16;15;1;8;50;1816442
515000;Erschleichen von Leistungen § 265a StGB;8415061;Reutlingen;130;110.6;0;0;0;0;126;96.9;122;93;29;80;65.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;13003000;Rostock, Hanse- und Universitätsstadt;938;446.8;2;0.2;0;0;927;98.8;562;427;135;161;28.6;1816442
515000;Erschleichen von Leistungen § 265a StGB;10041100;Saarbrücken;466;256.1;4;0.9;0;0;452;97;295;245;50;182;61.7;1816442
515000;Erschleichen von Leistungen § 265a StGB;3102000;Salzgitter;73;69.8;2;2.7;0;0;72;98.6;57;43;14;27;47.4;1816442
515000;Erschleichen von Leistungen § 265a StGB;13004000;Schwerin;357;373.4;3;0.8;0;0;352;98.6;328;255;73;215;65.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;5970040;Siegen;31;30.2;1;3.2;0;0;31;100;31;28;3;15;48.4;1816442
515000;Erschleichen von Leistungen § 265a StGB;5122000;Solingen;104;64.7;0;0;0;0;95;91.3;92;75;17;52;56.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;8111000;Stuttgart;2,930;463;3;0.1;0;0;2,917;99.6;2,703;2,041;662;1,794;66.4;1816442
515000;Erschleichen von Leistungen § 265a StGB;7211000;Trier;63;56.2;1;1.6;0;0;63;100;52;47;5;33;63.5;1816442
515000;Erschleichen von Leistungen § 265a StGB;8421000;Ulm;1,380;1,070.40;0;0;0;0;1,377;99.8;1,273;1,039;234;992;77.9;1816442
515000;Erschleichen von Leistungen § 265a StGB;6414000;Wiesbaden;606;214.1;0;0;0;0;602;99.3;551;394;157;313;56.8;1816442
515000;Erschleichen von Leistungen § 265a StGB;3103000;Wolfsburg;315;250.1;0;0;0;0;309;98.1;292;247;45;193;66.1;1816442
515000;Erschleichen von Leistungen § 265a StGB;5124000;Wuppertal;1,567;436.6;1;0.1;0;0;1,530;97.6;1,243;823;420;676;54.4;1816442
515000;Erschleichen von Leistungen § 265a StGB;9663000;Würzburg;1,020;798.1;1;0.1;0;0;1,011;99.1;935;807;128;745;79.7;1816442
515001;Beförderungserschleichung;5334002;Aachen;1,635;648.5;2;0.1;0;0;1,358;83.1;1,064;742;322;572;53.8;1816443
515001;Beförderungserschleichung;9761000;Augsburg;1,199;398.3;0;0;0;0;1,186;98.9;1,105;863;242;646;58.5;1816443
515001;Beförderungserschleichung;5378004;Bergisch Gladbach;12;10.6;0;0;0;0;11;91.7;11;7;4;6;54.5;1816443
515001;Beförderungserschleichung;11000000;Berlin;6,239;166.1;9;0.1;0;0;6,153;98.6;5,621;3,772;1,849;3,134;55.8;1816443
515001;Beförderungserschleichung;5711000;Bielefeld;1,028;303.8;0;0;0;0;1,022;99.4;902;754;148;538;59.6;1816443
515001;Beförderungserschleichung;5911000;Bochum;457;125;0;0;0;0;456;99.8;374;287;87;152;40.6;1816443
515001;Beförderungserschleichung;5314000;Bonn;2,224;661;0;0;0;0;2,218;99.7;1,857;1,199;658;878;47.3;1816443
515001;Beförderungserschleichung;5512000;Bottrop;408;345.4;0;0;0;0;395;96.8;258;176;82;69;26.7;1816443
515001;Beförderungserschleichung;3101000;Braunschweig;691;274.4;1;0.1;0;0;685;99.1;634;484;150;320;50.5;1816443
515001;Beförderungserschleichung;4011000;Bremen;1,420;249.4;0;0;0;0;1,411;99.4;1,268;975;293;682;53.8;1816443
515001;Beförderungserschleichung;4012000;Bremerhaven;65;56.3;0;0;0;0;64;98.5;50;41;9;22;44;1816443
515001;Beförderungserschleichung;14511000;Chemnitz;486;195.5;0;0;0;0;481;99;453;325;128;159;35.1;1816443
515001;Beförderungserschleichung;6411000;Darmstadt;359;221.3;0;0;0;0;355;98.9;314;238;76;177;56.4;1816443
515001;Beförderungserschleichung;5913000;Dortmund;5,057;852.3;2;0;0;0;5,026;99.4;2,668;2,022;646;1,209;45.3;1816443
515001;Beförderungserschleichung;14612000;Dresden;3,092;548.9;4;0.1;0;0;3,083;99.7;2,421;1,747;674;914;37.8;1816443
515001;Beförderungserschleichung;5112000;Duisburg;1,874;373.1;2;0.1;0;0;1,863;99.4;1,595;1,142;453;772;48.4;1816443
515001;Beförderungserschleichung;5111000;Düsseldorf;1,543;245.3;0;0;0;0;1,537;99.6;1,260;1,001;259;692;54.9;1816443
515001;Beförderungserschleichung;16051000;Erfurt;2,379;1,106.70;0;0;0;0;2,363;99.3;2,085;1,561;524;1,241;59.5;1816443
515001;Beförderungserschleichung;9562000;Erlangen;125;107.2;0;0;0;0;124;99.2;126;95;31;70;55.6;1816443
515001;Beförderungserschleichung;5113000;Essen;941;161;0;0;0;0;934;99.3;650;509;141;297;45.7;1816443
515001;Beförderungserschleichung;6412000;Frankfurt am Main;8,946;1,157.20;2;0;0;0;8,922;99.7;6,011;4,788;1,223;3,883;64.6;1816443
515001;Beförderungserschleichung;8311000;Freiburg im Breisgau;1,943;822.8;1;0.1;0;0;1,940;99.8;1,811;1,495;316;1,417;78.2;1816443
515001;Beförderungserschleichung;9563000;Fürth;220;167.4;0;0;0;0;219;99.5;209;145;64;82;39.2;1816443
515001;Beförderungserschleichung;5513000;Gelsenkirchen;288;109.5;0;0;0;0;286;99.3;257;192;65;126;49;1816443
515001;Beförderungserschleichung;3159016;Göttingen;581;488.5;1;0.2;0;0;574;98.8;520;433;87;355;68.3;1816443
515001;Beförderungserschleichung;5754008;Gütersloh;107;104.5;0;0;0;0;104;97.2;102;84;18;78;76.5;1816443
515001;Beförderungserschleichung;5914000;Hagen;671;353.6;1;0.1;0;0;670;99.9;480;358;122;274;57.1;1816443
515001;Beförderungserschleichung;15002000;Halle (Saale);1,043;430.8;1;0.1;0;0;1,021;97.9;953;755;198;697;73.1;1816443
515001;Beförderungserschleichung;2000000;Hamburg;7,244;382.9;15;0.2;0;0;7,084;97.8;4,828;3,924;904;3,101;64.2;1816443
515001;Beförderungserschleichung;5915000;Hamm;543;300.3;1;0.2;0;0;536;98.7;519;442;77;367;70.7;1816443
515001;Beförderungserschleichung;6435014;Hanau;1,065;1,050.70;1;0.1;0;0;1,041;97.7;928;668;260;551;59.4;1816443
515001;Beförderungserschleichung;3241001;Hannover;2,544;466.8;0;0;0;0;2,505;98.5;2,239;1,819;420;1,410;63;1816443
515001;Beförderungserschleichung;8221000;Heidelberg;728;448.6;0;0;0;0;723;99.3;680;494;186;402;59.1;1816443
515001;Beförderungserschleichung;8121000;Heilbronn;159;123.9;0;0;0;0;159;100;152;103;49;100;65.8;1816443
515001;Beförderungserschleichung;5916000;Herne;292;185.6;0;0;0;0;287;98.3;215;154;61;78;36.3;1816443
515001;Beförderungserschleichung;3254021;Hildesheim;65;63.8;0;0;0;0;63;96.9;62;55;7;50;80.6;1816443
515001;Beförderungserschleichung;9161000;Ingolstadt;511;362.3;2;0.4;0;0;504;98.6;474;361;113;355;74.9;1816443
515001;Beförderungserschleichung;16053000;Jena;128;115.1;0;0;0;0;126;98.4;118;83;35;74;62.7;1816443
515001;Beförderungserschleichung;7312000;Kaiserslautern;155;153.1;1;0.6;0;0;155;100;148;117;31;98;66.2;1816443
515001;Beförderungserschleichung;8212000;Karlsruhe;2,252;729.5;1;0;0;0;2,234;99.2;2,062;1,709;353;1,540;74.7;1816443
515001;Beförderungserschleichung;6611000;Kassel;837;409.9;0;0;0;0;819;97.8;787;626;161;584;74.2;1816443
515001;Beförderungserschleichung;1002000;Kiel;101;40.8;0;0;0;0;100;99;98;78;20;62;63.3;1816443
515001;Beförderungserschleichung;7111000;Koblenz;551;478;0;0;0;0;550;99.8;526;463;63;402;76.4;1816443
515001;Beförderungserschleichung;5315000;Köln;3,055;281.6;0;0;0;0;3,033;99.3;2,601;1,907;694;1,438;55.3;1816443
515001;Beförderungserschleichung;5114000;Krefeld;1,403;614.2;0;0;0;0;1,399;99.7;1,096;714;382;419;38.2;1816443
515001;Beförderungserschleichung;14713000;Leipzig;2,254;365.9;1;0;0;0;2,229;98.9;1,853;1,362;491;703;37.9;1816443
515001;Beförderungserschleichung;5316000;Leverkusen;16;9.7;1;6.3;0;0;15;93.8;15;9;6;8;53.3;1816443
515001;Beförderungserschleichung;1003000;Lübeck;284;130.2;4;1.4;0;0;280;98.6;267;214;53;164;61.4;1816443
515001;Beförderungserschleichung;7314000;Ludwigshafen am Rhein;976;560.1;0;0;0;0;967;99.1;902;607;295;537;59.5;1816443
515001;Beförderungserschleichung;15003000;Magdeburg;771;322.1;2;0.3;0;0;743;96.4;664;517;147;431;64.9;1816443
515001;Beförderungserschleichung;7315000;Mainz;1,652;749;0;0;0;0;1,611;97.5;1,386;1,020;366;744;53.7;1816443
515001;Beförderungserschleichung;8222000;Mannheim;3,446;1,092.00;2;0.1;0;0;3,426;99.4;3,058;2,325;733;2,121;69.4;1816443
515001;Beförderungserschleichung;5170024;Moers;19;18;1;5.3;0;0;19;100;17;14;3;12;70.6;1816443
515001;Beförderungserschleichung;5116000;Mönchengladbach;395;147.1;0;0;0;0;392;99.2;214;173;41;86;40.2;1816443
515001;Beförderungserschleichung;5117000;Mülheim an der Ruhr;234;135.7;0;0;0;0;234;100;195;150;45;66;33.8;1816443
515001;Beförderungserschleichung;9162000;München;5,509;364.2;4;0.1;0;0;5,454;99;4,793;3,284;1,509;2,777;57.9;1816443
515001;Beförderungserschleichung;5515000;Münster;1,312;408.8;0;0;0;0;1,303;99.3;803;661;142;494;61.5;1816443
515001;Beförderungserschleichung;5162024;Neuss;263;170.6;0;0;0;0;260;98.9;228;184;44;96;42.1;1816443
515001;Beförderungserschleichung;9564000;Nürnberg;2,056;393.1;1;0;0;0;2,046;99.5;1,928;1,486;442;1,271;65.9;1816443
515001;Beförderungserschleichung;5119000;Oberhausen;344;163.2;0;0;0;0;341;99.1;251;201;50;111;44.2;1816443
515001;Beförderungserschleichung;6413000;Offenbach am Main;553;412.2;0;0;0;0;553;100;411;323;88;186;45.3;1816443
515001;Beförderungserschleichung;3403000;Oldenburg (Oldenburg);106;61.3;0;0;0;0;101;95.3;102;83;19;71;69.6;1816443
515001;Beförderungserschleichung;3404000;Osnabrück;239;142.8;0;0;0;0;238;99.6;227;179;48;135;59.5;1816443
515001;Beförderungserschleichung;5774032;Paderborn;868;560.9;1;0.1;0;0;860;99.1;595;364;231;223;37.5;1816443
515001;Beförderungserschleichung;8231000;Pforzheim;187;146.3;0;0;0;0;185;98.9;180;136;44;130;72.2;1816443
515001;Beförderungserschleichung;12054000;Potsdam;83;44.7;1;1.2;0;0;80;96.4;75;59;16;44;58.7;1816443
515001;Beförderungserschleichung;5562032;Recklinghausen;835;747.3;0;0;0;0;805;96.4;520;391;129;172;33.1;1816443
515001;Beförderungserschleichung;9362000;Regensburg;395;250.9;0;0;0;0;389;98.5;348;270;78;198;56.9;1816443
515001;Beförderungserschleichung;5120000;Remscheid;12;10.7;0;0;0;0;11;91.7;11;10;1;7;63.6;1816443
515001;Beförderungserschleichung;8415061;Reutlingen;122;103.8;0;0;0;0;119;97.5;114;89;25;77;67.5;1816443
515001;Beförderungserschleichung;13003000;Rostock, Hanse- und Universitätsstadt;927;441.6;2;0.2;0;0;922;99.5;558;424;134;161;28.9;1816443
515001;Beförderungserschleichung;10041100;Saarbrücken;450;247.3;3;0.7;0;0;439;97.6;283;234;49;172;60.8;1816443
515001;Beförderungserschleichung;3102000;Salzgitter;55;52.6;0;0;0;0;55;100;42;32;10;16;38.1;1816443
515001;Beförderungserschleichung;13004000;Schwerin;349;365;3;0.9;0;0;344;98.6;323;251;72;210;65;1816443
515001;Beförderungserschleichung;5970040;Siegen;27;26.3;1;3.7;0;0;27;100;27;25;2;14;51.9;1816443
515001;Beförderungserschleichung;5122000;Solingen;90;56;0;0;0;0;87;96.7;83;69;14;48;57.8;1816443
515001;Beförderungserschleichung;8111000;Stuttgart;2,926;462.3;2;0.1;0;0;2,914;99.6;2,700;2,038;662;1,793;66.4;1816443
515001;Beförderungserschleichung;7211000;Trier;60;53.5;1;1.7;0;0;60;100;49;45;4;31;63.3;1816443
515001;Beförderungserschleichung;8421000;Ulm;1,377;1,068.00;0;0;0;0;1,374;99.8;1,271;1,037;234;991;78;1816443
515001;Beförderungserschleichung;6414000;Wiesbaden;604;213.4;0;0;0;0;600;99.3;549;392;157;312;56.8;1816443
515001;Beförderungserschleichung;3103000;Wolfsburg;311;246.9;0;0;0;0;306;98.4;289;244;45;192;66.4;1816443
515001;Beförderungserschleichung;5124000;Wuppertal;1,334;371.7;1;0.1;0;0;1,304;97.8;1,058;705;353;587;55.5;1816443
515001;Beförderungserschleichung;9663000;Würzburg;1,016;794.9;1;0.1;0;0;1,008;99.2;932;804;128;744;79.8;1816443
530000;Unterschlagung §§ 246, 247, 248a StGB ;5334002;Aachen;536;212.6;1;0.2;0;0;224;41.8;231;173;58;103;44.6;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;9761000;Augsburg;383;127.2;2;0.5;0;0;195;50.9;162;126;36;79;48.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5378004;Bergisch Gladbach;131;116.2;0;0;0;0;68;51.9;67;47;20;21;31.3;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;11000000;Berlin;8,082;215.2;33;0.4;0;0;3,471;42.9;3,269;2,487;782;1,361;41.6;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5711000;Bielefeld;472;139.5;0;0;0;0;232;49.2;242;167;75;84;34.7;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5911000;Bochum;951;260;8;0.8;0;0;360;37.9;392;270;122;117;29.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5314000;Bonn;994;295.4;9;0.9;0;0;303;30.5;288;206;82;98;34;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5512000;Bottrop;214;181.2;0;0;0;0;90;42.1;94;60;34;28;29.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;3101000;Braunschweig;399;158.5;3;0.8;0;0;174;43.6;183;134;49;40;21.9;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;4011000;Bremen;1,377;241.8;14;1;0;0;530;38.5;513;397;116;221;43.1;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;4012000;Bremerhaven;200;173.2;3;1.5;0;0;121;60.5;126;96;30;35;27.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;14511000;Chemnitz;405;162.9;2;0.5;0;0;195;48.1;195;138;57;41;21;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;6411000;Darmstadt;356;219.4;1;0.3;0;0;118;33.1;117;91;26;42;35.9;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5913000;Dortmund;1,666;280.8;16;1;0;0;580;34.8;613;444;169;234;38.2;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;14612000;Dresden;1,378;244.6;9;0.7;0;0;427;31;417;296;121;102;24.5;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5112000;Duisburg;716;142.6;4;0.6;0;0;380;53.1;396;283;113;144;36.4;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5111000;Düsseldorf;1,788;284.2;8;0.4;0;0;582;32.6;600;462;138;271;45.2;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;16051000;Erfurt;507;235.8;2;0.4;0;0;236;46.5;231;183;48;50;21.6;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;9562000;Erlangen;77;66.1;0;0;0;0;41;53.2;43;33;10;11;25.6;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5113000;Essen;1,166;199.5;14;1.2;0;0;587;50.3;603;409;194;221;36.7;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;6412000;Frankfurt am Main;1,958;253.3;8;0.4;0;0;771;39.4;730;586;144;398;54.5;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;8311000;Freiburg im Breisgau;567;240.1;5;0.9;0;0;162;28.6;156;132;24;78;50;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;9563000;Fürth;92;70;1;1.1;0;0;56;60.9;62;51;11;22;35.5;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5513000;Gelsenkirchen;432;164.3;5;1.2;0;0;279;64.6;250;161;89;98;39.2;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;3159016;Göttingen;338;284.2;1;0.3;0;0;96;28.4;98;63;35;29;29.6;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5754008;Gütersloh;201;196.3;2;1;0;0;74;36.8;80;58;22;31;38.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5914000;Hagen;831;437.9;1;0.1;0;0;197;23.7;200;141;59;75;37.5;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;15002000;Halle (Saale);1,178;486.6;8;0.7;0;0;302;25.6;298;212;86;73;24.5;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;2000000;Hamburg;3,323;175.6;20;0.6;0;0;1,564;47.1;1,461;1,105;356;685;46.9;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5915000;Hamm;436;241.1;6;1.4;0;0;186;42.7;202;146;56;70;34.7;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;6435014;Hanau;128;126.3;0;0;0;0;53;41.4;62;41;21;32;51.6;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;3241001;Hannover;1,399;256.7;1;0.1;0;0;592;42.3;598;472;126;250;41.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;8221000;Heidelberg;292;179.9;1;0.3;0;0;69;23.6;77;60;17;34;44.2;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;8121000;Heilbronn;251;195.6;0;0;0;0;114;45.4;113;88;25;58;51.3;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;5916000;Herne;329;209.1;0;0;0;0;152;46.2;157;106;51;50;31.8;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;3254021;Hildesheim;190;186.5;1;0.5;0;0;100;52.6;98;62;36;24;24.5;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;9161000;Ingolstadt;158;112;0;0;0;0;82;51.9;75;54;21;33;44;1849274
530000;Unterschlagung §§ 246, 247, 248a StGB ;16053000;Jena;250;224.8;1;0.4;0;0;62;24.8;60;43;17;11;18.3;1849274
