Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;178;84;2;1.1;0;0;171;96.1;177;149;28;176;99.4
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;297;228;1;0.3;0;0;295;99.3;291;241;50;288;99
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);104;62;3;2.9;0;0;101;97.1;104;81;23;100;96.2
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;143;87;2;1.4;0;0;137;95.8;140;118;22;134;95.7
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;23;15;1;4.3;0;0;22;95.7;24;18;6;24;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;44;35;0;0;0;0;44;100;58;43;15;56;96.6
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;66;37;0;0;0;0;65;98.5;66;57;9;62;93.9
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;35;31;1;2.9;0;0;34;97.1;41;24;17;41;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;741;484;0;0;0;0;740;99.9;706;477;229;703;99.6
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;7;6;0;0;0;0;7;100;7;7;0;7;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;33;28;0;0;0;0;32;97;32;26;6;32;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13003000;Rostock;967;462;13;1.3;0;0;960;99.3;955;731;224;951;99.6
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;1,140;632;190;16.7;0;0;1,115;97.8;1,101;943;158;1,091;99.1
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3102000;Salzgitter;23;22;0;0;0;0;23;100;25;21;4;23;92
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;13004000;Schwerin;493;515;0;0;0;0;490;99.4;484;312;172;480;99.2
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5970040;Siegen;53;52;1;1.9;0;0;53;100;52;44;8;52;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5122000;Solingen;21;13;0;0;0;0;21;100;26;23;3;26;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;1,431;225;1;0.1;0;0;1,422;99.4;1,077;935;142;1,066;99
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7211000;Trier;1,659;1,488;1;0.1;0;0;1,653;99.6;1,621;1,125;496;1,620;99.9
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8421000;Ulm;77;61;0;0;0;0;77;100;74;66;8;73;98.6
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6414000;Wiesbaden;113;41;1;0.9;0;0;110;97.3;110;84;26;107;97.3
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3103000;Wolfsburg;29;23;1;3.4;0;0;28;96.6;33;25;8;33;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5124000;Wuppertal;149;42;0;0;0;0;146;98;156;131;25;152;97.4
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9663000;Würzburg;236;184;0;0;0;0;234;99.2;226;195;31;224;99.1
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);5334002;Aachen;1,066;428;6;0.6;0;0;921;86.4;908;813;95;322;35.5
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);9761000;Augsburg;2,177;734;48;2.2;0;0;2,096;96.3;1,729;1,472;257;477;27.6
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);5378004;Bergisch Gladbach;170;152;0;0;0;0;152;89.4;155;132;23;33;21.3
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);11000000;Berlin;20,906;570;389;1.9;0;0;18,343;87.7;14,401;12,927;1,474;5,992;41.6
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);5711000;Bielefeld;1,398;418;17;1.2;0;0;1,295;92.6;1,067;961;106;356;33.4
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);5911000;Bochum;1,506;412;18;1.2;0;0;1,403;93.2;1,303;1,133;170;241;18.5
730000;Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst);5314000;Bonn;1,854;562;18;1;0;0;1,666;89.9;1,359;1,188;171;318;23.4
