Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
*90*00;Taschendiebstahl insgesamt;09162000;München;1,998;137;42;2.1;0;0;227;11.4;199;152;47;144;72.4
*90*00;Taschendiebstahl insgesamt;05515000;Münster;724;231;19;2.6;0;0;58;8.0;61;48;13;48;78.7
*90*00;Taschendiebstahl insgesamt;05162024;Neuss;325;211;5;1.5;0;0;20;6.2;26;20;6;19;73.1
*90*00;Taschendiebstahl insgesamt;09564000;Nürnberg;665;129;11;1.7;0;0;59;8.9;61;52;9;44;72.1
*90*00;Taschendiebstahl insgesamt;05119000;Oberhausen;510;241;5;1.0;0;0;84;16.5;38;24;14;26;68.4
*90*00;Taschendiebstahl insgesamt;06413000;Offenbach am Main;144;114;2;1.4;0;0;10;6.9;12;7;5;10;83.3
*90*00;Taschendiebstahl insgesamt;03403000;Oldenburg (Oldenburg);268;160;7;2.6;0;0;38;14.2;39;37;2;27;69.2
*90*00;Taschendiebstahl insgesamt;03404000;Osnabrück;404;246;11;2.7;0;0;45;11.1;34;27;7;25;73.5
*90*00;Taschendiebstahl insgesamt;05774032;Paderborn;192;129;1;0.5;0;0;7;3.6;9;7;2;6;66.7
*90*00;Taschendiebstahl insgesamt;08231000;Pforzheim;140;113;1;0.7;0;0;4;2.9;4;4;0;2;50.0
*90*00;Taschendiebstahl insgesamt;12054000;Potsdam;338;192;2;0.6;0;0;9;2.7;11;8;3;8;72.7
*90*00;Taschendiebstahl insgesamt;05562032;Recklinghausen;226;199;3;1.3;0;0;10;4.4;14;6;8;12;85.7
*90*00;Taschendiebstahl insgesamt;09362000;Regensburg;99;66;0;0.0;0;0;4;4.0;4;4;0;2;50.0
*90*00;Taschendiebstahl insgesamt;05120000;Remscheid;110;99;0;0.0;0;0;2;1.8;4;2;2;1;25.0
*90*00;Taschendiebstahl insgesamt;08415061;Reutlingen;45;39;0;0.0;0;0;0;0.0;0;0;0;0;0.0
*90*00;Taschendiebstahl insgesamt;13003000;Rostock;197;95;0;0.0;0;0;14;7.1;14;10;4;6;42.9
*90*00;Taschendiebstahl insgesamt;10041100;Saarbrücken;911;503;11;1.2;0;0;28;3.1;25;15;10;19;76.0
*90*00;Taschendiebstahl insgesamt;03102000;Salzgitter;57;55;3;5.3;0;0;7;12.3;8;4;4;2;25.0
*90*00;Taschendiebstahl insgesamt;13004000;Schwerin;88;92;0;0.0;0;0;6;6.8;10;7;3;2;20.0
*90*00;Taschendiebstahl insgesamt;05970040;Siegen;162;158;1;0.6;0;0;7;4.3;7;5;2;5;71.4
*90*00;Taschendiebstahl insgesamt;05122000;Solingen;288;181;3;1.0;0;0;10;3.5;11;8;3;9;81.8
*90*00;Taschendiebstahl insgesamt;08111000;Stuttgart;1,236;195;21;1.7;0;0;83;6.7;80;69;11;57;71.3
*90*00;Taschendiebstahl insgesamt;07211000;Trier;208;189;1;0.5;0;0;4;1.9;5;3;2;5;100.0
*90*00;Taschendiebstahl insgesamt;08421000;Ulm;81;64;1;1.2;0;0;3;3.7;3;2;1;3;100.0
*90*00;Taschendiebstahl insgesamt;06414000;Wiesbaden;416;149;0;0.0;0;0;30;7.2;18;14;4;13;72.2
*90*00;Taschendiebstahl insgesamt;03103000;Wolfsburg;110;89;1;0.9;0;0;4;3.6;7;5;2;2;28.6
*90*00;Taschendiebstahl insgesamt;05124000;Wuppertal;1,282;363;17;1.3;0;0;44;3.4;48;33;15;37;77.1
*90*00;Taschendiebstahl insgesamt;09663000;Würzburg;112;88;2;1.8;0;0;10;8.9;11;10;1;6;54.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05334002;Aachen;2,603;1,057;170;6.5;0;0;2,030;78.0;1,658;1,233;425;678;40.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09761000;Augsburg;2,903;991;215;7.4;0;0;2,636;90.8;2,089;1,521;568;1,091;52.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05378004;Bergisch Gladbach;605;542;70;11.6;0;0;419;69.3;340;243;97;105;30.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;11000000;Berlin;85,003;2,352;11,473;13.5;0;0;40,171;47.3;28,141;19,869;8,272;12,023;42.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05711000;Bielefeld;3,552;1,068;204;5.7;0;0;3,100;87.3;2,493;1,897;596;1,053;42.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05911000;Bochum;4,649;1,272;267;5.7;0;0;3,831;82.4;2,750;2,046;704;915;33.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05314000;Bonn;2,733;840;267;9.8;0;0;2,137;78.2;1,845;1,322;523;679;36.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05512000;Bottrop;929;792;33;3.6;0;0;650;70.0;558;401;157;149;26.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03101000;Braunschweig;3,099;1,249;216;7.0;0;0;2,585;83.4;2,071;1,513;558;815;39.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;04011000;Bremen;11,812;2,080;1,909;16.2;0;0;8,004;67.8;5,520;4,097;1,423;2,059;37.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;04012000;Bremerhaven;1,379;1,220;256;18.6;0;0;786;57.0;540;361;179;133;24.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;14511000;Chemnitz;2,507;1,016;99;3.9;0;0;2,295;91.5;1,793;1,222;571;505;28.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;12052000;Cottbus;926;917;149;16.1;0;0;716;77.3;512;343;169;87;17.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;06411000;Darmstadt;2,036;1,287;76;3.7;0;0;1,897;93.2;1,342;925;417;512;38.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05913000;Dortmund;11,126;1,897;529;4.8;0;0;9,798;88.1;5,597;4,132;1,465;2,143;38.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;14612000;Dresden;7,012;1,272;408;5.8;0;0;6,224;88.8;4,309;3,046;1,263;1,122;26.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05112000;Duisburg;8,496;1,706;276;3.2;0;0;7,752;91.2;4,948;3,484;1,464;2,050;41.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05111000;Düsseldorf;8,646;1,401;776;9.0;0;0;6,300;72.9;4,718;3,514;1,204;2,144;45.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;16051000;Erfurt;5,451;2,559;199;3.7;0;0;4,856;89.1;3,350;2,232;1,118;795;23.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09562000;Erlangen;455;410;58;12.7;0;0;387;85.1;334;229;105;131;39.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05113000;Essen;14,119;2,420;603;4.3;0;0;12,109;85.8;7,589;5,398;2,191;2,958;39.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;06412000;Frankfurt am Main;30,108;4,031;631;2.1;0;0;28,310;94.0;8,900;6,845;2,055;4,688;52.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08311000;Freiburg im Breisgau;5,353;2,331;631;11.8;0;0;4,821;90.1;3,264;2,369;895;1,671;51.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09563000;Fürth;746;590;39;5.2;0;0;677;90.8;638;432;206;252;39.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05513000;Gelsenkirchen;3,248;1,248;149;4.6;0;0;2,711;83.5;1,853;1,301;552;710;38.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03159016;Göttingen;1,269;1,062;75;5.9;0;0;1,047;82.5;909;670;239;343;37.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05914000;Hagen;1,462;779;103;7.0;0;0;1,234;84.4;1,094;802;292;477;43.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;15002000;Halle (Saale);2,491;1,042;286;11.5;0;0;1,968;79.0;1,575;1,104;471;577;36.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;02000000;Hamburg;31,680;1,731;2,821;8.9;0;0;18,108;57.2;13,330;9,770;3,560;6,286;47.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05915000;Hamm;1,727;964;101;5.8;0;0;1,402;81.2;1,263;985;278;645;51.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03241001;Hannover;12,251;2,290;732;6.0;0;0;10,653;87.0;7,060;5,241;1,819;2,918;41.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08221000;Heidelberg;2,260;1,407;578;25.6;0;0;1,585;70.1;1,222;837;385;525;43.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08121000;Heilbronn;1,762;1,408;397;22.5;0;0;1,311;74.4;1,056;781;275;489;46.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05916000;Herne;1,701;1,087;107;6.3;0;0;1,370;80.5;983;714;269;328;33.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03254021;Hildesheim;934;918;96;10.3;0;0;672;71.9;571;399;172;154;27.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09161000;Ingolstadt;1,177;870;173;14.7;0;0;952;80.9;707;522;185;330;46.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;16053000;Jena;946;851;138;14.6;0;0;736;77.8;589;406;183;110;18.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08212000;Karlsruhe;5,948;1,907;321;5.4;0;0;5,329;89.6;3,961;3,029;932;2,022;51.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;06611000;Kassel;2,467;1,229;158;6.4;0;0;2,076;84.2;1,803;1,305;498;776;43.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;01002000;Kiel;2,118;854;245;11.6;0;0;1,566;73.9;1,171;791;380;297;25.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;07111000;Koblenz;1,234;1,084;126;10.2;0;0;1,030;83.5;881;647;234;378;42.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05315000;Köln;15,237;1,410;1,137;7.5;0;0;11,297;74.1;8,325;5,912;2,413;3,388;40.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05114000;Krefeld;4,569;2,015;225;4.9;0;0;4,042;88.5;2,738;1,924;814;953;34.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;14713000;Leipzig;8,371;1,438;345;4.1;0;0;6,964;83.2;4,889;3,353;1,536;1,058;21.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05316000;Leverkusen;1,339;819;104;7.8;0;0;1,044;78.0;854;583;271;262;30.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;01003000;Lübeck;1,889;873;248;13.1;0;0;1,482;78.5;1,148;811;337;333;29.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;07314000;Ludwigshafen am Rhein;2,484;1,474;145;5.8;0;0;2,118;85.3;1,737;1,118;619;711;40.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;15003000;Magdeburg;2,282;957;112;4.9;0;0;1,925;84.4;1,404;928;476;354;25.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;07315000;Mainz;4,313;2,005;251;5.8;0;0;3,748;86.9;2,560;1,930;630;1,126;44.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08222000;Mannheim;5,802;1,884;710;12.2;0;0;4,655;80.2;3,499;2,498;1,001;1,695;48.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05170024;Moers;573;551;43;7.5;0;0;479;83.6;289;195;94;68;23.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05116000;Mönchengladbach;2,382;909;95;4.0;0;0;2,050;86.1;1,325;940;385;392;29.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05117000;Mülheim an der Ruhr;2,892;1,689;111;3.8;0;0;2,520;87.1;1,742;1,222;520;614;35.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09162000;München;15,622;1,073;925;5.9;0;0;13,554;86.8;10,811;7,597;3,214;5,684;52.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05515000;Münster;2,353;750;180;7.6;0;0;1,767;75.1;1,575;1,194;381;655;41.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05162024;Neuss;2,278;1,481;67;2.9;0;0;2,075;91.1;1,621;1,115;506;524;32.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09564000;Nürnberg;4,553;884;446;9.8;0;0;3,944;86.6;3,476;2,487;989;1,715;49.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05119000;Oberhausen;1,831;866;104;5.7;0;0;1,436;78.4;1,170;810;360;417;35.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;06413000;Offenbach am Main;1,966;1,552;85;4.3;0;0;1,761;89.6;1,455;1,085;370;703;48.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03403000;Oldenburg (Oldenburg);1,563;935;143;9.1;0;0;1,254;80.2;790;569;221;180;22.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03404000;Osnabrück;3,255;1,980;234;7.2;0;0;2,827;86.9;1,443;1,018;425;395;27.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05774032;Paderborn;1,795;1,204;55;3.1;0;0;1,572;87.6;1,277;842;435;432;33.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08231000;Pforzheim;1,551;1,248;139;9.0;0;0;1,271;81.9;778;540;238;388;49.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;12054000;Potsdam;1,933;1,100;146;7.6;0;0;1,584;81.9;1,247;862;385;383;30.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05562032;Recklinghausen;920;812;39;4.2;0;0;730;79.3;677;476;201;229;33.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09362000;Regensburg;1,182;783;104;8.8;0;0;1,006;85.1;813;589;224;280;34.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05120000;Remscheid;624;564;59;9.5;0;0;486;77.9;390;273;117;128;32.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08415061;Reutlingen;1,284;1,109;321;25.0;0;0;871;67.8;433;321;112;163;37.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;13003000;Rostock;4,329;2,077;357;8.2;0;0;3,804;87.9;2,595;1,791;804;499;19.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;10041100;Saarbrücken;2,685;1,484;320;11.9;0;0;1,920;71.5;1,574;1,088;486;693;44.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03102000;Salzgitter;865;827;50;5.8;0;0;723;83.6;469;324;145;99;21.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;13004000;Schwerin;3,123;3,260;482;15.4;0;0;2,881;92.3;1,662;1,167;495;454;27.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05970040;Siegen;985;963;157;15.9;0;0;759;77.1;607;424;183;204;33.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05122000;Solingen;1,344;846;88;6.5;0;0;746;55.5;649;483;166;200;30.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08111000;Stuttgart;8,151;1,288;1,671;20.5;0;0;6,144;75.4;4,889;3,638;1,251;2,409;49.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;07211000;Trier;689;626;89;12.9;0;0;517;75.0;468;338;130;135;28.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;08421000;Ulm;1,691;1,346;232;13.7;0;0;1,409;83.3;1,164;888;276;663;57.0
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;06414000;Wiesbaden;3,158;1,133;144;4.6;0;0;2,818;89.2;1,831;1,287;544;723;39.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;03103000;Wolfsburg;886;715;59;6.7;0;0;734;82.8;629;466;163;217;34.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;05124000;Wuppertal;4,276;1,209;329;7.7;0;0;3,328;77.8;2,544;1,739;805;1,013;39.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;09663000;Würzburg;1,754;1,385;527;30.0;0;0;1,149;65.5;1,038;804;234;534;51.4
515000;Erschleichen von Leistungen § 265a StGB;05334002;Aachen;1,071;435;0;0.0;0;0;1,023;95.5;887;667;220;404;45.5
515000;Erschleichen von Leistungen § 265a StGB;09761000;Augsburg;1,369;467;4;0.3;0;0;1,362;99.5;1,233;924;309;733;59.4
515000;Erschleichen von Leistungen § 265a StGB;05378004;Bergisch Gladbach;120;108;0;0.0;0;0;117;97.5;99;80;19;36;36.4
515000;Erschleichen von Leistungen § 265a StGB;11000000;Berlin;15,559;431;26;0.2;0;0;15,305;98.4;12,778;9,265;3,513;5,852;45.8
515000;Erschleichen von Leistungen § 265a StGB;05711000;Bielefeld;1,575;474;10;0.6;0;0;1,571;99.7;1,374;1,124;250;679;49.4
515000;Erschleichen von Leistungen § 265a StGB;05911000;Bochum;2,137;585;3;0.1;0;0;2,130;99.7;1,481;1,144;337;488;33.0
515000;Erschleichen von Leistungen § 265a StGB;05314000;Bonn;1,044;321;2;0.2;0;0;1,038;99.4;922;679;243;367;39.8
515000;Erschleichen von Leistungen § 265a StGB;05512000;Bottrop;140;119;1;0.7;0;0;140;100.0;122;92;30;31;25.4
515000;Erschleichen von Leistungen § 265a StGB;03101000;Braunschweig;844;340;6;0.7;0;0;841;99.6;704;541;163;301;42.8
515000;Erschleichen von Leistungen § 265a StGB;04011000;Bremen;5,340;940;3;0.1;0;0;5,326;99.7;3,911;2,971;940;1,541;39.4
515000;Erschleichen von Leistungen § 265a StGB;04012000;Bremerhaven;48;42;0;0.0;0;0;47;97.9;47;39;8;16;34.0
515000;Erschleichen von Leistungen § 265a StGB;14511000;Chemnitz;954;386;0;0.0;0;0;951;99.7;806;574;232;334;41.4
515000;Erschleichen von Leistungen § 265a StGB;12052000;Cottbus;138;137;1;0.7;0;0;134;97.1;125;97;28;46;36.8
515000;Erschleichen von Leistungen § 265a StGB;06411000;Darmstadt;1,186;749;0;0.0;0;0;1,181;99.6;822;578;244;321;39.1
515000;Erschleichen von Leistungen § 265a StGB;05913000;Dortmund;5,191;885;2;0.0;0;0;5,175;99.7;3,016;2,341;675;1,203;39.9
515000;Erschleichen von Leistungen § 265a StGB;14612000;Dresden;3,178;577;5;0.2;0;0;3,148;99.1;2,338;1,776;562;710;30.4
515000;Erschleichen von Leistungen § 265a StGB;05112000;Duisburg;5,679;1,140;1;0.0;0;0;5,658;99.6;3,201;2,296;905;1,457;45.5
515000;Erschleichen von Leistungen § 265a StGB;05111000;Düsseldorf;3,410;552;1;0.0;0;0;3,386;99.3;2,495;1,936;559;1,169;46.9
515000;Erschleichen von Leistungen § 265a StGB;16051000;Erfurt;3,696;1,735;1;0.0;0;0;3,561;96.3;2,596;1,756;840;676;26.0
515000;Erschleichen von Leistungen § 265a StGB;09562000;Erlangen;75;68;0;0.0;0;0;73;97.3;73;51;22;32;43.8
515000;Erschleichen von Leistungen § 265a StGB;05113000;Essen;9,029;1,548;4;0.0;0;0;8,950;99.1;5,103;3,592;1,511;1,996;39.1
515000;Erschleichen von Leistungen § 265a StGB;06412000;Frankfurt am Main;7,875;1,054;1;0.0;0;0;7,856;99.8;5,598;4,429;1,169;3,038;54.3
515000;Erschleichen von Leistungen § 265a StGB;08311000;Freiburg im Breisgau;3,173;1,382;0;0.0;0;0;3,166;99.8;2,489;1,835;654;1,312;52.7
515000;Erschleichen von Leistungen § 265a StGB;09563000;Fürth;131;104;0;0.0;0;0;131;100.0;131;97;34;53;40.5
515000;Erschleichen von Leistungen § 265a StGB;05513000;Gelsenkirchen;1,355;521;2;0.1;0;0;1,338;98.7;747;543;204;295;39.5
515000;Erschleichen von Leistungen § 265a StGB;03159016;Göttingen;356;298;1;0.3;0;0;355;99.7;329;261;68;163;49.5
515000;Erschleichen von Leistungen § 265a StGB;05914000;Hagen;448;239;0;0.0;0;0;446;99.6;404;320;84;209;51.7
515000;Erschleichen von Leistungen § 265a StGB;15002000;Halle (Saale);730;305;3;0.4;0;0;709;97.1;619;472;147;363;58.6
515000;Erschleichen von Leistungen § 265a StGB;02000000;Hamburg;8,484;463;13;0.2;0;0;8,437;99.4;6,886;5,454;1,432;3,893;56.5
515000;Erschleichen von Leistungen § 265a StGB;05915000;Hamm;678;378;1;0.1;0;0;676;99.7;596;496;100;368;61.7
515000;Erschleichen von Leistungen § 265a StGB;03241001;Hannover;5,469;1,022;9;0.2;0;0;5,446;99.6;3,758;2,940;818;1,671;44.5
515000;Erschleichen von Leistungen § 265a StGB;08221000;Heidelberg;888;553;0;0.0;0;0;885;99.7;722;488;234;318;44.0
515000;Erschleichen von Leistungen § 265a StGB;08121000;Heilbronn;796;636;1;0.1;0;0;795;99.9;613;476;137;304;49.6
515000;Erschleichen von Leistungen § 265a StGB;05916000;Herne;486;311;1;0.2;0;0;481;99.0;405;317;88;142;35.1
515000;Erschleichen von Leistungen § 265a StGB;03254021;Hildesheim;102;100;1;1.0;0;0;102;100.0;98;88;10;47;48.0
515000;Erschleichen von Leistungen § 265a StGB;09161000;Ingolstadt;347;257;0;0.0;0;0;345;99.4;322;237;85;201;62.4
515000;Erschleichen von Leistungen § 265a StGB;16053000;Jena;186;167;1;0.5;0;0;186;100.0;175;120;55;47;26.9
515000;Erschleichen von Leistungen § 265a StGB;08212000;Karlsruhe;3,870;1,241;2;0.1;0;0;3,859;99.7;3,020;2,342;678;1,648;54.6
515000;Erschleichen von Leistungen § 265a StGB;06611000;Kassel;779;388;1;0.1;0;0;776;99.6;734;549;185;377;51.4
515000;Erschleichen von Leistungen § 265a StGB;01002000;Kiel;185;75;1;0.5;0;0;182;98.4;174;148;26;89;51.1
515000;Erschleichen von Leistungen § 265a StGB;07111000;Koblenz;332;292;0;0.0;0;0;332;100.0;324;282;42;205;63.3
515000;Erschleichen von Leistungen § 265a StGB;05315000;Köln;5,911;547;5;0.1;0;0;5,810;98.3;4,330;3,144;1,186;1,834;42.4
515000;Erschleichen von Leistungen § 265a StGB;05114000;Krefeld;2,480;1,094;0;0.0;0;0;2,464;99.4;1,757;1,260;497;641;36.5
515000;Erschleichen von Leistungen § 265a StGB;14713000;Leipzig;2,958;508;0;0.0;0;0;2,931;99.1;2,166;1,555;611;586;27.1
515000;Erschleichen von Leistungen § 265a StGB;05316000;Leverkusen;317;194;0;0.0;0;0;316;99.7;271;189;82;93;34.3
515000;Erschleichen von Leistungen § 265a StGB;01003000;Lübeck;401;185;4;1.0;0;0;400;99.8;370;293;77;181;48.9
515000;Erschleichen von Leistungen § 265a StGB;07314000;Ludwigshafen am Rhein;1,152;684;0;0.0;0;0;1,144;99.3;966;586;380;435;45.0
515000;Erschleichen von Leistungen § 265a StGB;15003000;Magdeburg;497;208;0;0.0;0;0;484;97.4;444;320;124;241;54.3
515000;Erschleichen von Leistungen § 265a StGB;07315000;Mainz;2,195;1,020;2;0.1;0;0;2,168;98.8;1,773;1,328;445;804;45.3
515000;Erschleichen von Leistungen § 265a StGB;08222000;Mannheim;2,846;924;0;0.0;0;0;2,836;99.6;2,334;1,697;637;1,225;52.5
515000;Erschleichen von Leistungen § 265a StGB;05170024;Moers;22;21;0;0.0;0;0;21;95.5;22;16;6;9;40.9
515000;Erschleichen von Leistungen § 265a StGB;05116000;Mönchengladbach;603;230;0;0.0;0;0;599;99.3;443;355;88;132;29.8
515000;Erschleichen von Leistungen § 265a StGB;05117000;Mülheim an der Ruhr;1,936;1,130;1;0.1;0;0;1,922;99.3;1,237;880;357;435;35.2
515000;Erschleichen von Leistungen § 265a StGB;09162000;München;7,754;533;3;0.0;0;0;7,674;99.0;7,079;4,940;2,139;4,024;56.8
515000;Erschleichen von Leistungen § 265a StGB;05515000;Münster;849;271;0;0.0;0;0;842;99.2;709;550;159;343;48.4
515000;Erschleichen von Leistungen § 265a StGB;05162024;Neuss;1,357;882;0;0.0;0;0;1,351;99.6;1,011;690;321;318;31.5
515000;Erschleichen von Leistungen § 265a StGB;09564000;Nürnberg;1,652;321;2;0.1;0;0;1,637;99.1;1,575;1,187;388;840;53.3
515000;Erschleichen von Leistungen § 265a StGB;05119000;Oberhausen;501;237;2;0.4;0;0;493;98.4;338;262;76;136;40.2
515000;Erschleichen von Leistungen § 265a StGB;06413000;Offenbach am Main;979;773;0;0.0;0;0;975;99.6;817;619;198;395;48.3
515000;Erschleichen von Leistungen § 265a StGB;03403000;Oldenburg (Oldenburg);146;87;2;1.4;0;0;143;97.9;131;108;23;52;39.7
515000;Erschleichen von Leistungen § 265a StGB;03404000;Osnabrück;337;205;1;0.3;0;0;331;98.2;301;236;65;132;43.9
515000;Erschleichen von Leistungen § 265a StGB;05774032;Paderborn;1,087;729;0;0.0;0;0;1,081;99.4;887;557;330;332;37.4
515000;Erschleichen von Leistungen § 265a StGB;08231000;Pforzheim;285;229;0;0.0;0;0;286;100.4;275;189;86;174;63.3
515000;Erschleichen von Leistungen § 265a StGB;12054000;Potsdam;672;382;2;0.3;0;0;668;99.4;607;463;144;261;43.0
515000;Erschleichen von Leistungen § 265a StGB;05562032;Recklinghausen;258;228;0;0.0;0;0;257;99.6;235;186;49;99;42.1
515000;Erschleichen von Leistungen § 265a StGB;09362000;Regensburg;392;260;1;0.3;0;0;389;99.2;351;271;80;145;41.3
515000;Erschleichen von Leistungen § 265a StGB;05120000;Remscheid;78;71;1;1.3;0;0;78;100.0;69;51;18;34;49.3
515000;Erschleichen von Leistungen § 265a StGB;08415061;Reutlingen;107;92;1;0.9;0;0;106;99.1;100;85;15;45;45.0
515000;Erschleichen von Leistungen § 265a StGB;13003000;Rostock;2,698;1,295;1;0.0;0;0;2,696;99.9;1,809;1,272;537;363;20.1
515000;Erschleichen von Leistungen § 265a StGB;10041100;Saarbrücken;668;369;3;0.4;0;0;638;95.5;580;415;165;328;56.6
515000;Erschleichen von Leistungen § 265a StGB;03102000;Salzgitter;43;41;0;0.0;0;0;42;97.7;37;34;3;9;24.3
