Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;12054000;Potsdam;124;74;18;14.5;9;0;76;61.3;83;80;3;19;22.9
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;5562032;Recklinghausen;129;113;27;20.9;5;0;63;48.8;82;76;6;31;37.8
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;9362000;Regensburg;67;46;19;28.4;6;0;46;68.7;64;52;12;31;48.4
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;5120000;Remscheid;46;42;6;13;4;0;22;47.8;26;24;2;14;53.8
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;8415061;Reutlingen;32;28;8;25;0;0;14;43.8;21;17;4;8;38.1
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;13003000;Rostock;154;75;27;17.5;2;1;102;66.2;148;133;15;21;14.2
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;10041100;Saarbruecken;267;150;66;24.7;12;0;142;53.2;179;154;25;78;43.6
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;3102000;Salzgitter;60;59;16;26.7;3;2;29;48.3;55;49;6;26;47.3
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;13004000;Schwerin;43;44;6;14;0;0;26;60.5;34;30;4;8;23.5
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;5970040;Siegen;53;52;6;11.3;2;0;32;60.4;44;37;7;12;27.3
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;5122000;Solingen;103;65;16;15.5;4;0;59;57.3;71;66;5;32;45.1
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;8111000;Stuttgart;594;95;127;21.4;10;0;337;56.7;430;390;40;271;63
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;7211000;Trier;67;58;15;22.4;0;0;47;70.1;67;60;7;29;43.3
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;8421000;Ulm;83;68;12;14.5;3;0;53;63.9;67;60;7;36;53.7
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;6414000;Wiesbaden;207;75;34;16.4;6;0;120;58;162;141;21;57;35.2
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;3103000;Wolfsburg;78;63;17;21.8;8;0;43;55.1;44;43;1;16;36.4
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;5124000;Wuppertal;379;108;63;16.6;10;1;157;41.4;187;167;20;96;51.3
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;9663000;Wuerzburg;35;28;5;14.3;0;0;27;77.1;40;34;6;18;45
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5334002;Aachen;2;1;0;0;1;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9761000;Augsburg;3;1;1;33.3;2;0;3;100;3;3;0;2;66.7
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5378004;Bergisch Gladbach;2;2;0;0;0;0;2;100;2;2;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;11000000;Berlin;5;0;1;20;2;0;8;160;6;6;0;4;66.7
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5711000;Bielefeld;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5911000;Bochum;2;1;0;0;2;0;4;200;4;4;0;2;50
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5314000;Bonn;3;1;0;0;2;0;1;33.3;2;2;0;2;100
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5512000;Bottrop;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3101000;Braunschweig;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;4011000;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;4012000;Bremerhaven;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;14511000;Chemnitz;1;0;0;0;1;0;1;100;1;1;0;1;100
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6411000;Darmstadt;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5913000;Dortmund;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;14612000;Dresden;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5112000;Duisburg;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5111000;Duesseldorf;2;0;0;0;1;0;1;50;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;16051000;Erfurt;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9562000;Erlangen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5113000;Essen;1;0;0;0;0;0;1;100;2;2;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6412000;Frankfurt am Main;5;1;1;20;4;0;5;100;4;4;0;1;25
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8311000;Freiburg im Breisgau;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9563000;Fuerth;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5513000;Gelsenkirchen;1;0;1;100;0;0;1;100;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3152012;Goettingen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5914000;Hagen;1;1;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;15002000;Halle (Saale);0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;2000000;Hamburg;5;0;0;0;3;0;4;80;4;4;0;2;50
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5915000;Hamm;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3241001;Hannover;1;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8221000;Heidelberg;0;0;0;0;0;0;1;0;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8121000;Heilbronn;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5916000;Herne;0;0;0;0;0;0;1;0;1;1;0;1;100
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3254021;Hildesheim;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9161000;Ingolstadt;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;16053000;Jena;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8212000;Karlsruhe;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6611000;Kassel;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;1002000;Kiel;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7111000;Koblenz;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5315000;Koeln;3;0;1;33.3;2;0;2;66.7;2;1;1;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5114000;Krefeld;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;14713000;Leipzig;5;1;0;0;5;0;5;100;2;2;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5316000;Leverkusen;1;1;1;100;0;0;1;100;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;1003000;Luebeck;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7314000;Ludwigshafen am Rhein;1;1;1;100;0;0;2;200;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;15003000;Magdeburg;1;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7315000;Mainz;3;1;1;33.3;1;0;1;33.3;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8222000;Mannheim;2;1;0;0;1;0;3;150;3;3;0;1;33.3
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5170024;Moers;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5116000;Moenchengladbach;1;0;1;100;0;0;1;100;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5117000;Muelheim an der Ruhr;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9162000;Muenchen;2;0;0;0;2;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5515000;Muenster;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5162024;Neuss;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9564000;Nuernberg;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5119000;Oberhausen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6413000;Offenbach am Main;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3403000;Oldenburg (Oldenburg);0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3404000;Osnabrueck;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5774032;Paderborn;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8231000;Pforzheim;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;12054000;Potsdam;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5562032;Recklinghausen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9362000;Regensburg;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5120000;Remscheid;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8415061;Reutlingen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13003000;Rostock;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;10041100;Saarbruecken;1;1;1;100;1;0;1;100;1;1;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3102000;Salzgitter;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13004000;Schwerin;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5970040;Siegen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5122000;Solingen;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8111000;Stuttgart;1;0;1;100;0;0;1;100;1;1;0;1;100
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7211000;Trier;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8421000;Ulm;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6414000;Wiesbaden;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3103000;Wolfsburg;0;0;0;0;0;0;0;0;0;0;0;0;0
